hour_index_0based,local_ac_w,official_replay_ac_w,absolute_difference_w,exact_match
2286,9.592,9.592,0.0,True
2287,35.386,35.386,0.0,True
2288,48.233,48.233,0.0,True
2289,119.941,119.941,0.0,True
2290,170.208,170.208,0.0,True
2291,187.89,187.89,0.0,True
2292,295.705,295.705,0.0,True
2293,477.712,477.712,0.0,True
2294,626.971,626.971,0.0,True
2295,465.261,465.261,0.0,True
2296,253.891,253.891,0.0,True
2297,19.602,19.602,0.0,True
2298,0.0,0.0,0.0,True
2299,0.0,0.0,0.0,True
2300,0.0,0.0,0.0,True
2301,0.0,0.0,0.0,True
2302,0.0,0.0,0.0,True
2303,0.0,0.0,0.0,True
2304,0.0,0.0,0.0,True
2305,0.0,0.0,0.0,True
2306,0.0,0.0,0.0,True
2307,0.0,0.0,0.0,True
2308,0.0,0.0,0.0,True
2309,0.0,0.0,0.0,True
2310,45.692,45.692,0.0,True
2311,187.749,187.749,0.0,True
2312,394.609,394.609,0.0,True
2313,610.414,610.414,0.0,True
2314,706.585,706.585,0.0,True
2315,767.283,767.283,0.0,True
2316,773.589,773.589,0.0,True
2317,724.722,724.722,0.0,True
2318,625.796,625.796,0.0,True
2319,469.764,469.764,0.0,True
2320,264.066,264.066,0.0,True
2321,59.172,59.172,0.0,True
2322,0.0,0.0,0.0,True
2323,0.0,0.0,0.0,True
2324,0.0,0.0,0.0,True
2325,0.0,0.0,0.0,True
2326,0.0,0.0,0.0,True
2327,0.0,0.0,0.0,True
2328,0.0,0.0,0.0,True
2329,0.0,0.0,0.0,True
2330,0.0,0.0,0.0,True
2331,0.0,0.0,0.0,True
2332,0.0,0.0,0.0,True
2333,0.0,0.0,0.0,True
2334,9.508,9.508,0.0,True
2335,56.64,56.64,0.0,True
2336,152.657,152.657,0.0,True
2337,222.106,222.106,0.0,True
2338,244.405,244.405,0.0,True
2339,634.435,634.435,0.0,True
2340,634.484,634.484,0.0,True
2341,542.194,542.194,0.0,True
2342,471.614,471.614,0.0,True
2343,386.706,386.706,0.0,True
2344,183.316,183.316,0.0,True
2345,60.104,60.104,0.0,True
2346,0.0,0.0,0.0,True
2347,0.0,0.0,0.0,True
2348,0.0,0.0,0.0,True
2349,0.0,0.0,0.0,True
2350,0.0,0.0,0.0,True
2351,0.0,0.0,0.0,True
2352,0.0,0.0,0.0,True
2353,0.0,0.0,0.0,True
2354,0.0,0.0,0.0,True
2355,0.0,0.0,0.0,True
2356,0.0,0.0,0.0,True
2357,0.0,0.0,0.0,True
2358,13.161,13.161,0.0,True
2359,64.61,64.61,0.0,True
2360,163.561,163.561,0.0,True
2361,458.951,458.951,0.0,True
2362,703.519,703.519,0.0,True
2363,759.825,759.825,0.0,True
2364,761.603,761.603,0.0,True
2365,714.876,714.876,0.0,True
2366,609.354,609.354,0.0,True
2367,455.295,455.295,0.0,True
2368,255.433,255.433,0.0,True
2369,33.187,33.187,0.0,True
2370,0.0,0.0,0.0,True
2371,0.0,0.0,0.0,True
2372,0.0,0.0,0.0,True
2373,0.0,0.0,0.0,True
2374,0.0,0.0,0.0,True
2375,0.0,0.0,0.0,True
2376,0.0,0.0,0.0,True
2377,0.0,0.0,0.0,True
2378,0.0,0.0,0.0,True
2379,0.0,0.0,0.0,True
2380,0.0,0.0,0.0,True
2381,0.0,0.0,0.0,True
2382,13.927,13.927,0.0,True
2383,47.154,47.154,0.0,True
2384,86.712,86.712,0.0,True
2385,190.267,190.267,0.0,True
2386,285.411,285.411,0.0,True
2387,627.119,627.119,0.0,True
2388,767.877,767.877,0.0,True
2389,723.153,723.153,0.0,True
2390,617.44,617.44,0.0,True
2391,461.903,461.903,0.0,True
2392,259.383,259.383,0.0,True
2393,60.419,60.419,0.0,True
2394,0.0,0.0,0.0,True
2395,0.0,0.0,0.0,True
2396,0.0,0.0,0.0,True
2397,0.0,0.0,0.0,True
2398,0.0,0.0,0.0,True
2399,0.0,0.0,0.0,True
2400,0.0,0.0,0.0,True
2401,0.0,0.0,0.0,True
2402,0.0,0.0,0.0,True
2403,0.0,0.0,0.0,True
2404,0.0,0.0,0.0,True
2405,0.0,0.0,0.0,True
2406,84.694,84.694,0.0,True
2407,326.649,326.649,0.0,True
2408,525.417,525.417,0.0,True
2409,668.061,668.061,0.0,True
2410,751.641,751.641,0.0,True
2411,781.762,781.762,0.0,True
2412,751.471,751.471,0.0,True
2413,688.515,688.515,0.0,True
2414,606.73,606.73,0.0,True
2415,469.353,469.353,0.0,True
2416,270.219,270.219,0.0,True
2417,63.874,63.874,0.0,True
2418,0.0,0.0,0.0,True
2419,0.0,0.0,0.0,True
2420,0.0,0.0,0.0,True
2421,0.0,0.0,0.0,True
2422,0.0,0.0,0.0,True
2423,0.0,0.0,0.0,True
2424,0.0,0.0,0.0,True
2425,0.0,0.0,0.0,True
2426,0.0,0.0,0.0,True
2427,0.0,0.0,0.0,True
2428,0.0,0.0,0.0,True
2429,0.0,0.0,0.0,True
2430,84.561,84.561,0.0,True
2431,203.288,203.288,0.0,True
2432,414.531,414.531,0.0,True
2433,540.523,540.523,0.0,True
2434,666.688,666.688,0.0,True
2435,697.639,697.639,0.0,True
2436,783.227,783.227,0.0,True
2437,738.389,738.389,0.0,True
2438,634.666,634.666,0.0,True
2439,478.003,478.003,0.0,True
2440,272.303,272.303,0.0,True
2441,64.772,64.772,0.0,True
2442,0.0,0.0,0.0,True
2443,0.0,0.0,0.0,True
2444,0.0,0.0,0.0,True
2445,0.0,0.0,0.0,True
2446,0.0,0.0,0.0,True
2447,0.0,0.0,0.0,True
2448,0.0,0.0,0.0,True
2449,0.0,0.0,0.0,True
2450,0.0,0.0,0.0,True
2451,0.0,0.0,0.0,True
2452,0.0,0.0,0.0,True
2453,0.0,0.0,0.0,True
2454,91.435,91.435,0.0,True
2455,326.797,326.797,0.0,True
2456,517.117,517.117,0.0,True
2457,664.982,664.982,0.0,True
2458,764.655,764.655,0.0,True
2459,814.872,814.872,0.0,True
2460,809.917,809.917,0.0,True
2461,756.961,756.961,0.0,True
2462,650.139,650.139,0.0,True
2463,488.126,488.126,0.0,True
2464,271.566,271.566,0.0,True
2465,66.364,66.364,0.0,True
2466,0.0,0.0,0.0,True
2467,0.0,0.0,0.0,True
2468,0.0,0.0,0.0,True
2469,0.0,0.0,0.0,True
2470,0.0,0.0,0.0,True
2471,0.0,0.0,0.0,True
2472,0.0,0.0,0.0,True
2473,0.0,0.0,0.0,True
2474,0.0,0.0,0.0,True
2475,0.0,0.0,0.0,True
2476,0.0,0.0,0.0,True
2477,0.0,0.0,0.0,True
2478,93.889,93.889,0.0,True
2479,319.38,319.38,0.0,True
2480,495.232,495.232,0.0,True
2481,633.847,633.847,0.0,True
2482,749.191,749.191,0.0,True
2483,800.768,800.768,0.0,True
2484,794.783,794.783,0.0,True
2485,738.465,738.465,0.0,True
2486,632.253,632.253,0.0,True
2487,475.394,475.394,0.0,True
2488,273.484,273.484,0.0,True
2489,66.611,66.611,0.0,True
2490,0.0,0.0,0.0,True
2491,0.0,0.0,0.0,True
2492,0.0,0.0,0.0,True
2493,0.0,0.0,0.0,True
2494,0.0,0.0,0.0,True
2495,0.0,0.0,0.0,True
2496,0.0,0.0,0.0,True
2497,0.0,0.0,0.0,True
2498,0.0,0.0,0.0,True
2499,0.0,0.0,0.0,True
2500,0.0,0.0,0.0,True
2501,0.0,0.0,0.0,True
2502,110.315,110.315,0.0,True
2503,325.125,325.125,0.0,True
2504,511.844,511.844,0.0,True
2505,654.892,654.892,0.0,True
2506,755.794,755.794,0.0,True
2507,803.65,803.65,0.0,True
2508,798.357,798.357,0.0,True
2509,743.116,743.116,0.0,True
2510,637.314,637.314,0.0,True
2511,479.246,479.246,0.0,True
2512,275.125,275.125,0.0,True
2513,65.978,65.978,0.0,True
2514,0.0,0.0,0.0,True
2515,0.0,0.0,0.0,True
2516,0.0,0.0,0.0,True
2517,0.0,0.0,0.0,True
2518,0.0,0.0,0.0,True
2519,0.0,0.0,0.0,True
2520,0.0,0.0,0.0,True
2521,0.0,0.0,0.0,True
2522,0.0,0.0,0.0,True
2523,0.0,0.0,0.0,True
2524,0.0,0.0,0.0,True
2525,0.0,0.0,0.0,True
2526,1.549,1.549,0.0,True
2527,159.317,159.317,0.0,True
2528,212.647,212.647,0.0,True
2529,465.505,465.505,0.0,True
2530,186.371,186.371,0.0,True
2531,634.173,634.173,0.0,True
2532,538.877,538.877,0.0,True
2533,510.907,510.907,0.0,True
2534,645.52,645.52,0.0,True
2535,487.164,487.164,0.0,True
2536,277.499,277.499,0.0,True
2537,67.616,67.616,0.0,True
2538,0.0,0.0,0.0,True
2539,0.0,0.0,0.0,True
2540,0.0,0.0,0.0,True
2541,0.0,0.0,0.0,True
2542,0.0,0.0,0.0,True
2543,0.0,0.0,0.0,True
2544,0.0,0.0,0.0,True
2545,0.0,0.0,0.0,True
2546,0.0,0.0,0.0,True
2547,0.0,0.0,0.0,True
2548,0.0,0.0,0.0,True
2549,0.0,0.0,0.0,True
2550,0.158,0.158,0.0,True
2551,174.32,174.32,0.0,True
2552,89.484,89.484,0.0,True
2553,55.134,55.134,0.0,True
2554,216.347,216.347,0.0,True
2555,266.495,266.495,0.0,True
2556,267.755,267.755,0.0,True
2557,492.989,492.989,0.0,True
2558,548.547,548.547,0.0,True
2559,63.218,63.218,0.0,True
2560,5.255,5.255,0.0,True
2561,44.617,44.617,0.0,True
2562,0.0,0.0,0.0,True
2563,0.0,0.0,0.0,True
2564,0.0,0.0,0.0,True
2565,0.0,0.0,0.0,True
2566,0.0,0.0,0.0,True
2567,0.0,0.0,0.0,True
2568,0.0,0.0,0.0,True
2569,0.0,0.0,0.0,True
2570,0.0,0.0,0.0,True
2571,0.0,0.0,0.0,True
2572,0.0,0.0,0.0,True
2573,1.932,1.932,0.0,True
2574,116.592,116.592,0.0,True
2575,325.645,325.645,0.0,True
2576,501.474,501.474,0.0,True
2577,565.975,565.975,0.0,True
2578,602.316,602.316,0.0,True
2579,670.815,670.815,0.0,True
2580,666.609,666.609,0.0,True
2581,640.181,640.181,0.0,True
2582,517.466,517.466,0.0,True
2583,473.188,473.188,0.0,True
2584,148.319,148.319,0.0,True
2585,41.674,41.674,0.0,True
2586,0.0,0.0,0.0,True
2587,0.0,0.0,0.0,True
2588,0.0,0.0,0.0,True
2589,0.0,0.0,0.0,True
2590,0.0,0.0,0.0,True
2591,0.0,0.0,0.0,True
2592,0.0,0.0,0.0,True
2593,0.0,0.0,0.0,True
2594,0.0,0.0,0.0,True
2595,0.0,0.0,0.0,True
2596,0.0,0.0,0.0,True
2597,2.416,2.416,0.0,True
2598,100.759,100.759,0.0,True
2599,332.188,332.188,0.0,True
2600,520.579,520.579,0.0,True
2601,669.179,669.179,0.0,True
2602,772.23,772.23,0.0,True
2603,823.738,823.738,0.0,True
2604,816.304,816.304,0.0,True
2605,751.396,751.396,0.0,True
2606,640.546,640.546,0.0,True
2607,479.798,479.798,0.0,True
2608,276.316,276.316,0.0,True
2609,69.739,69.739,0.0,True
2610,0.0,0.0,0.0,True
2611,0.0,0.0,0.0,True
2612,0.0,0.0,0.0,True
2613,0.0,0.0,0.0,True
2614,0.0,0.0,0.0,True
2615,0.0,0.0,0.0,True
2616,0.0,0.0,0.0,True
2617,0.0,0.0,0.0,True
2618,0.0,0.0,0.0,True
2619,0.0,0.0,0.0,True
2620,0.0,0.0,0.0,True
2621,3.597,3.597,0.0,True
2622,106.137,106.137,0.0,True
2623,275.459,275.459,0.0,True
2624,514.354,514.354,0.0,True
2625,654.764,654.764,0.0,True
2626,754.623,754.623,0.0,True
2627,804.547,804.547,0.0,True
2628,800.672,800.672,0.0,True
2629,745.575,745.575,0.0,True
2630,635.983,635.983,0.0,True
2631,481.176,481.176,0.0,True
2632,275.099,275.099,0.0,True
2633,69.181,69.181,0.0,True
2634,0.0,0.0,0.0,True
2635,0.0,0.0,0.0,True
2636,0.0,0.0,0.0,True
2637,0.0,0.0,0.0,True
2638,0.0,0.0,0.0,True
2639,0.0,0.0,0.0,True
2640,0.0,0.0,0.0,True
2641,0.0,0.0,0.0,True
2642,0.0,0.0,0.0,True
2643,0.0,0.0,0.0,True
2644,0.0,0.0,0.0,True
2645,2.763,2.763,0.0,True
2646,36.336,36.336,0.0,True
2647,155.442,155.442,0.0,True
2648,341.202,341.202,0.0,True
2649,455.88,455.88,0.0,True
2650,766.509,766.509,0.0,True
2651,813.208,813.208,0.0,True
2652,506.339,506.339,0.0,True
2653,483.261,483.261,0.0,True
2654,403.907,403.907,0.0,True
2655,486.858,486.858,0.0,True
2656,274.298,274.298,0.0,True
2657,71.39,71.39,0.0,True
2658,0.0,0.0,0.0,True
2659,0.0,0.0,0.0,True
2660,0.0,0.0,0.0,True
2661,0.0,0.0,0.0,True
2662,0.0,0.0,0.0,True
2663,0.0,0.0,0.0,True
2664,0.0,0.0,0.0,True
2665,0.0,0.0,0.0,True
2666,0.0,0.0,0.0,True
2667,0.0,0.0,0.0,True
2668,0.0,0.0,0.0,True
2669,3.643,3.643,0.0,True
2670,111.065,111.065,0.0,True
2671,268.036,268.036,0.0,True
2672,551.011,551.011,0.0,True
2673,682.205,682.205,0.0,True
2674,757.195,757.195,0.0,True
2675,782.682,782.682,0.0,True
2676,766.89,766.89,0.0,True
2677,715.768,715.768,0.0,True
2678,617.417,617.417,0.0,True
2679,477.299,477.299,0.0,True
2680,278.749,278.749,0.0,True
2681,73.136,73.136,0.0,True
2682,0.0,0.0,0.0,True
2683,0.0,0.0,0.0,True
2684,0.0,0.0,0.0,True
2685,0.0,0.0,0.0,True
2686,0.0,0.0,0.0,True
2687,0.0,0.0,0.0,True
2688,0.0,0.0,0.0,True
2689,0.0,0.0,0.0,True
2690,0.0,0.0,0.0,True
2691,0.0,0.0,0.0,True
2692,0.0,0.0,0.0,True
2693,3.872,3.872,0.0,True
2694,134.142,134.142,0.0,True
2695,364.237,364.237,0.0,True
2696,552.287,552.287,0.0,True
2697,686.667,686.667,0.0,True
2698,765.345,765.345,0.0,True
2699,789.662,789.662,0.0,True
2700,775.326,775.326,0.0,True
2701,723.552,723.552,0.0,True
2702,627.566,627.566,0.0,True
2703,481.592,481.592,0.0,True
2704,281.651,281.651,0.0,True
2705,71.188,71.188,0.0,True
2706,0.0,0.0,0.0,True
2707,0.0,0.0,0.0,True
2708,0.0,0.0,0.0,True
2709,0.0,0.0,0.0,True
2710,0.0,0.0,0.0,True
2711,0.0,0.0,0.0,True
2712,0.0,0.0,0.0,True
2713,0.0,0.0,0.0,True
2714,0.0,0.0,0.0,True
2715,0.0,0.0,0.0,True
2716,0.0,0.0,0.0,True
2717,4.26,4.26,0.0,True
2718,130.275,130.275,0.0,True
2719,344.253,344.253,0.0,True
2720,511.717,511.717,0.0,True
2721,633.291,633.291,0.0,True
2722,725.111,725.111,0.0,True
2723,768.257,768.257,0.0,True
2724,762.665,762.665,0.0,True
2725,714.448,714.448,0.0,True
2726,612.607,612.607,0.0,True
2727,463.599,463.599,0.0,True
2728,270.074,270.074,0.0,True
2729,72.908,72.908,0.0,True
2730,0.0,0.0,0.0,True
2731,0.0,0.0,0.0,True
2732,0.0,0.0,0.0,True
2733,0.0,0.0,0.0,True
2734,0.0,0.0,0.0,True
2735,0.0,0.0,0.0,True
2736,0.0,0.0,0.0,True
2737,0.0,0.0,0.0,True
2738,0.0,0.0,0.0,True
2739,0.0,0.0,0.0,True
2740,0.0,0.0,0.0,True
2741,6.047,6.047,0.0,True
2742,129.431,129.431,0.0,True
2743,343.715,343.715,0.0,True
2744,516.855,516.855,0.0,True
2745,646.056,646.056,0.0,True
2746,725.064,725.064,0.0,True
2747,755.458,755.458,0.0,True
2748,747.52,747.52,0.0,True
2749,702.233,702.233,0.0,True
2750,606.285,606.285,0.0,True
2751,460.572,460.572,0.0,True
2752,270.527,270.527,0.0,True
2753,73.018,73.018,0.0,True
2754,0.0,0.0,0.0,True
2755,0.0,0.0,0.0,True
2756,0.0,0.0,0.0,True
2757,0.0,0.0,0.0,True
2758,0.0,0.0,0.0,True
2759,0.0,0.0,0.0,True
2760,0.0,0.0,0.0,True
2761,0.0,0.0,0.0,True
2762,0.0,0.0,0.0,True
2763,0.0,0.0,0.0,True
2764,0.0,0.0,0.0,True
2765,5.857,5.857,0.0,True
2766,129.96,129.96,0.0,True
2767,337.136,337.136,0.0,True
2768,514.756,514.756,0.0,True
2769,644.969,644.969,0.0,True
2770,721.347,721.347,0.0,True
2771,743.479,743.479,0.0,True
2772,725.576,725.576,0.0,True
2773,673.666,673.666,0.0,True
2774,582.346,582.346,0.0,True
2775,443.124,443.124,0.0,True
2776,261.04,261.04,0.0,True
2777,71.771,71.771,0.0,True
2778,0.0,0.0,0.0,True
2779,0.0,0.0,0.0,True
2780,0.0,0.0,0.0,True
2781,0.0,0.0,0.0,True
2782,0.0,0.0,0.0,True
2783,0.0,0.0,0.0,True
2784,0.0,0.0,0.0,True
2785,0.0,0.0,0.0,True
2786,0.0,0.0,0.0,True
2787,0.0,0.0,0.0,True
2788,0.0,0.0,0.0,True
2789,7.18,7.18,0.0,True
2790,115.145,115.145,0.0,True
2791,340.266,340.266,0.0,True
2792,506.783,506.783,0.0,True
2793,613.01,613.01,0.0,True
2794,691.847,691.847,0.0,True
2795,746.99,746.99,0.0,True
2796,748.516,748.516,0.0,True
2797,710.503,710.503,0.0,True
2798,612.634,612.634,0.0,True
2799,464.486,464.486,0.0,True
2800,263.207,263.207,0.0,True
2801,73.511,73.511,0.0,True
2802,0.0,0.0,0.0,True
2803,0.0,0.0,0.0,True
2804,0.0,0.0,0.0,True
2805,0.0,0.0,0.0,True
2806,0.0,0.0,0.0,True
2807,0.0,0.0,0.0,True
2808,0.0,0.0,0.0,True
2809,0.0,0.0,0.0,True
2810,0.0,0.0,0.0,True
2811,0.0,0.0,0.0,True
2812,0.0,0.0,0.0,True
2813,7.05,7.05,0.0,True
2814,134.925,134.925,0.0,True
2815,336.69,336.69,0.0,True
2816,512.753,512.753,0.0,True
2817,650.895,650.895,0.0,True
2818,746.995,746.995,0.0,True
2819,787.86,787.86,0.0,True
2820,787.545,787.545,0.0,True
2821,735.156,735.156,0.0,True
2822,630.961,630.961,0.0,True
2823,476.979,476.979,0.0,True
2824,270.017,270.017,0.0,True
2825,42.855,42.855,0.0,True
2826,0.0,0.0,0.0,True
2827,0.0,0.0,0.0,True
2828,0.0,0.0,0.0,True
2829,0.0,0.0,0.0,True
2830,0.0,0.0,0.0,True
2831,0.0,0.0,0.0,True
2832,0.0,0.0,0.0,True
2833,0.0,0.0,0.0,True
2834,0.0,0.0,0.0,True
2835,0.0,0.0,0.0,True
2836,0.0,0.0,0.0,True
2837,10.837,10.837,0.0,True
2838,85.666,85.666,0.0,True
2839,104.444,104.444,0.0,True
2840,407.479,407.479,0.0,True
2841,500.615,500.615,0.0,True
2842,274.798,274.798,0.0,True
2843,144.994,144.994,0.0,True
2844,315.1,315.1,0.0,True
2845,515.227,515.227,0.0,True
2846,626.421,626.421,0.0,True
2847,469.18,469.18,0.0,True
2848,272.047,272.047,0.0,True
2849,79.042,79.042,0.0,True
2850,0.0,0.0,0.0,True
2851,0.0,0.0,0.0,True
2852,0.0,0.0,0.0,True
2853,0.0,0.0,0.0,True
2854,0.0,0.0,0.0,True
2855,0.0,0.0,0.0,True
2856,0.0,0.0,0.0,True
2857,0.0,0.0,0.0,True
2858,0.0,0.0,0.0,True
2859,0.0,0.0,0.0,True
2860,0.0,0.0,0.0,True
2861,10.625,10.625,0.0,True
2862,125.466,125.466,0.0,True
2863,359.396,359.396,0.0,True
2864,537.595,537.595,0.0,True
2865,660.52,660.52,0.0,True
2866,725.493,725.493,0.0,True
2867,753.19,753.19,0.0,True
2868,756.687,756.687,0.0,True
2869,713.773,713.773,0.0,True
2870,621.873,621.873,0.0,True
2871,475.645,475.645,0.0,True
2872,274.71,274.71,0.0,True
2873,77.787,77.787,0.0,True
2874,0.0,0.0,0.0,True
2875,0.0,0.0,0.0,True
2876,0.0,0.0,0.0,True
2877,0.0,0.0,0.0,True
2878,0.0,0.0,0.0,True
2879,0.0,0.0,0.0,True
2880,0.0,0.0,0.0,True
2881,0.0,0.0,0.0,True
2882,0.0,0.0,0.0,True
2883,0.0,0.0,0.0,True
2884,0.0,0.0,0.0,True
2885,10.879,10.879,0.0,True
2886,139.582,139.582,0.0,True
2887,344.237,344.237,0.0,True
2888,508.256,508.256,0.0,True
2889,639.693,639.693,0.0,True
2890,734.976,734.976,0.0,True
2891,777.92,777.92,0.0,True
2892,772.275,772.275,0.0,True
2893,720.881,720.881,0.0,True
2894,621.621,621.621,0.0,True
2895,394.488,394.488,0.0,True
2896,275.415,275.415,0.0,True
2897,77.825,77.825,0.0,True
2898,0.0,0.0,0.0,True
2899,0.0,0.0,0.0,True
2900,0.0,0.0,0.0,True
2901,0.0,0.0,0.0,True
2902,0.0,0.0,0.0,True
2903,0.0,0.0,0.0,True
2904,0.0,0.0,0.0,True
2905,0.0,0.0,0.0,True
2906,0.0,0.0,0.0,True
2907,0.0,0.0,0.0,True
2908,0.0,0.0,0.0,True
2909,11.244,11.244,0.0,True
2910,142.552,142.552,0.0,True
2911,347.535,347.535,0.0,True
2912,512.767,512.767,0.0,True
2913,642.465,642.465,0.0,True
2914,737.873,737.873,0.0,True
2915,780.121,780.121,0.0,True
2916,774.54,774.54,0.0,True
2917,723.46,723.46,0.0,True
2918,613.853,613.853,0.0,True
2919,466.317,466.317,0.0,True
2920,273.699,273.699,0.0,True
2921,74.788,74.788,0.0,True
2922,0.0,0.0,0.0,True
2923,0.0,0.0,0.0,True
2924,0.0,0.0,0.0,True
2925,0.0,0.0,0.0,True
2926,0.0,0.0,0.0,True
2927,0.0,0.0,0.0,True
2928,0.0,0.0,0.0,True
2929,0.0,0.0,0.0,True
2930,0.0,0.0,0.0,True
2931,0.0,0.0,0.0,True
2932,0.0,0.0,0.0,True
2933,12.085,12.085,0.0,True
2934,143.863,143.863,0.0,True
2935,344.811,344.811,0.0,True
2936,514.738,514.738,0.0,True
2937,648.677,648.677,0.0,True
2938,744.0,744.0,0.0,True
2939,787.227,787.227,0.0,True
2940,778.94,778.94,0.0,True
2941,717.864,717.864,0.0,True
2942,608.989,608.989,0.0,True
2943,461.246,461.246,0.0,True
2944,269.712,269.712,0.0,True
2945,79.269,79.269,0.0,True
2946,0.0,0.0,0.0,True
2947,0.0,0.0,0.0,True
2948,0.0,0.0,0.0,True
2949,0.0,0.0,0.0,True
2950,0.0,0.0,0.0,True
2951,0.0,0.0,0.0,True
2952,0.0,0.0,0.0,True
2953,0.0,0.0,0.0,True
2954,0.0,0.0,0.0,True
2955,0.0,0.0,0.0,True
2956,0.0,0.0,0.0,True
2957,13.029,13.029,0.0,True
2958,56.549,56.549,0.0,True
2959,237.334,237.334,0.0,True
2960,522.92,522.92,0.0,True
2961,660.085,660.085,0.0,True
2962,739.004,739.004,0.0,True
2963,781.18,781.18,0.0,True
2964,775.046,775.046,0.0,True
2965,726.532,726.532,0.0,True
2966,619.558,619.558,0.0,True
2967,469.132,469.132,0.0,True
2968,274.743,274.743,0.0,True
2969,81.694,81.694,0.0,True
2970,0.0,0.0,0.0,True
2971,0.0,0.0,0.0,True
2972,0.0,0.0,0.0,True
2973,0.0,0.0,0.0,True
2974,0.0,0.0,0.0,True
2975,0.0,0.0,0.0,True
2976,0.0,0.0,0.0,True
2977,0.0,0.0,0.0,True
2978,0.0,0.0,0.0,True
2979,0.0,0.0,0.0,True
2980,0.0,0.0,0.0,True
2981,17.103,17.103,0.0,True
2982,1.491,1.491,0.0,True
2983,143.324,143.324,0.0,True
2984,75.267,75.267,0.0,True
2985,253.127,253.127,0.0,True
2986,122.81,122.81,0.0,True
2987,138.305,138.305,0.0,True
2988,165.104,165.104,0.0,True
2989,208.196,208.196,0.0,True
2990,193.894,193.894,0.0,True
2991,261.248,261.248,0.0,True
2992,215.166,215.166,0.0,True
2993,71.655,71.655,0.0,True
2994,0.0,0.0,0.0,True
2995,0.0,0.0,0.0,True
2996,0.0,0.0,0.0,True
2997,0.0,0.0,0.0,True
2998,0.0,0.0,0.0,True
2999,0.0,0.0,0.0,True
3000,0.0,0.0,0.0,True
3001,0.0,0.0,0.0,True
3002,0.0,0.0,0.0,True
3003,0.0,0.0,0.0,True
3004,0.0,0.0,0.0,True
3005,15.688,15.688,0.0,True
3006,122.541,122.541,0.0,True
3007,99.961,99.961,0.0,True
3008,230.215,230.215,0.0,True
3009,476.092,476.092,0.0,True
3010,466.498,466.498,0.0,True
3011,781.105,781.105,0.0,True
3012,774.118,774.118,0.0,True
3013,715.692,715.692,0.0,True
3014,613.296,613.296,0.0,True
3015,378.787,378.787,0.0,True
3016,246.33,246.33,0.0,True
3017,73.038,73.038,0.0,True
3018,0.0,0.0,0.0,True
3019,0.0,0.0,0.0,True
3020,0.0,0.0,0.0,True
3021,0.0,0.0,0.0,True
3022,0.0,0.0,0.0,True
3023,0.0,0.0,0.0,True
3024,0.0,0.0,0.0,True
3025,0.0,0.0,0.0,True
3026,0.0,0.0,0.0,True
3027,0.0,0.0,0.0,True
3028,0.0,0.0,0.0,True
3029,15.856,15.856,0.0,True
3030,125.696,125.696,0.0,True
3031,342.196,342.196,0.0,True
3032,509.034,509.034,0.0,True
3033,644.11,644.11,0.0,True
3034,737.969,737.969,0.0,True
3035,694.654,694.654,0.0,True
3036,774.209,774.209,0.0,True
3037,719.599,719.599,0.0,True
3038,559.922,559.922,0.0,True
3039,377.879,377.879,0.0,True
3040,248.869,248.869,0.0,True
3041,79.257,79.257,0.0,True
3042,1.689,1.689,0.0,True
3043,0.0,0.0,0.0,True
3044,0.0,0.0,0.0,True
3045,0.0,0.0,0.0,True
3046,0.0,0.0,0.0,True
3047,0.0,0.0,0.0,True
3048,0.0,0.0,0.0,True
3049,0.0,0.0,0.0,True
3050,0.0,0.0,0.0,True
3051,0.0,0.0,0.0,True
3052,0.0,0.0,0.0,True
3053,17.045,17.045,0.0,True
3054,41.336,41.336,0.0,True
3055,83.222,83.222,0.0,True
3056,114.84,114.84,0.0,True
3057,157.746,157.746,0.0,True
3058,250.277,250.277,0.0,True
3059,473.412,473.412,0.0,True
3060,158.317,158.317,0.0,True
3061,240.212,240.212,0.0,True
3062,273.975,273.975,0.0,True
3063,463.882,463.882,0.0,True
3064,272.255,272.255,0.0,True
3065,83.183,83.183,0.0,True
3066,1.196,1.196,0.0,True
3067,0.0,0.0,0.0,True
3068,0.0,0.0,0.0,True
3069,0.0,0.0,0.0,True
3070,0.0,0.0,0.0,True
3071,0.0,0.0,0.0,True
3072,0.0,0.0,0.0,True
3073,0.0,0.0,0.0,True
3074,0.0,0.0,0.0,True
3075,0.0,0.0,0.0,True
3076,0.0,0.0,0.0,True
3077,16.012,16.012,0.0,True
3078,55.182,55.182,0.0,True
3079,91.412,91.412,0.0,True
3080,129.848,129.848,0.0,True
3081,413.864,413.864,0.0,True
3082,741.381,741.381,0.0,True
3083,785.749,785.749,0.0,True
3084,779.486,779.486,0.0,True
3085,727.281,727.281,0.0,True
3086,624.634,624.634,0.0,True
3087,478.499,478.499,0.0,True
3088,283.583,283.583,0.0,True
3089,82.378,82.378,0.0,True
3090,2.15,2.15,0.0,True
3091,0.0,0.0,0.0,True
3092,0.0,0.0,0.0,True
3093,0.0,0.0,0.0,True
3094,0.0,0.0,0.0,True
3095,0.0,0.0,0.0,True
3096,0.0,0.0,0.0,True
3097,0.0,0.0,0.0,True
3098,0.0,0.0,0.0,True
3099,0.0,0.0,0.0,True
3100,0.0,0.0,0.0,True
3101,17.331,17.331,0.0,True
3102,14.72,14.72,0.0,True
3103,42.809,42.809,0.0,True
3104,93.489,93.489,0.0,True
3105,116.567,116.567,0.0,True
3106,473.595,473.595,0.0,True
