controller,day,step,soc_before,ev_before,price,carbon_signal,reward,ev_power_kw,p,soc,grid_import,grid_export,grid_violation,correction,qp_execution_path,endpoint_minimum_violation_kw,endpoint_infeasible,feasible_state_violation,extra_excess_energy_kwh_step,power_lower_kw,power_upper_kw,ev_lower_fraction,ev_upper_fraction,base_load_minus_pv_kw,lighting_kw,soc_kwh,target_kwh,remaining_steps,physical_lower_kw,physical_upper_kw,terminal_lower_kw,terminal_upper_kw,terminal_physical_gap_kw,tolerance_kw,terminal_roundoff_repair,terminal_ramp_relaxation,terminal_ramp_gap_kw,terminal_target_conflict_step,battery_proposal,battery_correction_squared,ev_proposal,ev_correction_squared,lighting_proposal,lighting_correction_squared,ramp_kw,ramp_slack_kw,forced_full_charge,charge_kwh
DischargeBias+QP,310,91,25.0,6.84289735985999e-10,0.07944324112140932,0.13577141176564264,-9.442036541191852,5.360378807495181e-10,-21.05263157894737,30.0,149.5507419296521,0.0,0.0,1.2105263157894737,hard_qp_solution,0.0,0,0,0.0,-45.0,-21.05263157894737,0.0,4.561931573239993e-11,98.49811035016872,30.0,25.0,125.0,5,-100.0,0.0,-842.1052631578948,-21.05263157894737,-78.94736842105263,3.7999999999999996e-08,0,0,0.0,0,1.0,1.4653739612188366,-0.9999999999087613,5.383267530332889e-21,1.0,0.0,21.05263157894737,0.0,False,5.2631578947368425
DischargeBias+QP,310,92,30.0,5.502802657986194e-10,0.07743501970352068,0.1371108692204728,-14.618898102505323,0.0,-100.0,53.75,229.02637571599996,0.0,0.0,2.0,hard_qp_solution,0.0,0,0,0.0,-100.0,-100.0,0.0,3.6685351053241296e-11,99.02637571599995,30.0,30.0,125.0,4,-100.0,19.0,-732.409972299169,-100.0,0.0,3.7999999999999996e-08,0,1,33.94736842105263,0,1.0,4.0,-0.9999999999266292,5.383267530332889e-21,1.0,0.0,78.94736842105263,33.94736842105263,True,25.0
DischargeBias+QP,310,93,53.75,5.502802657986194e-10,0.077350398407716,0.14046052518391483,-15.162421941102433,0.0,-100.0,77.5,231.9942118377778,0.0,0.0,2.0,hard_qp_solution,0.0,0,0,0.0,-100.0,-100.0,0.0,3.6685351053241296e-11,101.99421183777783,30.0,53.75,125.0,3,-100.0,100.0,-521.6066481994461,-100.0,0.0,3.7999999999999996e-08,0,0,0.0,0,1.0,4.0,-0.9999999999266292,5.383267530332889e-21,1.0,0.0,0.0,0.0,True,25.0
DischargeBias+QP,310,94,77.5,5.502802657986194e-10,0.07824275543128041,0.13507579453771557,-14.712284768298112,0.0,-100.0,101.25,233.6383203243991,0.0,0.0,2.0,hard_qp_solution,0.0,0,0,0.0,-100.0,-100.0,0.0,3.6685351053241296e-11,103.63832032439909,30.0,77.5,125.0,2,-100.0,100.0,-310.80332409972306,-100.0,0.0,3.7999999999999996e-08,0,0,0.0,0,1.0,4.0,-0.9999999999266292,5.383267530332889e-21,1.0,0.0,0.0,0.0,True,25.0
DischargeBias+QP,310,95,101.25,5.502802657986194e-10,0.07942156414662173,0.1315183996930315,-14.261655723738457,2.2011226175067122e-09,-100.0,125.0,232.32212777979697,0.0,0.0,2.0,hard_qp_solution,0.0,0,0,0.0,-100.0,-100.0,3.6685351053241296e-11,3.6685351053241296e-11,102.32212777759585,30.0,101.25,125.0,1,-100.0,100.0,-100.0,-100.0,0.0,3.7999999999999996e-08,0,0,0.0,0,1.0,4.0,-0.9999999999266292,0.0,1.0,0.0,0.0,0.0,True,25.0
DischargeBias+QP,311,0,125.0,42.392779968948865,0.07637800550154637,0.12964984851043151,-8.062467145908464,59.99999999208945,45.0,113.15789473684211,133.532628080961,0.0,0.0,0.55,hard_qp_solution,0.0,0,0,0.0,-45.0,45.0,0.0,1.0,88.53262808887153,30.0,125.0,125.0,96,-100.0,100.0,-421.0526315789474,380.0,-200.0,3.7999999999999996e-08,0,0,0.0,0,1.0,0.30250000000000005,1.0,6.952981813216611e-20,1.0,0.0,45.0,0.0,False,0.0
DischargeBias+QP,311,1,113.15789473684211,27.392779970926505,0.08169087989646474,0.13829682170594726,-5.616348742528066,59.999999993776875,90.0,89.47368421052632,86.85376323706606,0.0,0.0,0.09999999999999998,hard_qp_solution,0.0,0,0,0.0,0.0,90.0,0.0,1.0,86.8537632432892,30.0,113.15789473684211,125.0,95,-100.0,100.0,-470.9141274238227,335.0,-200.0,3.7999999999999996e-08,0,0,0.0,0,1.0,0.009999999999999995,1.0,4.303027516355195e-20,1.0,0.0,45.0,0.0,False,0.0
DischargeBias+QP,311,2,89.47368421052632,12.392779972482286,0.08214653518764162,0.143585769539461,-4.690964987099799,49.57111985518169,100.0,63.1578947368421,69.8013539174002,0.0,0.0,1.1582483860905768e-09,hard_qp_solution,0.0,0,0,0.0,45.0,100.0,0.0,0.826185331498819,90.23023406221853,30.0,89.47368421052632,125.0,94,-100.0,100.0,-570.6371191135735,244.99999999999997,-200.0,3.7999999999999996e-08,0,0,0.0,0,1.0,0.0,0.652370662997638,1.3415393238814258e-18,1.0,0.0,10.0,0.0,False,0.0
DischargeBias+QP,311,3,63.1578947368421,8.686862784657023e-09,0.07037132056300917,0.1367469362613133,-1.4154355635941063,2.3535280391229207e-08,100.0,36.84210526315789,21.769914864178148,0.0,0.0,3.7373903971626987e-10,hard_qp_solution,0.0,0,0,0.0,55.0,100.0,0.0,5.791241856438016e-10,91.76991484064287,30.0,63.1578947368421,125.0,93,-100.0,100.0,-681.4404432132964,144.99999999999997,-200.0,3.7999999999999996e-08,0,0,0.0,0,1.0,0.0,-0.9999999988417516,1.3968086980803955e-19,1.0,0.0,0.0,0.0,False,0.0
DischargeBias+QP,311,4,36.84210526315789,2.8030426868497216e-09,0.07678897174035329,0.13839464460199558,-4.592318604517262,3.974267581696722e-09,44.99999999999998,25.0,71.271573426661,0.0,0.0,0.5500000000000003,hard_qp_solution,0.0,0,0,0.0,-100.0,44.99999999999998,0.0,1.868695124566481e-10,86.27157342268673,30.0,36.84210526315789,125.0,92,-100.0,44.99999999999998,-792.2437673130195,44.99999999999998,-144.99999999999997,3.7999999999999996e-08,0,0,0.0,0,1.0,0.30250000000000027,-0.999999999626261,5.820805407181223e-20,1.0,0.0,55.00000000000002,10.000000000000021,False,0.0
DischargeBias+QP,311,5,25.0,1.809475791425541e-09,0.0743927475063208,0.1475374721308298,-8.153721608961435,0.0,0.0,25.0,119.46550578667777,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-2.1316282072803006e-14,0.0,0.0,1.206317194283694e-10,89.46550578667777,30.0,25.0,125.0,91,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999997587365,5.820805407181223e-20,1.0,0.0,44.99999999999998,0.0,False,-0.0
DischargeBias+QP,311,6,25.0,1.809475791425541e-09,0.07751542628629592,0.1373699891636435,-7.854885045122982,3.5367175854617017e-09,0.0,25.0,123.20541661489871,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,1.206317194283694e-10,93.205416611362,30.0,25.0,125.0,90,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999997587365,1.5220864429659207e-20,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,7,25.0,9.252963950601156e-10,0.07970687283710004,0.13705548213381002,-7.739927585868124,9.06738018002784e-10,0.0,25.0,121.56768703915944,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,6.168642633734104e-11,91.5676870382527,30.0,25.0,125.0,89,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999998766271,8.67659962229369e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,8,25.0,6.986118905594196e-10,0.07700182465640577,0.14597644824833986,-8.580779504005557,5.002331882053568e-11,0.0,25.0,126.90748564961575,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.6574126037294644e-11,96.90748564956573,30.0,25.0,125.0,88,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999068517,8.368740961549269e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,9,25.0,6.861060608542857e-10,0.0687099544599789,0.14719709456455238,-8.194166048742252,6.34492458573277e-12,0.0,25.0,120.57968130843699,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.574040405695238e-11,90.57968130843065,30.0,25.0,125.0,87,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999085192,8.330089764572709e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,10,25.0,6.845198297078525e-10,0.07757663019920392,0.15020472983367633,-8.387794957790966,8.026912468039882e-13,0.0,25.0,120.63294518615632,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.5634655313856837e-11,90.63294518615552,30.0,25.0,125.0,86,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087307,8.325206407901312e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,11,25.0,6.843191568961515e-10,0.08156141805486425,0.14859830387565562,-8.425478543029296,1.0325074129013956e-13,0.0,25.0,122.27093024674195,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.5621277126410103e-11,92.27093024674186,30.0,25.0,125.0,85,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087574,8.324578362220403e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,12,25.0,6.84293344210829e-10,0.0799225791456158,0.13915358753242216,-8.01420679403824,1.3322676295501878e-14,0.0,25.0,124.0259468829658,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.5619556280721934e-11,94.02594688296578,30.0,25.0,125.0,84,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087609,8.324497325793661e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,13,25.0,6.842900135417551e-10,0.07006088657168025,0.1310657150102276,-7.3528935547511525,3.3306690738754696e-15,0.0,25.0,121.07296411572702,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.561933423611701e-11,91.07296411572702,30.0,25.0,125.0,83,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087613,8.324477066748605e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,14,25.0,6.842891808744866e-10,0.07955116722140729,0.1186746157629122,-6.7491221278374915,0.0,0.0,25.0,121.84212013786801,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.561927872496578e-11,91.84212013786801,30.0,25.0,125.0,82,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087614,8.324477066748605e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,15,25.0,6.842891808744866e-10,0.08114630584583142,0.12991969230770017,-7.372308475471846,0.0,0.0,25.0,121.87140781776768,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.561927872496578e-11,91.87140781776768,30.0,25.0,125.0,81,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087614,8.324477066748605e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,16,25.0,6.842891808744866e-10,0.07718749690782577,0.12845610701608806,-8.003419256787664,0.0,0.0,25.0,133.98221960209128,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.561927872496578e-11,103.98221960209128,30.0,25.0,125.0,80,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087614,8.324477066748605e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,17,25.0,6.842891808744866e-10,0.07485389222998191,0.1357482447325872,-7.776369872495392,0.0,0.0,25.0,123.51667426322463,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.561927872496578e-11,93.51667426322463,30.0,25.0,125.0,79,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087614,8.324477066748605e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,18,25.0,6.842891808744866e-10,0.07478951418604106,0.13706377140900072,-8.282962751239763,0.0,0.0,25.0,130.34093998872575,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.561927872496578e-11,100.34093998872575,30.0,25.0,125.0,78,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087614,8.324477066748605e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,19,25.0,6.842891808744866e-10,0.08288269747122937,0.14623538624166366,-8.176415601158908,0.0,0.0,25.0,120.4575363991407,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.561927872496578e-11,90.4575363991407,30.0,25.0,125.0,77,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087614,8.324477066748605e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,20,25.0,6.842891808744866e-10,0.08077296841674904,0.13855246762022447,-12.102705336286359,0.0,0.0,25.0,188.0238259012851,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.561927872496578e-11,158.0238259012851,30.0,25.0,125.0,76,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087614,8.324477066748605e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,21,25.0,6.842891808744866e-10,0.08605133535587547,0.13906957944987758,-12.381802651047797,0.0,0.0,25.0,191.27616954403004,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.561927872496578e-11,161.27616954403004,30.0,25.0,125.0,75,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087614,8.324477066748605e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,22,25.0,6.842891808744866e-10,0.08573326642535546,0.13137201411434213,-10.834664894548737,0.0,0.0,25.0,176.8614816950273,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.561927872496578e-11,146.8614816950273,30.0,25.0,125.0,74,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087614,8.324477066748605e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,23,25.0,6.842891808744866e-10,0.0776668347422802,0.13658400328539072,-12.582207879175657,0.0,0.0,25.0,198.4435389718119,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.561927872496578e-11,168.4435389718119,30.0,25.0,125.0,73,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087614,8.324477066748605e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,24,25.0,6.842891808744866e-10,0.07968340585337576,0.13702470145424564,-11.865633041036267,0.0,0.0,25.0,186.4106265163244,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.561927872496578e-11,156.4106265163244,30.0,25.0,125.0,72,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087614,8.324477066748605e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,25,25.0,6.842891808744866e-10,0.07960399488098309,0.1293072853761981,-12.84632500480886,0.0,0.0,25.0,213.4707742143182,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.561927872496578e-11,183.4707742143182,30.0,25.0,125.0,71,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087614,8.324477066748605e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,26,25.0,6.842891808744866e-10,0.07911603248770406,0.1278730817454235,-11.58764906120266,0.0,0.0,25.0,194.68238793371475,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.561927872496578e-11,164.68238793371475,30.0,25.0,125.0,70,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087614,8.324477066748605e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,27,25.0,6.842891808744866e-10,0.07850430277913682,0.12719671823017234,-11.123336431864798,0.0,0.0,25.0,187.89060760520687,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.561927872496578e-11,157.89060760520687,30.0,25.0,125.0,69,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087614,8.324477066748605e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,28,25.0,6.842891808744866e-10,0.07972543079415256,0.12724702064469554,-5.740141403589254,0.0,0.0,25.0,96.8730013204965,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,0.0,89.3730013204965,7.5,25.0,125.0,68,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,29,25.0,6.842891808744866e-10,0.07595370695072552,0.1307047629656788,-6.7606945170206325,0.0,0.0,25.0,111.34949724927145,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,0.0,103.84949724927145,7.5,25.0,125.0,67,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,30,25.0,6.842891808744866e-10,0.07619047125569105,0.1217935019694563,-5.029808442478203,0.0,0.0,25.0,88.69062702490342,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,0.0,81.19062702490342,7.5,25.0,125.0,66,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,31,25.0,6.842891808744866e-10,0.07479002477984674,0.12535005836629745,-6.3844145588719154,0.0,0.0,25.0,109.5523830247566,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,0.0,102.0523830247566,7.5,25.0,125.0,65,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,32,25.0,6.842891808744866e-10,0.08547377886448729,0.1406260160676005,-2.807795327725702,0.0,0.0,25.0,42.92047522718957,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,0.0,35.42047522718957,7.5,25.0,125.0,64,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,33,25.0,6.842891808744866e-10,0.07318836965390448,0.13889012493808098,-2.766508555677803,0.0,0.0,25.0,43.00477443619695,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,0.0,35.50477443619695,7.5,25.0,125.0,63,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,34,25.0,6.842891808744866e-10,0.07647983960967968,0.14698775216210444,-3.1884753910207873,0.0,0.0,25.0,46.85042749666857,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,0.0,39.35042749666857,7.5,25.0,125.0,62,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,35,25.0,6.842891808744866e-10,0.08561124693935646,0.15187633392494598,-2.8334801793569144,0.0,0.0,25.0,40.19997156090099,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,0.0,32.69997156090099,7.5,25.0,125.0,61,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,36,25.0,6.842891808744866e-10,0.08426564383727758,0.12267534773823331,-0.5899980747146056,0.0,0.0,25.0,10.294755496973835,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,0.0,2.794755496973835,7.5,25.0,125.0,60,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,311,37,25.0,6.842891808744866e-10,0.0851882811310885,0.11257214407565108,-2.580913707034579e-10,0.0,-6.882436552092211e-07,25.00000016345787,0.0,34.94890524781383,0.0,1.0000000068824366,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,0.0,-42.448905936057486,7.5,25.0,125.0,59,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0000000137648732,-1.0,0.0,1.0,0.0,6.882436552092211e-07,0.0,False,1.7206091380230526e-07
DischargeBias+QP,311,38,25.00000016345787,6.842891808744866e-10,0.06914536824144725,0.11505169878038882,-0.0024317115856356025,0.0,-6.484564228361607,26.540084167693752,0.0,40.000000117533844,0.0,1.0648456422836161,hard_qp_solution,0.0,0,0,0.0,-45.00000068824365,6.211399039557364e-07,0.0,0.0,-53.98456434589545,7.5,25.00000016345787,125.0,58,-100.0,6.211399039557364e-07,-842.1052624696512,6.211399039557364e-07,-100.0000006211399,3.7999999999999996e-08,0,0,0.0,0,1.0,1.1338962418904068,-1.0,0.0,1.0,0.0,6.484563540117952,0.0,False,1.6211410570904017
DischargeBias+QP,311,39,26.540084167693752,6.842891808744866e-10,0.07750280663279631,0.12153541488159392,-0.002194619938963597,0.0,5.852319837236259,25.0,0.0,4.730368054537031,0.0,0.9414768016276374,hard_qp_solution,0.0,0,0,0.0,-51.484564228361606,5.852319837236259,0.0,0.0,-6.378048217300773,7.5,26.540084167693752,125.0,57,-100.0,5.852319837236259,-835.6206982412896,5.852319837236259,-105.85231983723625,3.7999999999999996e-08,0,0,0.0,0,1.0,0.8863785680030056,-1.0,0.0,1.0,0.0,12.336884065597864,0.0,False,0.0
DischargeBias+QP,311,40,25.0,6.842891808744866e-10,0.07820099877051681,0.10087084726279892,-3.727046747213587e-11,0.0,-9.938791325902899e-08,25.00000002360463,0.0,29.19414115242724,0.0,1.0000000009938792,hard_qp_solution,0.0,0,0,0.0,-39.14768016276374,0.0,0.0,0.0,-36.694141251815154,7.5,25.0,125.0,56,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0000000019877584,-1.0,0.0,1.0,0.0,5.852319936624172,0.0,False,2.4846978314757248e-08
DischargeBias+QP,311,41,25.00000002360463,6.842891808744866e-10,0.07519363817442248,0.1059566496002488,-1.865309040807713,0.0,-43.999979770757655,35.449995219159575,0.0,47.405236193574716,7.395236193574716,1.4399997977075765,phase2_solution,6.3952158649444595,1,0,0.2500050821575641,-45.00000009938791,8.969759832666568e-08,0.0,0.0,-98.90521596433237,7.5,25.00000002360463,125.0,55,-100.0,8.969759832666568e-08,-842.1052630585069,8.969759832666568e-08,-100.0000000896976,3.7999999999999996e-08,0,0,0.0,0,1.0,2.0735994173978614,-1.0,0.0,1.0,0.0,43.99997967136974,0.0,False,10.999994942689414
DischargeBias+QP,311,42,35.449995219159575,6.842891808744866e-10,0.07977511344747931,0.10561947315708041,-0.002633218598706625,0.0,-7.021916263217667,37.117700331673774,0.0,40.00000019889952,0.0,1.0702191626321766,hard_qp_solution,0.0,0,0,0.0,-88.99997977075765,1.0000202292423452,0.0,0.0,-54.52191646211719,7.5,35.449995219159575,125.0,54,-100.0,39.709981832806385,-798.1052832877492,39.709981832806385,-139.7099818328064,3.7999999999999996e-08,0,0,0.0,0,1.0,1.1453690560651173,-1.0,0.0,1.0,0.0,36.978063507539986,0.0,False,1.7554790658044168
DischargeBias+QP,311,43,37.117700331673774,6.842891808744866e-10,0.07082758320666514,0.1090122638868968,-0.004581664466143596,0.0,-12.217771909716255,40.01942116023138,0.0,40.000000075744815,0.0,1.1221777190971625,hard_qp_solution,0.0,0,0,0.0,-52.02191626321767,37.97808373678233,0.0,0.0,-59.71777198546107,7.5,37.117700331673774,125.0,53,-100.0,46.04726126036034,-791.0833670245315,46.04726126036034,-146.04726126036033,3.7999999999999996e-08,0,0,0.0,0,1.0,1.25928283323811,-1.0,0.0,1.0,0.0,5.195855646498588,0.0,False,3.054442977429064
DischargeBias+QP,311,44,40.01942116023138,6.842891808744866e-10,0.07629307683093896,0.08498593085297079,-0.01664720418642666,0.0,-44.39254449713776,50.5626504783016,0.0,40.00000007201733,0.0,1.4439254449713776,hard_qp_solution,0.0,0,0,0.0,-57.217771909716255,32.782228090283745,0.0,0.0,-91.89254456915509,7.5,40.01942116023138,125.0,52,-100.0,57.073800408879244,-778.8655951148153,57.073800408879244,-157.07380040887924,3.7999999999999996e-08,0,0,0.0,0,1.0,2.084920690635791,-1.0,0.0,1.0,0.0,32.17477258742151,0.0,False,11.09813612428444
DischargeBias+QP,311,45,50.5626504783016,6.842891808744866e-10,0.08325606498016556,0.08364641758036023,-0.01541656268869301,0.0,-41.11083383651469,60.32647351447384,0.0,40.00000004432216,0.0,1.411108338365147,hard_qp_solution,0.0,0,0,0.0,-89.39254449713776,0.607455502862237,0.0,0.0,-88.61083388083685,7.5,50.5626504783016,125.0,51,-100.0,97.13807181754608,-734.4730506176775,97.13807181754608,-197.13807181754606,3.7999999999999996e-08,0,0,0.0,0,1.0,1.9912267426036463,-1.0,0.0,1.0,0.0,3.2817106606230695,0.0,False,10.277708459128673
