controller,day,step,soc_before,ev_before,price,carbon_signal,reward,ev_power_kw,p,soc,grid_import,grid_export,grid_violation,correction,qp_execution_path,endpoint_minimum_violation_kw,endpoint_infeasible,feasible_state_violation,extra_excess_energy_kwh_step,power_lower_kw,power_upper_kw,ev_lower_fraction,ev_upper_fraction,base_load_minus_pv_kw,lighting_kw,soc_kwh,target_kwh,remaining_steps,physical_lower_kw,physical_upper_kw,terminal_lower_kw,terminal_upper_kw,terminal_physical_gap_kw,tolerance_kw,terminal_roundoff_repair,terminal_ramp_relaxation,terminal_ramp_gap_kw,terminal_target_conflict_step,battery_proposal,battery_correction_squared,ev_proposal,ev_correction_squared,lighting_proposal,lighting_correction_squared,ramp_kw,ramp_slack_kw,forced_full_charge,charge_kwh
DischargeBias+QP,300,14,25.0,6.842899025194527e-10,0.07867597395125348,0.13044696752258286,-7.877784245679397,0.0,0.0,25.0,129.8506582622462,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.5619326834630174e-11,99.85065826224623,30.0,25.0,125.0,82,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087613,8.324497325793661e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,300,15,25.0,6.842899025194527e-10,0.07919234787453851,0.13738757916623684,-7.932579312290462,0.0,0.0,25.0,124.32687675870197,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.5619326834630174e-11,94.32687675870197,30.0,25.0,125.0,81,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087613,8.324497325793661e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,300,16,25.0,6.842899025194527e-10,0.08230279039050495,0.13192440545103218,-8.99001948952724,0.0,0.0,25.0,146.36111337866402,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.5619326834630174e-11,116.36111337866402,30.0,25.0,125.0,80,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087613,8.324497325793661e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,300,17,25.0,6.842899025194527e-10,0.08442359983245934,0.14368229114636383,-9.730425161715289,0.0,0.0,25.0,145.7356876623445,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.5619326834630174e-11,115.7356876623445,30.0,25.0,125.0,79,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087613,8.324497325793661e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,300,18,25.0,6.842899025194527e-10,0.08559063185376528,0.147988053783302,-10.836426813471089,0.0,0.0,25.0,157.65655028953546,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.5619326834630174e-11,127.65655028953545,30.0,25.0,125.0,78,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087613,8.324497325793661e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,300,19,25.0,6.842899025194527e-10,0.0779630763163911,0.14084425031171374,-9.527224644167903,0.0,0.0,25.0,145.83456303332923,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.5619326834630174e-11,115.83456303332922,30.0,25.0,125.0,77,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087613,8.324497325793661e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,300,20,25.0,6.842899025194527e-10,0.07622931237323743,0.13363988510283656,-10.909521663850112,0.0,0.0,25.0,175.8361443009888,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.5619326834630174e-11,145.8361443009888,30.0,25.0,125.0,76,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087613,8.324497325793661e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,300,21,25.0,6.842899025194527e-10,0.08029540921331953,0.14373580096866942,-11.324064262812003,0.0,0.0,25.0,169.80536372401053,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.5619326834630174e-11,139.80536372401053,30.0,25.0,125.0,75,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087613,8.324497325793661e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,300,22,25.0,6.842899025194527e-10,0.07826865732195369,0.14659036295655323,-11.571157819926801,0.0,0.0,25.0,170.35854544874567,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.5619326834630174e-11,140.35854544874567,30.0,25.0,125.0,74,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087613,8.324497325793661e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,300,23,25.0,6.842899025194527e-10,0.07862735003852454,0.13997090302036977,-10.882288911361972,0.0,0.0,25.0,167.54203170205608,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.5619326834630174e-11,137.54203170205608,30.0,25.0,125.0,73,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087613,8.324497325793661e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,300,24,25.0,6.842899025194527e-10,0.07174546642844479,0.1346784463942332,-9.604542896395628,0.0,0.0,25.0,153.92157743917903,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.5619326834630174e-11,123.92157743917902,30.0,25.0,125.0,72,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087613,8.324497325793661e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,300,25,25.0,6.842899025194527e-10,0.07807900842403534,0.13604821732684536,-9.441823859324845,0.0,0.0,25.0,149.45820639836492,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.5619326834630174e-11,119.45820639836492,30.0,25.0,125.0,71,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087613,8.324497325793661e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,300,26,25.0,6.842899025194527e-10,0.07531307442493843,0.13325749752490848,-9.393213950080527,0.0,0.0,25.0,151.87407070247346,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.5619326834630174e-11,121.87407070247346,30.0,25.0,125.0,70,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087613,8.324497325793661e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,300,27,25.0,6.842899025194527e-10,0.08130888677965749,0.12358071459580411,-8.274225275296622,0.0,0.0,25.0,143.53998676708113,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,4.5619326834630174e-11,113.53998676708113,30.0,25.0,125.0,69,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-0.9999999999087613,8.324497325793661e-21,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,300,28,25.0,6.842899025194527e-10,0.06842014901757197,0.1352843273664503,-2.7713098664262175,0.0,0.0,25.0,44.278294483433456,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,0.0,36.778294483433456,7.5,25.0,125.0,68,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,300,29,25.0,6.842899025194527e-10,0.07512768326583909,0.1249485707130443,-2.348951670892758,0.0,0.0,25.0,40.42594774911289,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,0.0,32.92594774911289,7.5,25.0,125.0,67,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,300,30,25.0,6.842899025194527e-10,0.07385322658933563,0.12937376326430589,-2.5833239425488332,0.0,0.0,25.0,43.0091469100755,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,0.0,35.5091469100755,7.5,25.0,125.0,66,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,300,31,25.0,6.842899025194527e-10,0.08101813904232308,0.1295799063192393,-0.8909403478451808,0.0,0.0,25.0,14.766213773043106,0.0,0.0,1.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,0.0,7.266213773043106,7.5,25.0,125.0,65,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,False,-0.0
DischargeBias+QP,300,32,25.0,6.842899025194527e-10,0.08006788470764811,0.15592889442095634,-0.007461951660661319,0.0,-19.898537761763517,29.725902718418837,0.0,39.99999998504359,0.0,1.1989853776176351,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,0.0,-67.39853774680711,7.5,25.0,125.0,64,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,1.0,1.4375659357409032,-1.0,0.0,1.0,0.0,19.898537761763517,0.0,False,4.974634440440879
DischargeBias+QP,300,33,29.725902718418837,6.842899025194527e-10,0.0825123017922947,0.14694888636961628,-0.004961632542478484,0.0,-13.231020113275957,32.868269995321874,0.0,40.00000005011442,0.0,1.1323102011327595,hard_qp_solution,0.0,0,0,0.0,-64.89853776176352,17.95843032999158,0.0,0.0,-60.7310201633904,7.5,29.725902718418837,125.0,63,-100.0,17.95843032999158,-822.2067253961312,17.95843032999158,-117.95843032999159,3.7999999999999996e-08,0,0,0.0,0,1.0,1.2821263915893102,-1.0,0.0,1.0,0.0,6.667517648487561,0.0,False,3.307755028318989
DischargeBias+QP,300,34,32.868269995321874,6.842899025194527e-10,0.0825236950941164,0.13952882472909223,-0.005749725901138838,0.0,15.332602403036901,28.833374626101637,0.0,40.000000009362225,0.0,0.846673975969631,hard_qp_solution,0.0,0,0,0.0,-58.23102011327596,29.89942598222312,0.0,0.0,-32.16739760632532,7.5,32.868269995321874,125.0,62,-100.0,29.89942598222312,-808.9757052828553,29.89942598222312,-129.89942598222314,3.7999999999999996e-08,0,0,0.0,0,1.0,0.7168568215842233,-1.0,0.0,1.0,0.0,28.563622516312858,0.0,False,0.0
DischargeBias+QP,300,35,28.833374626101637,6.842899025194527e-10,0.07515161379330326,0.15038156105424086,-0.0005053153272682635,0.0,-1.347507539382036,29.153407666704872,0.0,39.99999998530427,0.0,1.0134750753938204,hard_qp_solution,0.0,0,0,0.0,-29.6673975969631,14.56682357918622,0.0,0.0,-48.84750752468631,7.5,28.833374626101637,125.0,61,-100.0,14.56682357918622,-825.9647384164142,14.56682357918622,-114.56682357918622,3.7999999999999996e-08,0,0,0.0,0,1.0,1.02713172844451,-1.0,0.0,1.0,0.0,16.680109942418937,0.0,False,0.336876884845509
DischargeBias+QP,300,36,29.153407666704872,6.842899025194527e-10,0.08207777356625987,0.12044895430893807,-0.004961228925329869,0.0,-13.229943800879651,32.29551931941379,0.0,40.00000004602924,0.0,1.1322994380087965,hard_qp_solution,0.0,0,0,0.0,-46.347507539382036,15.782949133478514,0.0,0.0,-60.729943846908895,7.5,29.153407666704872,125.0,60,-100.0,15.782949133478514,-824.6172308770322,15.782949133478514,-115.78294913347851,3.7999999999999996e-08,0,0,0.0,0,1.0,1.2821020173150364,-1.0,0.0,1.0,0.0,11.882436261497615,0.0,False,3.3074859502199128
DischargeBias+QP,300,37,32.29551931941379,6.842899025194527e-10,0.0815861455403133,0.12112008424620284,-3.7235515395194687,0.0,-57.22994390897143,45.8876309977945,0.0,54.818361242214415,14.808361242214415,1.5722994390897143,phase2_solution,13.80836135030619,1,0,0.24999997297705612,-58.22994380087965,27.722973413772408,0.0,0.0,-119.54830515118584,7.5,32.29551931941379,125.0,59,-100.0,27.722973413772408,-811.3872870761526,27.722973413772408,-127.72297341377241,3.7999999999999996e-08,0,0,0.0,0,1.0,2.4721255261618302,-1.0,0.0,1.0,0.0,44.000000108091776,0.0,False,14.307485977242857
DischargeBias+QP,300,38,45.8876309977945,6.842899025194527e-10,0.0720171134934282,0.11914286880039807,-0.014672220509535915,0.0,-39.12592135876244,55.18003732050058,0.0,40.000000015345506,0.0,1.3912592135876243,hard_qp_solution,0.0,0,0,0.0,-100.0,-12.229943908971428,0.0,0.0,-86.62592137410795,7.5,45.8876309977945,125.0,58,-100.0,79.37299779161911,-754.1573431671811,79.37299779161911,-179.37299779161913,3.7999999999999996e-08,0,0,0.0,0,1.0,1.9356021993924548,-1.0,0.0,1.0,0.0,18.104022550208988,0.0,False,9.78148033969061
DischargeBias+QP,300,39,55.18003732050058,6.842899025194527e-10,0.07418549536849456,0.11436491881775794,-0.02393093911681019,0.0,-63.81583764482717,70.33629876114703,0.0,40.000000072853666,0.0,1.6381583764482717,hard_qp_solution,0.0,0,0,0.0,-84.12592135876244,5.87407864123756,0.0,0.0,-111.31583771768084,7.5,55.18003732050058,125.0,57,-100.0,100.0,-715.0314218084186,114.6841418179022,-200.0,3.7999999999999996e-08,0,0,0.0,0,1.0,2.6835628663276374,-1.0,0.0,1.0,0.0,24.68991628606473,0.0,False,15.953959411206792
DischargeBias+QP,300,40,70.33629876114703,6.842899025194527e-10,0.07875880389928767,0.12282367113985039,-0.023316324950499533,0.0,-62.17686653466542,85.10330456313007,0.0,40.000000028093936,0.0,1.621768665346654,hard_qp_solution,0.0,0,0,0.0,-100.0,-18.81583764482717,0.0,0.0,-109.67686656275936,7.5,70.33629876114703,125.0,56,-100.0,100.0,-651.2155841635915,172.27793529235873,-200.0,3.7999999999999996e-08,0,0,0.0,0,1.0,2.630133603900268,-1.0,0.0,1.0,0.0,1.638971110161748,0.0,False,15.544216633666355
DischargeBias+QP,300,41,85.10330456313007,6.842899025194527e-10,0.08091492252972567,0.11342187404312534,-0.020305464478991495,0.0,-54.14790527731065,97.96343206649135,0.0,40.00000002345818,0.0,1.5414790527731066,hard_qp_solution,0.0,0,0,0.0,-100.0,-17.17686653466542,0.0,0.0,-101.64790530076883,7.5,85.10330456313007,125.0,55,-100.0,100.0,-589.0387176289262,228.39255733989424,-200.0,3.7999999999999996e-08,0,0,0.0,0,1.0,2.376157670138274,-1.0,0.0,1.0,0.0,8.028961257354773,0.0,False,13.536976319327662
DischargeBias+QP,300,42,97.96343206649135,6.842899025194527e-10,0.080411462163214,0.11614416164596723,-0.024828448242778155,0.0,-66.20919531407507,113.68811595358417,0.0,40.00000005011766,0.0,1.6620919531407508,hard_qp_solution,0.0,0,0,0.0,-99.14790527731066,-9.147905277310649,0.0,0.0,-113.70919536419274,7.5,97.96343206649135,125.0,54,-100.0,100.0,-534.8908123516154,277.2610418526671,-200.0,3.7999999999999996e-08,0,0,0.0,0,1.0,2.7625496606952358,-1.0,0.0,1.0,0.0,12.061290036764426,0.0,False,16.55229882851877
DischargeBias+QP,300,43,113.68811595358417,6.842899025194527e-10,0.07594141040197212,0.12518062609182992,-0.023882488915132345,0.0,-63.686637107019585,128.81369226650133,0.0,40.00000002505106,0.0,1.6368663710701958,hard_qp_solution,0.0,0,0,0.0,-100.0,-21.209195314075075,0.0,0.0,-111.18663713207064,7.5,113.68811595358417,125.0,53,-100.0,100.0,-468.6816170375403,337.0148406236198,-200.0,3.7999999999999996e-08,0,0,0.0,0,1.0,2.679331516740512,-1.0,0.0,1.0,0.0,2.5225582070554893,0.0,False,15.921659276754896
DischargeBias+QP,300,44,128.81369226650133,6.842899025194527e-10,0.08484840042236487,0.08606462543022925,-0.021658985321296703,0.0,-57.75729419012454,142.53104963665592,0.0,40.000000024090966,0.0,1.5775729419012454,hard_qp_solution,0.0,0,0,0.0,-100.0,-18.686637107019585,0.0,0.0,-105.2572942142155,7.5,128.81369226650133,125.0,52,-100.0,100.0,-404.99497993052074,394.49203061270504,-200.0,3.7999999999999996e-08,0,0,0.0,0,1.0,2.48873638701895,-1.0,0.0,1.0,0.0,5.929342916895045,0.0,False,14.439323547531135
DischargeBias+QP,300,45,142.53104963665592,6.842899025194527e-10,0.08091760734002344,0.09082937986483651,-0.4194328540268026,0.0,-98.99942155790966,166.04341225665945,0.0,41.539232283770346,1.529232283770346,1.9899942155790966,phase2_solution,0.5286538416800022,1,0,0.25014461052258596,-100.0,-12.75729419012454,0.0,0.0,-148.03865384168,7.5,142.53104963665592,125.0,51,-100.0,100.0,-347.23768574039616,446.6179886192925,-200.0,3.7999999999999996e-08,0,0,0.0,0,1.0,3.960076978038264,-1.0,0.0,1.0,0.0,41.242127367785116,0.0,False,24.749855389477414
DischargeBias+QP,300,46,166.04341225665945,6.842899025194527e-10,0.07202654348134524,0.08357456490350759,-0.021254485356307005,0.0,-56.67862761681868,179.50458631565388,0.0,39.99999978733951,0.0,1.5667862761681868,hard_qp_solution,0.0,0,0,0.0,-100.0,-53.999421557909656,0.0,0.0,-104.17862740415819,7.5,166.04341225665945,125.0,50,-100.0,100.0,-248.23826418248655,535.9649665753059,-200.0,3.7999999999999996e-08,0,0,0.0,0,1.0,2.4548192351889737,-1.0,0.0,1.0,0.0,42.320793941090976,0.0,False,14.16965690420467
DischargeBias+QP,300,47,179.50458631565388,6.842899025194527e-10,0.08059634455455864,0.08985555082408225,-8.322692098726355,0.0,-98.99979242375778,203.01703701629634,0.0,73.15226870626978,33.14226870626978,1.9899979242375778,phase2_solution,32.142061130027564,1,0,0.2500518940605545,-100.0,-11.67862761681868,0.0,0.0,-179.65206113002756,7.5,179.50458631565388,125.0,49,-100.0,100.0,-191.5596365656679,587.1174279994847,-200.0,3.7999999999999996e-08,0,0,0.0,0,1.0,3.9600917384698686,-1.0,0.0,1.0,0.0,42.3211648069391,0.0,False,24.749948105939445
DischargeBias+QP,300,48,203.01703701629634,6.842899025194527e-10,0.08037595910385209,0.10456175063052699,-0.027794260949864993,0.0,-74.11802919963998,220.62006895121084,0.0,39.99999983282564,0.0,1.7411802919964,hard_qp_solution,0.0,0,0,0.0,-92.55984414191015,-53.99979242375778,0.0,0.0,-121.61802903246561,7.5,203.01703701629634,125.0,48,-92.55984414191015,100.0,-92.55984414191015,676.464740661926,-192.55984414191016,3.7999999999999996e-08,0,0,0.0,0,1.0,3.0317088092366684,-1.0,0.0,1.0,0.0,24.881763224117805,0.0,False,18.529507299909994
