controller,episodes,any_forced_full_charge_fraction,ramp_slack_kw_p95,ramp_slack_kw_max,ramp_material_event_count,charge_energy_final4_kwh_mean,charge_energy_final4_kwh_q25,charge_energy_final4_kwh_median,charge_energy_final4_kwh_q75,soc_change_final4_kwh_mean,soc_change_final4_kwh_q25,soc_change_final4_kwh_median,soc_change_final4_kwh_q75,gross_import_cost_final4_mean,gross_import_cost_final4_q25,gross_import_cost_final4_median,gross_import_cost_final4_q75,export_excess_final4_kwh_mean,export_excess_final4_kwh_q25,export_excess_final4_kwh_median,export_excess_final4_kwh_q75,forced_full_charge_steps_final4_mean,forced_full_charge_steps_final4_q25,forced_full_charge_steps_final4_median,forced_full_charge_steps_final4_q75
DischargeBias+QP,65,1.0,0.0,53.666924857251345,184,105.26315789473686,105.26315789473685,105.26315789473685,105.26315789473685,100.0,100.0,100.0,100.0,52.766783770085226,47.32727886208134,54.35030654320691,55.24045258372797,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0
