controller,controller_label,episodes,steps,actual_export_infeasible_steps,export_events_per_episode,export_infeasible_pct_all_steps,active_rated_charge_power_steps,active_rated_charge_power_pct_export_events,active_energy_headroom_steps,active_energy_headroom_pct_export_events,active_terminal_lower_envelope_steps,active_terminal_lower_envelope_pct_export_events,active_ramp_lower_bound_steps,active_ramp_lower_bound_pct_export_events,resolved_export_steps_remove_charge_rating,resolved_export_pct_remove_charge_rating,mean_daily_export_minimum_change_remove_charge_rating_kwh,resolved_export_steps_remove_energy_headroom,resolved_export_pct_remove_energy_headroom,mean_daily_export_minimum_change_remove_energy_headroom_kwh
DischargeBias+QP,DischargeBias,65,6240,212,3.261538461538461,3.3974358974358974,22,10.37735849056604,150,70.75471698113208,0,0.0,40,18.867924528301888,17,8.018867924528301,-1.0037811149050384,59,27.83018867924528,-23.25529974349965
