controller,split_day,cost,carbon,degradation,estimated_degradation_cost,bess_throughput_kwh,peak_cost,comfort_cost,grid_violation,grid_import_violation,grid_export_violation,grid_violation_steps,hard_feasible_steps,physical_infeasible_steps,preventable_violation_steps,minimum_required_slack_kw_sum,minimum_required_slack_kw_max,grid_max_exceedance_kw,grid_excess_energy_kwh,soc_violation,soc_violation_steps,soc_violation_max_kwh,first_soc_violation_step,ev_violation,pv,pv_curtail,peak,soc_min_seen,soc_max_seen,high_soc_steps,max_ramp_kw,ramp_conflict_steps,ramp_slack_kw_sum,ramp_slack_kw_max,ramp_violation_steps,lighting_energy_kwh,lighting_min_fraction_steps,lighting_below_full_steps,terminal_target_conflict_steps,terminal_soc_error_kwh,proxy_voltage_dev_max,proxy_voltage_abs_sum,proxy_voltage_exceed_40_steps,first_proxy_voltage_exceed_40_step,proxy_actuator_error_kw,steps,terminal_roundoff_repair_steps,terminal_ramp_relaxation_steps,day,ev_completion,projection_trigger_rate,trigger_rate_tol_0_001,trigger_rate_tol_0_01,trigger_rate_tol_0_05,trigger_rate_tol_0_10,mean_action_correction,p95_action_correction,soc_violation_rate,grid_violation_rate,grid_violation_step_rate,hard_feasible_step_rate,physical_infeasible_step_rate,preventable_violation_step_rate,minimum_required_slack_kw_mean,minimum_required_slack_kw_p95,ramp_conflict_rate,ramp_violation_step_rate,ramp_slack_kw_mean,ramp_slack_kw_p95,equivalent_full_cycles_per_day,estimated_degradation_cost_per_day,soc_swing,high_soc_residence_hours,lighting_min_fraction_rate,lighting_below_full_rate,terminal_soc_kwh,terminal_target_conflict_rate,grid_import_violation_kwh,grid_export_violation_kwh,proxy_voltage_dev_mean,proxy_voltage_exceed_40_rate,proxy_actuator_error_kw_mean,soc_violation_duration_hours,projection_saturation_rate,qp_solver_failures,qp_hard_failures,qp_phase1_failures,qp_phase2_failures,last_grid_import,pv_self_use,final_ev_remaining,p,p_command,grid_import,grid_export,qp_slack_plus,qp_slack_minus,hard_feasible,physical_infeasible,minimum_required_slack_kw,correction,soc,proxy_voltage,tracked_p_end_kw,tracked_ev_end_kw,tracked_light_end_kw,lag_retention,lag_substep_retention,terminal_roundoff_repair,terminal_ramp_relaxation,terminal_physical_gap_kw,terminal_ramp_gap_kw,terminal_target_conflict_step,endpoint_infeasible_steps,feasible_state_violation_steps,grid_steps,grid_energy,extra_excess_energy_kwh,max_actual_ramp,hard_qp_solution,phase2_solution,phase1_fallback,heuristic_fallback,task_score,export_excess_energy_kwh,import_excess_energy_kwh
DischargeBias+QP,300,147.19190486432495,263.28059920665794,0.9125913882875827,0.9125913882875827,608.3942588583885,0.0017603143768558324,0.0,0.0,0.0,0.0,14.0,83.0,14.0,0.0,509.066869343455,80.85744162318065,81.84744150204087,130.73171417452133,0.0,0.0,0.0,-1.0,0.0,1914.7967819924963,451.0332150336205,224.43009720441069,25.0,224.76250028237564,14.0,78.94736842105263,4.0,65.62358258726587,33.94736842105263,5.0,472.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,96.0,0.0,1.0,300.0,1.0,0.9375,0.9375,0.9375,0.9270833333333334,0.9166666666666666,1.0129913360313223,1.9899951427437168,0.0,1.0,0.14583333333333334,0.8645833333333334,0.14583333333333334,0.0,5.302779888994323,43.402412254945,0.041666666666666664,0.052083333333333336,0.6835789852840195,1.0061928720428686,1.216788517716777,0.9125913882875827,0.7990500011295025,3.5,0.0,0.0,125.0,0.0,0.0,130.73171417452133,0.0,0.0,0.0,0.0,0.14583333333333334,0.0,14.0,0.0,0.0,220.7015107640733,0.7644485204511964,0.0,-100.0,-100.0,220.7015107640733,0.0,0.0,0.0,1.0,0.0,0.0,2.0,125.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,130.73171417452133,3.5001958946855765,78.94736842105263,82.0,14.0,0.0,0.0,620.2703349356025,130.73171417452133,0.0
DischargeBias+QP,301,128.43557836149768,229.416987034388,0.9004707733682448,0.9004707733682448,600.3138489121632,0.0,0.0,0.0,0.0,0.0,17.0,79.0,17.0,0.0,1383.6183712178092,143.8309726189542,144.8209724127648,350.11209228881717,0.0,0.0,0.0,-1.0,0.0,1927.5731092207898,685.7428946853602,218.8373791490767,25.0,224.76250005248323,18.0,86.28912737665406,3.0,120.02640516463316,41.289127376654065,4.0,472.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,96.0,0.0,1.0,301.0,1.0,0.9270833333333334,0.9270833333333334,0.9270833333333334,0.9270833333333334,0.9166666666666666,1.0128187911388304,1.9686336992751037,0.0,1.0,0.17708333333333334,0.8229166666666666,0.17708333333333334,0.0,14.412691366852181,107.12748160391583,0.03125,0.041666666666666664,1.250275053798262,0.0,1.2006276978243264,0.9004707733682448,0.7990500002099329,4.5,0.0,0.0,125.0,0.0,0.0,350.11209228881717,0.0,0.0,0.0,0.0,0.17708333333333334,0.0,17.0,0.0,0.0,213.574976187346,0.6442454548649686,0.0,-100.0,-100.0,213.574976187346,0.0,0.0,0.0,1.0,0.0,0.0,2.0,125.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,350.11209228881717,4.250100615542705,86.28912737665406,79.0,17.0,0.0,0.0,776.8066975602338,350.11209228881717,0.0
DischargeBias+QP,302,188.76612390849493,320.0979275943769,0.5206339425394763,0.5206339425394763,347.0892950263176,0.004537790046433945,0.0,0.0,0.0,0.0,2.0,94.0,2.0,0.0,22.01651029101925,15.954050343489934,16.944050243644224,5.999127527052281,0.0,0.0,0.0,-1.0,5.551115123125783e-17,1895.2844949616815,212.88885486562663,225.22454147232298,25.0,125.0,0.0,78.94736842105263,2.0,48.62144597941977,33.94736842105263,3.0,472.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,96.0,0.0,1.0,302.0,1.0,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.96875,1.0074115651198154,1.5349379029344568,0.0,1.0,0.020833333333333332,0.9791666666666666,0.020833333333333332,0.0,0.22933864886478386,0.0,0.020833333333333332,0.03125,0.5064733956189559,0.0,0.6941785900526352,0.5206339425394763,0.4,0.0,0.0,0.0,125.0,0.0,0.0,5.999127527052281,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,2.0,0.0,0.0,224.4983906183508,0.8876744597280469,5.551115123125783e-17,-100.0,-100.0,224.4983906183508,0.0,0.0,0.0,1.0,0.0,0.0,2.0,125.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.999127527052281,0.5001635210920585,78.94736842105263,94.0,2.0,0.0,0.0,601.5771813203662,5.999127527052281,0.0
DischargeBias+QP,303,202.94427220033333,326.3292804186446,0.4803663207855759,0.4803663207855759,320.2442138570507,0.03233619903841069,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1712.3919674051144,163.33105815943256,235.1655210122367,25.0,125.0,0.0,78.94736842105263,2.0,57.714417062269234,33.94736842105263,3.0,472.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,96.0,0.0,1.0,303.0,1.0,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.96875,1.0068383291573577,1.4164502244208594,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.03125,0.6011918443986378,0.0,0.6404884277141014,0.4803663207855759,0.4,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.24824333956647,0.9046181824790165,0.0,-100.0,-100.0,220.24824333956647,0.0,0.0,0.0,1.0,0.0,0.0,2.0,125.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.94736842105263,96.0,0.0,0.0,0.0,608.1998344934178,0.0,0.0
DischargeBias+QP,304,233.96437715762795,361.0149755023241,0.3244087072554997,0.3244087072554997,216.27247150366645,0.02327948413435143,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1180.3809270615066,42.6156549692517,229.38825961585144,25.0,125.0,0.0,78.94736842105263,1.0,43.94736842105265,33.94736842105263,2.0,472.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,96.0,0.0,1.0,304.0,1.0,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.96875,1.0046181704003863,1.2251676628407924,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.020833333333333332,0.45778508771929843,0.0,0.4325449430073329,0.3244087072554997,0.4,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.82577206561086,0.9638966930147363,0.0,-100.0,-100.0,225.82577206561086,0.0,0.0,0.0,1.0,0.0,0.0,2.0,125.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.94736842105263,96.0,0.0,0.0,0.0,673.5710818113357,0.0,0.0
DischargeBias+QP,305,187.0725927268696,296.5439470901157,0.6005914262497987,0.6005914262497987,400.3942841665325,0.10261830230620544,0.0,0.0,0.0,0.0,2.0,94.0,2.0,0.0,10.38438228907622,6.800180568336101,7.790181214562322,3.0910959554889557,0.0,0.0,0.0,-1.0,0.0,1876.9539239909036,241.25994526217056,239.8369337677558,25.0,125.0,0.0,78.94736842105263,2.0,64.72819010134671,33.94736842105263,3.0,472.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,96.0,0.0,1.0,305.0,1.0,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.96875,1.0085498122621663,1.495992211350794,0.0,1.0,0.020833333333333332,0.9791666666666666,0.020833333333333332,0.0,0.10817064884454396,0.0,0.020833333333333332,0.03125,0.6742519802223615,0.0,0.800788568333065,0.6005914262497987,0.4,0.0,0.0,0.0,125.0,0.0,0.0,3.0910959554889557,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,2.0,0.0,0.0,239.8369337677558,0.8714619777404085,0.0,-100.0,-100.0,239.8369337677558,0.0,0.0,0.0,1.0,0.0,0.0,2.0,125.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0910959554889557,0.5000003832199003,78.94736842105263,94.0,2.0,0.0,0.0,556.2806697189401,3.0910959554889557,0.0
DischargeBias+QP,306,181.8870313909127,296.8627181300619,0.7966881689492652,0.7966881689492652,531.1254459661768,0.11338337743466226,0.0,0.0,0.0,0.0,2.0,95.0,2.0,0.0,1.2188168723229142,1.0972512997853845,2.087474380089395,0.7998361553710138,0.0,0.0,0.0,-1.0,3.885780586188048e-16,1931.6861341166523,255.05033629838798,240.97402437499233,25.0,190.21375751267703,0.0,83.37836545721132,2.0,82.32573387826397,38.378365457211316,3.0,472.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,96.0,0.0,1.0,306.0,1.0,0.9375,0.9375,0.9375,0.9375,0.9270833333333334,1.0113413778053642,1.6951542294725104,0.0,1.0,0.020833333333333332,0.9895833333333334,0.020833333333333332,0.0,0.012696009086697024,0.0,0.020833333333333332,0.03125,0.857559727898583,0.0,1.0622508919323537,0.7966881689492652,0.6608550300507081,0.0,0.0,0.0,125.0,0.0,0.0,0.7998361553710138,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,2.0,0.0,0.0,239.5145569494186,0.8679649184234473,3.885780586188048e-16,-100.0,-100.0,239.5145569494186,0.0,0.0,0.0,1.0,0.0,0.0,2.0,125.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.7998361553710138,0.5001319372902877,83.37836545721132,94.0,2.0,0.0,0.0,554.2515034749578,0.7998361553710138,0.0
DischargeBias+QP,307,146.65390312486673,240.32088332733423,0.9004707735030806,0.9004707735030806,600.3138490020538,0.001226688084116313,0.0,0.0,0.0,0.0,12.0,84.0,12.0,0.0,580.7111096378305,104.65342862210356,105.64342846872624,148.1477772999065,0.0,0.0,0.0,-1.0,0.0,1882.2926691453108,459.2991142121702,222.87626183012404,25.0,224.76250005342933,14.0,78.94736842105263,4.0,76.85823506719461,33.94736842105263,5.0,472.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,96.0,0.0,1.0,307.0,1.0,0.9270833333333334,0.9270833333333334,0.9270833333333334,0.9270833333333334,0.9166666666666666,1.012818791141952,1.8885739512697601,0.0,1.0,0.125,0.875,0.125,0.0,6.049074058727402,62.558186573358434,0.041666666666666664,0.052083333333333336,0.8006066152832773,1.1379114725360893,1.2006276980041075,0.9004707735030806,0.7990500002137173,3.5,0.0,0.0,125.0,0.0,0.0,148.1477772999065,0.0,0.0,0.0,0.0,0.125,0.0,12.0,0.0,0.0,217.70360770520605,0.7559895324775805,0.0,-100.0,-100.0,217.70360770520605,0.0,0.0,0.0,1.0,0.0,0.0,2.0,125.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,148.1477772999065,3.0000859401927773,78.94736842105263,84.0,12.0,0.0,0.0,596.2924550631817,148.1477772999065,0.0
DischargeBias+QP,308,126.81385010892399,204.65042238662392,0.900470774243375,0.900470774243375,600.3138494955833,0.0,0.0,0.0,0.0,0.0,20.0,76.0,20.0,0.0,1435.7044293605302,137.1602985035284,138.15029830614864,363.8761019329897,0.0,0.0,0.0,-1.0,0.0,1835.5657302666789,695.1650613708526,211.49017106344107,25.0,224.76250021997203,19.0,78.94736842105263,4.0,66.24168273021542,33.94736842105263,5.0,472.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,96.0,0.0,1.0,308.0,1.0,0.9375,0.9375,0.9270833333333334,0.9270833333333334,0.9166666666666666,1.012818791160207,1.9899998298577304,0.0,1.0,0.20833333333333334,0.7916666666666666,0.20833333333333334,0.0,14.955254472505525,99.61949532775972,0.041666666666666664,0.052083333333333336,0.690017528439744,0.7486518146054024,1.2006276989911666,0.900470774243375,0.7990500008798881,4.75,0.0,0.0,125.0,0.0,0.0,363.8761019329897,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,20.0,0.0,0.0,211.49017106344107,0.6212802135558196,0.0,-100.0,-100.0,211.49017106344107,0.0,0.0,0.0,1.0,0.0,0.0,2.0,125.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,363.8761019329897,5.000208848767166,78.94736842105263,76.0,20.0,0.0,0.0,745.8287180140485,363.8761019329897,0.0
DischargeBias+QP,309,190.47825505598968,291.1004013613411,0.5222521014897628,0.5222521014897628,348.1680676598419,0.036417170533509964,0.0,0.0,0.0,0.0,1.0,95.0,1.0,0.0,5.1790732940218245,5.1790732940218245,6.169066773639093,1.5422666934097733,0.0,0.0,0.0,-1.0,1.6653345369377348e-16,1784.2708891255957,224.56808936891383,234.74911960332588,25.0,125.0,0.0,78.94736842105263,2.0,70.93637919441878,33.94736842105263,3.0,472.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,96.0,0.0,1.0,309.0,1.0,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.96875,1.007434600673215,1.3639218353870444,0.0,1.0,0.010416666666666666,0.9895833333333334,0.010416666666666666,0.0,0.05394868014606067,0.0,0.020833333333333332,0.03125,0.7389206166085289,0.0,0.6963361353196837,0.5222521014897628,0.4,0.0,0.0,0.0,125.0,0.0,0.0,1.5422666934097733,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,1.0,0.0,0.0,231.1717961413545,0.8741401371632722,1.6653345369377348e-16,-100.0,-100.0,231.1717961413545,0.0,0.0,0.0,1.0,0.0,0.0,2.0,125.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.5422666934097733,0.2500484621599277,78.94736842105263,95.0,1.0,0.0,0.0,545.1294839214459,1.5422666934097733,0.0
