controller,controller_label,episodes,steps,actual_export_infeasible_steps,export_events_per_episode,export_infeasible_pct_all_steps,active_rated_charge_power_steps,active_rated_charge_power_pct_export_events,active_energy_headroom_steps,active_energy_headroom_pct_export_events,active_terminal_lower_envelope_steps,active_terminal_lower_envelope_pct_export_events,active_ramp_lower_bound_steps,active_ramp_lower_bound_pct_export_events,resolved_export_steps_remove_charge_rating,resolved_export_pct_remove_charge_rating,mean_daily_export_minimum_change_remove_charge_rating_kwh,resolved_export_steps_remove_energy_headroom,resolved_export_pct_remove_energy_headroom,mean_daily_export_minimum_change_remove_energy_headroom_kwh
Rule+QP,LegacyRule,65,6240,526,8.092307692307692,8.429487179487179,0,0.0,503,95.62737642585552,0,0.0,23,4.3726235741444865,0,0.0,-5.848313286640824e-15,258,49.049429657794676,-68.36279998859028
NetLoadRule+QP,NetLoadRule,65,6240,295,4.538461538461538,4.727564102564102,7,2.3728813559322033,282,95.59322033898304,0,0.0,6,2.0338983050847457,5,1.694915254237288,-0.4197105179882394,131,44.40677966101695,-41.188517063354915
MPC-H24+QP,MPC H24,65,6240,256,3.9384615384615387,4.102564102564102,19,7.421875,212,82.8125,0,0.0,25,9.765625,12,4.6875,-0.8128784819808547,100,39.0625,-31.148580923905424
MPC-H24-FRR+QP,MPC relaxed,65,6240,270,4.153846153846154,4.326923076923077,18,6.666666666666667,218,80.74074074074075,0,0.0,34,12.592592592592593,13,4.814814814814815,-0.9166952997114971,102,37.77777777777778,-31.881599682727376
MPC-H24-XP+QP,MPC export-first,65,6240,260,4.0,4.166666666666667,19,7.3076923076923075,217,83.46153846153847,0,0.0,24,9.23076923076923,13,5.0,-0.8801936886893426,105,40.38461538461539,-31.641571553311223
PPO-QP,PPO 0.1,325,31200,1034,3.1815384615384614,3.3141025641025643,104,10.058027079303676,818,79.11025145067698,0,0.0,112,10.831721470019342,80,7.7369439071566735,-0.9897928800032626,335,32.398452611218566,-25.2170225613919
PPO-QP-no-penalty,PPO 0,325,31200,1020,3.1384615384615384,3.269230769230769,104,10.196078431372548,791,77.54901960784314,0,0.0,125,12.254901960784315,80,7.8431372549019605,-0.9897932925652347,317,31.07843137254902,-24.52229904407206
