seed,controller,update,transitions,mean_training_reward,terminal_roundoff_repair,terminal_ramp_relaxation,terminal_target_conflict_step,cumulative_completed_episodes,cumulative_service_failure_episodes,partial_episode_steps,partial_episode_soc_kwh,partial_episode_ev_remaining_kwh,partial_episode_terminal_conflict_steps,partial_episode_roundoff_repair_steps
20260807,PPO-QP,1,512,-6.615003583855022,0,5,0,5,0,32,25.0,0.0,0.0,0
20260807,PPO-QP,2,1024,-5.731199079964852,0,5,0,10,0,64,25.0,2.9847530003124234e-10,0.0,0
20260807,PPO-QP,3,1536,-6.035925891554587,0,6,0,16,0,0,125.0,37.619682720857725,0.0,0
20260807,PPO-QP,4,2048,-9.321664817158297,0,5,0,21,0,32,25.0,2.9788982391920626e-10,0.0,0
20260807,PPO-QP,5,2560,-6.946380303010006,0,5,0,26,0,64,212.9470397601296,2.9702368342654495e-10,0.0,0
20260807,PPO-QP,6,3072,-6.6645290069416205,0,6,0,32,0,0,125.0,45.715049071188915,0.0,0
20260807,PPO-QP,7,3584,-7.210826933806048,0,4,0,37,0,32,25.0,3.0136243500678006e-10,0.0,0
20260807,PPO-QP,8,4096,-7.547079083745762,0,5,0,42,0,64,217.7174582256776,0.0,0.0,0
20260807,PPO-QP,9,4608,-5.795693401896543,0,6,0,48,0,0,125.0,31.149194013220928,0.0,0
20260807,PPO-QP,10,5120,-6.525396564165504,0,5,0,53,0,32,25.0,3.004580473309204e-10,0.0,0
20260807,PPO-QP,11,5632,-6.875896835435629,0,5,0,58,0,64,78.3998633265599,2.987869396342546e-10,0.0,0
20260807,PPO-QP,12,6144,-6.866587360260548,0,5,0,64,0,0,125.0,40.961127281455916,0.0,0
20260807,PPO-QP,13,6656,-6.447771990630698,0,5,0,69,0,32,25.00819351337641,2.9926272571145773e-10,0.0,0
20260807,PPO-QP,14,7168,-5.979607965898058,0,5,0,74,0,64,25.0,2.9649799282438494e-10,0.0,0
20260807,PPO-QP,15,7680,-8.073058237525375,0,6,0,80,0,0,125.0,46.77315921910906,0.0,0
20260807,PPO-QP,16,8192,-4.852204025678493,0,5,0,85,0,32,25.0,2.990550584947016e-10,0.0,0
20260807,PPO-QP,17,8704,-7.368603388453,0,5,0,90,0,64,154.94718514556592,2.857444281190169e-10,0.0,0
20260807,PPO-QP,18,9216,-6.06734442251898,0,5,0,96,0,0,125.0,49.26060825324114,0.0,0
20260807,PPO-QP,19,9728,-7.800234869879637,0,5,0,101,0,32,26.249076927264774,0.0,0.0,0
20260807,PPO-QP,20,10240,-5.400241959395457,0,5,0,106,0,64,179.52784908495863,2.99554436811178e-10,0.0,0
20260807,PPO-QP,21,10752,-5.260891444980789,0,5,0,112,0,0,125.0,50.94068092049166,0.0,0
20260807,PPO-QP,22,11264,-6.160407581399556,0,5,0,117,0,32,25.0,3.0264440953331473e-10,0.0,0
20260807,PPO-QP,23,11776,-6.5120642762804914,0,4,0,122,0,64,196.0001635980119,3.0112412563454427e-10,0.0,0
20260807,PPO-QP,24,12288,-6.937504254080336,0,6,0,128,0,0,125.0,36.63997007319994,0.0,0
20260807,PPO-QP,25,12800,-6.29343764294069,0,5,0,133,0,32,49.14745183976499,2.9745828022953447e-10,0.0,0
20260807,PPO-QP,26,13312,-6.438961742983832,0,5,0,138,0,64,55.977410004229974,3.014131166878542e-10,0.0,0
20260807,PPO-QP,27,13824,-6.252858094075151,0,6,0,144,0,0,125.0,39.60025577230446,0.0,0
20260807,PPO-QP,28,14336,-6.629376034817529,0,5,0,149,0,32,25.0,2.993933434503049e-10,0.0,0
20260807,PPO-QP,29,14848,-6.476467027623631,0,5,0,154,0,64,123.66334229257369,3.019331451525886e-10,0.0,0
20260807,PPO-QP,30,15360,-8.16759778431676,0,5,0,160,0,0,125.0,48.336720358574524,0.0,0
20260807,PPO-QP,31,15872,-6.441408947338686,0,5,0,165,0,32,25.0,2.9401880929924573e-10,0.0,0
20260807,PPO-QP,32,16384,-5.925048593077838,0,5,0,170,0,64,25.0,3.014694605063539e-10,0.0,0
20260807,PPO-QP,33,16896,-6.6314674017502,0,6,0,176,0,0,125.0,33.69237365284864,0.0,0
20260807,PPO-QP,34,17408,-8.10444925366147,0,5,0,181,0,32,25.0,1.1102230246251565e-16,0.0,0
20260807,PPO-QP,35,17920,-6.060283321142106,0,5,0,186,0,64,25.0,2.998086223726659e-10,0.0,0
20260807,PPO-QP,36,18432,-5.732150255738592,0,6,0,192,0,0,125.0,51.984259351488916,0.0,0
20260807,PPO-QP,37,18944,-5.282354006054801,0,5,0,197,0,32,25.0,3.028185480147272e-10,0.0,0
20260807,PPO-QP,38,19456,-6.3750198384248815,0,5,0,202,0,64,123.42135887580513,2.9955454783348046e-10,0.0,0
20260807,PPO-QP,39,19968,-6.505941859060806,0,6,0,208,0,0,125.0,45.45676174226335,0.0,0
20260807,PPO-QP,40,20480,-7.882531406504627,0,5,0,213,0,32,25.0,0.0,0.0,0
20260807,PPO-QP,41,20992,-5.1754468431876735,0,5,0,218,0,64,25.0,0.0,0.0,0
20260807,PPO-QP,42,21504,-6.717401282364898,0,6,0,224,0,0,125.0,47.431508068215706,0.0,0
20260807,PPO-QP,43,22016,-6.4606971191495415,0,5,0,229,0,32,40.40482814982694,3.035220408342809e-10,0.0,0
20260807,PPO-QP,44,22528,-6.322581991109146,0,5,0,234,0,64,223.06950574494743,2.984098523839407e-10,0.0,0
20260807,PPO-QP,45,23040,-7.7643804702606865,0,5,0,240,0,0,125.0,34.463561299318194,0.0,0
20260807,PPO-QP,46,23552,-6.599909122827446,0,4,0,245,0,32,25.0,2.9984492666557117e-10,0.0,0
20260807,PPO-QP,47,24064,-5.4358113935234025,0,5,0,250,0,64,25.0,3.020391159402891e-10,0.0,0
20260807,PPO-QP,48,24576,-7.209536553798591,0,6,0,256,0,0,125.0,50.95367414748124,0.0,0
20260807,PPO-QP,49,25088,-7.565532893610573,0,5,0,261,0,32,25.0,3.02581348865516e-10,0.0,0
20260807,PPO-QP,50,25600,-5.886786791582118,0,5,0,266,0,64,25.0,2.9951652269488704e-10,0.0,0
20260807,PPO-QP,51,26112,-6.63494023369436,0,5,0,272,0,0,125.0,47.17685522447019,0.0,0
20260807,PPO-QP,52,26624,-5.996914901836875,0,5,0,277,0,32,25.0,0.0,0.0,0
20260807,PPO-QP,53,27136,-6.409470510712677,0,5,0,282,0,64,219.21711662445236,2.978408630838203e-10,0.0,0
20260807,PPO-QP,54,27648,-7.599651068341444,0,5,0,288,0,0,125.0,40.37584110173173,0.0,0
20260807,PPO-QP,55,28160,-7.256588842725577,0,5,0,293,0,32,25.0,2.9986441107965334e-10,0.0,0
20260807,PPO-QP,56,28672,-6.831438402799213,0,5,0,298,0,64,221.9199561388578,3.0214397650496494e-10,0.0,0
20260807,PPO-QP,57,29184,-7.138633126968446,0,6,0,304,0,0,125.0,39.827735857566886,0.0,0
20260807,PPO-QP,58,29696,-6.4916945564794695,0,5,0,309,0,32,25.0,2.991388803330608e-10,0.0,0
20260807,PPO-QP,59,30208,-5.870467421603297,0,5,0,314,0,64,213.99934565330662,2.992310288441047e-10,0.0,0
20260807,PPO-QP,60,30720,-7.00406753512918,0,6,0,320,0,0,125.0,51.93714626981247,0.0,0
20260807,PPO-QP,61,31232,-5.631517580212682,0,5,0,325,0,32,25.0,3.0170566045484293e-10,0.0,0
