controller,seed,day,step,p,soc,grid_import,grid_export,grid_violation,qp_execution_path,endpoint_minimum_violation_kw,endpoint_infeasible,feasible_state_violation,extra_excess_energy_kwh_step,power_lower_kw,power_upper_kw,ev_lower_fraction,ev_upper_fraction,base_load_minus_pv_kw,lighting_kw,soc_kwh,target_kwh,remaining_steps,physical_lower_kw,physical_upper_kw,terminal_lower_kw,terminal_upper_kw,terminal_physical_gap_kw,tolerance_kw,terminal_roundoff_repair,terminal_ramp_relaxation,terminal_ramp_gap_kw,terminal_target_conflict_step,mpc_status,mpc_fallback,runtime_ms
PPO-QP,20260805,300,48,-74.11802906615176,220.6200592706026,0.0,39.99999996631385,0.0,hard_qp_solution,0.0,0,0,0.0,-92.55988476887764,-53.99979240996022,0.0,0.0,-121.61802903246561,7.5,203.01702736739156,125.0,48,-92.55988476887764,100.0,-92.55988476887764,676.4647039960879,-192.55988476887762,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.5033999991137534
PPO-QP,20260805,300,49,-17.44185579380023,224.76250002163016,0.0,82.27412188122004,42.26412188122004,phase2_solution,41.26412197229441,1,0,0.24999997723140766,-18.441855702725853,100.0,0.0,0.0,-107.21597767502027,7.5,220.6200592706026,125.0,47,-18.441855702725853,100.0,-18.441855702725853,743.3562252282899,-118.44185570272586,3.7999999999999996e-08,0,0,0.0,0,-1,0,6.186999999044929
PPO-QP,20260805,300,50,1.2043465707049162e-08,224.76250001846083,0.0,90.7871607424164,50.777160742416406,phase2_solution,49.77716082144729,1,0,0.2499999802422792,-0.9999999089256418,27.55814420619977,0.0,0.0,-98.28716073037293,7.5,224.76250002163016,125.0,46,-0.9999999089256418,100.0,-0.9999999089256418,759.0975000821945,-100.99999990892564,3.7999999999999996e-08,0,0,0.0,0,-1,0,5.486100002599414
PPO-QP,20260805,300,51,-4.3371060038856026e-08,224.76250002876145,0.0,121.8574415021224,81.8474415021224,phase2_solution,80.84744162322325,1,0,0.24999996972478655,-0.9999999222702028,45.000000012043465,0.0,0.0,-129.35744154549346,7.5,224.76250001846083,125.0,45,-0.9999999222702028,100.0,-0.9999999222702028,759.0975000701511,-100.9999999222702,3.7999999999999996e-08,0,0,0.0,0,-1,0,6.162700003187638
PPO-QP,20260805,300,52,2.345116016493836e-08,224.7625000225901,0.0,104.86006030469368,64.85006030469367,phase2_solution,63.85006040234337,1,0,0.24999997558757592,-0.999999878899153,44.99999995662894,0.0,0.0,-112.36006028124251,7.5,224.76250002876145,125.0,44,-0.999999878899153,100.0,-0.999999878899153,759.0975001092935,-100.99999987889915,3.7999999999999996e-08,0,0,0.0,0,-1,0,6.436200004827697
PPO-QP,20260805,300,53,8.463015532934245e-09,224.762500020363,0.0,97.62056903544087,57.61056903544087,phase2_solution,56.61056912209407,1,0,0.2499999783366995,-0.9999999048837757,45.00000002345116,0.0,0.0,-105.12056902697785,7.5,224.7625000225901,125.0,43,-0.9999999048837757,100.0,-0.9999999048837757,759.0975000858424,-100.99999990488378,3.7999999999999996e-08,0,0,0.0,0,-1,0,6.8073000002186745
PPO-QP,20260805,300,54,-1.852376821580783e-06,224.7625004603025,0.0,78.53895451163721,38.52895451163722,phase2_solution,37.52895644975302,1,0,0.2499995154710497,-0.999999914261025,45.00000000846302,0.0,0.0,-86.03895636401404,7.5,224.762500020363,125.0,42,-0.999999914261025,100.0,-0.999999914261025,759.0975000773794,-100.99999991426102,3.7999999999999996e-08,0,0,0.0,0,-1,0,6.360800005495548
PPO-QP,20260805,300,55,1.8551096265059108e-06,224.76249997211576,0.0,94.44107856347374,54.43107856347374,phase2_solution,53.431078646479925,1,0,0.24999997924845374,-0.9999980618841906,44.99999814762318,0.0,0.0,-101.94107670836411,7.5,224.7625004603025,125.0,41,-0.9999980618841906,100.0,-0.9999980618841906,759.0975017491495,-100.99999806188418,3.7999999999999996e-08,0,0,0.0,0,-1,0,6.169100000988692
PPO-QP,20260805,300,56,-2.0068338952157798e-06,224.76250044873882,0.0,77.56365752060331,37.553657520603316,phase2_solution,36.55365941002989,1,0,0.2499995276433573,-1.0000001174073174,45.00000185510962,0.0,0.0,-85.0636595274372,7.5,224.76249997211576,125.0,40,-1.0000001174073174,100.0,-1.0000001174073174,759.0974998940399,-101.00000011740731,3.7999999999999996e-08,0,0,0.0,0,-1,0,6.129000001237728
PPO-QP,20260805,300,57,6.920768769317622e-07,224.76250026661333,0.0,60.30483070221681,20.29483070221681,phase2_solution,19.294831899566542,1,0,0.24999970066256694,-0.9999981105733912,44.999997993166104,0.0,0.0,-67.80483001013994,7.5,224.76250044873882,125.0,39,-0.9999981105733912,100.0,-0.9999981105733912,759.0975017052075,-100.99999811057339,3.7999999999999996e-08,0,0,0.0,0,-1,0,7.317700001294725
PPO-QP,20260805,300,58,3.931865417658001e-07,224.7625001631432,0.0,49.19769078756268,9.187690787562678,phase2_solution,8.187691516958578,1,0,0.24999981765102497,-0.9999988774175588,45.000000692076874,0.0,0.0,-56.69769039437614,7.5,224.76250026661333,125.0,38,-0.9999988774175588,100.0,-0.9999988774175588,759.0975010131306,-100.99999887741755,3.7999999999999996e-08,0,0,0.0,0,-1,0,6.50869999662973
PPO-QP,20260805,300,59,-3.3896516371096335e-07,224.76250024364742,0.0,56.11138692067685,16.10138692067685,phase2_solution,15.101387946560697,1,0,0.24999974352903775,-0.9999993130813174,45.00000039318654,0.0,0.0,-63.611387259642015,7.5,224.7625001631432,125.0,37,-0.9999993130813174,100.0,-0.9999993130813174,759.0975006199441,-100.99999931308132,3.7999999999999996e-08,0,0,0.0,0,-1,0,6.082899999455549
PPO-QP,20260805,300,60,44.999999661034835,212.9203950696909,0.0,33.02736689710103,0.0,hard_qp_solution,0.0,0,0,0.0,-0.9999989741161125,44.999999661034835,0.0,0.0,4.472632763933817,7.5,224.76250024364742,125.0,36,-0.9999989741161125,100.0,-0.9999989741161125,759.0975009258601,-100.99999897411611,3.7999999999999996e-08,0,0,0.0,0,-1,0,1.8497999990358949
PPO-QP,20260805,300,61,61.37377850443415,196.76940072641875,0.0,29.898157198368587,0.0,hard_qp_solution,0.0,0,0,0.0,-3.389651652696557e-07,89.99999966103483,0.0,0.0,23.975621306065563,7.5,212.9203950696909,125.0,35,-50.86149444340675,100.0,-50.86149444340675,714.0975012648254,-150.86149444340674,3.7999999999999996e-08,0,0,0.0,0,-1,0,1.9545000031939708
PPO-QP,20260805,300,62,39.22331695451462,186.4474752120728,0.0,40.000000015826494,0.0,hard_qp_solution,0.0,0,0,0.0,16.37377850443415,100.0,0.0,0.0,-8.276683061311871,7.5,196.76940072641875,125.0,34,-100.0,100.0,-118.86568115192105,652.7237227603912,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,1.535100003820844
PPO-QP,20260805,300,63,53.7116666212771,172.3128261012104,0.0,40.00000001347363,0.0,hard_qp_solution,0.0,0,0,0.0,-5.7766830454853775,84.22331695451462,0.0,0.0,6.21166660780348,7.5,186.4474752120728,125.0,33,-100.0,100.0,-162.32642015969353,613.5004058058765,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.278899999510031
PPO-QP,20260805,300,64,63.182991249121635,155.68572314091523,33.946879345174345,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,8.711666621277097,98.71166662127709,0.0,0.0,89.62987059429598,7.5,172.3128261012104,125.0,32,-100.0,100.0,-221.84073220542996,559.7887391845994,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,1.7608000052860007
PPO-QP,20260805,300,65,62.625735635265634,139.2052663947927,37.7865062531042,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,18.182991249121635,100.0,0.0,0.0,92.91224188836983,7.5,155.68572314091523,125.0,31,-100.0,100.0,-291.84958677509377,496.60574793547784,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.035700003034435
PPO-QP,20260805,300,66,58.290131034152715,123.86575822791039,46.934329760821775,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,17.625735635265634,100.0,0.0,0.0,97.7244607949745,7.5,139.2052663947927,125.0,30,-100.0,100.0,-361.24098360087294,433.9800123002122,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,1.7902999970829114
PPO-QP,20260805,300,67,62.07220924449434,107.53096632146452,31.470950382055456,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,13.290131034152715,100.0,0.0,0.0,86.0431596265498,7.5,123.86575822791039,125.0,29,-100.0,100.0,-425.8283864087984,375.68988126605944,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,1.89200000022538
