controller,seed,day,peak_kw,peak_step,peak_time_hours,first_maximum_in_last_hour,near_maximum_in_last_hour,near_maximum_steps,p,soc,soc_before_kwh,power_lower_kw,power_upper_kw,battery_box_width_kw,collapsed_box,narrowed_box,forced_full_charge_box,executed_full_charge,terminal_envelope_narrows_physical_box
MPC-H24+QP,0,357,229.9999997769648,75,18.75,0,0,1,-89.99999963727261,148.94486677877498,127.56986686492272,-89.99999980285502,1.9714498478151654e-07,90.0,False,True,False,False,False
MPC-H24+QP,0,358,240.00000001236705,74,18.5,0,0,5,-74.80485976356279,85.6377879293706,67.87163373552444,-100.0,-23.884422387698976,76.11557761230102,False,True,False,False,False
MPC-H24+QP,0,359,259.9999999995101,73,18.25,0,0,1,-87.85754484781052,74.82727395986127,53.96110705850627,-89.99999986207962,1.3792038799920192e-07,90.0,False,True,False,False,False
MPC-H24+QP,0,360,259.9999999042037,72,18.0,0,0,1,-44.99999992639218,35.68749998251814,25.0,-45.0,0.0,45.0,False,True,False,False,False
MPC-H24+QP,0,361,250.00000000985065,73,18.25,0,0,1,-85.72689782165767,56.047638215293446,35.68749998264975,-89.99999992694632,7.305369109644745e-08,90.00000000000001,False,True,False,False,False
MPC-H24+QP,0,362,259.9999998256196,73,18.25,0,0,1,-89.99999978501245,74.75197784801914,53.37697789907868,-89.99999991386844,8.613155699777053e-08,90.0,False,True,False,False,False
MPC-H24+QP,0,363,259.9999997671726,72,18.0,0,0,1,-89.99999980620186,98.73083564640754,77.35583569243461,-89.9999999788171,2.1182891885018762e-08,90.0,False,True,False,False,False
MPC-H24+QP,0,364,239.9999998875204,74,18.5,0,0,3,-89.99999991649742,123.6041162497637,102.22911626959558,-100.0,-54.99999984628674,45.00000015371326,False,True,False,False,False
MPC-H24-FRR+QP,0,300,217.81056450125743,94,23.5,1,1,1,-99.99999995205992,124.999999985117,101.24999999650277,-100.0,-26.745151451143784,73.25484854885622,False,True,False,True,True
MPC-H24-FRR+QP,0,301,187.747574259069,75,18.75,0,0,1,-9.668803039711344e-09,224.999999967739,224.99999996544267,-1.4550455250029797e-07,44.99999999715803,45.00000014266258,False,True,False,False,False
MPC-H24-FRR+QP,0,302,236.63256614821395,72,18.0,0,0,1,1.1377505468194338e-07,224.9999999670198,224.99999999696055,-1.2797547816789073e-08,45.000000000000014,45.000000012797564,False,True,False,False,False
MPC-H24-FRR+QP,0,303,231.0925194476249,73,18.25,0,0,1,-1.3292172800932765e-08,224.99999996773897,224.9999999645821,-1.4912805119437464e-07,45.00000012303831,45.00000027216636,False,True,False,False,False
MPC-H24-FRR+QP,0,304,249.99999999121195,63,15.75,0,0,1,-79.26201836690994,133.8822358578621,115.057506495721,-94.01931663468228,-4.019316634682262,90.00000000000003,False,True,False,False,False
MPC-H24-FRR+QP,0,305,219.99999983691453,73,18.25,0,0,1,5.3165794163755756e-08,224.99999996775557,224.99999998174653,-7.685673010296581e-08,45.00000005781343,45.00000013467016,False,True,False,False,False
MPC-H24-FRR+QP,0,306,230.1443873094113,75,18.75,0,0,1,6.493198178857094e-08,224.99999996607295,224.99999998316036,-7.0903847939151e-08,44.99999992078779,44.99999999169164,False,True,False,False,False
MPC-H24-FRR+QP,0,307,211.21289525927463,21,5.25,0,0,1,-44.99999999522104,67.4276317048977,56.74013170603271,-45.00000001235927,44.99999998764073,90.0,False,True,False,False,False
MPC-H24-FRR+QP,0,308,175.96734093599258,73,18.25,0,0,1,-1.4674701190303562e-08,224.999999967739,224.99999996425376,-1.505104831410695e-07,45.00000012428593,45.00000027479641,False,True,False,False,False
MPC-H24-FRR+QP,0,309,232.23712172375443,72,18.0,0,0,1,1.2303820599524126e-07,224.9999999645821,224.99999999696055,-1.2797547816789073e-08,45.00000000000001,45.00000001279756,False,True,False,False,False
MPC-H24-FRR+QP,0,310,232.6017042899906,75,18.75,0,0,1,-9.627043705816366,224.99999996875516,222.7135770886237,-9.62704383737374,44.9999999923236,54.62704382969734,False,True,False,False,False
MPC-H24-FRR+QP,0,311,238.0944821039384,75,18.75,0,0,1,-1.9131910130943555e-09,224.99999996825235,224.999999967798,-1.3558747014030814e-07,44.9999999957914,45.00000013137887,False,True,False,False,False
MPC-H24-FRR+QP,0,312,229.99999982540504,72,18.0,0,0,1,1.1937832846693837e-07,224.99999996554524,224.99999999696055,-1.2797547816789073e-08,45.00000000000001,45.00000001279756,False,True,False,False,False
MPC-H24-FRR+QP,0,313,234.9802467040073,73,18.25,0,0,1,1.247858943321638e-09,224.99999996425376,224.99999996458212,-1.4912781185366361e-07,45.0000001230381,45.00000027216591,False,True,False,False,False
MPC-H24-FRR+QP,0,314,234.23461802339688,60,15.0,0,0,1,-99.99999998619984,223.31249996758584,199.5624999708634,-100.0,-54.99999998619985,45.00000001380015,False,True,False,True,False
MPC-H24-FRR+QP,0,315,171.10879619458228,27,6.75,0,0,1,-44.999999981635824,35.68749999756365,25.000000001925144,-45.0,7.3155490554199795e-09,45.00000000731555,False,True,False,False,False
MPC-H24-FRR+QP,0,316,243.5502988482297,70,17.5,0,0,1,-66.44292037077264,201.2499999980325,185.469806409974,-100.0,-15.148181456164238,84.85181854383576,False,True,False,False,False
MPC-H24-FRR+QP,0,317,221.97496139943783,75,18.75,0,0,1,-1.806137864644957e-08,224.9999999685433,224.99999996425376,-1.505104831410695e-07,45.0000000715494,45.00000022205988,False,True,False,False,False
MPC-H24-FRR+QP,0,318,230.5698302620533,75,18.75,0,0,1,-4.8614958405546735,224.99999996662055,223.84539470448885,-4.861495981099564,45.00000006558477,49.86149604668434,False,True,False,False,False
MPC-H24-FRR+QP,0,319,226.71128289229773,72,18.0,0,0,1,1.2303820599524126e-07,224.9999999645821,224.99999999696055,-1.2797547816789073e-08,45.00000000000001,45.00000001279756,False,True,False,False,False
MPC-H24-FRR+QP,0,320,229.39645261737272,73,18.25,0,0,1,-9.14145467007753,224.99999996556892,222.82890448142552,-9.14145481505042,45.00000001578729,54.141454830837716,False,True,False,False,False
MPC-H24-FRR+QP,0,321,213.6476988953896,5,1.25,0,0,1,-89.99999998240288,145.22039474466274,123.84539474884204,-89.99999999522103,4.778961226747924e-09,90.0,False,True,False,False,False
MPC-H24-FRR+QP,0,322,220.73532860462623,72,18.0,0,0,1,-28.75450573113547,224.9999999729849,218.17080486184025,-28.754505844883266,-10.000000005907737,18.75450583897553,False,True,False,False,False
MPC-H24-FRR+QP,0,323,260.0000000919075,73,18.25,0,0,3,-82.30672396868833,183.3007404024291,163.75289345986565,-82.31407684322258,7.685923156777413,90.0,False,True,False,False,False
MPC-H24-FRR+QP,0,324,229.46096495952008,74,18.5,0,0,1,-4.861495740180766,224.99999996662055,223.84539472832765,-4.861495880725694,44.99999999429944,49.861495875025135,False,True,False,False,False
MPC-H24-FRR+QP,0,325,230.5016918648836,75,18.75,0,0,1,1.033758000160321e-07,224.9999999655966,224.99999999280075,-3.031262071760322e-08,44.99999988996992,44.99999992028254,False,True,False,False,False
MPC-H24-FRR+QP,0,326,229.99999990060363,72,18.0,0,0,1,-23.67796478679431,224.99999998193996,219.37648334507628,-23.677964862836717,45.00000000814141,68.67796487097813,False,True,False,False,False
MPC-H24-FRR+QP,0,327,230.0520149144035,73,18.25,0,0,1,-1.3292181004673e-08,224.999999967739,224.9999999645821,-1.491279315240191e-07,45.000000123038205,45.00000027216614,False,True,False,False,False
MPC-H24-FRR+QP,0,328,187.15131174617252,72,18.0,0,0,1,1.2200213027813354e-07,224.99999996460863,224.99999999671448,-1.3833773425032731e-08,45.00000000093519,45.000000014768965,False,True,False,False,False
MPC-H24-FRR+QP,0,329,238.12523643585504,73,18.25,0,0,1,-44.99999981696294,189.08895959074823,178.40145963421955,-44.99999998421271,45.00000001578729,90.0,False,True,False,False,False
MPC-H24-FRR+QP,0,330,260.0000001498708,74,18.5,0,0,4,-73.0521178886808,187.0379989384232,169.68812093986153,-86.09719500491815,3.9028049950818575,90.0,False,True,False,False,False
MPC-H24-FRR+QP,0,331,231.5392487603469,75,18.75,0,0,1,5.1376367682100555e-08,224.99999996642083,224.99999997994087,-8.445926811729902e-08,44.99999993777227,45.00000002223154,False,True,False,False,False
MPC-H24-FRR+QP,0,332,234.8463726170691,95,23.75,1,1,1,-100.0,125.0,101.25,-100.0,-100.0,0.0,True,True,True,True,True
MPC-H24-FRR+QP,0,333,259.99999999292675,62,15.5,0,0,2,-64.71763359728058,92.0193741305238,76.64893615116968,-88.39248871397385,1.607511286026153,90.0,False,True,False,False,False
MPC-H24-FRR+QP,0,334,260.0000000232905,75,18.75,0,0,3,-65.02172731762272,206.77623573737569,191.33357549944023,-100.0,-18.166234069377467,81.83376593062253,False,True,False,False,False
MPC-H24-FRR+QP,0,335,220.00000000875517,4,1.0,0,0,1,-91.08971309153156,215.5088068463894,193.87499998715063,-100.0,-10.000000008540958,89.99999999145905,False,True,False,False,False
MPC-H24-FRR+QP,0,336,198.51700118185505,1,0.25,0,0,1,-89.99999997004346,157.06249998881498,135.68749999592967,-89.99999998286171,1.7138283681106262e-08,90.0,False,True,False,False,False
MPC-H24-FRR+QP,0,337,260.00000017960224,74,18.5,0,0,2,-37.62639309288492,189.55143326565897,180.6151649060988,-44.99999996048415,45.000000039515854,90.0,False,True,False,False,False
MPC-H24-FRR+QP,0,338,249.99999999122053,63,15.75,0,0,1,-79.01627355525007,162.59820568206808,143.8318407126962,-100.0,-18.60880750793512,81.39119249206487,False,True,False,False,False
MPC-H24-FRR+QP,0,339,259.99999999167005,69,17.25,0,0,1,-88.09118377015511,153.0861642548812,132.16450810946935,-89.9999999788171,2.1182891885018762e-08,90.0,False,True,False,False,False
MPC-H24-FRR+QP,0,340,259.99999999167085,69,17.25,0,0,5,-88.0089756792305,131.15447951085363,110.25234778703638,-99.21667074550275,-9.21667074550276,90.0,False,True,False,False,False
MPC-H24-FRR+QP,0,341,259.9999997984876,73,18.25,0,0,1,-39.3912352614776,189.0162208307333,179.6608024561324,-69.5412125563652,20.45878744363481,90.0,False,True,False,False,False
MPC-H24-FRR+QP,0,342,239.99999985440584,75,18.75,0,0,3,-83.85184605210327,224.9999999738613,205.0851865364868,-83.85184616216102,-54.999999872335806,28.851846289825218,False,True,False,False,False
MPC-H24-FRR+QP,0,343,239.9999998653164,72,18.0,0,0,1,-71.17377534743893,163.95311371557284,147.0493420705561,-100.0,-34.999999947892775,65.00000005210723,False,True,False,False,False
MPC-H24-FRR+QP,0,344,254.12785114675003,95,23.75,1,1,1,-99.99999992225185,125.0,101.2500000184652,-99.99999992225185,-99.99999992225185,0.0,True,True,True,True,True
MPC-H24-FRR+QP,0,345,239.9999999076774,72,18.0,0,0,1,-44.99999992900809,35.68749998313942,25.0,-45.0,0.0,45.0,False,True,False,False,False
MPC-H24-FRR+QP,0,346,239.9999999087949,75,18.75,0,0,1,-3.880751669342696,36.11118945857188,35.18951093710299,-45.00000001211402,38.72014156099135,83.72014157310537,False,True,False,False,False
MPC-H24-FRR+QP,0,347,229.99999986545345,73,18.25,0,0,2,9.469424350237301e-08,31.08512239952909,31.085122424448627,-70.6215681029416,19.378431897058405,90.0,False,True,False,False,False
MPC-H24-FRR+QP,0,348,243.46499430544307,75,18.75,0,0,1,-21.836258105173066,38.00555993454553,32.819448634566925,-45.00000001200123,29.71390481135431,74.71390482335553,False,True,False,False,False
MPC-H24-FRR+QP,0,349,239.99999977915047,75,18.75,0,0,1,-68.1959807585933,57.70993595340325,41.51339052323735,-89.99999993301313,6.698687116113433e-08,90.0,False,True,False,False,False
MPC-H24-FRR+QP,0,350,239.99999981943284,74,18.5,0,0,1,-99.9999998650618,98.91660220210532,75.16660223415315,-100.0,-54.99999987766569,45.00000012233431,False,True,False,True,False
MPC-H24-FRR+QP,0,351,249.9999999193804,73,18.25,0,0,1,-21.804814625590733,37.61392947646776,32.43528600288996,-76.30646738058931,13.693532619410696,90.0,False,True,False,False,False
MPC-H24-FRR+QP,0,352,249.99999994553312,72,18.0,0,0,1,-34.593468703570714,33.215948817098045,25.0,-45.0,0.0,45.0,False,True,False,False,False
MPC-H24-FRR+QP,0,353,239.99999990047647,72,18.0,0,0,1,-44.99999991578694,81.83270515249053,71.14520517249113,-44.99999999185859,45.00000000814141,90.0,False,True,False,False,False
MPC-H24-FRR+QP,0,354,240.00000001032936,75,18.75,0,0,2,-75.12886704675608,60.13915844131188,42.29605251770731,-89.99999985520552,1.4479447685289418e-07,90.0,False,True,False,False,False
MPC-H24-FRR+QP,0,355,239.99999989703508,73,18.25,0,0,1,-44.99999989900596,60.379334142585705,49.69183416657179,-44.99999997745669,45.00000002254331,90.0,False,True,False,False,False
MPC-H24-FRR+QP,0,356,229.9999998556993,73,18.25,0,0,2,-68.19953867816648,84.07624451912154,67.878854083057,-88.8167357158962,1.1832642841037997,90.0,False,True,False,False,False
MPC-H24-FRR+QP,0,357,229.99999978548735,75,18.75,0,0,1,-63.6564798898521,139.39774694846244,124.27933297462258,-89.99999984364939,1.563506017987493e-07,90.0,False,True,False,False,False
MPC-H24-FRR+QP,0,358,240.00000001021067,74,18.5,0,0,5,-74.80485976140643,66.5840418647677,48.81788767143367,-96.2305103130996,-6.230510313099607,90.0,False,True,False,False,False
MPC-H24-FRR+QP,0,359,250.00000000986716,75,18.75,0,0,2,-85.64235626408203,91.40255945451122,71.06249984179175,-89.9999999053046,9.469540174222857e-08,90.0,False,True,False,False,False
MPC-H24-FRR+QP,0,360,249.99999986544924,74,18.5,0,0,1,-13.255180476275353,38.911108901964965,35.76300353884957,-89.99999988880202,1.1119798415393235e-07,90.00000000000001,False,True,False,False,False
MPC-H24-FRR+QP,0,361,249.9999998746257,75,18.75,0,0,1,-35.78778781672554,75.30445404455124,66.80485443807892,-89.99999991033516,8.966484443817536e-08,90.00000000000001,False,True,False,False,False
MPC-H24-FRR+QP,0,362,244.0616793595352,72,18.0,0,0,1,-44.99999991466612,51.14697849297536,40.45947851324215,-44.99999999185859,45.00000000814141,90.0,False,True,False,False,False
MPC-H24-FRR+QP,0,363,259.9999998256744,72,18.0,0,0,1,-96.36309045274548,158.093470779822,135.20723679729497,-100.0,-34.999999947892945,65.00000005210705,False,True,False,False,False
MPC-H24-FRR+QP,0,364,249.99999979320825,74,18.5,0,0,2,-99.9999998459098,118.47699192885706,94.72699196545348,-100.0,-44.999999641076826,55.000000358923174,False,True,False,True,False
NetLoadRule+QP,0,300,224.43009720441069,92,23.0,1,1,1,-100.0,53.75,30.0,-100.0,-100.0,0.0,True,True,True,True,True
NetLoadRule+QP,0,301,218.8373791490767,93,23.25,1,1,1,-100.0,77.5,53.75,-100.0,-100.0,0.0,True,True,True,True,True
NetLoadRule+QP,0,302,233.672925433184,73,18.25,0,0,1,-59.99999998382065,174.3328714737485,160.08287147759108,-74.99999993428443,15.00000006571556,89.99999999999999,False,True,False,False,False
NetLoadRule+QP,0,303,248.96120696201947,64,16.0,0,0,1,-59.99999999172957,197.78607704691908,183.5360770488833,-74.99999996610674,15.000000033893254,90.0,False,True,False,False,False
NetLoadRule+QP,0,304,250.98068334880043,62,15.5,0,0,1,-59.99999999172957,106.93749997401213,92.68749997597637,-100.0,-14.999999991729569,85.00000000827043,False,True,False,False,False
NetLoadRule+QP,0,305,239.8369337706384,95,23.75,1,1,1,-100.0,125.0,101.25,-100.0,-100.0,0.0,True,True,True,True,True
NetLoadRule+QP,0,306,233.32083822908933,72,18.0,0,0,1,-59.99999998346102,211.71710521961563,197.46710522354363,-100.0,-14.999999991729569,85.00000000827043,False,True,False,False,False
NetLoadRule+QP,0,307,222.87626183012404,92,23.0,1,1,1,-100.0,53.75,30.0,-100.0,-100.0,0.0,True,True,True,True,True
NetLoadRule+QP,0,308,211.49017106674472,95,23.75,1,1,1,-100.0,125.0,101.25,-100.0,-100.0,0.0,True,True,True,True,True
NetLoadRule+QP,0,309,247.5861577296868,24,6.0,0,0,1,-59.99999998536543,42.30263127800537,28.052631281481084,-100.0,11.599998869628116,111.59999886962811,False,True,False,False,False
NetLoadRule+QP,0,310,235.13916241514136,85,21.25,0,0,1,-59.999999981047424,223.94407874396651,209.69407874846777,-64.44598421697779,1.0362591496004825e-07,64.44598432060371,False,True,False,False,False
NetLoadRule+QP,0,311,234.5458128827418,95,23.75,1,1,1,-100.0,125.0,101.25,-100.0,-100.0,0.0,True,True,True,True,True
NetLoadRule+QP,0,312,232.9639278115932,93,23.25,1,1,1,-100.0,77.5,53.75,-100.0,-100.0,0.0,True,True,True,True,True
NetLoadRule+QP,0,313,239.0090688722984,95,23.75,1,1,1,-100.0,125.0,101.25,-100.0,-100.0,0.0,True,True,True,True,True
NetLoadRule+QP,0,314,215.92101591261235,95,23.75,1,1,1,-100.0,125.0,101.25,-100.0,-100.0,0.0,True,True,True,True,True
