seed,controller,update,transitions,mean_training_reward,terminal_roundoff_repair,terminal_ramp_relaxation,terminal_target_conflict_step,cumulative_completed_episodes,cumulative_service_failure_episodes,partial_episode_steps,partial_episode_soc_kwh,partial_episode_ev_remaining_kwh,partial_episode_terminal_conflict_steps,partial_episode_roundoff_repair_steps
20260809,PPO-QP,1,512,-6.324118826091771,0,5,0,5,0,32,119.03919133722903,2.994997583272152e-10,0.0,0
20260809,PPO-QP,2,1024,-6.52232277748493,0,5,0,10,0,64,192.42217252966293,2.9553282043792706e-10,0.0,0
20260809,PPO-QP,3,1536,-7.771030732055657,0,6,0,16,0,0,125.0,49.67762157725594,0.0,0
20260809,PPO-QP,4,2048,-7.211051325898943,0,5,0,21,0,32,81.02196216968115,3.0093938452324664e-10,0.0,0
20260809,PPO-QP,5,2560,-6.078965913450799,0,5,0,26,0,64,187.34241241667334,2.992622816222479e-10,0.0,0
20260809,PPO-QP,6,3072,-7.386249063751974,0,6,0,32,0,0,125.0,30.051349345134753,0.0,0
20260809,PPO-QP,7,3584,-5.5477265965768705,0,5,0,37,0,32,129.94095321952946,2.966057399689248e-10,0.0,0
20260809,PPO-QP,8,4096,-6.200277698840638,0,5,0,42,0,64,190.29381467496535,3.0082270008335854e-10,0.0,0
20260809,PPO-QP,9,4608,-7.218559364814604,0,6,0,48,0,0,125.0,43.28151483415151,0.0,0
20260809,PPO-QP,10,5120,-6.202466849466826,0,5,0,53,0,32,27.65073662171123,3.001621728948578e-10,0.0,0
20260809,PPO-QP,11,5632,-7.25298729796522,0,5,0,58,0,64,224.25698865344137,3.0174229781465556e-10,0.0,0
20260809,PPO-QP,12,6144,-7.822763831273347,0,6,0,64,0,0,125.0,50.045514673312184,0.0,0
20260809,PPO-QP,13,6656,-6.510882706089598,0,5,0,69,0,32,88.84306044694651,2.9691660241581985e-10,0.0,0
20260809,PPO-QP,14,7168,-7.6275239879323635,0,5,0,74,0,64,221.91986672474704,3.000243942175018e-10,0.0,0
20260809,PPO-QP,15,7680,-6.138100165470748,0,6,0,80,0,0,125.0,48.336720358574524,0.0,0
20260809,PPO-QP,16,8192,-7.201338954057693,0,5,0,85,0,32,25.0,3.0113933568998164e-10,0.0,0
20260809,PPO-QP,17,8704,-6.987432275723645,0,5,0,90,0,64,203.9180381405075,3.0146329876856726e-10,0.0,0
20260809,PPO-QP,18,9216,-7.532665488677613,0,6,0,96,0,0,125.0,34.96320706577449,0.0,0
20260809,PPO-QP,19,9728,-8.329642369648969,0,5,0,101,0,32,48.12911664578799,2.8848878841358783e-10,0.0,0
20260809,PPO-QP,20,10240,-7.909097138950077,0,5,0,106,0,64,171.4728156542721,3.00265201591543e-10,0.0,0
20260809,PPO-QP,21,10752,-7.904918233019056,0,6,0,112,0,0,125.0,43.38518353573398,0.0,0
20260809,PPO-QP,22,11264,-7.626028988046173,0,5,0,117,0,32,53.21169548608411,3.0007651918850797e-10,0.0,0
20260809,PPO-QP,23,11776,-5.902704619125634,0,5,0,122,0,64,46.7981787456835,3.013481131297624e-10,0.0,0
20260809,PPO-QP,24,12288,-7.206484918072758,0,6,0,128,0,0,125.0,30.051349345134753,0.0,0
20260809,PPO-QP,25,12800,-7.198381352992444,0,5,0,133,0,32,78.45249342008543,2.966347167898675e-10,0.0,0
20260809,PPO-QP,26,13312,-5.828649740369897,0,5,0,138,0,64,176.79696623765759,3.0185132171567375e-10,0.0,0
20260809,PPO-QP,27,13824,-6.98566473850202,0,6,0,144,0,0,125.0,49.17304851807156,0.0,0
20260809,PPO-QP,28,14336,-7.56125087626145,0,5,0,149,0,32,88.12231469116664,2.458832026874802e-10,0.0,0
20260809,PPO-QP,29,14848,-7.019926805129957,0,5,0,154,0,64,219.19077404436416,2.675337174018466e-10,0.0,0
20260809,PPO-QP,30,15360,-6.721299819495625,0,6,0,160,0,0,125.0,48.336720358574524,0.0,0
20260809,PPO-QP,31,15872,-7.4100287510522955,0,5,0,165,0,32,49.87715106047333,2.962461387312487e-10,0.0,0
20260809,PPO-QP,32,16384,-6.397049827535803,0,5,0,170,0,64,25.0,2.984315017329209e-10,0.0,0
20260809,PPO-QP,33,16896,-5.5865309477051355,0,6,0,176,0,0,125.0,33.580995968791754,0.0,0
20260809,PPO-QP,34,17408,-6.730584091561838,0,5,0,181,0,32,34.629382997707914,2.9974933646315094e-10,0.0,0
20260809,PPO-QP,35,17920,-7.056047134475409,0,5,0,186,0,64,81.13723032691212,0.0,0.0,0
20260809,PPO-QP,36,18432,-9.060907797349275,0,6,0,192,0,0,125.0,47.122473296441015,0.0,0
20260809,PPO-QP,37,18944,-6.597266723734409,0,5,0,197,0,32,72.14846311674597,2.9778324250884225e-10,0.0,0
20260809,PPO-QP,38,19456,-6.749911313115831,0,5,0,202,0,64,180.38996309679433,3.004873572187705e-10,0.0,0
20260809,PPO-QP,39,19968,-6.859667402085592,0,6,0,208,0,0,125.0,49.49176901582504,0.0,0
20260809,PPO-QP,40,20480,-7.85200139053814,0,5,0,213,0,32,108.43520126422926,2.397383958019361e-10,0.0,0
20260809,PPO-QP,41,20992,-6.372524738050992,0,5,0,218,0,64,159.57057971438383,3.001450754602786e-10,0.0,0
20260809,PPO-QP,42,21504,-8.13419599331508,0,6,0,224,0,0,125.0,38.825306198840295,0.0,0
20260809,PPO-QP,43,22016,-7.161196773399361,0,5,0,229,0,32,32.29583544013491,2.96935365184936e-10,0.0,0
20260809,PPO-QP,44,22528,-6.318281059293204,0,5,0,234,0,64,208.48317242446444,2.975657498183182e-10,0.0,0
20260809,PPO-QP,45,23040,-6.532553657090416,0,6,0,240,0,0,125.0,43.38518353573398,0.0,0
20260809,PPO-QP,46,23552,-6.775589398047267,0,5,0,245,0,32,55.155589413393216,2.999545611892529e-10,0.0,0
20260809,PPO-QP,47,24064,-7.586876623417009,0,5,0,250,0,64,224.99999999785263,2.9569546811103464e-10,0.0,0
20260809,PPO-QP,48,24576,-6.6451678414172815,0,6,0,256,0,0,125.0,38.83658817321462,0.0,0
20260809,PPO-QP,49,25088,-6.191173774403563,0,5,0,261,0,32,70.26734712435521,2.945870769544001e-10,0.0,0
20260809,PPO-QP,50,25600,-7.0424917191731895,0,5,0,266,0,64,201.90421914622144,2.937298182459358e-10,0.0,0
20260809,PPO-QP,51,26112,-5.557736522824679,0,6,0,272,0,0,125.0,42.3025297199965,0.0,0
20260809,PPO-QP,52,26624,-6.670183482583383,0,5,0,277,0,32,25.0,2.99508584600261e-10,0.0,0
20260809,PPO-QP,53,27136,-6.974026440147735,0,5,0,282,0,64,82.35482977746268,2.997016523842433e-10,0.0,0
20260809,PPO-QP,54,27648,-6.6587136569634655,0,6,0,288,0,0,125.0,42.74419451888621,0.0,0
20260809,PPO-QP,55,28160,-6.254843320080441,0,5,0,293,0,32,35.53922595068862,3.0113667115472253e-10,0.0,0
20260809,PPO-QP,56,28672,-6.628214637367574,0,5,0,298,0,64,146.37111035910743,2.989816727527739e-10,0.0,0
20260809,PPO-QP,57,29184,-6.957260645513433,0,6,0,304,0,0,125.0,38.83658817321462,0.0,0
20260809,PPO-QP,58,29696,-6.4863877332011555,0,5,0,309,0,32,49.080229141053046,3.0036989562276517e-10,0.0,0
20260809,PPO-QP,59,30208,-6.101682311360929,0,5,0,314,0,64,224.99999999691806,2.975890089906841e-10,0.0,0
20260809,PPO-QP,60,30720,-6.77250221518084,0,6,0,320,0,0,125.0,51.134969737657485,0.0,0
20260809,PPO-QP,61,31232,-6.3360548959853435,0,5,0,325,0,32,25.0,2.986257907622303e-10,0.0,0
20260809,PPO-QP,62,31744,-5.1749990616370205,0,5,0,330,0,64,208.0233218686709,2.992361913811692e-10,0.0,0
20260809,PPO-QP,63,32256,-8.147104544322438,0,6,0,336,0,0,125.0,40.757219442168946,0.0,0
20260809,PPO-QP,64,32768,-5.934334080576758,0,5,0,341,0,32,33.94805135920802,2.955984346186824e-10,0.0,0
20260809,PPO-QP,65,33280,-6.559747185818418,0,5,0,346,0,64,225.0,0.0,0.0,0
20260809,PPO-QP,66,33792,-6.972188379248275,0,6,0,352,0,0,125.0,37.751061800234936,0.0,0
20260809,PPO-QP,67,34304,-5.876513554040697,0,5,0,357,0,32,50.66371464765398,2.9897634368225567e-10,0.0,0
20260809,PPO-QP,68,34816,-7.278438928699958,0,5,0,362,0,64,224.73684249090627,2.9661167966210655e-10,0.0,0
20260809,PPO-QP,69,35328,-5.551119780946838,0,6,0,368,0,0,125.0,40.757219442168946,0.0,0
20260809,PPO-QP,70,35840,-6.767452727310767,0,5,0,373,0,32,26.115130122374865,2.949830935072839e-10,0.0,0
20260809,PPO-QP,71,36352,-6.538513087111081,0,5,0,378,0,64,225.0,3.025341088758182e-10,0.0,0
20260809,PPO-QP,72,36864,-5.581252693647264,0,6,0,384,0,0,125.0,33.64331852799008,0.0,0
20260809,PPO-QP,73,37376,-6.155004657157152,0,5,0,389,0,32,28.910756024015157,2.9631014308861836e-10,0.0,0
20260809,PPO-QP,74,37888,-6.375179297661244,0,5,0,394,0,64,175.81031814174963,4.440892098500626e-16,0.0,0
20260809,PPO-QP,75,38400,-6.6358980938173495,0,6,0,400,0,0,125.0,47.122473296441015,0.0,0
20260809,PPO-QP,76,38912,-6.188796387023524,0,5,0,405,0,32,41.65701375376924,3.0245872473244617e-10,0.0,0
20260809,PPO-QP,77,39424,-6.986836622872618,0,5,0,410,0,64,224.99999999589863,2.995699244223715e-10,0.0,0
20260809,PPO-QP,78,39936,-7.590285795546759,0,6,0,416,0,0,125.0,45.48623713386769,0.0,0
20260809,PPO-QP,79,40448,-6.5297942039919965,0,5,0,421,0,32,26.36840291465423,2.9432289938569056e-10,0.0,0
20260809,PPO-QP,80,40960,-6.724605039387017,0,5,0,426,0,64,225.0,2.967741052906092e-10,0.0,0
20260809,PPO-QP,81,41472,-5.599763683703296,0,6,0,432,0,0,125.0,38.60139337427137,0.0,0
20260809,PPO-QP,82,41984,-6.197803712695378,0,5,0,437,0,32,47.168460608511076,2.9642166499144196e-10,0.0,0
20260809,PPO-QP,83,42496,-9.232901642621549,0,5,0,442,0,64,224.7367739347665,3.011112470474586e-10,0.0,0
20260809,PPO-QP,84,43008,-6.903712282491373,0,6,0,448,0,0,125.0,44.18169708210311,0.0,0
20260809,PPO-QP,85,43520,-5.804634858074665,0,5,0,453,0,32,59.021287158886125,2.9820751423770275e-10,0.0,0
20260809,PPO-QP,86,44032,-5.689065613258474,0,5,0,458,0,64,190.7253269071733,2.9441382665140736e-10,0.0,0
20260809,PPO-QP,87,44544,-6.6612822714177495,0,6,0,464,0,0,125.0,45.94808404764069,0.0,0
20260809,PPO-QP,88,45056,-7.822072250988201,0,5,0,469,0,32,75.8818394601197,2.3628093925864846e-10,0.0,0
20260809,PPO-QP,89,45568,-5.672509814164277,0,5,0,474,0,64,214.62889064915157,2.9514019006526837e-10,0.0,0
20260809,PPO-QP,90,46080,-6.441202202668032,0,6,0,480,0,0,125.0,30.893482333172567,0.0,0
