controller,seed,episode,update,transition,endpoint_minimum_violation_kw,endpoint_infeasible,feasible_state_violation,extra_excess_energy_kwh_step,power_lower_kw,power_upper_kw,ev_lower_fraction,ev_upper_fraction,base_load_minus_pv_kw,lighting_kw,day,step,soc_kwh,target_kwh,remaining_steps,physical_lower_kw,physical_upper_kw,terminal_lower_kw,terminal_upper_kw,terminal_physical_gap_kw,tolerance_kw,terminal_roundoff_repair,terminal_ramp_relaxation,terminal_ramp_gap_kw,terminal_target_conflict_step
PPO-QP,20260806,0,1,93,0,0,0,0.0,-100.0,-79.80720890497678,0.0,1.9728759366917833e-11,111.81848596317624,30.0,207,92,34.795787885068016,125.0,4,-100.0,37.22399396325846,-712.2171812041457,-79.80720890497678,-20.192791095023225,3.7999999999999996e-08,0,1,41.545278547626786,0
PPO-QP,20260806,1,1,190,0,0,0,0.0,-100.0,-59.60077653706776,0.0,1.9835703450136558e-11,96.15816401928808,30.0,9,93,63.34481557244641,125.0,3,-100.0,100.0,-481.2074247365138,-59.60077653706776,-40.39922346293224,3.7999999999999996e-08,0,1,12.597309433509409,0
PPO-QP,20260806,2,1,286,0,0,0,0.0,-100.0,-72.8927741070279,0.0,1.9904289327854485e-11,105.16110436655725,30.0,4,93,60.18796614958087,125.0,3,-100.0,100.0,-494.499422306474,-72.8927741070279,-27.107225892972096,3.7999999999999996e-08,0,1,29.91687255509158,0
PPO-QP,20260806,3,1,382,0,0,0,0.0,88.45346663464031,100.0,0.0,1.9977530740789007e-11,72.30693989180492,30.0,42,93,200.9088070091159,125.0,3,-100.0,100.0,88.45346663464031,468.95346663464034,-11.546533365359693,3.7999999999999996e-08,0,1,60.747961796526205,0
PPO-QP,20260806,4,1,477,0,0,0,0.0,79.99999998673945,100.0,0.0,1.932161467858388e-11,103.71614153679448,30.0,125,92,224.99999999651038,125.0,4,-1.469312624785265e-08,100.0,79.99999998673945,650.7499999867395,-20.000000013260546,3.7999999999999996e-08,0,1,45.42620315491846,0
PPO-QP,20260806,6,2,670,0,0,0,0.0,99.99999996170666,100.0,0.0,2.0011844033736754e-11,72.84750702871138,30.0,14,93,203.94736841097546,125.0,3,-88.6426593222086,100.0,99.99999996170666,480.4999999617067,-3.829333650173794e-08,3.7999999999999996e-08,0,1,48.81281172983319,0
PPO-QP,20260806,7,2,765,0,0,0,0.0,80.0,100.0,0.0,1.9560349636312443e-11,97.38139037467363,30.0,112,92,225.0,125.0,4,-0.0,100.0,80.0,650.75,-20.0,3.7999999999999996e-08,0,1,35.0000000297017,0
PPO-QP,20260806,8,2,861,0,0,0,0.0,80.0,100.0,0.0,1.9359750839479754e-11,97.11329274490448,30.0,224,92,225.0,125.0,4,-0.0,100.0,80.0,650.75,-20.0,3.7999999999999996e-08,0,1,49.37835063864848,0
PPO-QP,20260806,10,3,1053,0,0,0,0.0,40.810226778466394,100.0,0.0,1.9695696925244497e-11,88.64779970570982,30.0,89,92,214.68690178380695,125.0,4,-43.42357143660234,100.0,40.810226778466394,611.5602267784664,-59.189773221533606,3.7999999999999996e-08,0,1,24.538745056844224,0
PPO-QP,20260806,10,3,1054,0,0,0,0.0,99.99999999999991,100.0,0.0,1.9695696925244497e-11,93.0802710230249,30.0,89,93,203.94736842105263,125.0,3,-88.6426592797784,100.0,99.99999999999991,480.5,-8.526512829121202e-14,3.7999999999999996e-08,0,1,14.189773221533528,0
