controller,seed,episode,episode_seed,training_day,ending_update,ending_transition,service_failure,steps,cost,carbon,task_score,terminal_soc_kwh,terminal_soc_error_kwh,terminal_target_conflict_steps,terminal_roundoff_repair_steps,terminal_ramp_relaxation_steps,soc_violation_rate,soc_violation_steps,ev_completion,final_ev_remaining,lighting_energy_kwh,grid_excess_energy_kwh
PPO-QP-no-penalty,20260808,0,20260908,235,1,96,0,96,221.87524545624515,407.5941974679231,794.0219770619321,125.0,0.0,0.0,0,1,0.0,0.0,1.0,3.3306690738754696e-16,472.5,37.415970123054656
PPO-QP-no-penalty,20260808,1,20261903,180,1,192,0,96,222.69164725691923,305.6888457248825,576.5342951305776,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,3.3656637269659178
PPO-QP-no-penalty,20260808,2,20261999,73,1,288,0,96,180.14640573801702,213.68340137755575,685.1317103606601,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,281.8630535148408
PPO-QP-no-penalty,20260808,3,20262095,119,1,384,0,96,131.21326510490388,207.74487582936214,1284.2202669570706,125.0,0.0,0.0,0,1,0.0,0.0,1.0,3.885780586188048e-16,472.5,896.7203659067443
PPO-QP-no-penalty,20260808,4,20262191,130,1,480,0,96,182.87724136597924,309.9105204628195,831.2215613281991,125.0,0.0,0.0,0,2,0.0,0.0,1.0,0.0,472.5,254.21739709203695
PPO-QP-no-penalty,20260808,5,20262287,103,2,576,0,96,178.93902818257504,173.3784054441334,634.0820727764831,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,303.5628334707557
PPO-QP-no-penalty,20260808,6,20261971,190,2,672,0,96,190.59039684158338,271.9983622493067,619.4793093044918,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,110.02745420017851
PPO-QP-no-penalty,20260808,7,20262067,107,2,768,0,96,185.263400244805,185.4158195435877,467.8962370348632,125.0,0.0,0.0,0,1,0.0,0.0,1.0,2.7755575615628914e-16,472.5,115.02709639032763
PPO-QP-no-penalty,20260808,8,20262163,76,2,864,0,96,156.47937402287272,184.22964875713586,926.8820048959477,125.0,0.0,0.0,0,2,0.0,0.0,1.0,1.1102230246251565e-16,472.5,579.171722757835
PPO-QP-no-penalty,20260808,9,20262259,8,2,960,0,96,208.8799935319989,291.53583160744546,614.5810779049945,125.0,0.0,0.0,0,1,0.0,0.0,1.0,1.6653345369377348e-16,472.5,68.20692210594879
