controller,seed,day,step,p,soc,grid_import,grid_export,grid_violation,qp_execution_path,endpoint_minimum_violation_kw,endpoint_infeasible,feasible_state_violation,extra_excess_energy_kwh_step,power_lower_kw,power_upper_kw,ev_lower_fraction,ev_upper_fraction,base_load_minus_pv_kw,lighting_kw,soc_kwh,target_kwh,remaining_steps,physical_lower_kw,physical_upper_kw,terminal_lower_kw,terminal_upper_kw,terminal_physical_gap_kw,tolerance_kw,terminal_roundoff_repair,terminal_ramp_relaxation,terminal_ramp_gap_kw,terminal_target_conflict_step,mpc_status,mpc_fallback,runtime_ms
PPO-QP,20260806,300,0,45.0,113.15789473684211,142.70998765176594,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-45.0,45.0,0.0,1.0,97.70998765905667,30.0,125.0,125.0,96,-100.0,100.0,-421.0526315789474,380.0,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,143.59780000086175
PPO-QP,20260806,300,1,67.7973553512908,95.31648543387084,122.95934730604836,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,0.0,90.0,0.0,1.0,100.75670270104425,30.0,113.15789473684211,125.0,95,-100.0,100.0,-470.9141274238227,335.0,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,1.6983999958029017
PPO-QP,20260806,300,2,67.47275459822436,77.56049738170654,73.69108712406788,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,22.797355351290804,100.0,0.0,0.33006256085164315,91.36008812038865,30.0,95.31648543387084,125.0,94,-100.0,100.0,-546.0358508047544,267.20264464870917,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,1.9507000033627264
PPO-QP,20260806,300,3,60.91353632460517,61.530619401547284,66.84223493145555,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,22.472754598224356,100.0,0.0,8.199169343470203e-10,97.75577123237075,30.0,77.56049738170654,125.0,93,-100.0,100.0,-620.7979057612356,199.72989005048484,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.374999996391125
PPO-QP,20260806,300,4,66.06376606577226,44.14541780529143,62.14453017838423,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,15.913536324605168,100.0,0.0,4.250839347186286e-10,98.20829624415647,30.0,61.530619401547284,125.0,92,-100.0,100.0,-688.2921288355905,138.81635372587968,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,1.8646000025910325
PPO-QP,20260806,300,5,61.71543198751789,27.90451465068146,67.55148723580635,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,21.063766065772256,72.75258766010744,0.0,4.250839347186286e-10,99.2669192220634,30.0,44.14541780529143,125.0,91,-100.0,72.75258766010744,-761.4929776619308,72.75258766010744,-172.75258766010745,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.3342999993474223
PPO-QP,20260806,300,6,11.037155672589547,25.0,115.05516746601064,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,11.037155672589547,0.0,4.040700218865823e-10,96.09232311558395,30.0,27.90451465068146,125.0,90,-100.0,11.037155672589547,-829.8757277866044,11.037155672589547,-111.03715567258955,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.014899997448083
PPO-QP,20260806,300,7,0.0,25.0,125.31130595538534,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-33.96284432741045,0.0,0.0,2.0466095485005554e-11,95.31130595538151,30.0,25.0,125.0,89,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,1.7488000012235716
PPO-QP,20260806,300,8,0.0,25.0,117.4326848651259,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,2.0402424194543302e-11,87.4326848651259,30.0,25.0,125.0,88,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.020399995672051
PPO-QP,20260806,300,9,0.0,25.0,122.03176280243505,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-45.0,0.0,0.0,2.0402424194543302e-11,92.03176280243441,30.0,25.0,125.0,87,-100.0,0.0,-842.1052631578948,0.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,1.7220000008819625
