controller,step,samples,battery_power_mean_kw,soc_step_end_mean_kwh,ramp_mean_kw,ramp_max_kw,ramp_excess_mean_kw,ramp_violation_fraction,ramp_material_violation_fraction,import_excess_mean_kw,export_excess_mean_kw,time_hours,ramp_violation_threshold_kw,ramp_material_violation_threshold_kw
MPC-H24-FRR+QP,55,65,-21.07139539452552,175.225957680808,13.481810861786887,77.25604101017309,0.4962467847718937,0.015384615384615385,0.015384615384615385,0.0,14.869690717968474,13.75,1e-09,1e-05
MPC-H24-FRR+QP,56,65,-7.518141155220142,176.95067902999017,16.353254317395304,66.44908685648453,0.3299859516382235,0.015384615384615385,0.015384615384615385,0.0,4.443937796605208,14.0,1e-09,1e-05
MPC-H24-FRR+QP,57,65,-5.265804576456176,178.11404726100128,11.01494497277341,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,3.889848256112962,14.25,1e-09,1e-05
MPC-H24-FRR+QP,58,65,-8.816505812242967,180.17135678794662,10.137971647247387,45.0,0.0,0.0,0.0,0.0,3.52494501964026,14.5,1e-09,1e-05
MPC-H24-FRR+QP,59,65,-10.023120489886006,182.46921152680446,13.329005685984091,45.000000000000014,2.1862853408003084e-16,0.0,0.0,0.0,2.638268846323521,14.75,1e-09,1e-05
MPC-H24-FRR+QP,60,65,-4.179260559976176,183.2917004396378,18.427422656863154,45.000000000000014,3.2794280112004626e-16,0.0,0.0,0.0,0.0,15.0,1e-09,1e-05
MPC-H24-FRR+QP,61,65,0.37056993852912706,182.95697167860874,16.810560884033546,92.89473670465917,0.7368421031486025,0.015384615384615385,0.015384615384615385,0.0,0.0,15.25,1e-09,1e-05
MPC-H24-FRR+QP,62,65,-0.8312489545256537,182.9157574007427,11.803155167591566,45.0,0.0,0.0,0.0,0.0,0.0,15.5,1e-09,1e-05
MPC-H24-FRR+QP,63,65,-9.218215620136391,184.91012562359612,16.261274493564798,45.0,0.0,0.0,0.0,0.0,0.0,15.75,1e-09,1e-05
MPC-H24-FRR+QP,64,65,19.7808874668579,179.58151977210736,28.999103086994296,89.99999997324765,0.692307691896118,0.015384615384615385,0.015384615384615385,0.0,0.0,16.0,1e-09,1e-05
MPC-H24-FRR+QP,65,65,32.42044938962337,171.0088417396914,20.886659162496866,45.00000000000001,2.1862853408003084e-16,0.0,0.0,0.0,0.0,16.25,1e-09,1e-05
MPC-H24-FRR+QP,66,65,38.947941338558785,160.75905185057104,13.01503068077067,45.0,0.0,0.0,0.0,0.0,0.0,16.5,1e-09,1e-05
MPC-H24-FRR+QP,67,65,36.71009235369544,151.05724343139033,11.764416415473844,64.54943240799463,0.30076049858453274,0.015384615384615385,0.015384615384615385,0.0,0.0,16.75,1e-09,1e-05
MPC-H24-FRR+QP,68,65,7.631282280028619,148.85419870506834,29.07881007398016,155.28080812048324,5.966507956771716,0.1076923076923077,0.1076923076923077,0.0,0.0,17.0,1e-09,1e-05
MPC-H24-FRR+QP,69,65,-2.7140338189362114,149.34969958091628,16.1591261923652,64.71308634679363,0.45712440540792115,0.03076923076923077,0.03076923076923077,0.0,0.0,17.25,1e-09,1e-05
MPC-H24-FRR+QP,70,65,-8.790852065407565,151.3161843314045,11.878621348582787,45.0,0.0,0.0,0.0,0.0,0.0,17.5,1e-09,1e-05
MPC-H24-FRR+QP,71,65,-20.68599888671185,156.18697065563148,16.086290102285897,59.060131066306795,0.21630970871241223,0.015384615384615385,0.015384615384615385,0.0,0.0,17.75,1e-09,1e-05
MPC-H24-FRR+QP,72,65,-19.428046230926157,160.8011316344955,28.496987194538573,180.78942294324526,3.18526131160646,0.06153846153846154,0.06153846153846154,0.0,0.0,18.0,1e-09,1e-05
MPC-H24-FRR+QP,73,65,-16.261471074935358,164.66323101422321,17.068620636917018,44.99999993036178,0.0,0.0,0.0,0.0,0.0,18.25,1e-09,1e-05
MPC-H24-FRR+QP,74,65,-24.96814900511664,170.59316640262514,13.589858087313017,44.99999998533191,0.0,0.0,0.0,0.0,0.0,18.5,1e-09,1e-05
MPC-H24-FRR+QP,75,65,-24.11408582677628,176.32026178628766,11.656618699036759,44.99999999819925,0.0,0.0,0.0,0.0,0.0,18.75,1e-09,1e-05
MPC-H24-FRR+QP,76,65,-8.17908608605908,178.2479799794062,17.691598218826748,92.51514092544053,2.0580884266378128,0.046153846153846156,0.046153846153846156,0.0,0.0,19.0,1e-09,1e-05
MPC-H24-FRR+QP,77,65,-6.164007332614571,179.69416856295868,12.378343479623862,45.00000000000001,2.1862853408003084e-16,0.0,0.0,0.0,0.0,19.25,1e-09,1e-05
MPC-H24-FRR+QP,78,65,-4.74753140605751,180.81331251058512,7.790180758261211,45.0,0.0,0.0,0.0,0.0,0.0,19.5,1e-09,1e-05
MPC-H24-FRR+QP,79,65,-6.365607256088458,182.325144233825,8.550262837896964,45.000000000000014,2.1862853408003084e-16,0.0,0.0,0.0,0.0,19.75,1e-09,1e-05
MPC-H24-FRR+QP,80,65,5.918930578705796,180.72400348431773,13.66915321845882,45.00000000000001,2.1862853408003084e-16,0.0,0.0,0.0,0.0,20.0,1e-09,1e-05
MPC-H24-FRR+QP,81,65,5.145520799739381,179.3243107152663,12.931617655704796,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,0.0,20.25,1e-09,1e-05
MPC-H24-FRR+QP,82,65,9.824595858984852,176.73279217478094,9.168550345169367,45.00000000000001,2.1862853408003084e-16,0.0,0.0,0.0,0.0,20.5,1e-09,1e-05
MPC-H24-FRR+QP,83,65,12.24869488467911,173.50945141560487,12.576603853198366,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,0.0,20.75,1e-09,1e-05
MPC-H24-FRR+QP,84,65,20.566137107589782,168.0617837557185,16.66098582434186,45.00000000000001,3.2794280112004626e-16,0.0,0.0,0.0,0.0,21.0,1e-09,1e-05
MPC-H24-FRR+QP,85,65,23.79562811082091,161.7549602370674,21.067952532965414,45.00000000000001,3.2794280112004626e-16,0.0,0.0,0.0,0.0,21.25,1e-09,1e-05
MPC-H24-FRR+QP,86,65,27.15337904342445,154.59157101508902,25.51159707028583,45.00000000000001,2.1862853408003084e-16,0.0,0.0,0.0,0.0,21.5,1e-09,1e-05
MPC-H24-FRR+QP,87,65,25.99110650817033,147.75180614447285,22.285694258435853,45.0,0.0,0.0,0.0,0.0,0.0,21.75,1e-09,1e-05
MPC-H24-FRR+QP,88,65,14.784178974499287,143.794956214121,19.822312137653572,45.00000000000001,3.2794280112004626e-16,0.0,0.0,0.0,0.0,22.0,1e-09,1e-05
MPC-H24-FRR+QP,89,65,15.4161457740135,139.6406457483883,21.619225237199323,45.0,0.0,0.0,0.0,0.0,0.0,22.25,1e-09,1e-05
MPC-H24-FRR+QP,90,65,11.284405476789841,136.50297842050168,24.756633209547193,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,0.0,22.5,1e-09,1e-05
MPC-H24-FRR+QP,91,65,9.674561113121019,133.7848754192282,24.870984589432727,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,0.0,22.75,1e-09,1e-05
MPC-H24-FRR+QP,92,65,7.1869557618821585,131.57019401151933,30.51380023359078,100.00000000000003,3.579600406594374,0.07692307692307693,0.07692307692307693,0.0,0.0,23.0,1e-09,1e-05
MPC-H24-FRR+QP,93,65,10.374326457534082,128.4668949347981,31.677129144077753,171.74515145114378,4.263915959450239,0.07692307692307693,0.07692307692307693,0.0,0.0,23.25,1e-09,1e-05
MPC-H24-FRR+QP,94,65,1.6747205037190553,127.43243974478017,28.683180010695253,100.00000024933776,5.309348936426516,0.13846153846153847,0.13846153846153847,0.0,0.0,23.5,1e-09,1e-05
MPC-H24-FRR+QP,95,65,6.958682750283948,125.0,34.91246450866117,99.99999998378065,10.304093225894256,0.36923076923076925,0.3230769230769231,0.0,0.0,23.75,1e-09,1e-05
NetLoadRule+QP,0,65,18.692307714384874,119.8855769176092,33.923076918491596,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,1e-05
NetLoadRule+QP,1,65,19.153846199979586,114.70298581259144,32.30769228439645,45.0,0.0,0.0,0.0,0.0,0.0,0.25,1e-09,1e-05
NetLoadRule+QP,2,65,16.615384682659545,110.11143721248158,31.153846125622167,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,0.0,0.5,1e-09,1e-05
NetLoadRule+QP,3,65,17.53846160505517,105.26513152754863,27.692307659012066,45.0,0.0,0.0,0.0,0.0,0.0,0.75,1e-09,1e-05
NetLoadRule+QP,4,65,15.692307754587535,100.9224189610367,27.692307689702044,45.00000000000001,2.1862853408003084e-16,0.0,0.0,0.0,0.0,1.0,1e-09,1e-05
NetLoadRule+QP,5,65,18.000000047754938,96.02570842252584,23.53846152716677,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,0.0,1.25,1e-09,1e-05
NetLoadRule+QP,6,65,12.692307732338703,92.46062744082477,30.230769232062883,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,0.0,1.5,1e-09,1e-05
NetLoadRule+QP,7,65,13.846153879188345,88.62150799919345,31.76923074850208,45.0,0.0,0.0,0.0,0.0,0.0,1.75,1e-09,1e-05
NetLoadRule+QP,8,65,13.153846156578322,84.89746953712519,26.846153850189566,109.99999974247828,0.9999999960381278,0.015384615384615385,0.015384615384615385,0.0,0.0,2.0,1e-09,1e-05
NetLoadRule+QP,9,65,13.118269246065537,81.23213552516927,27.266346127996727,109.99999963551821,1.153846138429789,0.046153846153846156,0.046153846153846156,0.0,0.0,2.25,1e-09,1e-05
NetLoadRule+QP,10,65,16.307692333301194,76.83405859541034,22.349038438037887,45.00000000000001,2.1862853408003084e-16,0.0,0.0,0.0,0.0,2.5,1e-09,1e-05
NetLoadRule+QP,11,65,10.253461568111613,73.94630555152263,21.926923056451,49.99999969682092,0.0769230722587834,0.015384615384615385,0.015384615384615385,0.0,0.0,2.75,1e-09,1e-05
NetLoadRule+QP,12,65,-1.0307942723665164,73.88365373075652,31.520794271242064,120.00000000349877,1.3751923160300235,0.03076923076923077,0.03076923076923077,0.0,0.0,3.0,1e-09,1e-05
NetLoadRule+QP,13,65,-3.452115364537727,74.42499987964266,22.468294241910748,50.91412830108503,0.09098658924746197,0.015384615384615385,0.015384615384615385,0.0,0.0,3.25,1e-09,1e-05
NetLoadRule+QP,14,65,-2.1349999769240786,74.67894724233582,27.163269220361823,45.00000000000001,3.2794280112004626e-16,0.0,0.0,0.0,0.0,3.5,1e-09,1e-05
NetLoadRule+QP,15,65,-0.5007691993004961,74.50283387412091,31.9796153566326,45.0,0.0,0.0,0.0,0.0,0.0,3.75,1e-09,1e-05
NetLoadRule+QP,16,65,1.7244230672089211,73.81219622516053,24.76211533447242,45.00000000000001,2.1862853408003084e-16,0.0,0.0,0.0,0.0,4.0,1e-09,1e-05
NetLoadRule+QP,17,65,-6.740961544125386,75.24122228907952,32.4653846064757,45.0,0.0,0.0,0.0,0.0,0.0,4.25,1e-09,1e-05
NetLoadRule+QP,18,65,-2.0109615217824954,75.43884374253537,27.442692270138775,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,0.0,4.5,1e-09,1e-05
NetLoadRule+QP,19,65,2.6566290048648975,74.4815506038452,27.043563313354177,56.70000013603928,0.1800000020929121,0.015384615384615385,0.015384615384615385,0.0,0.0,4.75,1e-09,1e-05
NetLoadRule+QP,20,65,10.541186062976628,71.53584374533445,28.334557135860784,45.00000000000001,2.1862853408003084e-16,0.0,0.0,0.0,0.0,5.0,1e-09,1e-05
NetLoadRule+QP,21,65,18.603279956815754,66.59198417054748,23.94854658029022,47.55000015414103,0.03923077160216982,0.015384615384615385,0.015384615384615385,0.0,0.0,5.25,1e-09,1e-05
NetLoadRule+QP,22,65,15.615267387761271,62.4412559106755,21.91108948608717,57.78750030325445,0.3601067512319222,0.046153846153846156,0.046153846153846156,0.0,0.0,5.5,1e-09,1e-05
NetLoadRule+QP,23,65,12.380267409655469,59.08766279574552,18.732692235476446,45.0,0.0,0.0,0.0,0.0,0.0,5.75,1e-09,1e-05
NetLoadRule+QP,24,65,8.802575079535318,56.6172483013133,16.96230770835831,120.00000000275648,1.1538461538885612,0.015384615384615385,0.015384615384615385,0.0,0.0,6.0,1e-09,1e-05
NetLoadRule+QP,25,65,10.90326918601935,53.63546693665003,16.370694106844056,58.162500236648974,0.37519229514700553,0.03076923076923077,0.03076923076923077,0.0,0.0,6.25,1e-09,1e-05
NetLoadRule+QP,26,65,10.351153853098399,50.79305802807186,14.792884543204062,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,0.0,6.5,1e-09,1e-05
NetLoadRule+QP,27,65,12.52019229136527,47.46274426724065,15.695961553938528,59.99999999808796,0.33230768715847187,0.03076923076923077,0.03076923076923077,0.0,0.0,6.75,1e-09,1e-05
NetLoadRule+QP,28,65,7.917603290616187,45.206892539012,15.7169446887853,58.06249921844376,0.20096152643759632,0.015384615384615385,0.015384615384615385,0.0,0.0,7.0,1e-09,1e-05
NetLoadRule+QP,29,65,7.425661591676347,43.101441942152256,12.792289044441267,51.599999372154365,0.10153845187929791,0.015384615384615385,0.015384615384615385,0.0,0.0,7.25,1e-09,1e-05
NetLoadRule+QP,30,65,13.83378045878892,39.40883180602526,13.420881237479922,45.0,0.0,0.0,0.0,0.0,0.0,7.5,1e-09,1e-05
NetLoadRule+QP,31,65,12.68542061005885,36.05280006654639,12.201971892441932,59.524996830506296,0.6117307063364041,0.046153846153846156,0.046153846153846156,0.0,0.0,7.75,1e-09,1e-05
NetLoadRule+QP,32,65,2.98433581115129,35.11484653655834,14.892893179739378,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,0.6248459363371991,8.0,1e-09,1e-05
NetLoadRule+QP,33,65,-2.3564525508738425,35.46793568096599,7.94902132670605,45.0,0.0,0.0,0.0,0.0,0.0,8.25,1e-09,1e-05
NetLoadRule+QP,34,65,-6.228017006950241,36.819532267186986,8.36297540853022,58.91249985083843,0.27184513710279595,0.03076923076923077,0.03076923076923077,0.0,0.0,8.5,1e-09,1e-05
NetLoadRule+QP,35,65,-8.944850867927293,38.87964158914724,7.124520613774754,45.10000146078668,0.001538484012102751,0.015384615384615385,0.015384615384615385,0.0,0.0,8.75,1e-09,1e-05
NetLoadRule+QP,36,65,-27.823969326149562,45.46415009357828,21.302172733754496,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,0.35836012653856586,9.0,1e-09,1e-05
NetLoadRule+QP,37,65,-32.57074509742217,53.16965012687547,13.554500963913227,45.0,0.0,0.0,0.0,0.0,0.19302157648449975,9.25,1e-09,1e-05
NetLoadRule+QP,38,65,-30.108063225820047,60.2863193660851,12.91010285451534,45.0,0.0,0.0,0.0,0.0,0.0,9.5,1e-09,1e-05
NetLoadRule+QP,39,65,-31.398849321234337,67.69835428465306,12.394009676728404,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,0.0,9.75,1e-09,1e-05
NetLoadRule+QP,40,65,-48.417274957049166,79.19158470341323,20.499327071709665,45.0,0.0,0.0,0.0,0.0,0.9279640499978156,10.0,1e-09,1e-05
NetLoadRule+QP,41,65,-48.94963850646354,90.79395350983538,15.251462015946279,82.63055760877549,0.6816617825536679,0.03076923076923077,0.03076923076923077,0.0,2.989630387087373,10.25,1e-09,1e-05
NetLoadRule+QP,42,65,-42.26169802201964,100.79905958390758,20.1265965718509,83.97922621638348,2.353098851033135,0.09230769230769231,0.09230769230769231,0.0,9.148827305985524,10.5,1e-09,1e-05
NetLoadRule+QP,43,65,-38.18307163803312,109.84477526645321,13.460555532969313,59.299951519598935,0.2488358136053329,0.03076923076923077,0.03076923076923077,0.0,12.548344126363965,10.75,1e-09,1e-05
NetLoadRule+QP,44,65,-41.69077359895269,119.74633399619933,21.78153501935306,96.45063954774145,1.5289396814215388,0.046153846153846156,0.046153846153846156,0.0,14.72899585427287,11.0,1e-09,1e-05
NetLoadRule+QP,45,65,-38.36507750880785,128.84083691583618,17.212267441260806,76.41790242603945,0.5723880887737299,0.03076923076923077,0.03076923076923077,0.0,18.66436361315911,11.25,1e-09,1e-05
NetLoadRule+QP,46,65,-34.499238512433074,136.98679407237302,14.365266097553356,60.76431730596501,0.2425279585533078,0.015384615384615385,0.015384615384615385,0.0,19.654179395013454,11.5,1e-09,1e-05
NetLoadRule+QP,47,65,-36.60785142527023,145.64599437047545,15.000871357032104,62.45503671532964,0.519591581486184,0.03076923076923077,0.03076923076923077,0.0,22.641122246915728,11.75,1e-09,1e-05
NetLoadRule+QP,48,65,-24.319418797117503,151.3651721515251,20.298668940687442,88.06851503675514,0.9308317709382292,0.03076923076923077,0.03076923076923077,0.0,20.132901201858047,12.0,1e-09,1e-05
NetLoadRule+QP,49,65,-21.363508992949075,156.3732900456184,18.19091569040464,77.70954905852994,1.0417806711461202,0.06153846153846154,0.06153846153846154,0.0,20.434145391284112,12.25,1e-09,1e-05
NetLoadRule+QP,50,65,-22.397257303809607,161.6616767011445,14.418847226573222,75.51268427238186,0.6295891193453342,0.03076923076923077,0.03076923076923077,0.0,21.523275127927977,12.5,1e-09,1e-05
NetLoadRule+QP,51,65,-16.76364237844603,165.59056055056396,14.799790992251495,65.8610757383141,0.3856657983960893,0.03076923076923077,0.03076923076923077,0.0,23.134438239057992,12.75,1e-09,1e-05
NetLoadRule+QP,52,65,-10.332667183784157,168.01174360698735,14.015099452808863,46.46719952729479,0.022572300419919818,0.015384615384615385,0.015384615384615385,0.0,15.033646364852132,13.0,1e-09,1e-05
NetLoadRule+QP,53,65,-8.288122472245815,169.9194740312774,12.530857091309922,57.48203910017863,0.19203137077197907,0.015384615384615385,0.015384615384615385,0.0,12.544733969431892,13.25,1e-09,1e-05
NetLoadRule+QP,54,65,-5.298563701593389,171.13576784227803,13.576454176308976,68.26720570125094,0.3579570107884761,0.015384615384615385,0.015384615384615385,0.0,14.064004710185332,13.5,1e-09,1e-05
NetLoadRule+QP,55,65,-6.411526276301822,172.61113691179284,9.833245990928162,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,15.571510446931745,13.75,1e-09,1e-05
NetLoadRule+QP,56,65,0.23680564598980522,172.36652326074724,13.702196586130556,45.0,0.0,0.0,0.0,0.0,4.443937852336219,14.0,1e-09,1e-05
NetLoadRule+QP,57,65,-3.548124778196205,173.0888743790139,15.794793804646071,60.000000000078316,0.23570142704491165,0.03076923076923077,0.03076923076923077,0.0,3.9052328554050817,14.25,1e-09,1e-05
NetLoadRule+QP,58,65,-4.612307699097164,174.0834972717921,14.098680994173199,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,3.526607075829452,14.5,1e-09,1e-05
NetLoadRule+QP,59,65,-1.547972615844673,174.29372583395718,15.002181684560286,45.0,0.0,0.0,0.0,0.0,2.686084691582155,14.75,1e-09,1e-05
NetLoadRule+QP,60,65,5.350511656655936,172.69903822189087,21.50465883990018,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,0.0,15.0,1e-09,1e-05
NetLoadRule+QP,61,65,11.480395548220974,169.51746127556873,21.085295029556978,45.285033292235646,0.004385127572856198,0.015384615384615385,0.015384615384615385,0.0,0.0,15.25,1e-09,1e-05
NetLoadRule+QP,62,65,7.8937895888297644,167.20465214227454,21.306530872782208,45.00000000000001,2.1862853408003084e-16,0.0,0.0,0.0,0.0,15.5,1e-09,1e-05
NetLoadRule+QP,63,65,3.7541505536285626,165.96904161580184,21.354475453678166,45.0,0.0,0.0,0.0,0.0,0.0,15.75,1e-09,1e-05
NetLoadRule+QP,64,65,13.891127725373323,162.13184553819144,23.007935613422607,45.00000000000001,2.1862853408003084e-16,0.0,0.0,0.0,0.0,16.0,1e-09,1e-05
NetLoadRule+QP,65,65,14.127946898036168,158.2422542492847,18.264727547386514,57.99857010155714,0.31222341868660314,0.03076923076923077,0.03076923076923077,0.0,0.0,16.25,1e-09,1e-05
NetLoadRule+QP,66,65,8.58420726584668,155.75825233731348,17.5437396338206,50.47500018376434,0.08423077205791288,0.015384615384615385,0.015384615384615385,0.0,0.0,16.5,1e-09,1e-05
NetLoadRule+QP,67,65,12.131680667555424,152.41412847349537,18.980973214083757,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,0.0,16.75,1e-09,1e-05
NetLoadRule+QP,68,65,4.923645202396522,150.89461694395476,22.4089671865228,47.55258629441354,0.039270558375592984,0.015384615384615385,0.015384615384615385,0.0,0.0,17.0,1e-09,1e-05
NetLoadRule+QP,69,65,0.9872413925697338,150.35225237625204,23.42642630315631,45.0,0.0,0.0,0.0,0.0,0.0,17.25,1e-09,1e-05
NetLoadRule+QP,70,65,-3.0611074929884388,150.7750215882808,19.95165111669858,45.0,0.0,0.0,0.0,0.0,0.0,17.5,1e-09,1e-05
NetLoadRule+QP,71,65,-3.1031641580980933,151.27095558817777,19.88821051397177,58.19398960045924,0.2029844553916806,0.015384615384615385,0.015384615384615385,0.0,0.0,17.75,1e-09,1e-05
NetLoadRule+QP,72,65,-9.258397369579326,153.3355597639908,24.17412989222891,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,0.0,18.0,1e-09,1e-05
NetLoadRule+QP,73,65,-10.506211189815437,155.64864048822184,24.230408745638503,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,0.0,18.25,1e-09,1e-05
NetLoadRule+QP,74,65,-4.138473834587586,156.37865466822927,24.404179469159665,45.0,0.0,0.0,0.0,0.0,0.0,18.5,1e-09,1e-05
NetLoadRule+QP,75,65,-7.286119007356339,157.94119212971145,25.53251676816574,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,0.0,18.75,1e-09,1e-05
NetLoadRule+QP,76,65,1.1767778402584392,157.30667082942142,29.795884547745633,45.00000000000001,2.1862853408003084e-16,0.0,0.0,0.0,0.0,19.0,1e-09,1e-05
NetLoadRule+QP,77,65,6.319246246595688,155.40686918596865,29.124805592059683,50.0631766915963,0.11028369535814568,0.03076923076923077,0.03076923076923077,0.0,0.0,19.25,1e-09,1e-05
NetLoadRule+QP,78,65,7.095792978405579,153.29703447145536,30.485853622031893,45.0,0.0,0.0,0.0,0.0,0.0,19.5,1e-09,1e-05
NetLoadRule+QP,79,65,3.1798075025027486,152.19232406595893,32.58500700894688,45.0,0.0,0.0,0.0,0.0,0.0,19.75,1e-09,1e-05
NetLoadRule+QP,80,65,12.010171738525138,148.75404796032822,33.75344115149602,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,0.0,20.0,1e-09,1e-05
NetLoadRule+QP,81,65,20.56811892735499,143.23424925285966,32.10178505053342,119.99999999756066,1.1538461538086258,0.015384615384615385,0.015384615384615385,0.0,0.0,20.25,1e-09,1e-05
NetLoadRule+QP,82,65,20.633225941525982,137.63597314271775,24.605584476741353,58.91249966688361,0.3569230558904687,0.046153846153846156,0.046153846153846156,0.0,0.0,20.5,1e-09,1e-05
NetLoadRule+QP,83,65,22.32896046643476,131.63558880962174,21.001888354617687,59.58448815949547,0.22437674091531506,0.015384615384615385,0.015384615384615385,0.0,0.0,20.75,1e-09,1e-05
NetLoadRule+QP,84,65,21.265542066257915,125.919442292389,25.08649531148657,45.0,0.0,0.0,0.0,0.0,0.0,21.0,1e-09,1e-05
NetLoadRule+QP,85,65,24.785032445296718,119.28283342524598,25.283247025843963,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,0.0,21.25,1e-09,1e-05
NetLoadRule+QP,86,65,23.5362910624425,112.94104630367255,24.752117315807787,119.99999999522177,1.1538461537726425,0.015384615384615385,0.015384615384615385,0.0,0.0,21.5,1e-09,1e-05
NetLoadRule+QP,87,65,20.621333869170545,107.3545110752505,25.99188026021373,58.91249963473902,0.31557691037724733,0.03076923076923077,0.03076923076923077,0.0,0.0,21.75,1e-09,1e-05
NetLoadRule+QP,88,65,17.778653858710214,102.51604953374643,22.36924308391136,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,0.0,22.0,1e-09,1e-05
NetLoadRule+QP,89,65,17.96562323606866,97.61892289703196,24.73610753602205,54.99999949553138,0.1538461460850981,0.015384615384615385,0.015384615384615385,0.0,0.0,22.25,1e-09,1e-05
NetLoadRule+QP,90,65,13.022064742330947,93.99074796522022,26.295672198370646,119.58448846498347,1.1474536686920533,0.015384615384615385,0.015384615384615385,0.0,0.0,22.5,1e-09,1e-05
NetLoadRule+QP,91,65,5.10348034750755,92.36830562263202,30.737430536142558,76.05263096038075,1.0706477036426731,0.046153846153846156,0.046153846153846156,0.0,0.0,22.75,1e-09,1e-05
NetLoadRule+QP,92,65,-13.06990502194855,94.96412823155723,48.93016463430834,136.73130267000474,15.068550178743797,0.36923076923076925,0.36923076923076925,0.0,0.0,23.0,1e-09,1e-05
NetLoadRule+QP,93,65,-31.160021327259084,101.85309370633722,36.0901162925348,154.50474602375772,11.146749364254356,0.2153846153846154,0.2153846153846154,0.0,0.0,23.25,1e-09,1e-05
NetLoadRule+QP,94,65,-47.132762467995164,112.66508993402297,29.64848997496343,150.49999958790912,11.262572611098552,0.2,0.2,0.0,0.0,23.5,1e-09,1e-05
NetLoadRule+QP,95,65,-53.93342670434492,125.0,24.339285780453046,151.1102586643081,10.810089458021148,0.18461538461538463,0.18461538461538463,0.0,0.0,23.75,1e-09,1e-05
PPO-QP,0,325,32.11945126181376,116.46524256492992,38.532312624943636,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,1e-05
PPO-QP,1,325,54.84740976293532,101.95264441155585,23.07961307909317,45.0,0.0,0.0,0.0,0.0,0.0,0.25,1e-09,1e-05
PPO-QP,2,325,59.39007954551352,86.26834727745009,6.799744709066253,22.1737498065512,0.0,0.0,0.0,0.0,0.0,0.5,1e-09,1e-05
PPO-QP,3,325,62.11523640280632,69.88820531629189,3.786514367758343,14.382822453316367,0.0,0.0,0.0,0.0,0.0,0.75,1e-09,1e-05
PPO-QP,4,325,59.114643845988915,54.3194284225025,8.812440327878075,55.00000000000002,0.2521711734120852,0.033846153846153845,0.033846153846153845,0.0,0.0,1.0,1e-09,1e-05
PPO-QP,5,325,23.904117307811187,48.026964202795,37.733199547193784,91.31034152678527,10.794022160300079,0.4553846153846154,0.4492307692307692,0.0,0.0,1.25,1e-09,1e-05
PPO-QP,6,325,5.3727534471480185,46.61308171350447,20.641458063788072,74.24266193611446,2.41377494836424,0.18461538461538463,0.18461538461538463,0.0,0.0,1.5,1e-09,1e-05
PPO-QP,7,325,3.4084377102618224,45.716124419029754,3.906152053957601,58.76359166123655,0.14658175500173234,0.021538461538461538,0.021538461538461538,0.0,0.0,1.75,1e-09,1e-05
PPO-QP,8,325,1.7364924453076285,45.258857018934044,1.6826288855837657,20.7624789278366,0.0,0.0,0.0,0.0,0.0,2.0,1e-09,1e-05
PPO-QP,9,325,1.8936335885592994,44.75992536113682,0.5370661145122747,9.781185717785709,0.0,0.0,0.0,0.0,0.0,2.25,1e-09,1e-05
PPO-QP,10,325,2.482087231025926,44.10273340022843,1.0734848437171056,14.000654484427415,0.0,0.0,0.0,0.0,0.0,2.5,1e-09,1e-05
PPO-QP,11,325,5.677486929363022,42.599760256569,3.5978078669995583,25.318987174772616,0.0,0.0,0.0,0.0,0.0,2.75,1e-09,1e-05
PPO-QP,12,325,3.619115593163726,41.629613218328565,2.083438185453104,19.008541247375366,0.0,0.0,0.0,0.0,0.0,3.0,1e-09,1e-05
PPO-QP,13,325,4.59938271431569,40.41151579955161,1.411921321120976,19.386108480317787,0.0,0.0,0.0,0.0,0.0,3.25,1e-09,1e-05
PPO-QP,14,325,6.673612216402379,38.65266464483816,2.2245209250739086,23.491672714966572,0.0,0.0,0.0,0.0,0.0,3.5,1e-09,1e-05
PPO-QP,15,325,9.997432496858842,36.01899686291337,3.3714314761923205,31.27102167474845,0.0,0.0,0.0,0.0,0.0,3.75,1e-09,1e-05
