controller,step,samples,battery_power_mean_kw,soc_step_end_mean_kwh,ramp_mean_kw,ramp_max_kw,ramp_excess_mean_kw,ramp_violation_fraction,ramp_material_violation_fraction,import_excess_mean_kw,export_excess_mean_kw,time_hours,ramp_violation_threshold_kw,ramp_material_violation_threshold_kw
MPC-H24+QP,36,65,-12.93121103816884,42.290841189747546,20.741840150166663,45.0,0.0,0.0,0.0,0.0,1.6231605245131855,9.0,1e-09,1e-05
MPC-H24+QP,37,65,-18.348156356821995,46.63327331286246,11.082402267129925,45.0,0.0,0.0,0.0,0.0,0.5648849219714802,9.25,1e-09,1e-05
MPC-H24+QP,38,65,-16.11147794640806,50.420124362062495,10.388477100917177,45.0,0.0,0.0,0.0,0.0,0.0,9.5,1e-09,1e-05
MPC-H24+QP,39,65,-16.212585829231216,54.21077629365731,9.033936150602205,44.999999983967605,0.0,0.0,0.0,0.0,0.9636603580306875,9.75,1e-09,1e-05
MPC-H24+QP,40,65,-33.23440918068609,62.08756875496515,20.627471384411656,45.000000024094476,3.706842422756241e-10,0.015384615384615385,0.0,0.0,2.5019070105156977,10.0,1e-09,1e-05
MPC-H24+QP,41,65,-41.23287008603414,71.87285361500803,14.612814290836466,45.0,0.0,0.0,0.0,0.0,3.038551668766637,10.25,1e-09,1e-05
MPC-H24+QP,42,65,-41.10900676775889,81.624372781008,17.93307741649221,87.35653085663618,0.6516389362559414,0.015384615384615385,0.015384615384615385,0.0,3.423422218586258,10.5,1e-09,1e-05
MPC-H24+QP,43,65,-41.40455057532881,91.44913960945631,16.954400695644065,74.74530226727363,0.4576200348811328,0.015384615384615385,0.015384615384615385,0.0,5.059433050934177,10.75,1e-09,1e-05
MPC-H24+QP,44,65,-44.957233614305224,102.11664103936862,22.29175210890198,45.000000000000014,2.1862853408003084e-16,0.0,0.0,0.0,4.550665189818539,11.0,1e-09,1e-05
MPC-H24+QP,45,65,-48.933861389986674,113.72966067091707,19.67299884527696,81.3758942795087,1.0909865960028773,0.03076923076923077,0.03076923076923077,0.0,8.1594198755072,11.25,1e-09,1e-05
MPC-H24+QP,46,65,-42.6486198717903,123.85791851276257,18.959411422644894,95.72202609870833,1.9594136897050836,0.046153846153846156,0.046153846153846156,0.0,12.846137588390718,11.5,1e-09,1e-05
MPC-H24+QP,47,65,-41.12254280214528,133.6233619984241,14.488371436541374,45.0,0.0,0.0,0.0,0.0,16.13846595780128,11.75,1e-09,1e-05
MPC-H24+QP,48,65,-32.528236838230875,141.32524369404823,19.406115244726628,46.25446316136824,0.0379356502210492,0.03076923076923077,0.03076923076923077,0.0,14.093595063446106,12.0,1e-09,1e-05
MPC-H24+QP,49,65,-33.26683960404966,149.22027200068698,22.37866132064378,76.00145295476973,0.5967674939111899,0.03076923076923077,0.03076923076923077,0.0,19.11347430506672,12.25,1e-09,1e-05
MPC-H24+QP,50,65,-34.2419553765373,157.3433663803564,14.916241450484545,45.000000000000014,2.1862853408003084e-16,0.0,0.0,0.0,18.469448167542115,12.5,1e-09,1e-05
MPC-H24+QP,51,65,-27.772636488766864,163.92647752783648,15.407513284265011,52.38934619916409,0.11368224921790948,0.015384615384615385,0.015384615384615385,0.0,19.27987959457203,12.75,1e-09,1e-05
MPC-H24+QP,52,65,-26.157802826969117,170.13171500609388,19.009330214686937,45.0,0.0,0.0,0.0,0.0,14.379149323915897,13.0,1e-09,1e-05
MPC-H24+QP,53,65,-26.989549382521734,176.52454527382778,17.781828757862787,45.0,0.0,0.0,0.0,0.0,13.052996813867015,13.25,1e-09,1e-05
MPC-H24+QP,54,65,-25.55902682797606,182.58610254475454,14.289105277639194,45.000000000000014,4.372570681600617e-16,0.0,0.0,0.0,13.686015519369434,13.5,1e-09,1e-05
MPC-H24+QP,55,65,-18.619202061256033,187.00816303351505,14.773591897148725,45.000000000000014,2.1862853408003084e-16,0.0,0.0,0.0,14.873014813904803,13.75,1e-09,1e-05
MPC-H24+QP,56,65,-5.045774272181507,188.1593952953921,15.509564292650829,45.0,0.0,0.0,0.0,0.0,4.428553187061471,14.0,1e-09,1e-05
MPC-H24+QP,57,65,-4.252208379302028,189.0894707638614,10.218820319491149,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,3.90523286267502,14.25,1e-09,1e-05
MPC-H24+QP,58,65,-6.997079817022049,190.71680800760174,8.87879171740505,44.99999999999999,0.0,0.0,0.0,0.0,3.524945019628825,14.5,1e-09,1e-05
MPC-H24+QP,59,65,-6.636137694304894,192.21970129316037,10.144163114399394,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,2.638268846323521,14.75,1e-09,1e-05
MPC-H24+QP,60,65,-1.001199851652722,192.23558787964905,17.175539350687636,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,0.0,15.0,1e-09,1e-05
MPC-H24+QP,61,65,0.07462158983464655,191.9351029375848,17.00023132309269,45.0,0.0,0.0,0.0,0.0,0.0,15.25,1e-09,1e-05
MPC-H24+QP,62,65,1.3798860209602306,191.30008287635175,15.243003288462756,45.0,0.0,0.0,0.0,0.0,0.0,15.5,1e-09,1e-05
MPC-H24+QP,63,65,4.4622593371188835,189.8519281662583,15.311735661134515,45.00000000000001,2.1862853408003084e-16,0.0,0.0,0.0,0.0,15.75,1e-09,1e-05
MPC-H24+QP,64,65,30.06801068426885,181.90858738345173,26.073754569086226,45.000000014471155,2.2263348088157588e-10,0.015384615384615385,0.0,0.0,0.0,16.0,1e-09,1e-05
MPC-H24+QP,65,65,35.102959798645244,172.65232003802222,12.139779816254267,45.0,0.0,0.0,0.0,0.0,0.0,16.25,1e-09,1e-05
MPC-H24+QP,66,65,36.335749911885394,163.09028058751971,12.497300563645274,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,0.0,16.5,1e-09,1e-05
MPC-H24+QP,67,65,27.41005504686075,155.8376568694334,11.694925634999343,45.00000001718404,2.6436988666598786e-10,0.015384615384615385,0.0,0.0,0.0,16.75,1e-09,1e-05
MPC-H24+QP,68,65,5.007294849241412,154.35872380984452,23.031336023458884,45.0000000174834,1.283272865748586e-09,0.07692307692307693,0.0,0.0,0.0,17.0,1e-09,1e-05
MPC-H24+QP,69,65,-1.115764304913199,154.4854784674254,15.452482969342073,45.000000050349875,1.2901232629211825e-09,0.03076923076923077,0.0,0.0,0.0,17.25,1e-09,1e-05
MPC-H24+QP,70,65,-3.6123740738713885,155.24420877177295,9.241691405664794,44.99999998720243,0.0,0.0,0.0,0.0,0.0,17.5,1e-09,1e-05
MPC-H24+QP,71,65,-15.898743092572085,159.00443080493798,17.982114201921412,45.0,0.0,0.0,0.0,0.0,0.0,17.75,1e-09,1e-05
MPC-H24+QP,72,65,-20.233117193724148,163.80979613760493,25.50308697026074,45.0,0.0,0.0,0.0,0.0,0.0,18.0,1e-09,1e-05
MPC-H24+QP,73,65,-25.510333042749167,169.8685002346261,14.235395763321378,44.99999999667212,0.0,0.0,0.0,0.0,0.0,18.25,1e-09,1e-05
MPC-H24+QP,74,65,-24.995971764526473,175.80504352830636,10.105845006947279,44.99999998286177,0.0,0.0,0.0,0.0,0.0,18.5,1e-09,1e-05
MPC-H24+QP,75,65,-21.666484730486626,180.95083365152558,9.93407536878171,44.99999999189412,0.0,0.0,0.0,0.0,0.0,18.75,1e-09,1e-05
MPC-H24+QP,76,65,-4.899531731431733,182.093676489126,17.473579094976593,45.000000072988655,1.1229023864591279e-09,0.015384615384615385,0.0,0.0,0.0,19.0,1e-09,1e-05
MPC-H24+QP,77,65,-6.271979546139553,183.56724038118776,8.472644537283218,44.999999991894136,0.0,0.0,0.0,0.0,0.0,19.25,1e-09,1e-05
MPC-H24+QP,78,65,-4.452311248709895,184.62466430270933,7.55417762924159,44.99999999189416,0.0,0.0,0.0,0.0,0.0,19.5,1e-09,1e-05
MPC-H24+QP,79,65,-2.6409533350329313,185.24247846414036,6.091656053710856,45.0,0.0,0.0,0.0,0.0,0.0,19.75,1e-09,1e-05
MPC-H24+QP,80,65,6.700169959812808,183.4437495273221,12.110354068245478,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,0.0,20.0,1e-09,1e-05
MPC-H24+QP,81,65,7.07692308424819,181.5636381893172,13.879657135019709,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,0.0,20.25,1e-09,1e-05
MPC-H24+QP,82,65,11.687055859195196,178.4708912454446,12.797190381885418,45.00000000000001,3.2794280112004626e-16,0.0,0.0,0.0,0.0,20.5,1e-09,1e-05
MPC-H24+QP,83,65,15.427065528869704,174.37845667414058,19.151373735256538,45.000000000000014,4.372570681600617e-16,0.0,0.0,0.0,0.0,20.75,1e-09,1e-05
MPC-H24+QP,84,65,22.114593817316315,168.52330040623005,16.04233599049382,45.00000000000001,1.0931426704001542e-16,0.0,0.0,0.0,0.0,21.0,1e-09,1e-05
MPC-H24+QP,85,65,26.326338679845918,161.59531654289088,21.182796990827402,45.00000000000001,4.372570681600617e-16,0.0,0.0,0.0,0.0,21.25,1e-09,1e-05
MPC-H24+QP,86,65,22.93079594548383,155.54313339927833,20.869901712860468,45.00000000000001,2.1862853408003084e-16,0.0,0.0,0.0,0.0,21.5,1e-09,1e-05
MPC-H24+QP,87,65,21.30881311473111,149.93555100055923,19.234897508349473,45.0,0.0,0.0,0.0,0.0,0.0,21.75,1e-09,1e-05
MPC-H24+QP,88,65,7.9323714516172386,147.72956179356612,26.713172421478788,45.00000000000001,2.1862853408003084e-16,0.0,0.0,0.0,0.0,22.0,1e-09,1e-05
MPC-H24+QP,89,65,11.24413548753085,144.6561416212192,17.73915167343994,45.0,0.0,0.0,0.0,0.0,0.0,22.25,1e-09,1e-05
MPC-H24+QP,90,65,10.361206762633756,141.7755813696347,23.63751708597654,45.0,0.0,0.0,0.0,0.0,0.0,22.5,1e-09,1e-05
MPC-H24+QP,91,65,12.60175072013747,138.37398913710896,24.004484824057922,45.00000000000001,2.1862853408003084e-16,0.0,0.0,0.0,0.0,22.75,1e-09,1e-05
MPC-H24+QP,92,65,8.212846642029834,136.1185481017342,23.603462874021083,45.0,0.0,0.0,0.0,0.0,0.0,23.0,1e-09,1e-05
MPC-H24+QP,93,65,10.471709868826348,133.17705189005628,23.004299017853334,45.0,0.0,0.0,0.0,0.0,0.0,23.25,1e-09,1e-05
MPC-H24+QP,94,65,12.491362729556666,129.67526436894957,20.013046537852105,45.0,0.0,0.0,0.0,0.0,0.0,23.5,1e-09,1e-05
MPC-H24+QP,95,65,16.90551363778456,125.0,23.17006470788347,45.00000015473031,7.2200481764202074e-09,0.12307692307692308,0.0,0.16951490156442495,0.0,23.75,1e-09,1e-05
MPC-H24-FRR+QP,0,65,-1.0332410034309802,125.03223684363088,17.648625614694485,44.99999998883866,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,1e-05
MPC-H24-FRR+QP,1,65,-4.9106967894942635,125.94372469971125,25.328553152348704,44.99999999189414,0.0,0.0,0.0,0.0,0.0,0.25,1e-09,1e-05
MPC-H24-FRR+QP,2,65,-5.66098445467665,127.01386640262048,21.66398891320854,44.99999999189418,0.0,0.0,0.0,0.0,0.0,0.5,1e-09,1e-05
MPC-H24-FRR+QP,3,65,-8.927916897404724,128.9172655860842,22.28120901582499,44.99999999189414,0.0,0.0,0.0,0.0,0.0,0.75,1e-09,1e-05
MPC-H24-FRR+QP,4,65,-16.95753650714363,132.90125945401192,17.946684047367864,44.999999991894185,0.0,0.0,0.0,0.0,0.0,1.0,1e-09,1e-05
MPC-H24-FRR+QP,5,65,-14.85907986838903,136.37700144909186,22.2960693336019,99.9999999753193,2.1868053029763646,0.046153846153846156,0.046153846153846156,0.0,0.0,1.25,1e-09,1e-05
MPC-H24-FRR+QP,6,65,-13.325521939530507,139.48852343607177,20.937502935258646,73.94736833450743,0.6213907052846418,0.03076923076923077,0.03076923076923077,0.0,0.0,1.5,1e-09,1e-05
MPC-H24-FRR+QP,7,65,-13.17504878433356,142.57551364074206,19.71316389649063,92.90329698048423,0.7369737996997574,0.015384615384615385,0.015384615384615385,0.0,0.0,1.75,1e-09,1e-05
MPC-H24-FRR+QP,8,65,3.2207458587226188,141.50889899939835,23.85233310527219,44.999999991894214,0.0,0.0,0.0,0.0,0.0,2.0,1e-09,1e-05
MPC-H24-FRR+QP,9,65,17.931834980539683,136.63675676523508,25.644906705428667,44.99999999208356,0.0,0.0,0.0,0.0,0.0,2.25,1e-09,1e-05
MPC-H24-FRR+QP,10,65,23.442617840496048,130.3712452080799,23.996487535584393,88.98628836916441,0.6767121287563755,0.015384615384615385,0.015384615384615385,0.0,0.0,2.5,1e-09,1e-05
MPC-H24-FRR+QP,11,65,23.65742614927646,123.90804852316458,31.47749936770575,93.23959757965596,0.7421476550716302,0.015384615384615385,0.015384615384615385,0.0,0.0,2.75,1e-09,1e-05
MPC-H24-FRR+QP,12,65,-0.5362561303109042,123.7440811765626,34.902643851509026,186.88135346609914,3.2597131304273903,0.06153846153846154,0.06153846153846154,0.0,0.0,3.0,1e-09,1e-05
MPC-H24-FRR+QP,13,65,-9.649228686404264,126.00177566098216,19.695607581598683,44.99999999189413,0.0,0.0,0.0,0.0,0.0,3.25,1e-09,1e-05
MPC-H24-FRR+QP,14,65,-13.669653704335367,129.18689242880555,15.956979099970528,75.16686219076804,0.5248343167430887,0.03076923076923077,0.03076923076923077,0.0,0.0,3.5,1e-09,1e-05
MPC-H24-FRR+QP,15,65,-13.407982070151908,132.3384781784779,17.81897933351928,71.78872373400627,0.5052516203543408,0.03076923076923077,0.03076923076923077,0.0,0.0,3.75,1e-09,1e-05
MPC-H24-FRR+QP,16,65,-2.32536358444562,132.78417308250408,18.003939738731777,90.59015073103568,0.8509714222928193,0.03076923076923077,0.03076923076923077,0.0,0.0,4.0,1e-09,1e-05
MPC-H24-FRR+QP,17,65,-3.446801820448472,133.509783927617,16.070549801843782,49.9679314500187,0.07642971461567236,0.015384615384615385,0.015384615384615385,0.0,0.0,4.25,1e-09,1e-05
MPC-H24-FRR+QP,18,65,6.053420419634683,131.8403726724611,16.696962582557106,61.05263146686458,0.24696356102868589,0.015384615384615385,0.015384615384615385,0.0,0.0,4.5,1e-09,1e-05
MPC-H24-FRR+QP,19,65,11.06695561688155,128.89248961520858,16.09045828022001,44.999999991894136,0.0,0.0,0.0,0.0,0.0,4.75,1e-09,1e-05
MPC-H24-FRR+QP,20,65,21.584602824585772,123.21041196557978,24.821583565947584,84.72087422225044,0.6110903726500069,0.015384615384615385,0.015384615384615385,0.0,0.0,5.0,1e-09,1e-05
MPC-H24-FRR+QP,21,65,23.10510363289484,117.11235837785026,28.791518321327107,95.61250022002757,1.2363461571187024,0.03076923076923077,0.03076923076923077,0.0,0.0,5.25,1e-09,1e-05
MPC-H24-FRR+QP,22,65,31.189534126215634,108.90458623930014,20.308830534571655,44.99999999189413,0.0,0.0,0.0,0.0,0.0,5.5,1e-09,1e-05
MPC-H24-FRR+QP,23,65,34.328534708059905,99.85299815820558,27.222090618573528,99.99999992251459,0.8461538449617629,0.015384615384615385,0.015384615384615385,0.0,0.0,5.75,1e-09,1e-05
MPC-H24-FRR+QP,24,65,26.797861511044633,92.78773506668384,23.182954039572255,99.99999992298685,0.8461538449690283,0.015384615384615385,0.015384615384615385,0.0,0.0,6.0,1e-09,1e-05
MPC-H24-FRR+QP,25,65,20.32326129565026,87.42174525188571,19.960148323106004,55.00000002909379,0.23076923332074184,0.03076923076923077,0.03076923076923077,0.0,0.0,6.25,1e-09,1e-05
MPC-H24-FRR+QP,26,65,16.08296957306079,83.15874808065855,20.700717248810474,99.99999992907516,0.8461538450626948,0.015384615384615385,0.015384615384615385,0.0,0.0,6.5,1e-09,1e-05
MPC-H24-FRR+QP,27,65,19.400542162260777,77.98127717809245,20.83694498803632,44.99999999189413,0.0,0.0,0.0,0.0,0.0,6.75,1e-09,1e-05
MPC-H24-FRR+QP,28,65,19.820639668808678,72.68533979461112,22.81944573128117,68.9125006183481,0.36788462489766316,0.015384615384615385,0.015384615384615385,0.0,0.0,7.0,1e-09,1e-05
MPC-H24-FRR+QP,29,65,16.820298918204657,68.04385007804613,22.014195329393377,45.00000000000001,3.2794280112004626e-16,0.0,0.0,0.0,0.0,7.25,1e-09,1e-05
MPC-H24-FRR+QP,30,65,21.986915768178765,62.13387853697182,20.27656379340266,45.0,0.0,0.0,0.0,0.0,0.0,7.5,1e-09,1e-05
MPC-H24-FRR+QP,31,65,18.94508947990618,56.85662831364209,23.56296957412838,76.33749954709744,0.7851829500519205,0.03076923076923077,0.03076923076923077,0.0,0.0,7.75,1e-09,1e-05
MPC-H24-FRR+QP,32,65,13.990935021748253,53.03261601072052,28.98608932166874,48.09206492272165,0.05064713384848989,0.03076923076923077,0.03076923076923077,0.0,2.7447218794497488,8.0,1e-09,1e-05
MPC-H24-FRR+QP,33,65,11.057089191879864,49.97847959310081,16.761491967641234,71.80342798282845,0.4123604305050532,0.015384615384615385,0.015384615384615385,0.0,0.24620560588168608,8.25,1e-09,1e-05
MPC-H24-FRR+QP,34,65,11.515194786293463,46.82229316125382,16.8256951911039,94.52499975915632,0.8779520019266626,0.03076923076923077,0.03076923076923077,0.0,0.0,8.5,1e-09,1e-05
MPC-H24-FRR+QP,35,65,10.849622058503446,43.836307198064794,13.236531594457901,64.99999996797762,0.48414101682633637,0.03076923076923077,0.03076923076923077,0.0,0.0,8.75,1e-09,1e-05
MPC-H24-FRR+QP,36,65,-10.623580588030316,46.271316553711216,24.087195486172735,90.0,1.147676596689726,0.046153846153846156,0.046153846153846156,0.0,2.0113895681333362,9.0,1e-09,1e-05
MPC-H24-FRR+QP,37,65,-16.139770615023167,50.054845880461,11.698538766896489,45.0,0.0,0.0,0.0,0.0,0.8200735238783008,9.25,1e-09,1e-05
MPC-H24-FRR+QP,38,65,-14.992588269404399,53.54744278994907,10.543075814280943,45.0,0.0,0.0,0.0,0.0,0.0,9.5,1e-09,1e-05
MPC-H24-FRR+QP,39,65,-13.57084472518793,56.67398872956449,8.690584616283243,49.57405541503091,0.07037008330816788,0.015384615384615385,0.015384615384615385,0.0,1.0947642784847438,9.75,1e-09,1e-05
MPC-H24-FRR+QP,40,65,-30.697465400847697,63.94645454301737,21.31806280971551,92.33720499358564,1.0944588712667929,0.03076923076923077,0.03076923076923077,0.0,2.73437880413784,10.0,1e-09,1e-05
MPC-H24-FRR+QP,41,65,-36.779832130722156,72.65219155830289,16.346419155603023,45.000000000000014,2.1862853408003084e-16,0.0,0.0,0.0,3.0231670551993393,10.25,1e-09,1e-05
MPC-H24-FRR+QP,42,65,-36.25353731975354,81.25019155798518,15.668614309241383,53.76340377397594,0.19992716119798032,0.03076923076923077,0.03076923076923077,0.0,3.4570983581308035,10.5,1e-09,1e-05
MPC-H24-FRR+QP,43,65,-35.36251872420195,89.64037055858911,12.81443721455486,50.76792674293991,0.08873733450676811,0.015384615384615385,0.015384615384615385,0.0,4.828425736339555,10.75,1e-09,1e-05
MPC-H24-FRR+QP,44,65,-39.70707821059619,99.06096007671006,21.326005298776867,79.37140279740237,0.5287908122677287,0.015384615384615385,0.015384615384615385,0.0,5.368183684159327,11.0,1e-09,1e-05
MPC-H24-FRR+QP,45,65,-43.93978777898737,109.47103257193929,18.990926082236168,82.37589207113125,0.57501372417125,0.015384615384615385,0.015384615384615385,0.0,8.115410630880906,11.25,1e-09,1e-05
MPC-H24-FRR+QP,46,65,-37.44423465376867,118.33896209495593,19.109707826619296,92.55199251169854,1.8784939897695065,0.07692307692307693,0.07692307692307693,0.0,13.392000817027933,11.5,1e-09,1e-05
MPC-H24-FRR+QP,47,65,-36.09914924294283,126.8883982564098,13.62666337797476,45.000000000000014,2.1862853408003084e-16,0.0,0.0,0.0,16.246010573907427,11.75,1e-09,1e-05
MPC-H24-FRR+QP,48,65,-27.56329057346824,133.39153696953932,19.27545022543707,95.622844959987,0.9742513245609908,0.046153846153846156,0.046153846153846156,0.0,15.25611781766893,12.0,1e-09,1e-05
MPC-H24-FRR+QP,49,65,-27.05128889608702,139.7912762749335,21.037716242361885,97.79577411080649,1.5186098651805162,0.046153846153846156,0.046153846153846156,0.0,18.921185378856148,12.25,1e-09,1e-05
MPC-H24-FRR+QP,50,65,-29.040825717101097,146.68371098063955,14.0298235337005,61.655874742470004,0.2562442268072311,0.015384615384615385,0.015384615384615385,0.0,18.40415615082775,12.5,1e-09,1e-05
MPC-H24-FRR+QP,51,65,-25.43055755432885,152.71934635462583,12.226125183653016,69.01587264362504,0.3694749637480778,0.015384615384615385,0.015384615384615385,0.0,19.830417073293862,12.75,1e-09,1e-05
MPC-H24-FRR+QP,52,65,-25.92002724354455,158.85821708871055,19.530993391068193,45.000000000000014,2.1862853408003084e-16,0.0,0.0,0.0,14.155036095760622,13.0,1e-09,1e-05
MPC-H24-FRR+QP,53,65,-25.708384416117454,164.95117623955954,18.86908697022667,66.54404529688681,0.3314468507213355,0.015384615384615385,0.015384615384615385,0.0,12.522905061447416,13.25,1e-09,1e-05
MPC-H24-FRR+QP,54,65,-22.259442069617723,170.22150127466202,18.680126280670112,87.32869083219325,1.3831308665125632,0.046153846153846156,0.046153846153846156,0.0,14.093112166021701,13.5,1e-09,1e-05
