seed,controller,update,transitions,mean_training_reward,terminal_roundoff_repair,terminal_ramp_relaxation,terminal_target_conflict_step,cumulative_completed_episodes,cumulative_service_failure_episodes,partial_episode_steps,partial_episode_soc_kwh,partial_episode_ev_remaining_kwh,partial_episode_terminal_conflict_steps,partial_episode_roundoff_repair_steps
20260805,PPO-QP-no-penalty,1,512,-5.664663448233031,0,5,0,5,0,32,25.0,2.9827923464509354e-10,0.0,0
20260805,PPO-QP-no-penalty,2,1024,-5.057436896297913,0,5,0,10,0,64,49.548346792837194,2.9756586084062064e-10,0.0,0
20260805,PPO-QP-no-penalty,3,1536,-6.54897398632704,0,6,0,16,0,0,125.0,51.30169850340147,0.0,0
20260805,PPO-QP-no-penalty,4,2048,-5.739199563039736,0,5,0,21,0,32,25.0,3.0011337859292553e-10,0.0,0
20260805,PPO-QP-no-penalty,5,2560,-7.646341427858161,0,5,0,26,0,64,222.52830888400987,2.9989299932253743e-10,0.0,0
20260805,PPO-QP-no-penalty,6,3072,-5.5529223668630525,0,6,0,32,0,0,125.0,30.270710011850202,0.0,0
20260805,PPO-QP-no-penalty,7,3584,-6.920208294310026,0,5,0,37,0,32,25.0,2.9971208848067477e-10,0.0,0
20260805,PPO-QP-no-penalty,8,4096,-5.960185632301102,0,5,0,42,0,64,224.66142464255142,3.0135066664271903e-10,0.0,0
20260805,PPO-QP-no-penalty,9,4608,-6.718443186937236,0,6,0,48,0,0,125.0,40.69895092069404,0.0,0
20260805,PPO-QP-no-penalty,10,5120,-7.304907537072621,0,5,0,53,0,32,25.0,3.0484359481164347e-10,0.0,0
20260805,PPO-QP-no-penalty,11,5632,-5.13399262371255,0,5,0,58,0,64,81.42870987994692,3.011916271944415e-10,0.0,0
20260805,PPO-QP-no-penalty,12,6144,-6.10067250796088,0,6,0,64,0,0,125.0,38.95350828449604,0.0,0
20260805,PPO-QP-no-penalty,13,6656,-7.231822231651655,0,5,0,69,0,32,25.0,2.976326962667031e-10,0.0,0
20260805,PPO-QP-no-penalty,14,7168,-6.996964881154734,0,5,0,74,0,64,203.0358257210517,3.010560134519835e-10,0.0,0
20260805,PPO-QP-no-penalty,15,7680,-6.184673387347145,0,6,0,80,0,0,125.0,41.13578143472929,0.0,0
20260805,PPO-QP-no-penalty,16,8192,-6.810265077283959,0,5,0,85,0,32,25.0,3.004113624527349e-10,0.0,0
20260805,PPO-QP-no-penalty,17,8704,-6.6341790183862575,0,5,0,90,0,64,127.52017757257872,2.9730606865285836e-10,0.0,0
20260805,PPO-QP-no-penalty,18,9216,-5.2342309684198405,0,6,0,96,0,0,125.0,35.362379351741154,0.0,0
20260805,PPO-QP-no-penalty,19,9728,-5.241255893270812,0,5,0,101,0,32,25.0,2.9928387546007684e-10,0.0,0
20260805,PPO-QP-no-penalty,20,10240,-6.535492869100196,0,5,0,106,0,64,166.9111838512422,2.980798941010221e-10,0.0,0
20260805,PPO-QP-no-penalty,21,10752,-6.752597483181355,0,6,0,112,0,0,125.0,35.9593671564514,0.0,0
20260805,PPO-QP-no-penalty,22,11264,-5.569643187539014,0,5,0,117,0,32,25.0,2.9976304771750506e-10,0.0,0
20260805,PPO-QP-no-penalty,23,11776,-6.296945694934883,0,5,0,122,0,64,25.0,2.997187498188225e-10,0.0,0
20260805,PPO-QP-no-penalty,24,12288,-6.567387022341345,0,6,0,128,0,0,125.0,51.53836550220845,0.0,0
20260805,PPO-QP-no-penalty,25,12800,-5.357586503664935,0,5,0,133,0,32,25.0,3.0212465862433646e-10,0.0,0
20260805,PPO-QP-no-penalty,26,13312,-6.567544686866915,0,5,0,138,0,64,25.0,2.9556995739810077e-10,0.0,0
20260805,PPO-QP-no-penalty,27,13824,-5.645145819529457,0,6,0,144,0,0,125.0,50.934778532908474,0.0,0
20260805,PPO-QP-no-penalty,28,14336,-5.859934205823588,0,5,0,149,0,32,25.0,3.014775651344337e-10,0.0,0
20260805,PPO-QP-no-penalty,29,14848,-6.484818281292908,0,5,0,154,0,64,33.71184342063604,3.0249169835627754e-10,0.0,0
20260805,PPO-QP-no-penalty,30,15360,-7.059204017797779,0,6,0,160,0,0,125.0,34.20280088298937,0.0,0
20260805,PPO-QP-no-penalty,31,15872,-6.136217080854789,0,5,0,165,0,32,25.0,3.0137753403991496e-10,0.0,0
20260805,PPO-QP-no-penalty,32,16384,-6.435904566868331,0,5,0,170,0,64,25.0,0.0,0.0,0
20260805,PPO-QP-no-penalty,33,16896,-5.547802614517538,0,6,0,176,0,0,125.0,36.664965786213905,0.0,0
20260805,PPO-QP-no-penalty,34,17408,-5.364798329366961,0,5,0,181,0,32,25.0,3.0327634847893137e-10,0.0,0
20260805,PPO-QP-no-penalty,35,17920,-5.724376979915595,0,5,0,186,0,64,99.0768959130941,3.003713389126972e-10,0.0,0
20260805,PPO-QP-no-penalty,36,18432,-6.187809085730957,0,6,0,192,0,0,125.0,42.43528303603547,0.0,0
20260805,PPO-QP-no-penalty,37,18944,-5.633862150249557,0,5,0,197,0,32,25.0,3.0190921984640795e-10,0.0,0
20260805,PPO-QP-no-penalty,38,19456,-5.54945117780879,0,5,0,202,0,64,147.3550717465498,2.9834962278485477e-10,0.0,0
20260805,PPO-QP-no-penalty,39,19968,-5.831914882984949,0,6,0,208,0,0,125.0,42.43528303603547,0.0,0
20260805,PPO-QP-no-penalty,40,20480,-6.523864560784572,0,5,0,213,0,32,25.0,3.009121285479921e-10,0.0,0
20260805,PPO-QP-no-penalty,41,20992,-6.6909190353616435,0,5,0,218,0,64,25.0,2.995146908268964e-10,0.0,0
20260805,PPO-QP-no-penalty,42,21504,-6.713368030878785,0,6,0,224,0,0,125.0,45.615580362871505,0.0,0
20260805,PPO-QP-no-penalty,43,22016,-6.8604028536874,0,5,0,229,0,32,25.0,3.015419025587107e-10,0.0,0
20260805,PPO-QP-no-penalty,44,22528,-7.249154246853978,0,5,0,234,0,64,25.0,3.0014896124086476e-10,0.0,0
20260805,PPO-QP-no-penalty,45,23040,-6.466158946912913,0,6,0,240,0,0,125.0,40.03459991791887,0.0,0
20260805,PPO-QP-no-penalty,46,23552,-5.263701294459005,0,5,0,245,0,32,25.0,2.990795944235458e-10,0.0,0
20260805,PPO-QP-no-penalty,47,24064,-5.0873210003360985,0,5,0,250,0,64,25.0,3.0090951952388423e-10,0.0,0
20260805,PPO-QP-no-penalty,48,24576,-6.707076887674895,0,6,0,256,0,0,125.0,43.29207430326434,0.0,0
