controller,seed,day,step,p,soc,grid_import,grid_export,grid_violation,qp_execution_path,endpoint_minimum_violation_kw,endpoint_infeasible,feasible_state_violation,extra_excess_energy_kwh_step,power_lower_kw,power_upper_kw,ev_lower_fraction,ev_upper_fraction,base_load_minus_pv_kw,lighting_kw,soc_kwh,target_kwh,remaining_steps,physical_lower_kw,physical_upper_kw,terminal_lower_kw,terminal_upper_kw,terminal_physical_gap_kw,tolerance_kw,terminal_roundoff_repair,terminal_ramp_relaxation,terminal_ramp_gap_kw,terminal_target_conflict_step,mpc_status,mpc_fallback,runtime_ms,raw_battery_kw,raw_ev_fraction,executed_ev_fraction,action_correction,mpc_mip_gap,mpc_seconds,mpc_constraint_violation_max,mpc_message
MPC-H24-FRR+QP,0,300,0,-1.2359271279285704e-08,125.00000000293532,127.70998767141593,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-45.0,45.0,0.0,1.0,97.70998765905667,30.0,125.0,125.0,96,-100.0,100.0,-421.0526315789474,380.0,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,27.985000000626314,0.0,0.0,0.0,1.2359271279285704e-10,0.0,0.02523740000469843,3.552713678800501e-15,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24-FRR+QP,0,300,1,44.999999976479344,113.15789474596707,85.75670272854795,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-45.00000001235927,44.99999998764073,0.0,1.0,100.75670270104425,30.0,125.00000000293532,125.0,95,-100.0,100.0,-421.05263156658816,380.0000000111542,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,23.28739999938989,44.99999998764073,0.0,6.638417593407553e-11,1.7345051786192643e-10,0.0,0.02072259999840753,3.552713678800501e-15,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24-FRR+QP,0,300,2,-4.524926330716586e-09,113.15789474704174,121.36008812491357,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-2.3520655645370425e-08,89.99999997647934,0.0,1.0,91.36008812038865,30.0,113.15789474596707,125.0,94,-100.0,100.0,-470.91412738540186,335.0000000346748,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,23.825700001907535,-2.3520655645370422e-08,0.0,0.0,1.8995729314653837e-10,0.0,0.021373900002799928,2.3520655645370425e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24-FRR+QP,0,300,3,44.999999984313725,101.3157894880118,82.75577125204006,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-45.00000000452493,44.99999999547507,0.0,1.0,97.75577123237075,30.0,113.15789474704174,125.0,93,-100.0,100.0,-470.9141273808769,335.00000003875857,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,22.086200006015133,44.99999999547507,0.0,6.638406491177307e-11,1.7345009785067311e-10,0.0,0.019511799997417256,1.4210854715202004e-14,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24-FRR+QP,0,300,4,3.3094456569776215e-09,101.31578948714089,128.20829624084703,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-1.568627538972578e-08,89.99999998431372,0.0,1.0,98.20829624415647,30.0,101.3157894880118,125.0,92,-100.0,100.0,-520.7756232083714,290.00000005444485,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,23.324899993895087,-1.5686310916862567e-08,0.0,0.0,1.899575657384019e-10,0.0,0.020363999996334314,1.5686310916862567e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24-FRR+QP,0,300,5,-1.2359271279285704e-08,101.31578949007621,129.26691923442266,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-44.999999996690555,45.000000003309445,0.0,1.0,99.2669192220634,30.0,101.31578948714089,125.0,91,-100.0,100.0,-520.7756232120383,290.0000000511354,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,21.081999999296386,0.0,0.0,0.0,1.2359271279285704e-10,0.0,0.01833910000277683,9.947598300641403e-14,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24-FRR+QP,0,300,6,-1.2359271279285704e-08,101.31578949301154,126.09232312794322,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-45.00000001235927,44.99999998764073,0.0,1.0,96.09232311558395,30.0,101.31578949007621,125.0,90,-100.0,100.0,-520.7756231996791,290.0000000622896,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,29.867299999750685,0.0,0.0,0.0,1.2359271279285704e-10,0.0,0.027217300004849676,7.105427357601002e-15,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24-FRR+QP,0,300,7,-1.2359271279285704e-08,101.31578949594686,125.31130596774078,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-45.00000001235927,44.99999998764073,0.0,1.0,95.31130595538151,30.0,101.31578949301154,125.0,89,-100.0,100.0,-520.7756231873199,290.0000000734438,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,19.297200000437442,0.0,0.0,0.0,1.2359271279285704e-10,0.0,0.01590299999952549,1.2789769243681803e-13,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24-FRR+QP,0,300,8,-1.2359271279285704e-08,101.31578949888218,117.43268487748517,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-45.00000001235927,44.99999998764073,0.0,1.0,87.4326848651259,30.0,101.31578949594686,125.0,88,-100.0,100.0,-520.7756231749606,290.00000008459807,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,14.576399997167755,0.0,0.0,0.0,1.2359271279285704e-10,3.430406595245433e-05,0.011359300006006379,3.552713678800501e-15,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24-FRR+QP,0,300,9,44.999999976479344,89.47368424191393,77.03176282993812,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-45.00000001235927,44.99999998764073,0.0,1.0,92.03176280243441,30.0,101.31578949888218,125.0,87,-100.0,100.0,-520.7756231626014,290.0000000957523,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,20.313100001658313,44.99999998764073,0.0,6.638417593407553e-11,1.7345051786192643e-10,0.0,0.017391800000041258,1.2789769243681803e-13,Optimization terminated successfully. (HiGHS Status 7: Optimal)
