state_id,day,step,controller,policy_seed,selected_budget,repetition,elapsed_ms,mpc_status,mpc_fallback,qp_execution_path,executed_battery_power_kw,soc_after_kwh,grid_violation_kw
5,252,0,NetLoadRule+QP,0,0,2,1.5634,-1,0,hard_qp_solution,45.0,113.15789473684211,0.0
5,252,0,NetLoadRule+QP,0,0,3,1.4728,-1,0,hard_qp_solution,45.0,113.15789473684211,0.0
5,252,0,NetLoadRule+QP,0,0,4,1.4921,-1,0,hard_qp_solution,45.0,113.15789473684211,0.0
5,252,0,NetLoadRule+QP,0,0,5,1.4997,-1,0,hard_qp_solution,45.0,113.15789473684211,0.0
5,252,0,MPC-H24-FRR+QP,0,0,1,24.9811,0,0,hard_qp_solution,44.99999998883866,113.1578947397793,0.0
5,252,0,MPC-H24-FRR+QP,0,0,2,27.1414,0,0,hard_qp_solution,44.99999998883866,113.1578947397793,0.0
5,252,0,MPC-H24-FRR+QP,0,0,3,28.9143,0,0,hard_qp_solution,44.99999998883866,113.1578947397793,0.0
5,252,0,MPC-H24-FRR+QP,0,0,4,29.1645,0,0,hard_qp_solution,44.99999998883866,113.1578947397793,0.0
5,252,0,MPC-H24-FRR+QP,0,0,5,28.466,0,0,hard_qp_solution,44.99999998883866,113.1578947397793,0.0
5,252,0,PPO-QP,20260805,90,1,1.5116,-1,0,hard_qp_solution,43.8316688358421,113.46535030635734,0.0
5,252,0,PPO-QP,20260805,90,2,1.8743,-1,0,hard_qp_solution,43.8316688358421,113.46535030635734,0.0
5,252,0,PPO-QP,20260805,90,3,1.6109,-1,0,hard_qp_solution,43.8316688358421,113.46535030635734,0.0
5,252,0,PPO-QP,20260805,90,4,1.6873,-1,0,hard_qp_solution,43.8316688358421,113.46535030635734,0.0
5,252,0,PPO-QP,20260805,90,5,1.5335,-1,0,hard_qp_solution,43.8316688358421,113.46535030635734,0.0
6,252,24,Rule+QP,0,0,1,1.6291,-1,0,hard_qp_solution,8.70354092981808e-09,149.93749991483176,0.0
6,252,24,Rule+QP,0,0,2,1.7208,-1,0,hard_qp_solution,8.70354092981808e-09,149.93749991483176,0.0
6,252,24,Rule+QP,0,0,3,1.8961,-1,0,hard_qp_solution,8.70354092981808e-09,149.93749991483176,0.0
6,252,24,Rule+QP,0,0,4,1.4878,-1,0,hard_qp_solution,8.70354092981808e-09,149.93749991483176,0.0
6,252,24,Rule+QP,0,0,5,1.8648,-1,0,hard_qp_solution,8.70354092981808e-09,149.93749991483176,0.0
6,252,24,MPC-H24+QP,0,0,1,19.5727,0,0,hard_qp_solution,45.00000000870354,138.09539465167384,0.0
6,252,24,MPC-H24+QP,0,0,2,18.8546,0,0,hard_qp_solution,45.00000000870354,138.09539465167384,0.0
6,252,24,MPC-H24+QP,0,0,3,18.5989,0,0,hard_qp_solution,45.00000000870354,138.09539465167384,0.0
6,252,24,MPC-H24+QP,0,0,4,18.9963,0,0,hard_qp_solution,45.00000000870354,138.09539465167384,0.0
6,252,24,MPC-H24+QP,0,0,5,18.5685,0,0,hard_qp_solution,45.00000000870354,138.09539465167384,0.0
6,252,24,NetLoadRule+QP,0,0,1,1.9046,-1,0,hard_qp_solution,45.00000000870354,138.09539465167384,0.0
6,252,24,NetLoadRule+QP,0,0,2,2.0158,-1,0,hard_qp_solution,45.00000000870354,138.09539465167384,0.0
6,252,24,NetLoadRule+QP,0,0,3,1.7867,-1,0,hard_qp_solution,45.00000000870354,138.09539465167384,0.0
6,252,24,NetLoadRule+QP,0,0,4,1.8808,-1,0,hard_qp_solution,45.00000000870354,138.09539465167384,0.0
6,252,24,NetLoadRule+QP,0,0,5,1.4835,-1,0,hard_qp_solution,45.00000000870354,138.09539465167384,0.0
6,252,24,MPC-H24-FRR+QP,0,0,1,14.7171,0,0,hard_qp_solution,45.00000000870354,138.09539465167384,0.0
6,252,24,MPC-H24-FRR+QP,0,0,2,14.6666,0,0,hard_qp_solution,45.00000000870354,138.09539465167384,0.0
6,252,24,MPC-H24-FRR+QP,0,0,3,14.6879,0,0,hard_qp_solution,45.00000000870354,138.09539465167384,0.0
6,252,24,MPC-H24-FRR+QP,0,0,4,14.6477,0,0,hard_qp_solution,45.00000000870354,138.09539465167384,0.0
6,252,24,MPC-H24-FRR+QP,0,0,5,14.2712,0,0,hard_qp_solution,45.00000000870354,138.09539465167384,0.0
6,252,24,PPO-QP,20260805,90,1,1.4379,-1,0,hard_qp_solution,45.00000000870354,138.09539465167384,0.0
6,252,24,PPO-QP,20260805,90,2,1.8329,-1,0,hard_qp_solution,45.00000000870354,138.09539465167384,0.0
6,252,24,PPO-QP,20260805,90,3,1.4193,-1,0,hard_qp_solution,45.00000000870354,138.09539465167384,0.0
6,252,24,PPO-QP,20260805,90,4,1.7492,-1,0,hard_qp_solution,45.00000000870354,138.09539465167384,0.0
6,252,24,PPO-QP,20260805,90,5,1.4487,-1,0,hard_qp_solution,45.00000000870354,138.09539465167384,0.0
6,252,24,PPO-QP-no-penalty,20260805,90,1,1.4165,-1,0,hard_qp_solution,45.00000000870354,138.09539465167384,0.0
6,252,24,PPO-QP-no-penalty,20260805,90,2,1.6722,-1,0,hard_qp_solution,45.00000000870354,138.09539465167384,0.0
6,252,24,PPO-QP-no-penalty,20260805,90,3,1.4182,-1,0,hard_qp_solution,45.00000000870354,138.09539465167384,0.0
6,252,24,PPO-QP-no-penalty,20260805,90,4,1.5555,-1,0,hard_qp_solution,45.00000000870354,138.09539465167384,0.0
6,252,24,PPO-QP-no-penalty,20260805,90,5,1.4787,-1,0,hard_qp_solution,45.00000000870354,138.09539465167384,0.0
7,252,48,MPC-H24+QP,0,0,1,235.3166,0,0,phase2_solution,0.9999998664459688,224.73684214040895,107.08287335912304
