controller,seed,day,step,p,soc,grid_import,grid_export,grid_violation,qp_execution_path,endpoint_minimum_violation_kw,endpoint_infeasible,feasible_state_violation,extra_excess_energy_kwh_step,power_lower_kw,power_upper_kw,ev_lower_fraction,ev_upper_fraction,base_load_minus_pv_kw,lighting_kw,soc_kwh,target_kwh,remaining_steps,physical_lower_kw,physical_upper_kw,terminal_lower_kw,terminal_upper_kw,terminal_physical_gap_kw,tolerance_kw,terminal_roundoff_repair,terminal_ramp_relaxation,terminal_ramp_gap_kw,terminal_target_conflict_step,mpc_status,mpc_fallback,runtime_ms,raw_battery_kw,raw_ev_fraction,executed_ev_fraction,action_correction
Rule+QP,0,300,10,8.703486021799355e-09,124.99999995560347,121.22757466999929,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-44.99999999129651,45.00000000870349,0.0,4.2118557900631494e-10,91.22757467870277,30.0,124.99999995789386,125.0,86,-100.0,100.0,-421.0526317562364,379.99999983999663,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.2525000022142194,0.0,0.65,0.0,1.3
Rule+QP,0,300,11,8.703486021799355e-09,124.99999995331308,122.70537353891693,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-44.99999999129651,45.00000000870349,0.0,4.2118557900631494e-10,92.70537354762041,30.0,124.99999995560347,125.0,85,-100.0,100.0,-421.05263176588016,379.99999983129317,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.5097999969148077,0.0,0.65,0.0,1.3
Rule+QP,0,300,12,8.703486021799355e-09,124.99999995102269,123.79411587372208,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-44.99999999129651,45.00000000870349,0.0,4.2118557900631494e-10,93.79411588242556,30.0,124.99999995331308,125.0,84,-100.0,100.0,-421.0526317755239,379.9999998225897,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.6441000009072013,0.0,0.65,0.0,1.3
Rule+QP,0,300,13,-34.999999988287186,133.31249994824088,156.16523189801478,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-44.99999999129651,45.00000000870349,0.0,4.2118557900631494e-10,91.16523190751492,30.0,124.99999995102269,125.0,83,-100.0,100.0,-421.05263178516765,379.9999998138862,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.6068000006489456,-35.0,0.65,3.687816718667136e-11,1.2999999999262437
Rule+QP,0,300,14,-34.999999990224595,141.62499994591923,164.8506582524708,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-79.99999998828719,10.000000011712814,0.0,3.843074118196436e-10,99.85065826224623,30.0,133.31249994824088,125.0,82,-100.0,100.0,-386.0526317968805,411.5874998033153,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.17279999924358,-35.0,0.65,0.0,1.3
Rule+QP,0,300,15,1.2653275538930486e-08,141.62499994258943,124.32687674703222,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-79.9999999902246,10.000000009775405,0.0,3.843074118196436e-10,94.32687675870197,30.0,141.62499994591923,125.0,81,-100.0,100.0,-351.0526318066559,443.17499979449303,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,3.118299995549023,0.0,0.65,1.6391943358229355e-11,1.2999999999672163
Rule+QP,0,300,16,8.703484574815731e-09,141.62499994029903,146.36111336996052,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-44.999999987346726,45.000000012653274,0.0,3.679154684614142e-10,116.36111337866402,30.0,141.62499994258943,125.0,80,-100.0,100.0,-351.05263182067614,443.1749997818398,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.6615999959176406,0.0,0.65,0.0,1.3
Rule+QP,0,300,17,8.707478402325218e-09,141.6249999380076,145.73568765363703,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-44.99999999129651,45.00000000870349,0.0,3.679154684614142e-10,115.7356876623445,30.0,141.62499994029903,125.0,79,-100.0,100.0,-351.05263183031985,443.17499977313634,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,1.895699999295175,0.0,0.65,0.0,1.6401219466856727
Rule+QP,0,300,18,8.707478402324967e-09,141.62499993571615,157.656550280828,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-44.99999999129252,45.00000000870748,0.0,3.679154684614142e-10,127.65655028953545,30.0,141.6249999380076,125.0,78,-100.0,100.0,-351.05263183996806,443.17499976442883,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.1487000049091876,0.0,0.65,0.0,1.6401219466856727
Rule+QP,0,300,19,8.703525589130508e-09,141.62499993342576,145.8345630246257,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-44.99999999129252,45.00000000870748,0.0,3.679154684614142e-10,115.83456303332922,30.0,141.62499993571615,125.0,77,-100.0,100.0,-351.05263184961626,443.17499975572133,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.9495000053429976,0.0,0.65,0.0,1.3
Rule+QP,0,300,20,8.703540294401098e-09,141.62499993113536,175.83614429228524,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-44.99999999129648,45.00000000870352,0.0,3.679154684614142e-10,145.8361443009888,30.0,141.62499993342576,125.0,76,-100.0,100.0,-351.05263185926,443.17499974701786,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.372399998421315,0.0,0.65,0.0,1.3
Rule+QP,0,300,21,8.703540294401073e-09,141.62499992884497,169.80536371530698,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-44.99999999129646,45.00000000870354,0.0,3.679154684614142e-10,139.80536372401053,30.0,141.62499993113536,125.0,75,-100.0,100.0,-351.05263186890375,443.17499973831434,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.808999997796491,0.0,0.65,0.0,1.3
Rule+QP,0,300,22,8.703540294401073e-09,141.62499992655458,170.35854544004212,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-44.99999999129646,45.00000000870354,0.0,3.679154684614142e-10,140.35854544874567,30.0,141.62499992884497,125.0,74,-100.0,100.0,-351.0526318785475,443.1749997296109,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.3736000002827495,0.0,0.65,0.0,1.3
Rule+QP,0,300,23,8.703540294401073e-09,141.6249999242642,167.54203169335253,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-44.99999999129646,45.00000000870354,0.0,3.679154684614142e-10,137.54203170205608,30.0,141.62499992655458,125.0,73,-100.0,100.0,-351.0526318881913,443.1749997209074,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,1.7034999982570298,0.0,0.65,0.0,1.3
Rule+QP,0,300,24,8.703540294401073e-09,141.6249999219738,153.92157743047548,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-44.99999999129646,45.00000000870354,0.0,3.679154684614142e-10,123.92157743917902,30.0,141.6249999242642,125.0,72,-100.0,100.0,-351.052631897835,443.1749997122039,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.416299998003524,0.0,0.65,0.0,1.3
Rule+QP,0,300,25,8.703540294401073e-09,141.6249999196834,149.45820638966137,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-44.99999999129646,45.00000000870354,0.0,3.679154684614142e-10,119.45820639836492,30.0,141.6249999219738,125.0,71,-100.0,100.0,-351.05263190747877,443.1749997035004,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,3.138800006126985,0.0,0.65,0.0,1.3
Rule+QP,0,300,26,8.703540294401073e-09,141.624999917393,151.8740706937699,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-44.99999999129646,45.00000000870354,0.0,3.679154684614142e-10,121.87407070247346,30.0,141.6249999196834,125.0,70,-100.0,100.0,-351.05263191712254,443.1749996947969,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.1135999995749444,0.0,0.65,0.0,1.3
Rule+QP,0,300,27,8.703540294401073e-09,141.62499991510262,143.53998675837758,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-44.99999999129646,45.00000000870354,0.0,3.679154684614142e-10,113.53998676708113,30.0,141.624999917393,125.0,69,-100.0,100.0,-351.05263192676625,443.17499968609343,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.2457999948528595,0.0,0.65,0.0,1.3
Rule+QP,0,300,28,8.1438384799416e-09,141.6249999129595,44.27829447528962,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-44.99999999129646,45.00000000870354,0.0,0.0,36.778294483433456,7.5,141.62499991510262,125.0,68,-100.0,100.0,-351.05263193641,443.17499967738996,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.3097000012057833,0.0,0.0,0.0,1.0
Rule+QP,0,300,29,2.0740522590265003,141.0791966868999,38.35189549008639,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-44.999999991856164,45.000000008143836,0.0,0.0,32.92594774911289,7.5,141.6249999129595,125.0,67,-100.0,100.0,-351.05263194543363,443.1749996692461,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.168400002119597,2.074052250887121,0.0,0.0,1.0
Rule+QP,0,300,30,8.1438384799416e-09,141.0791966847568,43.009146901931665,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-42.9259477409735,47.0740522590265,0.0,0.0,35.5091469100755,7.5,141.0791966868999,125.0,66,-100.0,100.0,-353.35075079200044,441.10094741021965,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.52129999716999,0.0,0.0,0.0,1.0
Rule+QP,0,300,31,27.73378623504107,133.78083188606178,0.0,12.967572461997964,0.0,hard_qp_solution,0.0,0,0,0.0,-44.999999991856164,45.000000008143836,0.0,0.0,7.266213773043106,7.5,141.0791966847568,125.0,65,-100.0,100.0,-353.35075080102405,441.1009474020758,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.849899996363092,27.73378622695688,0.0,0.0,1.0
Rule+QP,0,300,32,-17.26621376495893,137.88155765523953,0.0,42.632323981848174,2.622323981848174,phase2_solution,2.622323981848174,1,0,0.0,-17.26621376495893,72.73378623504107,0.0,0.0,-67.39853774680711,7.5,133.78083188606178,125.0,64,-100.0,100.0,-384.08070784816096,413.36716116703474,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,6.771200001821853,-17.26621376495893,0.0,0.0,1.0
Rule+QP,0,300,33,-40.73102015520798,147.55517494210142,0.0,12.500000008182404,0.0,hard_qp_solution,0.0,0,0,0.0,-62.266213764958934,27.73378623504107,0.0,0.0,-60.7310201633904,7.5,137.88155765523953,125.0,63,-100.0,100.0,-366.81449408320196,428.9499190899102,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,1.9336999976076186,-40.7310201633904,0.0,0.0,1.0
Rule+QP,0,300,34,-12.167397598155315,150.4449318716633,0.0,12.500000008170009,0.0,hard_qp_solution,0.0,0,0,0.0,-85.73102015520797,4.268979844792021,0.0,0.0,-32.16739760632532,7.5,147.55517494210142,125.0,62,-100.0,100.0,-326.0834739279941,465.70966477998536,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.07609999779379,-12.167397606325324,0.0,0.0,1.0
Rule+QP,0,300,35,-28.847507516480427,157.2962149068274,0.0,12.50000000820588,0.0,hard_qp_solution,0.0,0,0,0.0,-57.16739759815532,32.83260240184468,0.0,0.0,-48.84750752468631,7.5,150.4449318716633,125.0,61,-100.0,100.0,-313.91607632983875,476.6907411123205,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.5001999965752475,-28.847507524686307,0.0,0.0,1.0
Rule+QP,0,300,36,-40.72994383872646,166.96957656852493,0.0,12.500000008182433,0.0,hard_qp_solution,0.0,0,0,0.0,-73.84750751648042,16.152492483519573,0.0,0.0,-60.729943846908895,7.5,157.2962149068274,125.0,60,-100.0,100.0,-285.0685688133583,502.7256166459441,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,1.827100000809878,-40.729943846908895,0.0,0.0,1.0
Rule+QP,0,300,37,-85.72994382511682,187.33043822699017,0.0,26.318361326069024,0.0,hard_qp_solution,0.0,0,0,0.0,-85.72994383872646,4.270056161273537,0.0,0.0,-119.54830515118584,7.5,166.96957656852493,125.0,59,-100.0,100.0,-244.3386249746319,539.4843909603946,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.1619000035570934,-85.72994383872646,0.0,0.0,1.0
Rule+QP,0,300,38,-66.6259213661765,203.1540945514571,0.0,12.500000007931447,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,-40.72994382511682,0.0,0.0,-86.62592137410795,7.5,187.33043822699017,125.0,58,-100.0,100.0,-158.6086811495151,616.8556652625626,-200.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,1.8045000033453107,-66.62592137410795,0.0,0.0,1.0
Rule+QP,0,300,39,-91.31583770822346,224.84160600716015,0.0,12.50000000945738,0.0,hard_qp_solution,0.0,0,0,0.0,-91.98275978333857,-21.6259213661765,0.0,0.0,-111.31583771768084,7.5,203.1540945514571,125.0,57,-91.98275978333857,100.0,-91.98275978333857,676.985559295537,-191.98275978333857,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.3291000034078024,-91.31583771768084,0.0,0.0,1.0
Rule+QP,0,300,40,-0.6669220751151491,225.0,0.0,101.5099444876442,61.49994448764421,phase2_solution,61.49994448764421,1,0,0.0,-0.6669220751151491,100.0,0.0,0.0,-109.67686656275936,7.5,224.84160600716015,125.0,56,-0.6669220751151491,100.0,-0.6669220751151491,759.3981028272085,-100.66692207511515,3.7999999999999996e-08,0,0,0.0,0,-1,0,5.121000001963694,-0.6669220751151491,0.0,0.0,1.0
Rule+QP,0,300,41,-0.0,225.0,0.0,94.14790530076883,54.13790530076883,phase2_solution,54.13790530076883,1,0,0.0,-0.0,44.333077924884854,0.0,0.0,-101.64790530076883,7.5,225.0,125.0,55,-0.0,100.0,0.0,760.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,8.054199999605771,-0.0,0.0,0.0,1.0
Rule+QP,0,300,42,-0.0,225.0,0.0,106.20919536419274,66.19919536419273,phase2_solution,66.19919536419273,1,0,0.0,-0.0,45.0,0.0,0.0,-113.70919536419274,7.5,225.0,125.0,54,-0.0,100.0,0.0,760.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,7.7414000043063425,-0.0,0.0,0.0,1.0
Rule+QP,0,300,43,-0.0,225.0,0.0,103.68663713207064,63.676637132070645,phase2_solution,63.676637132070645,1,0,0.0,-0.0,45.0,0.0,0.0,-111.18663713207064,7.5,225.0,125.0,53,-0.0,100.0,0.0,760.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,6.661200000962708,-0.0,0.0,0.0,1.0
Rule+QP,0,300,44,-0.0,225.0,0.0,97.7572942142155,57.74729421421551,phase2_solution,57.74729421421551,1,0,0.0,-0.0,45.0,0.0,0.0,-105.2572942142155,7.5,225.0,125.0,52,-0.0,100.0,0.0,760.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,6.287799995334353,-0.0,0.0,0.0,1.0
Rule+QP,0,300,45,-0.0,225.0,0.0,140.53865384168,100.52865384168,phase2_solution,100.52865384168,1,0,0.0,-0.0,45.0,0.0,0.0,-148.03865384168,7.5,225.0,125.0,51,-0.0,100.0,0.0,760.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,6.2462999994750135,-0.0,0.0,0.0,1.0
Rule+QP,0,300,46,-0.0,225.0,0.0,96.67862740415819,56.668627404158194,phase2_solution,56.668627404158194,1,0,0.0,-0.0,45.0,0.0,0.0,-104.17862740415819,7.5,225.0,125.0,50,-0.0,100.0,0.0,760.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,6.782299999031238,-0.0,0.0,0.0,1.0
Rule+QP,0,300,47,-0.0,225.0,0.0,172.15206113002756,132.14206113002757,phase2_solution,132.14206113002757,1,0,0.0,-0.0,45.0,0.0,0.0,-179.65206113002756,7.5,225.0,125.0,49,-0.0,100.0,0.0,760.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,6.683500003418885,-0.0,0.0,0.0,1.0
Rule+QP,0,300,48,-0.0,225.0,0.0,114.11802903246561,74.10802903246561,phase2_solution,74.10802903246561,1,0,0.0,-0.0,45.0,0.0,0.0,-121.61802903246561,7.5,225.0,125.0,48,-0.0,100.0,0.0,760.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,6.900000000314321,-0.0,0.0,0.0,1.0
Rule+QP,0,300,49,-0.0,225.0,0.0,99.71597767502027,59.70597767502027,phase2_solution,59.70597767502027,1,0,0.0,-0.0,45.0,0.0,0.0,-107.21597767502027,7.5,225.0,125.0,47,-0.0,100.0,0.0,760.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,7.196000005933456,-0.0,0.0,0.0,1.0
Rule+QP,0,300,50,-0.0,225.0,0.0,90.78716073037293,50.777160730372934,phase2_solution,50.777160730372934,1,0,0.0,-0.0,45.0,0.0,0.0,-98.28716073037293,7.5,225.0,125.0,46,-0.0,100.0,0.0,760.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,6.790799998270813,-0.0,0.0,0.0,1.0
Rule+QP,0,300,51,-0.0,225.0,0.0,121.85744154549346,81.84744154549345,phase2_solution,81.84744154549345,1,0,0.0,-0.0,45.0,0.0,0.0,-129.35744154549346,7.5,225.0,125.0,45,-0.0,100.0,0.0,760.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,5.597199997282587,-0.0,0.0,0.0,1.0
Rule+QP,0,300,52,-0.0,225.0,0.0,104.86006028124251,64.8500602812425,phase2_solution,64.8500602812425,1,0,0.0,-0.0,45.0,0.0,0.0,-112.36006028124251,7.5,225.0,125.0,44,-0.0,100.0,0.0,760.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,5.919499999436084,-0.0,0.0,0.0,1.0
Rule+QP,0,300,53,-0.0,225.0,0.0,97.62056902697785,57.61056902697785,phase2_solution,57.61056902697785,1,0,0.0,-0.0,45.0,0.0,0.0,-105.12056902697785,7.5,225.0,125.0,43,-0.0,100.0,0.0,760.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,6.931899995834101,-0.0,0.0,0.0,1.0
Rule+QP,0,300,54,-0.0,225.0,0.0,78.53895636401404,38.52895636401404,phase2_solution,38.52895636401404,1,0,0.0,-0.0,45.0,0.0,0.0,-86.03895636401404,7.5,225.0,125.0,42,-0.0,100.0,0.0,760.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,6.937300000572577,-0.0,0.0,0.0,1.0
Rule+QP,0,300,55,-0.0,225.0,0.0,94.44107670836411,54.43107670836411,phase2_solution,54.43107670836411,1,0,0.0,-0.0,45.0,0.0,0.0,-101.94107670836411,7.5,225.0,125.0,41,-0.0,100.0,0.0,760.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,6.775499998184387,-0.0,0.0,0.0,1.0
Rule+QP,0,300,56,-0.0,225.0,0.0,77.56365952743721,37.55365952743721,phase2_solution,37.5536595274372,1,0,3.552713678800501e-15,-0.0,45.0,0.0,0.0,-85.0636595274372,7.5,225.0,125.0,40,-0.0,100.0,0.0,760.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,6.4115999994101,-0.0,0.0,0.0,1.0
Rule+QP,0,300,57,-0.0,225.0,0.0,60.30483001013994,20.294830010139936,phase2_solution,20.294830010139936,1,0,0.0,-0.0,45.0,0.0,0.0,-67.80483001013994,7.5,225.0,125.0,39,-0.0,100.0,0.0,760.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,5.023800003982615,-0.0,0.0,0.0,1.0
Rule+QP,0,300,58,-0.0,225.0,0.0,49.19769039437614,9.187690394376139,phase2_solution,9.187690394376139,1,0,0.0,-0.0,45.0,0.0,0.0,-56.69769039437614,7.5,225.0,125.0,38,-0.0,100.0,0.0,760.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,6.349199997202959,-0.0,0.0,0.0,1.0
Rule+QP,0,300,59,-0.0,225.0,0.0,56.111387259642015,16.101387259642014,phase2_solution,16.101387259642014,1,0,0.0,-0.0,45.0,0.0,0.0,-63.611387259642015,7.5,225.0,125.0,37,-0.0,100.0,0.0,760.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,5.500100000062957,-0.0,0.0,0.0,1.0
Rule+QP,0,300,60,1.2800964127265297e-08,224.99999999663132,11.972632751132839,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-0.0,45.0,0.0,0.0,4.472632763933817,7.5,225.0,125.0,36,-0.0,100.0,0.0,760.0,-100.0,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.4248999980045483,0.0,0.0,0.0,1.0
Rule+QP,0,300,61,-1.3829659961604826e-09,224.99999999695976,31.475621307448527,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-1.4183928885215307e-08,45.00000001280097,0.0,0.0,23.975621306065563,7.5,224.99999999663132,125.0,35,-1.4183928885215307e-08,100.0,-1.4183928885215307e-08,759.999999987199,-100.00000001418393,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.7128000001539476,-1.4183928885215307e-08,0.0,0.0,1.0
Rule+QP,0,300,62,1.2019035384046068e-08,224.99999999379685,0.0,0.7766830733309068,0.0,hard_qp_solution,0.0,0,0,0.0,-1.2801018257098469e-08,44.999999998617035,0.0,0.0,-8.276683061311871,7.5,224.99999999695976,125.0,34,-1.2801018257098469e-08,100.0,-1.2801018257098469e-08,759.999999988447,-100.00000001280102,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.1932999952696264,0.0,0.0,0.0,1.0
Rule+QP,0,300,63,-1.3317569792314464e-08,224.99999999695976,13.711666621121035,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-2.6118533768519565e-08,45.000000012019036,0.0,0.0,6.21166660780348,7.5,224.99999999379685,125.0,33,-2.6118533768519565e-08,100.0,-2.6118533768519565e-08,759.999999976428,-100.00000002611853,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.493699998012744,-2.611853376851956e-08,0.0,0.0,1.0
Rule+QP,0,300,64,1.2019035384046068e-08,224.99999999379685,97.12987058227695,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-1.2801018257098469e-08,44.99999998668243,0.0,0.0,89.62987059429598,7.5,224.99999999695976,125.0,32,-1.2801018257098469e-08,100.0,-1.2801018257098469e-08,759.999999988447,-100.00000001280102,3.7999999999999996e-08,0,0,0.0,0,-1,0,2.9680999941774644,0.0,0.0,0.0,1.0
