seed,PPO-QP,PPO-QP-no-penalty,no_penalty_minus_penalty_excess
20260805,40.760913540541644,40.808343884955505,0.04743034441386129
20260806,46.12363293215001,42.932097168579105,-3.1915357635709043
20260807,40.32359173933674,40.42452462767598,0.10093288833923708
20260808,42.94833003026267,42.179706297032155,-0.7686237332305126
20260809,41.068172926539084,40.815312859237366,-0.25286006730171806
