seed,controller,update,transitions,mean_training_reward,terminal_roundoff_repair,terminal_ramp_relaxation,terminal_target_conflict_step,cumulative_completed_episodes,cumulative_service_failure_episodes,partial_episode_steps,partial_episode_soc_kwh,partial_episode_ev_remaining_kwh,partial_episode_terminal_conflict_steps,partial_episode_roundoff_repair_steps
20260807,PPO-QP-no-penalty,1,512,-6.348442253480158,0,5,0,5,0,32,25.0,0.0,0.0,0
20260807,PPO-QP-no-penalty,2,1024,-5.472433585111124,0,5,0,10,0,64,25.0,2.9752694752360753e-10,0.0,0
20260807,PPO-QP-no-penalty,3,1536,-5.7744858379647575,0,6,0,16,0,0,125.0,37.619682720857725,0.0,0
20260807,PPO-QP-no-penalty,4,2048,-9.061692899057615,0,5,0,21,0,32,25.0,2.97822544403914e-10,0.0,0
20260807,PPO-QP-no-penalty,5,2560,-6.678696593105115,0,5,0,26,0,64,212.9077946934827,2.969344214953651e-10,0.0,0
20260807,PPO-QP-no-penalty,6,3072,-6.4042001955447505,0,6,0,32,0,0,125.0,45.715049071188915,0.0,0
20260807,PPO-QP-no-penalty,7,3584,-6.950959544966754,0,4,0,37,0,32,25.0,3.019380856450482e-10,0.0,0
20260807,PPO-QP-no-penalty,8,4096,-7.286536996887843,0,5,0,42,0,64,217.7174582400535,0.0,0.0,0
20260807,PPO-QP-no-penalty,9,4608,-5.537915653139672,0,6,0,48,0,0,125.0,31.149194013220928,0.0,0
20260807,PPO-QP-no-penalty,10,5120,-6.264775596073806,0,5,0,53,0,32,25.0,2.995279579920407e-10,0.0,0
20260807,PPO-QP-no-penalty,11,5632,-6.613460474638276,0,5,0,58,0,64,76.58045831297598,2.9928143296942267e-10,0.0,0
20260807,PPO-QP-no-penalty,12,6144,-6.602490816698838,0,5,0,64,0,0,125.0,40.961127281455916,0.0,0
20260807,PPO-QP-no-penalty,13,6656,-6.1884459323498255,0,5,0,69,0,32,25.0,2.99756552912811e-10,0.0,0
20260807,PPO-QP-no-penalty,14,7168,-5.716854696576292,0,5,0,74,0,64,25.0,2.99133162684484e-10,0.0,0
20260807,PPO-QP-no-penalty,15,7680,-7.812555389904959,0,6,0,80,0,0,125.0,46.77315921910906,0.0,0
20260807,PPO-QP-no-penalty,16,8192,-4.588659851041783,0,5,0,85,0,32,25.0,2.987327052395017e-10,0.0,0
20260807,PPO-QP-no-penalty,17,8704,-7.124072051718551,0,5,0,90,0,64,156.06433705284635,2.8526325746014436e-10,0.0,0
20260807,PPO-QP-no-penalty,18,9216,-5.812907335144267,0,6,0,96,0,0,125.0,49.26060825324114,0.0,0
20260807,PPO-QP-no-penalty,19,9728,-7.543215162051454,0,5,0,101,0,32,27.31505594734553,0.0,0.0,0
20260807,PPO-QP-no-penalty,20,10240,-5.151108084976006,0,5,0,106,0,64,179.52784878246308,3.002010862118709e-10,0.0,0
20260807,PPO-QP-no-penalty,21,10752,-5.015957513427201,0,5,0,112,0,0,125.0,50.94068092049166,0.0,0
20260807,PPO-QP-no-penalty,22,11264,-5.904423743635661,0,5,0,117,0,32,25.0,3.029396733467138e-10,0.0,0
20260807,PPO-QP-no-penalty,23,11776,-6.257849557429182,0,4,0,122,0,64,195.32723847495143,3.012055049822493e-10,0.0,0
20260807,PPO-QP-no-penalty,24,12288,-6.689413309227506,0,6,0,128,0,0,125.0,36.63997007319994,0.0,0
20260807,PPO-QP-no-penalty,25,12800,-6.060282268762189,0,5,0,133,0,32,78.89227639957531,2.967278645016336e-10,0.0,0
20260807,PPO-QP-no-penalty,26,13312,-6.179934610621688,0,5,0,138,0,64,55.44821407328088,3.025654726762639e-10,0.0,0
20260807,PPO-QP-no-penalty,27,13824,-6.0025590211158395,0,6,0,144,0,0,125.0,39.60025577230446,0.0,0
