controller,seed,day,step,p,soc,grid_import,grid_export,grid_violation,qp_execution_path,endpoint_minimum_violation_kw,endpoint_infeasible,feasible_state_violation,extra_excess_energy_kwh_step,power_lower_kw,power_upper_kw,ev_lower_fraction,ev_upper_fraction,base_load_minus_pv_kw,lighting_kw,soc_kwh,target_kwh,remaining_steps,physical_lower_kw,physical_upper_kw,terminal_lower_kw,terminal_upper_kw,terminal_physical_gap_kw,tolerance_kw,terminal_roundoff_repair,terminal_ramp_relaxation,terminal_ramp_gap_kw,terminal_target_conflict_step,mpc_status,mpc_fallback,runtime_ms,raw_battery_kw,raw_ev_fraction,executed_ev_fraction,action_correction,mpc_mip_gap,mpc_seconds,mpc_constraint_violation_max,mpc_message
MPC-H24+QP,0,300,10,1.6371366291861314e-08,77.63157897969676,121.2275746623314,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-2.3520655645370425e-08,89.99999997647934,0.0,1.0,91.22757467870277,30.0,77.631578984005,125.0,86,-100.0,100.0,-620.4986148041895,200.000000139219,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,29.417300000204705,5.684341886080802e-14,0.0,0.0,1.637130944844245e-10,0.0,0.02606000000378117,1.7053025658242404e-13,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,11,45.00000000521001,65.7894737151678,77.70537354639345,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-44.99999998362863,45.00000001637137,0.0,1.0,92.70537354762041,30.0,77.63157897969676,125.0,85,-100.0,100.0,-620.4986148223294,200.00000012284767,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,31.505799997830763,45.00000001637137,0.0,6.638400940062184e-11,1.7345008431000587e-10,0.0,0.02855700000509387,1.6371359379263595e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,12,2.4205745565267305e-08,65.78947370879787,123.79411585821981,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,5.210011977396789e-09,90.00000000521001,0.0,1.0,93.79411588242556,30.0,65.7894737151678,125.0,84,-100.0,100.0,-670.3601106729777,155.00000011763763,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,30.39330000319751,5.210026188251504e-09,0.0,0.0,1.89957193770158e-10,0.0,0.02796989999478683,4.973799150320701e-14,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,13,-1.2359271279285704e-08,65.7894737117332,121.16523191987419,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-44.99999997579425,45.00000002420575,0.0,1.0,91.16523190751492,30.0,65.78947370879787,125.0,83,-100.0,100.0,-670.3601106997985,155.0000000934319,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,34.93009999510832,0.0,0.0,0.0,1.2359271279285704e-10,1.6493332928929869e-16,0.03222709999681683,7.105427357601002e-15,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,14,-1.2359271279285704e-08,65.78947371466852,129.85065827460548,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-45.00000001235927,44.99999998764073,0.0,1.0,99.85065826224623,30.0,65.7894737117332,125.0,82,-100.0,100.0,-670.3601106874393,155.00000010458612,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,29.035599996859673,0.0,0.0,0.0,1.2359271279285704e-10,0.0,0.026795099998707883,7.105427357601002e-15,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,15,-1.2359271279285704e-08,65.78947371760384,124.32687677106124,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-45.00000001235927,44.99999998764073,0.0,1.0,94.32687675870197,30.0,65.78947371466852,125.0,81,-100.0,100.0,-670.3601106750799,155.00000011574036,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,29.79860000050394,0.0,0.0,0.0,1.2359271279285704e-10,0.0,0.026710199999797624,7.105427357601002e-14,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,16,-1.2359271279285704e-08,65.78947372053916,146.36111339102328,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-45.00000001235927,44.99999998764073,0.0,1.0,116.36111337866402,30.0,65.78947371760384,125.0,80,-100.0,100.0,-670.3601106627207,155.00000012689458,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,27.207400002225768,0.0,0.0,0.0,1.2359271279285704e-10,0.0,0.024945899996964727,7.105427357601002e-15,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,17,44.999999976479344,53.94736846357091,100.7356876898482,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-45.00000001235927,44.99999998764073,0.0,1.0,115.7356876623445,30.0,65.78947372053916,125.0,79,-100.0,100.0,-670.3601106503615,155.00000013804882,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,24.023600002692547,44.99999998764073,0.0,6.638417593407553e-11,1.7345051786192643e-10,0.0,0.02104910000343807,2.842170943040401e-14,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,18,52.80625006118333,40.05098686852266,104.85030022835213,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-2.3520655645370425e-08,89.99999997647934,0.0,1.0,127.65655028953545,30.0,53.94736846357091,125.0,78,-100.0,100.0,-720.2216064691752,110.00000016156946,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,22.018199997546617,52.80625008078474,0.0,0.0,1.9601420486736743e-10,0.0,0.01947659999859752,2.842170943040401e-14,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,19,7.806250080515946,37.996710531544785,138.02831295281328,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,7.806250061183327,57.19375010038612,0.0,1.0,115.83456303332922,30.0,40.05098686852266,125.0,77,-100.0,57.19375010038612,-778.7326868693783,57.19375010038612,-157.19375010038613,3.7999999999999996e-08,0,0,0.0,0,0,0,22.676000000501517,7.806250061183329,0.0,0.0,1.9332617451350842e-10,0.0,0.0196633000014117,1.4479340393336315e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,20,-1.2359271279285704e-08,37.996710534480115,175.83614431334806,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-37.193749919484056,49.38750001987018,0.0,1.0,145.8361443009888,30.0,37.996710531544785,125.0,76,-100.0,49.38750001987018,-787.3822714461273,49.38750001987018,-149.38750001987017,3.7999999999999996e-08,0,0,0.0,0,0,0,35.18999999505468,0.0,0.0,0.0,1.2359271279285704e-10,0.0,0.03242879999743309,7.105427357601002e-15,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,21,44.99999997647936,26.154605277511862,124.80536375151422,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-45.00000001235927,44.99999998764073,0.0,1.0,139.80536372401053,30.0,37.996710534480115,125.0,75,-100.0,49.38750003102444,-787.382271433768,49.38750003102444,-149.38750003102444,3.7999999999999996e-08,0,0,0.0,0,0,0,38.976499999989755,44.999999987640734,0.0,6.638423144522676e-11,1.7345053140259535e-10,0.0,0.03688440000405535,2.842170943040401e-14,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,22,4.3875000541022775,25.000000000116525,165.9710453953141,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-2.352064143451571e-08,4.387500054545077,0.0,1.0,140.35854544874567,30.0,26.154605277511862,125.0,74,-100.0,4.387500054545077,-837.2437672525817,4.387500054545077,-104.38750005454507,3.7999999999999996e-08,0,0,0.0,0,0,0,21.41710000432795,4.387500054545078,0.0,1.1178169501135926e-11,2.279063567213306e-11,0.0,0.018600499999593012,2.7000623958883807e-13,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,23,-7.615236630844918e-09,25.000000001925144,167.54203171258942,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-40.612499945897724,4.42796732613715e-10,0.0,1.0,137.54203170205608,30.0,25.000000000116525,125.0,73,-100.0,4.42796732613715e-10,-842.1052631574041,4.42796732613715e-10,-100.0000000004428,3.7999999999999996e-08,0,0,0.0,0,0,0,24.55290000216337,4.906334987409585e-10,0.0,4.8635206972846845e-11,1.266177178950002e-10,0.0,0.021962699996947777,4.906334987409585e-10,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,24,2.2515105282212315e-15,25.000000001925144,153.92157744209715,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-45.000000007615235,7.315549055419979e-09,0.0,1.0,123.92157743917902,30.0,25.000000001925144,125.0,72,-100.0,7.315549055419979e-09,-842.1052631497889,7.315549055419979e-09,-100.00000000731555,3.7999999999999996e-08,0,0,0.0,0,0,0,30.286300003353972,8.105871529551223e-09,0.0,4.8635262483998076e-11,1.2661779773324902e-10,0.0,0.027178300006198697,8.105871529551223e-09,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,25,2.2515105282212315e-15,25.000000001925144,149.45820640128304,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-45.0,7.315549055419979e-09,0.0,1.0,119.45820639836492,30.0,25.000000001925144,125.0,71,-100.0,7.315549055419979e-09,-842.1052631497889,7.315549055419979e-09,-100.00000000731555,3.7999999999999996e-08,0,0,0.0,0,0,0,20.900600000459235,8.105871529551223e-09,0.0,4.8635262483998076e-11,1.2661779773324902e-10,0.0,0.018584899997222237,8.105871529551223e-09,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,26,-1.6204986249523208,25.38486842535132,153.49456932742578,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-45.0,7.315549055419979e-09,0.0,1.0,121.87407070247346,30.0,25.000000001925144,125.0,70,-100.0,7.315549055419979e-09,-842.1052631497889,7.315549055419979e-09,-100.00000000731555,3.7999999999999996e-08,0,0,0.0,0,0,0,30.791900004260242,-1.6204986122565115,0.0,0.0,1.26958093343843e-10,3.3185546169247135e-16,0.02751640000496991,2.842170943040401e-14,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,27,-46.62049859034814,36.457236840559005,190.16048535742928,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-46.62049862495232,1.4625000163350208,0.0,1.0,113.53998676708113,30.0,25.38486842535132,125.0,69,-100.0,1.4625000163350208,-840.4847645248366,1.4625000163350208,-101.46250001633501,3.7999999999999996e-08,0,0,0.0,0,0,0,31.54289999656612,-46.620498605908566,0.0,0.0,1.5560425170590975e-10,0.0,0.02857380000205012,1.1751786099800654e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,28,-1.6204985903481417,36.84210525576669,45.8987930737816,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-91.62049859034815,-1.6204985903481415,0.0,0.0,36.778294483433456,7.5,36.457236840559005,125.0,68,-100.0,43.53749999412422,-793.8642659344885,43.53749999412422,-143.53749999412423,3.7999999999999996e-08,0,0,0.0,0,0,0,19.557300001906697,-1.6204985903481441,0.0,0.0,2.42861286636753e-17,0.0,0.016623199997411575,2.842170943040401e-14,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,29,8.141415763898728e-09,36.84210525362421,40.42594774097148,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-46.62049859034814,43.37950140965186,0.0,0.0,32.92594774911289,7.5,36.84210525576669,125.0,67,-100.0,44.99999997191342,-792.2437673441403,44.99999997191342,-144.9999999719134,3.7999999999999996e-08,0,0,0.0,0,0,0,33.917699998710304,0.0,0.0,0.0,8.141415763898727e-11,6.941983941162783e-12,0.03088539999589557,4.205506656978962e-14,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,30,10.575186194099109,34.059161518334975,32.43396071597639,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-44.99999999185859,44.999999963772005,0.0,0.0,35.5091469100755,7.5,36.84210525362421,125.0,66,-100.0,44.999999963772005,-792.2437673531613,44.999999963772005,-144.999999963772,3.7999999999999996e-08,0,0,0.0,0,0,0,22.84510000026785,10.575186185980446,0.0,0.0,8.118662686573686e-11,0.0,0.020276199997169897,2.842170943040401e-14,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,31,14.766213781152768,30.17331578645267,0.0,8.109662275046503e-09,0.0,hard_qp_solution,0.0,0,0,0.0,-34.42481380590089,34.4248137696729,0.0,0.0,7.266213773043106,7.5,34.059161518334975,125.0,65,-100.0,34.4248137696729,-803.9614251859581,34.4248137696729,-134.4248137696729,3.7999999999999996e-08,0,0,0.0,0,0,0,26.285199994163122,14.766213773043106,0.0,0.0,8.109662941180318e-11,0.0,0.02402799999981653,4.263256414560601e-14,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,32,-19.898537741709106,34.89921850010858,0.0,40.000000005098,0.0,hard_qp_solution,0.0,0,0,0.0,-30.233786218847232,19.65859998852014,0.0,0.0,-67.39853774680711,7.5,30.17331578645267,125.0,64,-100.0,19.65859998852014,-820.3228808991468,19.65859998852014,-119.65859998852014,3.7999999999999996e-08,0,0,0.0,0,0,0,21.353699994506314,-19.88853774680711,0.0,0.0,9.999994901996323e-05,0.0,0.018406199997116346,2.842170943040401e-14,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,33,-13.231020157782108,38.04158578758183,0.0,40.00000000560827,0.0,hard_qp_solution,0.0,0,0,0.0,-64.8985377417091,25.101462258290894,0.0,0.0,-60.7310201633904,7.5,34.89921850010858,125.0,63,-100.0,37.61703030041261,-800.4243431574375,37.61703030041261,-137.6170303004126,3.7999999999999996e-08,0,0,0.0,0,0,0,19.62919999641599,-13.221020163390385,0.0,0.0,9.999994391723943e-05,0.0,0.016288899998471607,3.552713678800501e-15,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,34,8.141415763898728e-09,38.04158578543935,0.0,24.66739761446674,0.0,hard_qp_solution,0.0,0,0,0.0,-58.23102015778211,31.76897984221789,0.0,0.0,-32.16739760632532,7.5,38.04158578758183,125.0,62,-100.0,49.558025992810954,-787.1933229996555,49.558025992810954,-149.55802599281094,3.7999999999999996e-08,0,0,0.0,0,0,0,21.63509999809321,0.0,0.0,0.0,8.141415763898727e-11,0.0,0.019022599997697398,2.1316282072803006e-14,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,35,-1.347507520714695,38.36161882160909,0.0,40.000000003971614,0.0,hard_qp_solution,0.0,0,0,0.0,-44.99999999185859,45.00000000814141,0.0,0.0,-48.84750752468631,7.5,38.04158578543935,125.0,61,-100.0,49.558025984669534,-787.1933230086765,49.558025984669534,-149.55802598466954,3.7999999999999996e-08,0,0,0.0,0,0,0,17.989899999520276,-1.337507524686309,0.0,0.0,9.999996028385756e-05,0.0,0.015483400005905423,3.552713678800501e-15,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,36,-13.229943841300171,41.503730483917884,0.0,40.000000005608726,0.0,hard_qp_solution,0.0,0,0,0.0,-46.34750752071469,43.65249247928531,0.0,0.0,-60.729943846908895,7.5,38.36161882160909,125.0,60,-100.0,50.77415152211454,-785.8458154879618,50.77415152211454,-150.77415152211455,3.7999999999999996e-08,0,0,0.0,0,0,0,29.11329999915324,-13.219943846908896,0.0,0.0,9.999994391274303e-05,0.0,0.0264859000017168,3.836930773104541e-13,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,37,-58.22993100035965,55.3333390965033,0.0,53.818374150826195,13.808374150826195,phase2_solution,13.808361309885674,1,0,3.210235130168826e-06,-58.22994384130017,31.77005615869983,0.0,0.0,-119.54830515118584,7.5,41.503730483917884,125.0,59,-100.0,62.71417583888796,-772.6158716466616,62.71417583888796,-162.71417583888797,3.7999999999999996e-08,0,0,0.0,0,0,0,23.241900002176408,-58.22994384130017,0.0,0.0,1.284094052200757e-07,0.0,0.016458000005513895,7.105427357601002e-15,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,38,-39.12592137072998,64.62574542205166,0.0,40.00000000337796,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,-13.229931000359649,0.0,0.0,-86.62592137410795,7.5,55.3333390965033,125.0,58,-100.0,100.0,-714.385940646302,115.26668856671255,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,18.8306999989436,-39.11592137410795,0.0,0.0,9.999996622034324e-05,0.0,0.015715300003648736,7.105427357601002e-15,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,39,-63.81583771785838,79.78200688004303,0.0,39.99999999982246,0.0,hard_qp_solution,0.0,0,0,0.0,-84.12592137072998,5.8740786292700164,0.0,0.0,-111.31583771768084,7.5,64.62574542205166,125.0,57,-100.0,100.0,-675.260019275572,150.5778326037963,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,33.109500000136904,-63.80583771768084,0.0,0.0,0.00010000000177545765,0.0,0.030533299999660812,2.842170943040401e-14,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,40,-62.176866562440956,94.54901268862275,0.0,40.0000000003184,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,-18.81583771785838,0.0,0.0,-109.67686656275936,7.5,79.78200688004303,125.0,56,-100.0,100.0,-611.4441815577137,208.1716261441635,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,31.154499993135687,-62.16686656275936,0.0,0.0,9.999999681598037e-05,0.0,0.028548299997055437,1.4210854715202004e-14,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,41,-54.14790530114725,107.40914019764523,0.0,39.99999999962158,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,-17.176866562440956,0.0,0.0,-101.64790530076883,7.5,94.54901268862275,125.0,55,-100.0,100.0,-549.2673149952726,264.28624821676647,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,28.948799998033792,-54.13790530076883,0.0,0.0,0.00010000000378418417,0.0,0.024912199995014817,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,42,-66.20919536352439,123.13382409648227,0.0,40.00000000066835,0.0,hard_qp_solution,0.0,0,0,0.0,-99.14790530114725,-9.147905301147247,0.0,0.0,-113.70919536419274,7.5,107.40914019764523,125.0,54,-100.0,100.0,-495.11940969412535,313.1547327510519,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,17.716399997880217,-66.19919536419275,0.0,0.0,9.999999331644638e-05,0.0,0.01456500000494998,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,43,-63.686637131621204,138.2594004152423,0.0,40.00000000044944,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,-21.209195363524387,0.0,0.0,-111.18663713207064,7.5,123.13382409648227,125.0,53,-100.0,100.0,-428.910214330601,372.90853156663263,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,28.727299999445677,-63.676637132070645,0.0,0.0,9.999999550558414e-05,0.0,0.025318799998785835,5.684341886080802e-14,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,44,-57.757294214280684,151.97675779113396,0.0,39.99999999993482,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,-18.686637131621204,0.0,0.0,-105.2572942142155,7.5,138.2594004152423,125.0,52,-100.0,100.0,-365.22357719897974,430.3857215779208,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,17.62320000125328,-57.74729421421551,0.0,0.0,0.00010000000065180092,0.0,0.013819899999361951,1.2789769243681803e-13,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,45,-98.99943317887586,175.48912317111697,0.0,41.53922066280414,1.5292206628041407,phase2_solution,0.5286538416800022,1,0,0.25014170528103463,-100.0,-12.757294214280684,0.0,0.0,-148.03865384168,7.5,151.97675779113396,125.0,51,-100.0,100.0,-307.4662829846991,482.51167960630903,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,30.66899999976158,-72.40609663295953,0.0,0.0,0.26593336545916335,0.0,0.02265389999956824,2.842170943040401e-14,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,46,-56.67862740390811,188.95029717954515,0.0,40.00000000025008,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,-53.99943317887586,0.0,0.0,-104.17862740415819,7.5,175.48912317111697,125.0,50,-100.0,100.0,-208.46684980582327,571.8586680502444,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,35.74120000121184,-56.66862740415819,0.0,0.0,9.999999749921162e-05,0.0007689246463106251,0.03267809999670135,7.105427357601002e-14,Optimization terminated successfully. (HiGHS Status 7: Optimal)
MPC-H24+QP,0,300,47,-98.99978825245755,212.46274688950382,0.0,73.15227287757001,33.142272877570015,phase2_solution,32.142061130027564,1,0,0.2500529368856128,-100.0,-11.67862740390811,0.0,0.0,-179.65206113002756,7.5,188.95029717954515,125.0,49,-100.0,100.0,-151.7882224019152,623.0111292822716,-200.0,3.7999999999999996e-08,0,0,0.0,0,0,0,19.493200001306832,-88.4679039913369,0.0,0.0,0.1053188426112065,0.000981319293176569,0.01165480000054231,7.105427357601002e-15,Optimization terminated successfully. (HiGHS Status 7: Optimal)
