controller,seed,episode,update,transition,endpoint_minimum_violation_kw,endpoint_infeasible,feasible_state_violation,extra_excess_energy_kwh_step,power_lower_kw,power_upper_kw,ev_lower_fraction,ev_upper_fraction,base_load_minus_pv_kw,lighting_kw,day,step,soc_kwh,target_kwh,remaining_steps,physical_lower_kw,physical_upper_kw,terminal_lower_kw,terminal_upper_kw,terminal_physical_gap_kw,tolerance_kw,terminal_roundoff_repair,terminal_ramp_relaxation,terminal_ramp_gap_kw,terminal_target_conflict_step
PPO-QP-no-penalty,20260808,0,1,95,0,0,0,0.0,99.99999997736562,100.0,0.0,1.850727349150816e-11,95.2244213127332,30.0,235,94,177.63157894141202,125.0,2,-100.0,100.0,99.99999997736562,290.24999997736563,-2.2634381480202137e-08,3.7999999999999996e-08,0,1,33.1623766819079,0
PPO-QP-no-penalty,20260808,1,1,192,0,0,0,0.0,51.71230072289653,51.71230072289653,1.8475265761708214e-11,1.8475265761708214e-11,104.42004022142679,30.0,180,95,138.60850019023593,125.0,1,-100.0,100.0,51.71230072289653,51.71230072289653,0.0,3.7999999999999996e-08,0,1,23.311439184945463,0
PPO-QP-no-penalty,20260808,2,1,287,0,0,0,0.0,99.99999995252278,100.0,0.0,0.0,85.97040524429327,30.0,73,94,177.63157893487443,125.0,2,-100.0,100.0,99.99999995252278,290.2499999525228,-4.7477215048274957e-08,3.7999999999999996e-08,0,1,50.66790872735397,0
PPO-QP-no-penalty,20260808,3,1,383,0,0,0,0.0,99.99999997493902,100.0,0.0,1.8621130563426884e-11,89.53178445106025,30.0,119,94,177.63157894077344,125.0,2,-100.0,100.0,99.99999997493902,290.24999997493904,-2.5060984398805886e-08,3.7999999999999996e-08,0,1,13.34639687140455,0
PPO-QP-no-penalty,20260808,4,1,479,0,0,0,0.0,52.84847826302919,100.0,0.0,2.960594732333751e-17,104.66466785533129,30.0,130,94,165.22328375342875,125.0,2,-100.0,100.0,52.84847826302919,243.09847826302922,-47.15152173697081,3.7999999999999996e-08,0,1,29.401991491330524,0
PPO-QP-no-penalty,20260808,4,1,480,0,0,0,0.0,99.83697937989558,99.83697937989558,2.960594732333751e-17,2.960594732333751e-17,100.77730152946528,30.0,130,95,151.27288931049884,125.0,1,-100.0,100.0,99.83697937989558,99.83697937989558,0.0,3.7999999999999996e-08,0,1,1.8254804967619975,0
PPO-QP-no-penalty,20260808,5,2,573,0,0,0,0.0,79.99999995465527,100.0,0.0,1.8620305297645244e-11,94.11350934331959,30.0,103,92,224.99999998806717,125.0,4,-5.024347908482397e-08,100.0,79.99999995465527,650.7499999546552,-20.000000045344734,3.7999999999999996e-08,0,1,34.99999992792577,0
PPO-QP-no-penalty,20260808,6,2,669,0,0,0,0.0,60.15386579970082,100.0,0.0,1.876210298235037e-11,99.83051753648506,30.0,190,92,219.77733310518443,125.0,4,-21.990176399223472,100.0,60.15386579970082,630.9038657997008,-39.84613420029918,3.7999999999999996e-08,0,1,23.856276543001407,0
PPO-QP-no-penalty,20260808,7,2,768,0,0,0,0.0,91.23210161053572,91.23210161053572,1.9864461927217764e-11,1.9864461927217764e-11,99.08171662552877,30.0,107,95,149.00844779224624,125.0,1,-100.0,100.0,91.23210161053572,91.23210161053572,0.0,3.7999999999999996e-08,0,1,47.37603492249586,0
PPO-QP-no-penalty,20260808,8,2,861,0,0,0,0.0,37.32352723737933,100.0,0.0,1.8606457115784756e-11,93.58051686509125,30.0,76,92,213.76934927299456,125.0,4,-47.28695042949659,100.0,37.32352723737933,608.0735272373793,-62.67647276262067,3.7999999999999996e-08,0,1,5.259979925957062,0
PPO-QP-no-penalty,20260808,8,2,862,0,0,0,0.0,99.99999998837151,100.0,0.0,1.8606457115784756e-11,87.64087006953979,30.0,76,93,203.94736841799252,125.0,3,-88.64265929266307,100.0,99.99999998837151,480.49999998837154,-1.1628486618064926e-08,3.7999999999999996e-08,0,1,17.676472739363746,0
PPO-QP-no-penalty,20260808,9,2,957,0,0,0,0.0,76.27651937102267,100.0,0.0,1.868717403041842e-11,96.25561346436216,30.0,8,92,224.0201366765849,125.0,4,-4.1257403091161615,100.0,76.27651937102267,647.0265193710227,-23.723480628977327,3.7999999999999996e-08,0,1,27.5530387824639,0
PPO-QP-no-penalty,20260808,10,3,1055,0,0,0,0.0,99.99999997096583,100.0,0.0,1.880183416365829e-11,91.55221419607727,30.0,92,94,177.63157893972786,125.0,2,-100.0,100.0,99.99999997096583,290.24999997096586,-2.9034168846919783e-08,3.7999999999999996e-08,0,1,23.358337922142937,0
PPO-QP-no-penalty,20260808,11,3,1149,0,0,0,0.0,49.12344526643412,100.0,0.0,1.8786705524576065e-11,83.01996185755443,30.0,27,92,216.87459085958793,125.0,4,-34.21224901226137,100.0,49.12344526643412,619.873445266434,-50.87655473356588,3.7999999999999996e-08,0,1,50.621093057637665,0
PPO-QP-no-penalty,20260808,11,3,1150,0,0,0,0.0,99.99999999999991,100.0,0.0,1.8786705524576065e-11,76.5914242651083,30.0,27,93,203.94736842105263,125.0,3,-88.6426592797784,100.0,99.99999999999991,480.5,-8.526512829121202e-14,3.7999999999999996e-08,0,1,5.876554733565797,0
PPO-QP-no-penalty,20260808,12,3,1248,0,0,0,0.0,78.03639978308732,78.03639978308732,1.9301293896489825e-11,1.9301293896489825e-11,94.08537372549401,30.0,93,95,145.53589467975982,125.0,1,-100.0,100.0,78.03639978308732,78.03639978308732,0.0,3.7999999999999996e-08,0,1,21.462585679168114,0
PPO-QP-no-penalty,20260808,13,3,1344,0,0,0,0.0,78.95854432533984,78.95854432533984,1.867719312542704e-11,1.867719312542704e-11,105.56974496097747,30.0,185,95,145.77856429614206,125.0,1,-100.0,100.0,78.95854432533984,78.95854432533984,0.0,3.7999999999999996e-08,0,1,17.142166037310986,0
PPO-QP-no-penalty,20260808,15,3,1535,0,0,0,0.0,49.59076979448418,100.0,0.0,1.8566540897306064e-11,109.78876866424572,30.0,218,94,164.36599205118006,125.0,2,-100.0,100.0,49.59076979448418,239.8407697944842,-50.40923020551582,3.7999999999999996e-08,0,1,67.27233379457999,0
PPO-QP-no-penalty,20260808,15,3,1536,0,0,0,0.0,99.99999998916101,99.99999998916101,1.8566540897306064e-11,1.8566540897306064e-11,108.4878992555091,30.0,218,95,151.31578947083185,125.0,1,-100.0,100.0,99.99999998916101,99.99999998916101,0.0,3.7999999999999996e-08,0,1,5.409230183837792,0
PPO-QP-no-penalty,20260808,16,4,1631,0,0,0,0.0,79.92869927250199,100.0,0.0,1.855841406476581e-11,108.35640982345177,30.0,237,94,172.34965770329,125.0,2,-100.0,100.0,79.92869927250199,270.178699272502,-20.071300727498013,3.7999999999999996e-08,0,1,17.696254770765464,0
PPO-QP-no-penalty,20260808,17,4,1727,0,0,0,0.0,-100.0,-99.75061455060948,0.0,1.850371707708594e-17,113.60837303249254,30.0,213,94,77.55922904423025,125.0,2,-100.0,100.0,-310.5539386503325,-99.75061455060948,-0.2493854493905161,3.7999999999999996e-08,0,1,18.54659335181735,0
PPO-QP-no-penalty,20260808,18,4,1822,0,0,0,0.0,-100.0,-100.0,0.0,2.2204460492503132e-17,113.98575465587498,30.0,164,93,53.75,125.0,3,-100.0,100.0,-521.6066481994461,-100.0,0.0,3.7999999999999996e-08,0,1,2.8703484896298903,0
PPO-QP-no-penalty,20260808,19,4,1918,0,0,0,0.0,99.9999999710709,100.0,0.0,1.9007547387891084e-11,105.5249324981936,30.0,38,93,203.94736841343973,125.0,3,-88.6426593118327,100.0,99.9999999710709,480.49999997107096,-2.892909378715558e-08,3.7999999999999996e-08,0,1,51.5806746228738,0
PPO-QP-no-penalty,20260808,20,4,2015,0,0,0,0.0,99.99999998154273,100.0,0.0,1.8757221701785434e-11,93.20117011814513,30.0,106,94,177.63157894251125,125.0,2,-100.0,100.0,99.99999998154273,290.24999998154277,-1.845727126692509e-08,3.7999999999999996e-08,0,1,26.82305578584875,0
PPO-QP-no-penalty,20260808,21,5,2111,0,0,0,0.0,61.4673524768153,100.0,0.0,1.8764401144011346e-11,104.78206419233967,30.0,229,94,167.49140854653035,125.0,2,-100.0,100.0,61.4673524768153,251.71735247681534,-38.5326475231847,3.7999999999999996e-08,0,1,54.961242953042714,0
PPO-QP-no-penalty,20260808,22,5,2206,0,0,0,0.0,96.56888595325972,100.0,0.0,0.0,76.08667947848586,30.0,34,93,203.04444367191047,125.0,3,-92.44444769721908,100.0,96.56888595325972,477.0688859532598,-3.4311140467402765,3.7999999999999996e-08,0,1,52.676825224317604,0
PPO-QP-no-penalty,20260808,23,5,2304,0,0,0,0.0,99.99999996590493,99.99999996590493,1.8599347987683737e-11,1.8599347987683737e-11,104.26490960603476,30.0,33,95,151.31578946471183,125.0,1,-100.0,100.0,99.99999996590493,99.99999996590493,0.0,3.7999999999999996e-08,0,1,6.376290455187814,0
PPO-QP-no-penalty,20260808,24,5,2399,0,0,0,0.0,93.32869987303361,100.0,0.0,1.865718320577988e-11,107.2691690798737,30.0,123,94,175.87597365079833,125.0,2,-100.0,100.0,93.32869987303361,283.57869987303366,-6.671300126966386,3.7999999999999996e-08,0,1,46.326767288550364,0
PPO-QP-no-penalty,20260808,25,5,2494,0,0,0,0.0,-100.0,-33.04448979814909,0.0,1.8568117414001033e-11,99.7998532146309,30.0,116,93,69.65193367293959,125.0,3,-100.0,100.0,-454.6511379975952,-33.04448979814909,-66.95551020185091,3.7999999999999996e-08,0,1,26.34441421944115,0
PPO-QP-no-penalty,20260808,25,5,2495,0,0,0,0.0,-100.0,-100.0,0.0,1.8568117414001033e-11,98.63407624666878,30.0,116,94,77.5,125.0,2,-100.0,100.0,-310.80332409972306,-100.0,0.0,3.7999999999999996e-08,0,1,21.955510201850913,0
PPO-QP-no-penalty,20260808,26,6,2592,0,0,0,0.0,60.01301081450265,60.01301081450265,2.0316663166634423e-11,2.0316663166634423e-11,103.16376452619467,30.0,143,95,140.79289758276386,125.0,1,-100.0,100.0,60.01301081450265,60.01301081450265,0.0,3.7999999999999996e-08,0,1,12.384313085185092,0
PPO-QP-no-penalty,20260808,27,6,2688,0,0,0,0.0,99.99999995592918,99.99999995592918,1.8668400159072007e-11,1.8668400159072007e-11,97.63943300901241,30.0,109,95,151.31578946208663,125.0,1,-100.0,100.0,99.99999995592918,99.99999995592918,0.0,3.7999999999999996e-08,0,1,42.421515789225566,0
PPO-QP-no-penalty,20260808,28,6,2784,0,0,0,0.0,99.99999997011487,99.99999997011487,1.8589996209072977e-11,1.8589996209072977e-11,100.84955718275894,30.0,227,95,151.3157894658197,125.0,1,-100.0,100.0,99.99999997011487,99.99999997011487,0.0,3.7999999999999996e-08,0,1,1.8575865392155464,0
PPO-QP-no-penalty,20260808,29,6,2879,0,0,0,0.0,55.08982157546004,100.0,0.0,1.8935490212849497e-11,99.43316356210373,30.0,150,94,165.81311094091055,125.0,2,-100.0,100.0,55.08982157546004,245.33982157546006,-44.91017842453996,3.7999999999999996e-08,0,1,20.442616016648422,0
PPO-QP-no-penalty,20260808,29,6,2880,0,0,0,0.0,100.0,100.0,1.8935490212849497e-11,1.8935490212849497e-11,101.12443062804459,30.0,150,95,151.31578947368422,125.0,1,-100.0,100.0,100.00000000000003,100.00000000000003,2.842170943040401e-14,3.7999999999999996e-08,1,0,0.0,0
PPO-QP-no-penalty,20260808,30,6,2976,0,0,0,0.0,-100.0,-100.0,1.8586972701702584e-11,1.8586972701702584e-11,99.87740349038724,30.0,191,95,101.25,125.0,1,-100.0,100.0,-100.0,-100.0,0.0,3.7999999999999996e-08,0,1,30.009927633114174,0
