seed,controller,update,transitions,mean_training_reward,terminal_roundoff_repair,terminal_ramp_relaxation,terminal_target_conflict_step,cumulative_completed_episodes,cumulative_service_failure_episodes,partial_episode_steps,partial_episode_soc_kwh,partial_episode_ev_remaining_kwh,partial_episode_terminal_conflict_steps,partial_episode_roundoff_repair_steps
20260808,PPO-QP-no-penalty,15,7680,-7.257777504870825,0,5,0,80,0,0,125.0,48.51664771212798,0.0,0
20260808,PPO-QP-no-penalty,16,8192,-6.963504669099083,0,5,0,85,0,32,221.81919900292613,2.947210808734724e-10,0.0,0
20260808,PPO-QP-no-penalty,17,8704,-5.794921022790195,0,5,0,90,0,64,153.9073018979063,2.9228131026570736e-10,0.0,0
20260808,PPO-QP-no-penalty,18,9216,-7.506991015528289,0,7,0,96,0,0,125.0,32.4628723277102,0.0,0
20260808,PPO-QP-no-penalty,19,9728,-6.978728098031207,0,6,0,101,0,32,194.69987773283756,2.787740038812103e-10,0.0,0
20260808,PPO-QP-no-penalty,20,10240,-7.557170925636131,0,5,0,106,0,64,25.0,2.8291285980586167e-10,0.0,0
20260808,PPO-QP-no-penalty,21,10752,-6.61197297530049,0,6,0,112,0,0,125.0,32.36773678443304,0.0,0
20260808,PPO-QP-no-penalty,22,11264,-9.86600372514058,0,6,0,117,0,32,198.67878379024916,2.9944635659973073e-10,0.0,0
20260808,PPO-QP-no-penalty,23,11776,-6.534802265397019,0,5,0,122,0,64,217.95717463346483,0.0,0.0,0
20260808,PPO-QP-no-penalty,24,12288,-7.436740473758386,0,7,0,128,0,0,125.0,50.94742393367586,0.0,0
20260808,PPO-QP-no-penalty,25,12800,-6.557397961442991,0,4,0,133,0,32,216.70325674313176,2.863574932732149e-10,0.0,0
20260808,PPO-QP-no-penalty,26,13312,-6.55611712724656,0,6,0,138,0,64,224.76247228044534,2.967934231712377e-10,0.0,0
20260808,PPO-QP-no-penalty,27,13824,-6.5544328872079625,0,6,0,144,0,0,125.0,33.81271844287284,0.0,0
20260808,PPO-QP-no-penalty,28,14336,-8.957488298788515,0,7,0,149,0,32,180.8389459155368,3.0470947987026875e-10,0.0,0
20260808,PPO-QP-no-penalty,29,14848,-6.2744245555301585,0,5,0,154,0,64,88.27019970727505,3.0887431501369633e-10,0.0,0
20260808,PPO-QP-no-penalty,30,15360,-8.316052715565634,0,7,0,160,0,0,125.0,36.10712421356167,0.0,0
20260808,PPO-QP-no-penalty,31,15872,-7.339934861746661,0,4,0,165,0,32,128.03459815433865,3.069747234185627e-10,0.0,0
20260808,PPO-QP-no-penalty,32,16384,-6.2558125781725265,0,4,0,170,0,64,80.50474385572458,3.217101585129001e-10,0.0,0
20260808,PPO-QP-no-penalty,33,16896,-6.462657529589761,0,7,0,176,0,0,125.0,32.166044063244335,0.0,0
20260808,PPO-QP-no-penalty,34,17408,-8.160166672285513,0,5,0,181,0,32,224.99999999630242,3.0466884570756747e-10,0.0,0
20260808,PPO-QP-no-penalty,35,17920,-6.74586985418415,0,3,0,186,0,64,224.7368199304558,3.0144498008866094e-10,0.0,0
20260808,PPO-QP-no-penalty,36,18432,-7.646060708195636,0,6,0,192,0,0,125.0,49.67762157725594,0.0,0
20260808,PPO-QP-no-penalty,37,18944,-7.810769235851552,0,5,0,197,0,32,78.55164047742873,3.0257568672809043e-10,0.0,0
20260808,PPO-QP-no-penalty,38,19456,-7.999007543688777,0,5,0,202,0,64,217.67301709892038,3.0497215863789506e-10,0.0,0
20260808,PPO-QP-no-penalty,39,19968,-7.269489498588889,0,4,0,208,0,0,125.0,31.52310211904457,0.0,0
20260808,PPO-QP-no-penalty,40,20480,-7.508324952533252,0,7,0,213,0,32,97.08594151118108,3.2207914113513425e-10,0.0,0
20260808,PPO-QP-no-penalty,41,20992,-6.833965966754578,0,4,0,218,0,64,219.10390702493444,3.0447117049803296e-10,0.0,0
20260808,PPO-QP-no-penalty,42,21504,-7.52943234536472,0,4,0,224,0,0,125.0,43.02356990830336,0.0,0
20260808,PPO-QP-no-penalty,43,22016,-6.0181662355111065,0,4,0,229,0,32,67.15814730192741,3.001099369015492e-10,0.0,0
20260808,PPO-QP-no-penalty,44,22528,-5.809215079509851,0,5,0,234,0,64,25.0,3.0853053445412115e-10,0.0,0
20260808,PPO-QP-no-penalty,45,23040,-7.8966277428272225,0,6,0,240,0,0,125.0,49.95174091279237,0.0,0
20260808,PPO-QP-no-penalty,46,23552,-6.048156492315895,0,4,0,245,0,32,80.70704235350898,3.3306690738754696e-16,0.0,0
20260808,PPO-QP-no-penalty,47,24064,-5.918804212409452,0,6,0,250,0,64,221.70066939002768,3.1347469064968436e-10,0.0,0
20260808,PPO-QP-no-penalty,48,24576,-7.228102132430383,0,5,0,256,0,0,125.0,41.115548847465774,0.0,0
20260808,PPO-QP-no-penalty,49,25088,-6.981575520713801,0,6,0,261,0,32,27.120384576411613,4.440892098500626e-16,0.0,0
20260808,PPO-QP-no-penalty,50,25600,-6.952127489638466,0,6,0,266,0,64,25.0,3.0098967762626216e-10,0.0,0
20260808,PPO-QP-no-penalty,51,26112,-6.467698072749087,0,6,0,272,0,0,125.0,41.843826396135874,0.0,0
20260808,PPO-QP-no-penalty,52,26624,-7.454838734183289,0,4,0,277,0,32,28.1317902460088,0.0,0.0,0
20260808,PPO-QP-no-penalty,53,27136,-5.907334877988573,0,6,0,282,0,64,190.7801685479008,3.000472648118091e-10,0.0,0
20260808,PPO-QP-no-penalty,54,27648,-6.3978729867538,0,7,0,288,0,0,125.0,46.52200067438073,0.0,0
20260808,PPO-QP-no-penalty,55,28160,-6.455165248867526,0,5,0,293,0,32,26.878755895860014,3.006407345296225e-10,0.0,0
20260808,PPO-QP-no-penalty,56,28672,-6.54758734053805,0,7,0,298,0,64,25.0,3.0409891271787615e-10,0.0,0
20260808,PPO-QP-no-penalty,57,29184,-8.096486489488104,0,4,0,304,0,0,125.0,32.166044063244335,0.0,0
20260808,PPO-QP-no-penalty,58,29696,-5.973257441408345,0,4,0,309,0,32,31.465290691926896,3.0067798251209865e-10,0.0,0
20260808,PPO-QP-no-penalty,59,30208,-6.92853196930405,0,8,0,314,0,64,25.0,2.983625013719404e-10,0.0,0
20260808,PPO-QP-no-penalty,60,30720,-5.8311487094247845,0,6,0,320,0,0,125.0,36.69944387197103,0.0,0
20260808,PPO-QP-no-penalty,61,31232,-7.363573296229337,0,5,0,325,0,32,29.54574167573167,2.9917518462596604e-10,0.0,0
20260808,PPO-QP-no-penalty,62,31744,-5.7484605922937675,0,5,0,330,0,64,180.07937326247753,0.0,0.0,0
20260808,PPO-QP-no-penalty,63,32256,-6.98627036666085,0,8,0,336,0,0,125.0,48.621337399647174,0.0,0
20260808,PPO-QP-no-penalty,64,32768,-6.006330560213943,0,3,0,341,0,32,25.0,3.023559735915171e-10,0.0,0
20260808,PPO-QP-no-penalty,65,33280,-5.890268347628764,0,5,0,346,0,64,217.78071275801992,2.990133141089757e-10,0.0,0
20260808,PPO-QP-no-penalty,66,33792,-6.438743916795632,0,5,0,352,0,0,125.0,45.45676174226335,0.0,0
20260808,PPO-QP-no-penalty,67,34304,-6.241833453321995,0,6,0,357,0,32,36.7730300598659,0.0,0.0,0
20260808,PPO-QP-no-penalty,68,34816,-6.167908645160473,0,5,0,362,0,64,48.45960825570927,4.440892098500626e-16,0.0,0
20260808,PPO-QP-no-penalty,69,35328,-5.886805136197581,0,6,0,368,0,0,125.0,33.69237365284864,0.0,0
20260808,PPO-QP-no-penalty,70,35840,-6.245503873421475,0,5,0,373,0,32,26.5231034741197,0.0,0.0,0
20260808,PPO-QP-no-penalty,71,36352,-4.56276047988907,0,5,0,378,0,64,35.64438666830664,2.9864938300150357e-10,0.0,0
20260808,PPO-QP-no-penalty,72,36864,-6.502855296761727,0,6,0,384,0,0,125.0,33.65069595021808,0.0,0
20260808,PPO-QP-no-penalty,73,37376,-6.440389791688792,0,5,0,389,0,32,25.0,0.0,0.0,0
20260808,PPO-QP-no-penalty,74,37888,-7.258008389330064,0,5,0,394,0,64,224.76249998839896,0.0,0.0,0
20260808,PPO-QP-no-penalty,75,38400,-6.206238668757767,0,6,0,400,0,0,125.0,50.24859738108951,0.0,0
20260808,PPO-QP-no-penalty,76,38912,-4.9418553926186775,0,3,0,405,0,32,25.0,2.987078917549013e-10,0.0,0
20260808,PPO-QP-no-penalty,77,39424,-5.445385411951652,0,4,0,410,0,64,25.0,3.02217917358405e-10,0.0,0
20260808,PPO-QP-no-penalty,78,39936,-7.62417235205054,0,6,0,416,0,0,125.0,45.29780232786694,0.0,0
20260808,PPO-QP-no-penalty,79,40448,-6.346316346250967,0,5,0,421,0,32,25.0,2.9761293429686475e-10,0.0,0
20260808,PPO-QP-no-penalty,80,40960,-4.920942284593298,0,5,0,426,0,64,25.0,2.9950802948874866e-10,0.0,0
20260808,PPO-QP-no-penalty,81,41472,-5.616990402922988,0,7,0,432,0,0,125.0,36.965666540215324,0.0,0
20260808,PPO-QP-no-penalty,82,41984,-7.000198269266901,0,5,0,437,0,32,25.0,0.0,0.0,0
20260808,PPO-QP-no-penalty,83,42496,-5.812044574984116,0,5,0,442,0,64,37.939286863246714,3.035404705364897e-10,0.0,0
20260808,PPO-QP-no-penalty,84,43008,-7.35756344282865,0,6,0,448,0,0,125.0,45.615580362871505,0.0,0
20260808,PPO-QP-no-penalty,85,43520,-6.908316293304031,0,5,0,453,0,32,27.799675951234065,0.0,0.0,0
20260808,PPO-QP-no-penalty,86,44032,-6.032742643260728,0,4,0,458,0,64,25.0,0.0,0.0,0
20260808,PPO-QP-no-penalty,87,44544,-6.549763499687022,0,6,0,464,0,0,125.0,48.56783559579779,0.0,0
20260808,PPO-QP-no-penalty,88,45056,-6.217471246339564,0,5,0,469,0,32,33.85316266099453,3.014701266401687e-10,0.0,0
20260808,PPO-QP-no-penalty,89,45568,-6.469179168689964,0,5,0,474,0,64,158.14804680851728,0.0,0.0,0
20260808,PPO-QP-no-penalty,90,46080,-7.634953742492395,0,6,0,480,0,0,125.0,41.843826396135874,0.0,0
