controller,seed,day,charge_energy_final4_kwh,soc_change_final4_kwh,gross_import_cost_final4,export_excess_final4_kwh,forced_full_charge_steps_final4,any_forced_full_charge_final4
MPC-H24-XP+QP,0,322,3.333557279018805e-08,-99.99999998833343,29.359580372477097,0.0,0,0
MPC-H24-XP+QP,0,323,4.1043685876885375e-08,-99.99999998832021,39.49618715164109,0.0,0,0
MPC-H24-XP+QP,0,324,3.382864365844454e-11,-99.99999998831603,37.36241218953465,0.0,0,0
MPC-H24-XP+QP,0,325,2.411672176668558e-08,-99.99999998831683,38.80402232768266,0.0,0,0
MPC-H24-XP+QP,0,326,0.0,-99.99999998834468,38.39933565018413,0.0,0,0
MPC-H24-XP+QP,0,327,5.233398486607603e-13,-99.99999998836239,39.33804754435404,0.0,0,0
MPC-H24-XP+QP,0,328,1.1766751737241647e-08,-99.99999998837723,31.394552712770047,0.0,0,0
MPC-H24-XP+QP,0,329,8.819361619975435e-13,-99.99999998826931,29.595807113592752,0.0,0,0
MPC-H24-XP+QP,0,330,0.0,-99.837629558864,39.23482991593288,0.0,0,0
MPC-H24-XP+QP,0,331,4.3257757956077965e-09,-99.99999998815028,38.85438904151716,0.0,0,0
MPC-H24-XP+QP,0,332,5.49800018377841e-08,-99.9999999882831,39.43639361950025,0.0,0,0
MPC-H24-XP+QP,0,333,23.715373990234227,-89.31249998577212,40.03975703991695,0.0,0,0
MPC-H24-XP+QP,0,334,20.308210442849074,-99.99999998388569,39.68754027581884,0.0,0,0
MPC-H24-XP+QP,0,335,7.751938012473892,-99.99999998833744,30.60734820952422,0.0,0,0
MPC-H24-XP+QP,0,336,6.349201326646196e-08,-99.99999998832519,26.916615415212284,0.0,0,0
MPC-H24-XP+QP,0,337,1.0708994953969716e-07,-95.84989977311548,39.31101303450959,0.0,0,0
MPC-H24-XP+QP,0,338,11.25000000722267,-99.9999999883488,38.92072438613488,0.0,0,0
MPC-H24-XP+QP,0,339,1.3191538620043907e-08,-99.99999998833584,40.22257535600684,0.0,0,0
MPC-H24-XP+QP,0,340,2.2614952374987467e-08,-99.99999996655569,39.11660270149535,0.0,0,0
MPC-H24-XP+QP,0,341,5.961853573801698e-08,-99.9999999953034,40.2858506878185,0.0,0,0
MPC-H24-XP+QP,0,342,5.865238780740898e-08,-99.99999998829065,30.14806058068848,0.0,0,0
MPC-H24-XP+QP,0,343,4.3877403838624426e-09,-99.99999998817304,28.500372307545792,0.0,0,0
MPC-H24-XP+QP,0,344,37.432709878505534,17.339262076128335,49.82734303970981,0.0,0,0
MPC-H24-XP+QP,0,345,30.57843761372934,29.04951571886882,51.60094896502845,0.0,0,0
MPC-H24-XP+QP,0,346,56.25000004752267,53.437499997791775,55.236284623074724,0.0,0,0
MPC-H24-XP+QP,0,347,91.59470566551566,69.9073441779941,90.97515986549314,0.0,0,0
MPC-H24-XP+QP,0,348,78.39708780477338,74.47723340067078,57.634981532981485,0.0,0,0
MPC-H24-XP+QP,0,349,67.50000000469355,53.437499989168856,40.55433337804707,0.0,1,1
MPC-H24-XP+QP,0,350,31.947640349090634,30.350258300469065,40.588585512178994,0.0,0,0
MPC-H24-XP+QP,0,351,39.09674606337052,37.14190874750878,51.22251626996815,0.0,0,0
MPC-H24-XP+QP,0,352,33.75000016602652,32.062500034362714,50.14876876059452,0.0,0,0
MPC-H24-XP+QP,0,353,56.25000001459855,42.75000000524341,51.10866571866919,0.0,0,0
MPC-H24-XP+QP,0,354,21.60194304150605,18.22789635655164,50.521987466694725,0.0,0,0
MPC-H24-XP+QP,0,355,37.07829595408649,16.926927742470966,49.83968845833489,0.0,0,0
MPC-H24-XP+QP,0,356,23.38755902549096,-8.219034889922227,37.27531420825365,0.0,0,0
MPC-H24-XP+QP,0,357,13.406373085290536,-34.63236661574717,35.138938145794334,0.0,0,0
MPC-H24-XP+QP,0,358,3.3987996018035686e-08,-9.459656474015503,48.08305844644417,0.0,0,0
MPC-H24-XP+QP,0,359,22.50000009051949,9.532894798823378,50.90218093238887,0.0,0,0
MPC-H24-XP+QP,0,360,22.50000001856462,10.687500008608524,51.01239627129872,0.0,0,0
MPC-H24-XP+QP,0,361,43.67162867607734,41.488047242273424,52.13877973486893,0.0,0,0
MPC-H24-XP+QP,0,362,22.499999992512514,20.91263301321814,53.137286086026236,0.0,0,0
MPC-H24-XP+QP,0,363,11.974215256610153,-22.921878694970303,39.88411362038072,0.0,0,0
MPC-H24-XP+QP,0,364,40.82565634483548,-3.0167792611705124,36.91187167584085,0.0,0,0
PPO-QP,20260805,300,105.26315789473685,100.0,47.327278862050555,0.0,4,1
PPO-QP,20260805,301,105.26315789473685,100.0,45.48050570050991,0.0,4,1
PPO-QP,20260805,302,105.26315789473685,100.0,51.96268441918822,0.0,4,1
PPO-QP,20260805,303,105.26315789473685,100.0,52.8936663076155,0.0,4,1
PPO-QP,20260805,304,105.26315789473685,100.0,53.18207113722647,0.0,4,1
PPO-QP,20260805,305,105.26315789473685,100.0,56.3106641071023,0.0,4,1
PPO-QP,20260805,306,105.26315789473685,100.0,54.666277186965516,0.0,4,1
PPO-QP,20260805,307,105.26315789473685,100.0,47.12040702741862,0.0,4,1
PPO-QP,20260805,308,105.26315789473685,100.0,44.2867336113017,0.0,4,1
PPO-QP,20260805,309,105.26315789473685,100.0,54.30829652262537,0.0,4,1
PPO-QP,20260805,310,105.26315789473685,100.0,55.91390966949358,0.0,4,1
PPO-QP,20260805,311,105.26315789473685,100.0,55.66982409756394,0.0,4,1
PPO-QP,20260805,312,105.26315789473685,100.0,54.834387303067274,0.0,4,1
PPO-QP,20260805,313,105.26315789473685,100.0,55.57040872949287,0.0,4,1
PPO-QP,20260805,314,105.26315789473685,100.0,48.07537372752131,0.0,4,1
PPO-QP,20260805,315,105.26315789473685,100.0,43.615499396377004,0.0,4,1
PPO-QP,20260805,316,105.26315789473685,100.0,53.87968980499197,0.0,4,1
PPO-QP,20260805,317,105.26315789473685,100.0,54.93003001817206,0.0,4,1
PPO-QP,20260805,318,105.26315789473685,100.0,54.25610045235061,0.0,4,1
PPO-QP,20260805,319,105.26315789473685,100.0,54.50569877847482,0.0,4,1
PPO-QP,20260805,320,105.26315789473685,100.0,54.949325265286156,0.0,4,1
PPO-QP,20260805,321,105.26315789473685,100.0,47.518275863062996,0.0,4,1
PPO-QP,20260805,322,105.26315789473685,100.0,45.38271529027989,0.0,4,1
PPO-QP,20260805,323,105.26315789473685,100.0,55.240452583697405,0.0,4,1
PPO-QP,20260805,324,105.26315789473685,100.0,52.98959537630971,0.0,4,1
PPO-QP,20260805,325,105.26315789473685,100.0,54.31248613868638,0.0,4,1
PPO-QP,20260805,326,105.26315789473685,100.0,55.31495726877804,0.0,4,1
PPO-QP,20260805,327,105.26315789473685,100.0,55.008123560255555,0.0,4,1
PPO-QP,20260805,328,105.26315789473685,100.0,47.067583339494334,0.0,4,1
PPO-QP,20260805,329,105.26315789473685,100.0,45.649369280448035,0.0,4,1
PPO-QP,20260805,330,105.26315789473685,100.0,55.35710922096884,0.0,4,1
PPO-QP,20260805,331,105.26315789473685,100.0,55.07301535288809,0.0,4,1
PPO-QP,20260805,332,105.26315789473685,100.0,55.47823273273386,0.0,4,1
PPO-QP,20260805,333,105.26315789473685,100.0,54.69652327631274,0.0,4,1
PPO-QP,20260805,334,105.26315789473685,100.0,55.16250862682516,0.0,4,1
PPO-QP,20260805,335,105.26315789473685,100.0,46.40029655949057,0.0,4,1
PPO-QP,20260805,336,105.26315789473685,100.0,42.6340852485675,0.0,4,1
PPO-QP,20260805,337,105.26315789473685,100.0,54.78552262237317,0.0,4,1
PPO-QP,20260805,338,105.26315789473685,100.0,54.90118448688625,0.0,4,1
PPO-QP,20260805,339,105.26315789473685,100.0,56.29110653336838,0.0,4,1
PPO-QP,20260805,340,105.26315789473685,100.0,55.14845259916202,0.0,4,1
PPO-QP,20260805,341,105.26315789473685,100.0,55.04791805107956,0.0,4,1
PPO-QP,20260805,342,105.26315789473685,100.0,46.21307422381091,0.0,4,1
PPO-QP,20260805,343,105.26315789473685,100.0,44.76359671471963,0.0,4,1
PPO-QP,20260805,344,105.26315789473685,100.0,54.19114661378112,0.0,4,1
PPO-QP,20260805,345,105.26315789473685,100.0,55.42111574900034,0.0,4,1
PPO-QP,20260805,346,105.26315789473685,100.0,57.147125876576936,0.0,4,1
PPO-QP,20260805,347,105.26315789473685,100.0,91.18358496702122,0.0,4,1
PPO-QP,20260805,348,105.26315789473685,100.0,57.00551343089022,0.0,4,1
PPO-QP,20260805,349,105.26315789473685,100.0,44.382614187942075,0.0,4,1
PPO-QP,20260805,350,105.26315789473685,100.0,45.78536379591267,0.0,4,1
PPO-QP,20260805,351,105.26315789473685,100.0,54.542857824717395,0.0,4,1
PPO-QP,20260805,352,105.26315789473685,100.0,53.95244545718841,0.0,4,1
PPO-QP,20260805,353,105.26315789473685,100.0,53.68185175904625,0.0,4,1
PPO-QP,20260805,354,105.26315789473685,100.0,55.14093113548677,0.0,4,1
PPO-QP,20260805,355,105.26315789473685,100.0,54.35030654317733,0.0,4,1
PPO-QP,20260805,356,105.26315789473685,100.0,46.07172180755083,0.0,4,1
PPO-QP,20260805,357,105.26315789473685,100.0,43.71669684124096,0.0,4,1
PPO-QP,20260805,358,105.26315789473685,100.0,53.42715830793182,0.0,4,1
PPO-QP,20260805,359,105.26315789473685,100.0,56.48092621565026,0.0,4,1
PPO-QP,20260805,360,105.26315789473685,100.0,57.37617557238531,0.0,4,1
PPO-QP,20260805,361,105.26315789473685,100.0,56.07715277835852,0.0,4,1
PPO-QP,20260805,362,105.26315789473685,100.0,59.2583051480655,0.0,4,1
PPO-QP,20260805,363,105.26315789473685,100.0,50.422763835859605,0.0,4,1
PPO-QP,20260805,364,105.26315789473685,100.0,46.05017013080308,0.0,4,1
PPO-QP-no-penalty,20260805,300,105.26315789473685,100.0,47.32727886205055,0.0,4,1
PPO-QP-no-penalty,20260805,301,105.26315789473685,100.0,45.48050570050983,0.0,4,1
PPO-QP-no-penalty,20260805,302,105.26315789473685,100.0,51.96268441918812,0.0,4,1
PPO-QP-no-penalty,20260805,303,105.26315789473685,100.0,52.893666307615284,0.0,4,1
PPO-QP-no-penalty,20260805,304,105.26315789473685,100.0,53.18207113722656,0.0,4,1
PPO-QP-no-penalty,20260805,305,105.26315789473685,100.0,56.31066410710216,0.0,4,1
PPO-QP-no-penalty,20260805,306,105.26315789473685,100.0,54.66627718696545,0.0,4,1
PPO-QP-no-penalty,20260805,307,105.26315789473685,100.0,47.12040702741851,0.0,4,1
PPO-QP-no-penalty,20260805,308,105.26315789473685,100.0,44.28673361130178,0.0,4,1
PPO-QP-no-penalty,20260805,309,105.26315789473685,100.0,54.308296522625355,0.0,4,1
PPO-QP-no-penalty,20260805,310,105.26315789473685,100.0,55.91390966949362,0.0,4,1
PPO-QP-no-penalty,20260805,311,105.26315789473685,100.0,55.66982409756385,0.0,4,1
PPO-QP-no-penalty,20260805,312,105.26315789473685,100.0,54.834387303067224,0.0,4,1
PPO-QP-no-penalty,20260805,313,105.26315789473685,100.0,55.570408729492655,0.0,4,1
PPO-QP-no-penalty,20260805,314,105.26315789473685,100.0,48.0753737275213,0.0,4,1
PPO-QP-no-penalty,20260805,315,105.26315789473685,100.0,43.61549939637698,0.0,4,1
PPO-QP-no-penalty,20260805,316,105.26315789473685,100.0,53.879689804991884,0.0,4,1
PPO-QP-no-penalty,20260805,317,105.26315789473685,100.0,54.93003001817216,0.0,4,1
PPO-QP-no-penalty,20260805,318,105.26315789473685,100.0,54.256100452350665,0.0,4,1
PPO-QP-no-penalty,20260805,319,105.26315789473685,100.0,54.50569877847493,0.0,4,1
PPO-QP-no-penalty,20260805,320,105.26315789473685,100.0,54.949325265285935,0.0,4,1
PPO-QP-no-penalty,20260805,321,105.26315789473685,100.0,47.51827586306302,0.0,4,1
PPO-QP-no-penalty,20260805,322,105.26315789473685,100.0,45.38271529028002,0.0,4,1
PPO-QP-no-penalty,20260805,323,105.26315789473685,100.0,55.24045258369736,0.0,4,1
PPO-QP-no-penalty,20260805,324,105.26315789473685,100.0,52.98959537630985,0.0,4,1
PPO-QP-no-penalty,20260805,325,105.26315789473685,100.0,54.31248613868632,0.0,4,1
PPO-QP-no-penalty,20260805,326,105.26315789473685,100.0,55.314957268778066,0.0,4,1
PPO-QP-no-penalty,20260805,327,105.26315789473685,100.0,55.00812356025556,0.0,4,1
PPO-QP-no-penalty,20260805,328,105.26315789473685,100.0,47.067583339494206,0.0,4,1
PPO-QP-no-penalty,20260805,329,105.26315789473685,100.0,45.64936928044792,0.0,4,1
PPO-QP-no-penalty,20260805,330,105.26315789473685,100.0,55.35710922096891,0.0,4,1
PPO-QP-no-penalty,20260805,331,105.26315789473685,100.0,55.07301535288792,0.0,4,1
PPO-QP-no-penalty,20260805,332,105.26315789473685,100.0,55.478232732734,0.0,4,1
PPO-QP-no-penalty,20260805,333,105.26315789473685,100.0,54.69652327631283,0.0,4,1
PPO-QP-no-penalty,20260805,334,105.26315789473685,100.0,55.162508626825215,0.0,4,1
PPO-QP-no-penalty,20260805,335,105.26315789473685,100.0,46.40029655949061,0.0,4,1
PPO-QP-no-penalty,20260805,336,105.26315789473685,100.0,42.6340852485673,0.0,4,1
PPO-QP-no-penalty,20260805,337,105.26315789473685,100.0,54.78552262237311,0.0,4,1
PPO-QP-no-penalty,20260805,338,105.26315789473685,100.0,54.90118448688627,0.0,4,1
PPO-QP-no-penalty,20260805,339,105.26315789473685,100.0,56.291106533368364,0.0,4,1
PPO-QP-no-penalty,20260805,340,105.26315789473685,100.0,55.14845259916217,0.0,4,1
PPO-QP-no-penalty,20260805,341,105.26315789473685,100.0,55.04791805107966,0.0,4,1
PPO-QP-no-penalty,20260805,342,105.26315789473685,100.0,46.213074223810764,0.0,4,1
PPO-QP-no-penalty,20260805,343,105.26315789473685,100.0,44.763596714719625,0.0,4,1
PPO-QP-no-penalty,20260805,344,105.26315789473685,100.0,54.1911466137812,0.0,4,1
PPO-QP-no-penalty,20260805,345,105.26315789473685,100.0,55.42111574900022,0.0,4,1
PPO-QP-no-penalty,20260805,346,105.26315789473685,100.0,57.147125876577,0.0,4,1
PPO-QP-no-penalty,20260805,347,105.26315789473685,100.0,91.18358496702133,0.0,4,1
PPO-QP-no-penalty,20260805,348,105.26315789473685,100.0,57.00551343089012,0.0,4,1
PPO-QP-no-penalty,20260805,349,105.26315789473685,100.0,44.38261418794208,0.0,4,1
PPO-QP-no-penalty,20260805,350,105.26315789473685,100.0,45.78536379591263,0.0,4,1
PPO-QP-no-penalty,20260805,351,105.26315789473685,100.0,54.54285782471748,0.0,4,1
PPO-QP-no-penalty,20260805,352,105.26315789473685,100.0,53.95244545718854,0.0,4,1
PPO-QP-no-penalty,20260805,353,105.26315789473685,100.0,53.681851759046296,0.0,4,1
PPO-QP-no-penalty,20260805,354,105.26315789473685,100.0,55.14093113548681,0.0,4,1
PPO-QP-no-penalty,20260805,355,105.26315789473685,100.0,54.35030654317738,0.0,4,1
PPO-QP-no-penalty,20260805,356,105.26315789473685,100.0,46.071721807550844,0.0,4,1
PPO-QP-no-penalty,20260805,357,105.26315789473685,100.0,43.71669684124083,0.0,4,1
PPO-QP-no-penalty,20260805,358,105.26315789473685,100.0,53.42715830793175,0.0,4,1
PPO-QP-no-penalty,20260805,359,105.26315789473685,100.0,56.48092621565035,0.0,4,1
PPO-QP-no-penalty,20260805,360,105.26315789473685,100.0,57.37617557238546,0.0,4,1
PPO-QP-no-penalty,20260805,361,105.26315789473685,100.0,56.07715277835852,0.0,4,1
PPO-QP-no-penalty,20260805,362,105.26315789473685,100.0,59.25830514806553,0.0,4,1
PPO-QP-no-penalty,20260805,363,105.26315789473685,100.0,50.42276383585974,0.0,4,1
PPO-QP-no-penalty,20260805,364,105.26315789473685,100.0,46.050170130803224,0.0,4,1
PPO-QP,20260806,300,105.26315789473685,100.0,47.32727886205056,0.0,4,1
PPO-QP,20260806,301,105.26315789473685,100.0,45.480505700509724,0.0,4,1
PPO-QP,20260806,302,105.26315789473685,100.0,51.96268441918809,0.0,4,1
PPO-QP,20260806,303,105.26315789473685,100.0,52.89366630761541,0.0,4,1
PPO-QP,20260806,304,105.26315789473685,100.0,53.182071137226636,0.0,4,1
PPO-QP,20260806,305,105.26315789473685,100.0,56.31066410710251,0.0,4,1
PPO-QP,20260806,306,105.26315789473685,100.0,54.66627718696556,0.0,4,1
PPO-QP,20260806,307,105.26315789473685,100.0,47.120407027418494,0.0,4,1
PPO-QP,20260806,308,105.26315789473685,100.0,44.28673361130163,0.0,4,1
PPO-QP,20260806,309,105.26315789473685,100.0,54.30829652262539,0.0,4,1
PPO-QP,20260806,310,105.26315789473685,100.0,55.913909669493535,0.0,4,1
PPO-QP,20260806,311,105.26315789473685,100.0,55.669824097564,0.0,4,1
PPO-QP,20260806,312,105.26315789473685,100.0,54.83438730306732,0.0,4,1
PPO-QP,20260806,313,105.26315789473685,100.0,55.57040872949267,0.0,4,1
PPO-QP,20260806,314,105.26315789473685,100.0,48.07537372752127,0.0,4,1
PPO-QP,20260806,315,105.26315789473685,100.0,43.61549939637713,0.0,4,1
PPO-QP,20260806,316,105.26315789473685,100.0,53.87968980499193,0.0,4,1
PPO-QP,20260806,317,105.26315789473685,100.0,54.93003001817222,0.0,4,1
PPO-QP,20260806,318,105.26315789473685,100.0,54.25610045235035,0.0,4,1
PPO-QP,20260806,319,105.26315789473685,100.0,54.505698778474844,0.0,4,1
PPO-QP,20260806,320,105.26315789473685,100.0,54.949325265286035,0.0,4,1
PPO-QP,20260806,321,105.26315789473685,100.0,47.518275863063195,0.0,4,1
PPO-QP,20260806,322,105.26315789473685,100.0,45.38271529027972,0.0,4,1
PPO-QP,20260806,323,105.26315789473685,100.0,55.240452583697255,0.0,4,1
PPO-QP,20260806,324,105.26315789473685,100.0,52.98959537630988,0.0,4,1
PPO-QP,20260806,325,105.26315789473685,100.0,54.312486138686424,0.0,4,1
PPO-QP,20260806,326,105.26315789473685,100.0,55.31495726877799,0.0,4,1
PPO-QP,20260806,327,105.26315789473685,100.0,55.00812356025533,0.0,4,1
PPO-QP,20260806,328,105.26315789473685,100.0,47.067583339494234,0.0,4,1
PPO-QP,20260806,329,105.26315789473685,100.0,45.64936928044788,0.0,4,1
PPO-QP,20260806,330,105.26315789473685,100.0,55.357109220968844,0.0,4,1
PPO-QP,20260806,331,105.26315789473685,100.0,55.073015352888056,0.0,4,1
PPO-QP,20260806,332,105.26315789473685,100.0,55.47823273273405,0.0,4,1
PPO-QP,20260806,333,105.26315789473685,100.0,54.696523276313,0.0,4,1
PPO-QP,20260806,334,105.26315789473685,100.0,55.16250862682452,0.0,4,1
PPO-QP,20260806,335,105.26315789473685,100.0,46.40029655949071,0.0,4,1
PPO-QP,20260806,336,105.26315789473685,100.0,42.63408524856726,0.0,4,1
PPO-QP,20260806,337,105.26315789473685,100.0,54.78552262237288,0.0,4,1
PPO-QP,20260806,338,105.26315789473685,100.0,54.901184486886,0.0,4,1
PPO-QP,20260806,339,105.26315789473685,100.0,56.291106533368165,0.0,4,1
PPO-QP,20260806,340,105.26315789473685,100.0,55.148452599162006,0.0,4,1
PPO-QP,20260806,341,105.26315789473685,100.0,55.04791805107912,0.0,4,1
PPO-QP,20260806,342,105.26315789473685,100.0,46.213074223810864,0.0,4,1
PPO-QP,20260806,343,105.26315789473685,100.0,44.76359671471947,0.0,4,1
PPO-QP,20260806,344,105.26315789473685,100.0,54.19114661378097,0.0,4,1
PPO-QP,20260806,345,105.26315789473685,100.0,55.42111574900002,0.0,4,1
PPO-QP,20260806,346,105.26315789473685,100.0,57.147125876576325,0.0,4,1
PPO-QP,20260806,347,105.26315789473685,100.0,91.18358496702118,0.0,4,1
PPO-QP,20260806,348,105.26315789473685,100.0,57.00551343088999,0.0,4,1
PPO-QP,20260806,349,105.26315789473685,100.0,44.38261418794181,0.0,4,1
PPO-QP,20260806,350,105.26315789473685,100.0,45.78536379591248,0.0,4,1
PPO-QP,20260806,351,105.26315789473685,100.0,54.54285782471721,0.0,4,1
PPO-QP,20260806,352,105.26315789473685,100.0,53.9524454571884,0.0,4,1
PPO-QP,20260806,353,105.26315789473685,100.0,53.68185175904616,0.0,4,1
PPO-QP,20260806,354,105.26315789473685,100.0,55.14093113548667,0.0,4,1
PPO-QP,20260806,355,105.26315789473685,100.0,54.350306543177275,0.0,4,1
PPO-QP,20260806,356,105.26315789473685,100.0,46.07172180755078,0.0,4,1
PPO-QP,20260806,357,105.26315789473685,100.0,43.71669684124066,0.0,4,1
PPO-QP,20260806,358,105.26315789473685,100.0,53.42715830793155,0.0,4,1
PPO-QP,20260806,359,105.26315789473685,100.0,56.48092621565013,0.0,4,1
PPO-QP,20260806,360,105.26315789473685,100.0,57.37617557238522,0.0,4,1
PPO-QP,20260806,361,105.26315789473685,100.0,56.07715277835851,0.0,4,1
PPO-QP,20260806,362,105.26315789473685,100.0,59.25830514806532,0.0,4,1
PPO-QP,20260806,363,105.26315789473685,100.0,50.422763835859485,0.0,4,1
PPO-QP,20260806,364,105.26315789473685,100.0,46.050170130802776,0.0,4,1
PPO-QP-no-penalty,20260806,300,105.26315789473685,100.0,47.32727886205055,0.0,4,1
PPO-QP-no-penalty,20260806,301,105.26315789473685,100.0,45.480505700509724,0.0,4,1
PPO-QP-no-penalty,20260806,302,105.26315789473685,100.0,51.96268441918809,0.0,4,1
PPO-QP-no-penalty,20260806,303,105.26315789473685,100.0,52.89366630761541,0.0,4,1
PPO-QP-no-penalty,20260806,304,105.26315789473685,100.0,53.18207113722663,0.0,4,1
PPO-QP-no-penalty,20260806,305,105.26315789473685,100.0,56.31066410710248,0.0,4,1
PPO-QP-no-penalty,20260806,306,105.26315789473685,100.0,54.66627718696556,0.0,4,1
PPO-QP-no-penalty,20260806,307,105.26315789473685,100.0,47.120407027418494,0.0,4,1
PPO-QP-no-penalty,20260806,308,105.26315789473685,100.0,44.28673361130163,0.0,4,1
PPO-QP-no-penalty,20260806,309,105.26315789473685,100.0,54.308296522625355,0.0,4,1
PPO-QP-no-penalty,20260806,310,105.26315789473685,100.0,55.91390966949352,0.0,4,1
PPO-QP-no-penalty,20260806,311,105.26315789473685,100.0,55.669824097564,0.0,4,1
PPO-QP-no-penalty,20260806,312,105.26315789473685,100.0,54.83438730306733,0.0,4,1
PPO-QP-no-penalty,20260806,313,105.26315789473685,100.0,55.57040872949267,0.0,4,1
PPO-QP-no-penalty,20260806,314,105.26315789473685,100.0,48.07537372752125,0.0,4,1
PPO-QP-no-penalty,20260806,315,105.26315789473685,100.0,43.615499396377174,0.0,4,1
PPO-QP-no-penalty,20260806,316,105.26315789473685,100.0,53.87968980499202,0.0,4,1
PPO-QP-no-penalty,20260806,317,105.26315789473685,100.0,54.930030018172204,0.0,4,1
PPO-QP-no-penalty,20260806,318,105.26315789473685,100.0,54.25610045235035,0.0,4,1
PPO-QP-no-penalty,20260806,319,105.26315789473685,100.0,54.50569877847484,0.0,4,1
PPO-QP-no-penalty,20260806,320,105.26315789473685,100.0,54.949325265286035,0.0,4,1
PPO-QP-no-penalty,20260806,321,105.26315789473685,100.0,47.518275863063195,0.0,4,1
PPO-QP-no-penalty,20260806,322,105.26315789473685,100.0,45.38271529027971,0.0,4,1
PPO-QP-no-penalty,20260806,323,105.26315789473685,100.0,55.24045258369725,0.0,4,1
PPO-QP-no-penalty,20260806,324,105.26315789473685,100.0,52.98959537630989,0.0,4,1
PPO-QP-no-penalty,20260806,325,105.26315789473685,100.0,54.31248613868641,0.0,4,1
PPO-QP-no-penalty,20260806,326,105.26315789473685,100.0,55.314957268777995,0.0,4,1
PPO-QP-no-penalty,20260806,327,105.26315789473685,100.0,55.00812356025532,0.0,4,1
PPO-QP-no-penalty,20260806,328,105.26315789473685,100.0,47.06758333949423,0.0,4,1
PPO-QP-no-penalty,20260806,329,105.26315789473685,100.0,45.64936928044788,0.0,4,1
PPO-QP-no-penalty,20260806,330,105.26315789473685,100.0,55.357109220968844,0.0,4,1
PPO-QP-no-penalty,20260806,331,105.26315789473685,100.0,55.073015352888135,0.0,4,1
PPO-QP-no-penalty,20260806,332,105.26315789473685,100.0,55.47823273273404,0.0,4,1
PPO-QP-no-penalty,20260806,333,105.26315789473685,100.0,54.69652327631298,0.0,4,1
PPO-QP-no-penalty,20260806,334,105.26315789473685,100.0,55.162508626824625,0.0,4,1
PPO-QP-no-penalty,20260806,335,105.26315789473685,100.0,46.400296559490755,0.0,4,1
PPO-QP-no-penalty,20260806,336,105.26315789473685,100.0,42.63408524856722,0.0,4,1
PPO-QP-no-penalty,20260806,337,105.26315789473685,100.0,54.785522622372866,0.0,4,1
PPO-QP-no-penalty,20260806,338,105.26315789473685,100.0,54.901184486885995,0.0,4,1
PPO-QP-no-penalty,20260806,339,105.26315789473685,100.0,56.29110653336819,0.0,4,1
PPO-QP-no-penalty,20260806,340,105.26315789473685,100.0,55.14845259916197,0.0,4,1
PPO-QP-no-penalty,20260806,341,105.26315789473685,100.0,55.04791805107927,0.0,4,1
PPO-QP-no-penalty,20260806,342,105.26315789473685,100.0,46.21307422381087,0.0,4,1
PPO-QP-no-penalty,20260806,343,105.26315789473685,100.0,44.763596714719455,0.0,4,1
PPO-QP-no-penalty,20260806,344,105.26315789473685,100.0,54.19114661378096,0.0,4,1
PPO-QP-no-penalty,20260806,345,105.26315789473685,100.0,55.42111574900013,0.0,4,1
PPO-QP-no-penalty,20260806,346,105.26315789473685,100.0,57.14712587657641,0.0,4,1
PPO-QP-no-penalty,20260806,347,105.26315789473685,100.0,91.1835849670212,0.0,4,1
PPO-QP-no-penalty,20260806,348,105.26315789473685,100.0,57.00551343089016,0.0,4,1
PPO-QP-no-penalty,20260806,349,105.26315789473685,100.0,44.38261418794181,0.0,4,1
PPO-QP-no-penalty,20260806,350,105.26315789473685,100.0,45.78536379591246,0.0,4,1
PPO-QP-no-penalty,20260806,351,105.26315789473685,100.0,54.54285782471723,0.0,4,1
PPO-QP-no-penalty,20260806,352,105.26315789473685,100.0,53.95244545718839,0.0,4,1
PPO-QP-no-penalty,20260806,353,105.26315789473685,100.0,53.681851759046125,0.0,4,1
PPO-QP-no-penalty,20260806,354,105.26315789473685,100.0,55.140931135486724,0.0,4,1
PPO-QP-no-penalty,20260806,355,105.26315789473685,100.0,54.35030654317733,0.0,4,1
PPO-QP-no-penalty,20260806,356,105.26315789473685,100.0,46.07172180755078,0.0,4,1
PPO-QP-no-penalty,20260806,357,105.26315789473685,100.0,43.716696841240655,0.0,4,1
PPO-QP-no-penalty,20260806,358,105.26315789473685,100.0,53.427158307931535,0.0,4,1
PPO-QP-no-penalty,20260806,359,105.26315789473685,100.0,56.480926215650115,0.0,4,1
PPO-QP-no-penalty,20260806,360,105.26315789473685,100.0,57.37617557238529,0.0,4,1
PPO-QP-no-penalty,20260806,361,105.26315789473685,100.0,56.07715277835848,0.0,4,1
PPO-QP-no-penalty,20260806,362,105.26315789473685,100.0,59.25830514806535,0.0,4,1
PPO-QP-no-penalty,20260806,363,105.26315789473685,100.0,50.422763835859456,0.0,4,1
PPO-QP-no-penalty,20260806,364,105.26315789473685,100.0,46.050170130802954,0.0,4,1
PPO-QP,20260807,300,105.26315789473685,100.0,47.32727886205077,0.0,4,1
PPO-QP,20260807,301,105.26315789473685,100.0,45.480505700509795,0.0,4,1
PPO-QP,20260807,302,105.26315789473685,100.0,51.96268441918807,0.0,4,1
PPO-QP,20260807,303,105.26315789473685,100.0,52.8936663076155,0.0,4,1
PPO-QP,20260807,304,105.26315789473685,100.0,53.18207113722683,0.0,4,1
PPO-QP,20260807,305,105.26315789473685,100.0,56.310664107102085,0.0,4,1
PPO-QP,20260807,306,105.26315789473685,100.0,54.66627718696567,0.0,4,1
