controller,seed,day,charge_energy_final4_kwh,soc_change_final4_kwh,gross_import_cost_final4,export_excess_final4_kwh,forced_full_charge_steps_final4,any_forced_full_charge_final4
Rule+QP,0,323,8.782378572719694e-08,-99.99999998992001,39.3731203411115,0.0,0,0
Rule+QP,0,324,1.0907207179570829e-07,-99.99999998992001,37.34165235931765,0.0,0,0
Rule+QP,0,325,3.305495397472738e-08,-99.99999998992001,38.784027312349245,0.0,0,0
Rule+QP,0,326,2.2099546368819126e-08,-99.99999998992001,38.19973741593677,0.0,0,0
Rule+QP,0,327,3.330018093509795e-08,-99.99999998992001,39.21643178707881,0.0,0,0
Rule+QP,0,328,8.836679825558341e-08,-99.99999998992001,31.395603798436422,0.0,0,0
Rule+QP,0,329,1.0981679873156071e-07,-99.99999995852065,29.49709581987959,0.0,0,0
Rule+QP,0,330,1.6304444102924696e-07,-99.99999990799455,39.430168653119445,0.0,0,0
Rule+QP,0,331,7.740720697300658e-08,-99.9999999793776,38.56333491009948,0.0,0,0
Rule+QP,0,332,1.510637553859678e-07,-99.9999999378868,39.929892748548426,0.0,0,0
Rule+QP,0,333,0.0,-99.9999999793776,39.55351883051567,0.0,0,0
Rule+QP,0,334,9.768117977127485e-08,-99.99999998992001,39.659341380565735,0.0,0,0
Rule+QP,0,335,8.807724008299974e-08,-99.99999997937363,30.790909350112578,0.0,0,0
Rule+QP,0,336,1.1101438409200416e-08,-99.99999998992001,27.096057799519798,0.0,0,0
Rule+QP,0,337,0.0,-99.99999992763983,39.585505662035395,0.0,0,0
Rule+QP,0,338,1.0931638346172887e-07,-99.9999999793776,39.2723525598057,0.0,0,0
Rule+QP,0,339,4.4149314878029795e-08,-99.99999998992001,40.21650022619898,0.0,0,0
Rule+QP,0,340,8.844045665645355e-08,-99.99999995852735,39.05971165768486,0.0,0,0
Rule+QP,0,341,1.63011956064094e-07,-99.99999993788109,39.302567420921875,0.0,0,0
Rule+QP,0,342,1.203180032456821e-07,-99.99999992764933,29.816639060432056,0.0,0,0
Rule+QP,0,343,2.210366610902832e-08,-99.99999996892157,28.52700550920078,0.0,0,0
Rule+QP,0,344,9.767514626743073e-08,-99.99999998992001,38.41396217482064,0.0,0,0
Rule+QP,0,345,3.305496555457085e-08,-99.99999997937363,40.15307245688997,0.0,0,0
Rule+QP,0,346,2.2099538710049824e-08,-99.9999999793776,41.49534979320305,0.0,0,0
Rule+QP,0,347,0.0,-95.05868084031536,74.88572044005059,0.0,0,0
Rule+QP,0,348,1.3126356500497612e-07,-99.99999994818319,40.83099974736288,0.0,0,0
Rule+QP,0,349,8.820348864867248e-08,-99.99999996891867,27.751074050220364,0.0,0,0
Rule+QP,0,350,9.870243626512473e-08,-99.9999999793776,29.43539287777201,0.0,0,0
Rule+QP,0,351,9.807580128095915e-08,-99.9999999793776,38.15130520076029,0.0,0,0
Rule+QP,0,352,7.69686800757742e-08,-99.99999998992001,38.487525177854266,0.0,0,0
Rule+QP,0,353,4.421336362334879e-08,-99.99999998992001,38.516386400813104,0.0,0,0
Rule+QP,0,354,7.664778921706912e-08,-99.99999997937641,39.06764630416542,0.0,0,0
Rule+QP,0,355,5.516166514638413e-08,-99.99999998992001,38.530960435214354,0.0,0,0
Rule+QP,0,356,1.2057304079975344e-07,-99.999999958536,30.1818420376201,0.0,0,0
Rule+QP,0,357,7.62656615369941e-08,-99.9999999793776,28.09468785201996,0.0,0,0
Rule+QP,0,358,5.514852136016199e-08,-99.99999998992001,37.78693943811774,0.0,0,0
Rule+QP,0,359,0.0,-99.99999994817361,40.08532174452049,0.0,0,0
Rule+QP,0,360,6.735788647485826,-93.6010008154085,41.68046040277898,0.0,0,0
Rule+QP,0,361,8.7499999970718,-81.24406254716669,41.90252063851656,0.0,0,0
Rule+QP,0,362,9.76910840148869e-08,-99.99999995852065,43.1535850921022,0.0,0,0
Rule+QP,0,363,1.3057343072158852e-07,-99.99999995852735,34.04746985034691,0.0,0,0
Rule+QP,0,364,8.737883441656163e-08,-99.99999998992001,30.50199717204742,0.0,0,0
NetLoadRule+QP,0,300,105.26315789473685,-59.75657888849355,35.322803295305405,0.0,4,1
NetLoadRule+QP,0,301,86.24999997377459,-76.3157894252399,31.668216586273743,0.0,3,1
NetLoadRule+QP,0,302,75.00000000005434,-99.99999998917093,36.22491057841002,0.0,3,1
NetLoadRule+QP,0,303,73.20637132967869,-77.95394722567411,39.20009861541109,0.0,2,1
NetLoadRule+QP,0,304,63.74999991902881,-20.838815631712293,43.91446459506324,0.0,0,0
NetLoadRule+QP,0,305,51.927617447382374,-89.43723575387361,41.313687437854625,0.0,1,1
NetLoadRule+QP,0,306,61.30886446426712,-65.44078934446111,42.050320202924524,0.0,0,0
NetLoadRule+QP,0,307,105.26315789473685,-17.10526308881117,38.180891272959045,0.0,4,1
NetLoadRule+QP,0,308,94.18282564645529,-21.05263153117332,34.38333252319893,0.0,3,1
NetLoadRule+QP,0,309,23.545706564845464,-99.99999995605717,38.63171901356875,0.0,0,0
NetLoadRule+QP,0,310,66.31232707131822,-63.31907881026643,43.22645698638838,0.0,1,1
NetLoadRule+QP,0,311,75.0,-76.31578954825741,42.12647081646746,0.0,3,1
NetLoadRule+QP,0,312,105.26315789473685,-17.105263087108113,46.09475762261672,0.0,4,1
NetLoadRule+QP,0,313,47.49999990486039,-51.8618419864857,43.33262881448137,0.0,1,1
NetLoadRule+QP,0,314,50.0,-99.99999998929533,32.037408411319845,0.0,2,1
NetLoadRule+QP,0,315,29.99999997681628,-42.61570688003505,32.32485495940105,0.0,0,0
NetLoadRule+QP,0,316,40.4126061098323,-80.02907694479401,39.53542259514025,0.0,0,0
NetLoadRule+QP,0,317,12.198829396057572,-99.09861205984305,38.682032234212514,0.0,0,0
NetLoadRule+QP,0,318,62.157202435509014,-43.58223674915203,43.041046888325916,0.0,1,1
NetLoadRule+QP,0,319,94.18282566348564,-52.63157890723741,42.53961040817303,0.0,3,1
NetLoadRule+QP,0,320,25.000000023833998,-99.99999997758209,38.71785716088091,0.0,1,1
NetLoadRule+QP,0,321,37.4653739594696,-88.15789472739644,32.62663983645024,0.0,1,1
NetLoadRule+QP,0,322,40.166205177569125,-88.1578946375248,30.319035775744204,0.0,1,1
NetLoadRule+QP,0,323,91.76804619825805,-3.609829900322893,47.28152918012165,0.0,3,1
NetLoadRule+QP,0,324,16.921745245014524,-94.61184200682357,37.79148717477179,0.0,0,0
NetLoadRule+QP,0,325,36.01108058770051,-88.15789468047572,39.67492167097715,0.0,0,0
NetLoadRule+QP,0,326,11.118699092956001,-99.99999998878889,38.48536903372561,0.0,0,0
NetLoadRule+QP,0,327,41.71011383605534,-75.54605257681453,41.089922326420364,0.0,0,0
NetLoadRule+QP,0,328,16.69723228450823,-99.9999999887757,31.102430592996566,0.0,0,0
NetLoadRule+QP,0,329,28.916205217808887,-75.161184102314,31.440371748602843,0.0,0,0
NetLoadRule+QP,0,330,116.51315787896215,57.89473698435624,51.820782080699615,0.0,3,1
NetLoadRule+QP,0,331,37.39612203593387,-99.9999999779453,38.58849071303572,0.0,0,0
NetLoadRule+QP,0,332,102.38919685161451,-44.835526206480324,44.24070017167535,0.0,3,1
NetLoadRule+QP,0,333,77.56232696958013,-99.99999997795749,39.19158241217687,0.0,1,1
NetLoadRule+QP,0,334,67.01869830694895,-82.38486827195649,40.78759149438153,0.0,1,1
NetLoadRule+QP,0,335,40.24293859007487,-89.4372357944232,31.294859417894603,0.0,0,0
NetLoadRule+QP,0,336,56.78670379541254,-52.631578890548724,30.689207690650427,0.0,1,1
NetLoadRule+QP,0,337,105.26315789473685,16.36436616266498,48.287741435216205,0.0,4,1
NetLoadRule+QP,0,338,26.249999995212153,-99.99999997806523,39.20935937301621,0.0,0,0
NetLoadRule+QP,0,339,116.5131578345169,64.17763180836019,53.40730801222449,0.0,4,1
NetLoadRule+QP,0,340,11.776315919795884,-88.8124999096872,39.888355513338865,0.0,0,0
NetLoadRule+QP,0,341,105.26315789473685,-40.789473639269346,44.26081207334076,0.0,3,1
NetLoadRule+QP,0,342,65.09695311804222,-60.52631572129067,33.580225987573684,0.0,2,1
NetLoadRule+QP,0,343,86.24999998513817,-74.51111747178945,30.865052575091216,0.0,3,1
NetLoadRule+QP,0,344,111.24999998852932,65.14473690834288,51.63046737198914,0.0,4,1
NetLoadRule+QP,0,345,105.26315789473685,55.22697374638474,51.97214334378187,0.0,4,1
NetLoadRule+QP,0,346,106.36003290473442,89.3125000229779,56.34351220482528,0.0,4,1
NetLoadRule+QP,0,347,105.26315789473685,100.0,91.18358496710148,0.0,4,1
NetLoadRule+QP,0,348,86.81440456941219,70.63157899949711,54.38933286904724,0.0,1,1
NetLoadRule+QP,0,349,111.02140359023488,89.68085964191546,43.414459369795466,0.0,2,1
NetLoadRule+QP,0,350,116.24999996694865,89.31250002075913,44.66268294693165,0.0,3,1
NetLoadRule+QP,0,351,124.01315787986877,60.81250005199945,51.49500463107826,0.0,3,1
NetLoadRule+QP,0,352,108.74999991094371,79.77960537594512,52.42985343464066,0.0,0,0
NetLoadRule+QP,0,353,117.61003289327408,98.95796873866524,53.55517441248001,0.0,4,1
NetLoadRule+QP,0,354,130.1939058264774,72.65460534091946,52.79117851626932,0.0,2,1
NetLoadRule+QP,0,355,113.57340722791041,83.11842120723756,52.704098978369274,0.0,0,0
NetLoadRule+QP,0,356,59.99999995423956,-10.491772543109875,37.0422539208201,0.0,0,0
NetLoadRule+QP,0,357,100.0,-50.52125204536517,32.225314577477775,0.0,4,1
NetLoadRule+QP,0,358,78.67382299229969,7.634868550321585,46.00026090329745,0.0,1,1
NetLoadRule+QP,0,359,105.26315789473685,82.85855269375516,55.12562647603454,0.0,4,1
NetLoadRule+QP,0,360,92.08102516654063,-3.3124998627382354,49.02227643887513,0.0,3,1
NetLoadRule+QP,0,361,116.51315787982824,71.50000003820486,53.83208620579559,0.0,4,1
NetLoadRule+QP,0,362,112.7631578622418,11.240998023195246,51.37617019804059,0.0,4,1
NetLoadRule+QP,0,363,105.26315792630535,32.31250006105482,43.57202578255183,0.0,2,1
NetLoadRule+QP,0,364,44.99999992216456,-99.99999998930144,28.90093900080842,0.0,0,0
MPC-H24+QP,0,300,11.250000014058424,-99.99999998833744,31.444209187116417,0.0,0,0
MPC-H24+QP,0,301,0.0,-99.99999998808983,29.462068684866423,0.0,0,0
MPC-H24+QP,0,302,6.461796428999002e-12,-99.99999998837049,36.43676138983901,0.0,0,0
MPC-H24+QP,0,303,2.0594395681942218e-13,-99.99999998834491,36.93784435967718,0.0,0,0
MPC-H24+QP,0,304,2.221080841438614e-10,-99.99999998815639,37.56793662091748,0.0,0,0
MPC-H24+QP,0,305,8.310249327967421,-99.9999999882964,40.93404145519864,0.0,0,0
MPC-H24+QP,0,306,2.273021724058229e-08,-99.99999998833744,39.266233184868554,0.0,0,0
MPC-H24+QP,0,307,4.451995946807529e-12,-99.99999998835835,31.09663732639859,0.0,0,0
MPC-H24+QP,0,308,7.053724976347907e-13,-99.99999998837936,28.182362040812777,0.0,0,0
MPC-H24+QP,0,309,6.142265630734736e-08,-99.9999999881544,38.681946099770414,0.0,0,0
MPC-H24+QP,0,310,4.0040056000085094e-11,-99.99999998829449,40.241046806027796,0.0,0,0
MPC-H24+QP,0,311,2.5764788197672103e-08,-99.9999999883164,39.934758432568195,0.0,0,0
MPC-H24+QP,0,312,3.82483957956107e-08,-89.3124999906731,39.699292290528604,0.0,0,0
MPC-H24+QP,0,313,7.898119151530124e-12,-99.99999998832385,39.21416429495899,0.0,0,0
MPC-H24+QP,0,314,4.08324621165032e-09,-99.99999998837035,31.98583971456176,0.0,0,0
MPC-H24+QP,0,315,9.277899464837061e-13,-99.99999998814573,27.965442390776467,0.0,0,0
MPC-H24+QP,0,316,11.250000010968552,-99.9999999882912,37.91446016726064,0.0,0,0
MPC-H24+QP,0,317,2.814236528292175e-08,-99.99999998829679,38.643257388504786,0.0,0,0
MPC-H24+QP,0,318,7.03379034951668e-08,-99.99999998814539,38.62761651737168,0.0,0,0
MPC-H24+QP,0,319,1.473959169316719e-11,-99.9999999883216,39.082441264528256,0.0,0,0
MPC-H24+QP,0,320,5.258599036821456e-12,-99.99999998832504,38.74485119612579,0.0,0,0
MPC-H24+QP,0,321,5.683608187688246e-08,-99.99999998833744,31.34493452937925,0.0,0,0
MPC-H24+QP,0,322,3.333557279018805e-08,-99.99999998833343,29.359580372477097,0.0,0,0
MPC-H24+QP,0,323,4.1043685876885375e-08,-99.99999998832021,39.496187151641095,0.0,0,0
MPC-H24+QP,0,324,3.382864365844454e-11,-99.99999998831603,37.36241218953465,0.0,0,0
MPC-H24+QP,0,325,2.411660608882901e-08,-99.99999998831683,38.804022327682645,0.0,0,0
MPC-H24+QP,0,326,0.0,-99.99999998834468,38.39933565018413,0.0,0,0
MPC-H24+QP,0,327,5.233398486607603e-13,-99.99999998836239,39.33804754435404,0.0,0,0
MPC-H24+QP,0,328,1.1766769800596217e-08,-99.99999998837723,31.394552712770047,0.0,0,0
MPC-H24+QP,0,329,8.819361619975435e-13,-99.99999998826931,29.595807113592752,0.0,0,0
MPC-H24+QP,0,330,0.0,-99.83762955886831,39.234829915932565,0.0,0,0
MPC-H24+QP,0,331,4.3258275694754354e-09,-99.99999998815025,38.854389041517166,0.0,0,0
MPC-H24+QP,0,332,5.49800018377841e-08,-99.9999999882831,39.43639361950025,0.0,0,0
MPC-H24+QP,0,333,23.715373990234227,-89.31249998577212,40.03975703991695,0.0,0,0
MPC-H24+QP,0,334,20.308210442849074,-99.99999998388569,39.68754027581884,0.0,0,0
MPC-H24+QP,0,335,7.751938012473892,-99.99999998833744,30.60734820952422,0.0,0,0
MPC-H24+QP,0,336,6.349201326646196e-08,-99.99999998832519,26.916615415212284,0.0,0,0
MPC-H24+QP,0,337,1.0515015291227765e-07,-95.40267679750977,39.34689714452392,0.0,0,0
MPC-H24+QP,0,338,11.25000000722267,-99.9999999883488,38.92072438613488,0.0,0,0
MPC-H24+QP,0,339,1.3191538620043907e-08,-99.99999998833584,40.22257535600684,0.0,0,0
MPC-H24+QP,0,340,2.2614952374987467e-08,-99.99999996655569,39.11660270149535,0.0,0,0
MPC-H24+QP,0,341,5.961853573801698e-08,-99.9999999953034,40.2858506878185,0.0,0,0
MPC-H24+QP,0,342,5.865238780740898e-08,-99.99999998829065,30.14806058068848,0.0,0,0
MPC-H24+QP,0,343,4.3877841211668835e-09,-99.99999998817304,28.500372307545796,0.0,0,0
MPC-H24+QP,0,344,37.432709878505534,17.339262076128335,49.82734303970981,0.0,0,0
MPC-H24+QP,0,345,30.57843761372934,29.04951571886882,51.60094896502845,0.0,0,0
MPC-H24+QP,0,346,56.25000004752267,53.437499997791775,55.236284623074724,0.0,0,0
MPC-H24+QP,0,347,91.59470566551566,69.9073441779941,90.97515986549314,0.0,0,0
MPC-H24+QP,0,348,78.39708780477338,74.47723340067078,57.634981532981485,0.0,0,0
MPC-H24+QP,0,349,67.50000000469355,53.437499989168856,40.55433337804707,0.0,1,1
MPC-H24+QP,0,350,31.947640349090634,30.350258300469065,40.588585512178994,0.0,0,0
MPC-H24+QP,0,351,39.09674606337052,37.14190874750878,51.22251626996815,0.0,0,0
MPC-H24+QP,0,352,33.75000016602652,32.062500034362714,50.14876876059452,0.0,0,0
MPC-H24+QP,0,353,34.96537396254048,21.375000007238796,49.2897586209808,0.0,0,0
MPC-H24+QP,0,354,21.60194304150605,18.22789635655164,50.521987466694725,0.0,0,0
MPC-H24+QP,0,355,37.07829595408649,16.926927742470966,49.83968845833489,0.0,0,0
MPC-H24+QP,0,356,23.38755902549096,-8.219034889922227,37.27531420825365,0.0,0,0
MPC-H24+QP,0,357,13.406373085290536,-34.63236661574717,35.1389381458242,0.0,0,0
MPC-H24+QP,0,358,3.3987996018035686e-08,-9.459656474015503,48.08305844644417,0.0,0,0
MPC-H24+QP,0,359,22.50000009051952,9.532894798823406,50.90218093238888,0.0,0,0
MPC-H24+QP,0,360,22.50000001855563,10.687500008608524,51.01239627129737,0.0,0,0
MPC-H24+QP,0,361,43.67162867607734,41.488047242273424,52.13877973486893,0.0,0,0
MPC-H24+QP,0,362,22.499999992512514,20.91263301321814,53.137286086026236,0.0,0,0
MPC-H24+QP,0,363,11.974215256610153,-22.921878694970303,39.88411362038072,0.0,0,0
MPC-H24+QP,0,364,40.82565634483548,-3.0167792611705124,36.91187167584085,0.0,0,0
MPC-H24-FRR+QP,0,300,42.93628786646724,-99.99999998902277,31.861989181744594,0.0,0,0
MPC-H24-FRR+QP,0,301,1.8840751745886605e-09,-99.99999998896209,29.322004467064133,0.0,0,0
MPC-H24-FRR+QP,0,302,7.492455241009025e-09,-99.99999998922752,36.44274923145796,0.0,0,0
MPC-H24-FRR+QP,0,303,2.7316804023817397e-14,-99.9999999891954,36.94429355557329,0.0,0,0
MPC-H24-FRR+QP,0,304,6.271053473042449e-11,-99.99999998916192,37.62372371978715,0.0,0,0
MPC-H24-FRR+QP,0,305,9.83218793635656e-10,-99.99999998914669,40.92225433923271,0.0,0,0
MPC-H24-FRR+QP,0,306,0.0,-99.99999998902797,39.18781774175584,0.0,0,0
MPC-H24-FRR+QP,0,307,9.207673467765308e-10,-99.99999998921052,31.111320676380767,0.0,0,0
MPC-H24-FRR+QP,0,308,9.191072499405866e-10,-99.99999998922999,28.230551605546683,0.0,0,0
MPC-H24-FRR+QP,0,309,1.887382822875207e-09,-99.99999998902891,38.816867396242415,0.0,0,0
MPC-H24-FRR+QP,0,310,9.230964740468867e-10,-99.9999999891836,40.23700801317637,0.0,0,0
MPC-H24-FRR+QP,0,311,1.4251138748620994e-08,-99.99999998917372,39.913436974236305,0.0,0,0
MPC-H24-FRR+QP,0,312,2.181716234573335e-08,-88.15789474852576,39.87845064068217,0.0,0,0
MPC-H24-FRR+QP,0,313,2.815249957803592e-11,-99.99999998830327,39.364730097056814,0.0,0,0
MPC-H24-FRR+QP,0,314,18.005540232239873,-99.99999998922215,32.12089172148096,0.0,0,0
MPC-H24-FRR+QP,0,315,9.442614331797323e-10,-99.99999998902047,27.926475126573788,0.0,0,0
MPC-H24-FRR+QP,0,316,12.465374000618278,-99.9999999891935,37.89067953417235,0.0,0,0
MPC-H24-FRR+QP,0,317,4.178158994494455e-11,-99.99999998915169,38.709232092433425,0.0,0,0
MPC-H24-FRR+QP,0,318,12.465373984459188,-99.99999998913077,38.67545584400079,0.0,0,0
MPC-H24-FRR+QP,0,319,9.221882677228157e-10,-99.99999998917721,39.0920067735255,0.0,0,0
MPC-H24-FRR+QP,0,320,4.111699959501099e-12,-99.99999998918076,38.71955049975878,0.0,0,0
MPC-H24-FRR+QP,0,321,1.8350224349075417e-08,-99.99999998904681,31.352511445929355,0.0,0,0
MPC-H24-FRR+QP,0,322,15.235457138740067,-99.99999998918699,29.56758259464454,0.0,0,0
MPC-H24-FRR+QP,0,323,25.000000004054836,-99.99999998879431,39.80578850741415,0.0,1,1
MPC-H24-FRR+QP,0,324,1.2274597569021404e-08,-99.99999998918815,37.367469448905084,0.0,0,0
MPC-H24-FRR+QP,0,325,18.00554021301078,-99.99999998917465,38.83099748915066,0.0,0,0
MPC-H24-FRR+QP,0,326,9.225176244003543e-10,-99.99999998919145,38.19973741566945,0.0,0,0
MPC-H24-FRR+QP,0,327,1.3435952658940563e-14,-99.99999998921481,39.33872976505354,0.0,0,0
MPC-H24-FRR+QP,0,328,3.752955951296054e-14,-99.9999999892317,31.438177406315937,0.0,0,0
MPC-H24-FRR+QP,0,329,9.776692130130345e-10,-99.99999998915743,29.63229613840047,0.0,0,0
MPC-H24-FRR+QP,0,330,0.0,-91.5625531780517,39.7751198903364,0.0,0,0
MPC-H24-FRR+QP,0,331,5.3325074470037963e-14,-99.99999998902396,38.84511597399637,0.0,0,0
MPC-H24-FRR+QP,0,332,97.47724747558895,-99.99999998908979,39.942413995230474,0.0,1,1
MPC-H24-FRR+QP,0,333,50.52026513367149,-90.16364296049159,40.21604824193087,0.0,1,1
MPC-H24-FRR+QP,0,334,50.021988417217095,-97.21889594813521,39.73112888813859,0.0,1,1
MPC-H24-FRR+QP,0,335,23.00160237146592,-99.99999998913165,30.86149863989717,0.0,0,0
MPC-H24-FRR+QP,0,336,1.8197362281091206e-08,-99.99999998918119,26.99858440238296,0.0,0,0
MPC-H24-FRR+QP,0,337,50.00000000414411,-82.65580353152441,40.37050884258104,0.0,2,1
MPC-H24-FRR+QP,0,338,12.465373993041506,-99.99999998920973,38.834245436844625,0.0,0,0
MPC-H24-FRR+QP,0,339,6.233444329237065e-08,-99.99999998902544,40.30247116355166,0.0,0,0
MPC-H24-FRR+QP,0,340,6.243069878320254e-10,-99.99999998920788,39.115257520742425,0.0,0,0
MPC-H24-FRR+QP,0,341,0.0,-95.96531728729889,39.4279092955216,0.0,0,0
MPC-H24-FRR+QP,0,342,6.249999992737626,-99.99999998828696,30.047770740474817,0.0,0,0
MPC-H24-FRR+QP,0,343,15.235457170113955,-99.99999998906301,28.57305011056662,0.0,0,0
MPC-H24-FRR+QP,0,344,96.44342938794534,67.93704735426175,52.08114846033469,0.0,2,1
MPC-H24-FRR+QP,0,345,65.28665407873068,62.02232130271888,52.45961551735083,0.0,0,0
MPC-H24-FRR+QP,0,346,85.02202995994139,80.77092841612739,55.67044102897637,0.0,0,0
MPC-H24-FRR+QP,0,347,99.63644617887405,93.91487759473087,93.10240096599664,0.0,1,1
MPC-H24-FRR+QP,0,348,91.57309484329622,86.99444006457824,57.38960902321513,0.0,0,0
MPC-H24-FRR+QP,0,349,54.650034856949226,40.07542778214574,39.261433123637346,0.0,1,1
MPC-H24-FRR+QP,0,350,3.621728901348762e-08,-13.104102134182426,37.79384939245064,0.0,0,0
MPC-H24-FRR+QP,0,351,70.67272463666205,55.296983143254806,50.913804742981796,0.0,0,0
MPC-H24-FRR+QP,0,352,49.25579752763725,46.793007615467744,49.87211895737621,0.0,0,0
MPC-H24-FRR+QP,0,353,61.83983017325394,41.6950207903533,49.53115581548107,0.0,0,0
MPC-H24-FRR+QP,0,354,44.99999996903365,32.750970595640624,49.96724169772291,0.0,0,0
MPC-H24-FRR+QP,0,355,22.499999957493827,13.342592734387722,48.776047196965564,0.0,0,0
MPC-H24-FRR+QP,0,356,81.57854949154002,-20.76955458597584,36.95008472369079,0.0,0,0
MPC-H24-FRR+QP,0,357,68.00554010798697,-18.828660934161974,35.317941676572886,0.0,2,1
MPC-H24-FRR+QP,0,358,47.299168983670555,42.368421069369305,49.144456104524394,0.0,0,0
MPC-H24-FRR+QP,0,359,44.583643916343696,23.944880939019967,50.266101912922764,0.0,0,0
MPC-H24-FRR+QP,0,360,52.58808943789688,42.562616047483516,52.43843117704398,0.0,0,0
MPC-H24-FRR+QP,0,361,54.410726191199466,36.28055756335783,50.93948571519994,0.0,0,0
MPC-H24-FRR+QP,0,362,38.98093818410548,37.03189123386663,54.41180020326366,0.0,0,0
MPC-H24-FRR+QP,0,363,1.544908909910713e-08,-98.82544270074169,34.17796210929163,0.0,0,0
MPC-H24-FRR+QP,0,364,61.1841913310039,-32.66449185094183,33.55300110560946,0.0,0,0
MPC-H24-XP+QP,0,300,11.250000014058424,-99.99999998833744,31.444209187116417,0.0,0,0
MPC-H24-XP+QP,0,301,0.0,-99.99999998808983,29.462068684866427,0.0,0,0
MPC-H24-XP+QP,0,302,6.4596266601085596e-12,-99.99999998837049,36.43676138983902,0.0,0,0
MPC-H24-XP+QP,0,303,2.0594395681942218e-13,-99.99999998834491,36.93784435967718,0.0,0,0
MPC-H24-XP+QP,0,304,6.820899589894434e-13,-99.99999998814184,37.56793662094734,0.0,0,0
MPC-H24-XP+QP,0,305,8.310249327967421,-99.9999999882964,40.93404145519864,0.0,0,0
MPC-H24-XP+QP,0,306,2.273021724058229e-08,-99.99999998833744,39.266233184868554,0.0,0,0
MPC-H24-XP+QP,0,307,4.451995946807529e-12,-99.99999998835835,31.09663732639859,0.0,0,0
MPC-H24-XP+QP,0,308,7.053724976347907e-13,-99.99999998837936,28.182362040812777,0.0,0,0
MPC-H24-XP+QP,0,309,6.142265630734736e-08,-99.9999999881544,38.681946099770414,0.0,0,0
MPC-H24-XP+QP,0,310,4.0040056000085094e-11,-99.99999998829449,40.241046806027796,0.0,0,0
MPC-H24-XP+QP,0,311,2.576477323887766e-08,-99.9999999883164,39.9347584325682,0.0,0,0
MPC-H24-XP+QP,0,312,3.82483957956107e-08,-89.3124999906731,39.699292290528604,0.0,0,0
MPC-H24-XP+QP,0,313,7.898119151530124e-12,-99.99999998832385,39.21416429495899,0.0,0,0
MPC-H24-XP+QP,0,314,4.08324621165032e-09,-99.99999998837035,31.98583971456176,0.0,0,0
MPC-H24-XP+QP,0,315,9.36829431186261e-13,-99.99999998814573,27.965442390776467,0.0,0,0
MPC-H24-XP+QP,0,316,11.250000010968552,-99.9999999882912,37.91446016726064,0.0,0,0
MPC-H24-XP+QP,0,317,2.814253696326585e-08,-99.99999998829679,38.64325738850478,0.0,0,0
MPC-H24-XP+QP,0,318,7.03379034951668e-08,-99.99999998814539,38.62761651737168,0.0,0,0
MPC-H24-XP+QP,0,319,1.4727941363043126e-11,-99.9999999883216,39.082441264528256,0.0,0,0
MPC-H24-XP+QP,0,320,5.258599036821456e-12,-99.99999998832504,38.74485119612579,0.0,0,0
MPC-H24-XP+QP,0,321,5.6836111130046404e-08,-99.99999998833744,31.344934529379252,0.0,0,0
