seed,controller,update,transitions,mean_training_reward,terminal_roundoff_repair,terminal_ramp_relaxation,terminal_target_conflict_step,cumulative_completed_episodes,cumulative_service_failure_episodes,partial_episode_steps,partial_episode_soc_kwh,partial_episode_ev_remaining_kwh,partial_episode_terminal_conflict_steps,partial_episode_roundoff_repair_steps
20260809,PPO-QP-no-penalty,1,512,-6.157852538171296,0,5,0,5,0,32,119.03919133722903,2.994997583272152e-10,0.0,0
20260809,PPO-QP-no-penalty,2,1024,-6.364837869872161,0,5,0,10,0,64,192.75447149908456,2.9555113911783337e-10,0.0,0
20260809,PPO-QP-no-penalty,3,1536,-7.579036446525546,0,6,0,16,0,0,125.0,49.67762157725594,0.0,0
20260809,PPO-QP-no-penalty,4,2048,-6.826578610850676,0,5,0,21,0,32,72.47106099102221,3.0130203887424045e-10,0.0,0
20260809,PPO-QP-no-penalty,5,2560,-5.8740811761754,0,5,0,26,0,64,182.15866623201458,2.9968794112988917e-10,0.0,0
20260809,PPO-QP-no-penalty,6,3072,-7.169062964755474,0,6,0,32,0,0,125.0,30.051349345134753,0.0,0
20260809,PPO-QP-no-penalty,7,3584,-5.298232973957324,0,5,0,37,0,32,114.5789279095178,2.974326340776656e-10,0.0,0
20260809,PPO-QP-no-penalty,8,4096,-5.9229266372753475,0,5,0,42,0,64,187.42013918248162,2.9993685313201013e-10,0.0,0
20260809,PPO-QP-no-penalty,9,4608,-7.017536075523173,0,6,0,48,0,0,125.0,43.28151483415151,0.0,0
20260809,PPO-QP-no-penalty,10,5120,-6.002399432764455,0,5,0,53,0,32,27.163711937930547,3.00534763741922e-10,0.0,0
20260809,PPO-QP-no-penalty,11,5632,-7.004695661247844,0,5,0,58,0,64,224.26954534077436,3.017066596555651e-10,0.0,0
20260809,PPO-QP-no-penalty,12,6144,-7.51407000505094,0,6,0,64,0,0,125.0,50.045514673312184,0.0,0
20260809,PPO-QP-no-penalty,13,6656,-6.282718360215627,0,5,0,69,0,32,77.88281670902003,2.979829716309723e-10,0.0,0
20260809,PPO-QP-no-penalty,14,7168,-7.346255847926525,0,5,0,74,0,64,221.91984688724708,3.0107699666714893e-10,0.0,0
20260809,PPO-QP-no-penalty,15,7680,-5.84084846138396,0,6,0,80,0,0,125.0,48.336720358574524,0.0,0
20260809,PPO-QP-no-penalty,16,8192,-7.003425374434732,0,5,0,85,0,32,25.0,3.0172314646748077e-10,0.0,0
20260809,PPO-QP-no-penalty,17,8704,-6.70989462762588,0,5,0,90,0,64,200.9999829273041,2.999674952874898e-10,0.0,0
20260809,PPO-QP-no-penalty,18,9216,-7.245995252330417,0,6,0,96,0,0,125.0,34.96320706577449,0.0,0
20260809,PPO-QP-no-penalty,19,9728,-8.11679731567412,0,5,0,101,0,32,46.21257333887553,2.972587731520093e-10,0.0,0
20260809,PPO-QP-no-penalty,20,10240,-7.651425481089766,0,5,0,106,0,64,166.60293878737488,2.9827285086270194e-10,0.0,0
20260809,PPO-QP-no-penalty,21,10752,-7.669236991344045,0,6,0,112,0,0,125.0,43.38518353573398,0.0,0
20260809,PPO-QP-no-penalty,22,11264,-7.445818928561378,0,5,0,117,0,32,50.992505364461884,3.0080687940525763e-10,0.0,0
20260809,PPO-QP-no-penalty,23,11776,-5.742543043498166,0,5,0,122,0,64,35.91797648112748,2.986526581594262e-10,0.0,0
20260809,PPO-QP-no-penalty,24,12288,-6.999220984659384,0,6,0,128,0,0,125.0,30.051349345134753,0.0,0
20260809,PPO-QP-no-penalty,25,12800,-6.905103085803943,0,5,0,133,0,32,68.14472101779923,2.9802954548685534e-10,0.0,0
20260809,PPO-QP-no-penalty,26,13312,-5.610602962772907,0,5,0,138,0,64,161.52828049635113,3.0256930294569884e-10,0.0,0
20260809,PPO-QP-no-penalty,27,13824,-6.83637967220613,0,6,0,144,0,0,125.0,49.17304851807156,0.0,0
20260809,PPO-QP-no-penalty,28,14336,-7.3579157620151,0,5,0,149,0,32,79.27809711437354,2.43910502906175e-10,0.0,0
20260809,PPO-QP-no-penalty,29,14848,-6.755119732273096,0,5,0,154,0,64,219.19122621506068,2.963178591386395e-10,0.0,0
20260809,PPO-QP-no-penalty,30,15360,-6.4688869833823865,0,6,0,160,0,0,125.0,48.336720358574524,0.0,0
20260809,PPO-QP-no-penalty,31,15872,-7.215049890556108,0,5,0,165,0,32,46.59356121669285,2.963970180402953e-10,0.0,0
20260809,PPO-QP-no-penalty,32,16384,-6.211548020667136,0,5,0,170,0,64,25.0,2.9851460192631407e-10,0.0,0
20260809,PPO-QP-no-penalty,33,16896,-5.4097641286191696,0,6,0,176,0,0,125.0,33.580995968791754,0.0,0
20260809,PPO-QP-no-penalty,34,17408,-6.5544419358704795,0,5,0,181,0,32,29.619959188866094,2.996971004698423e-10,0.0,0
20260809,PPO-QP-no-penalty,35,17920,-6.8681506230511715,0,5,0,186,0,64,74.23765146637521,0.0,0.0,0
20260809,PPO-QP-no-penalty,36,18432,-8.81345863669846,0,6,0,192,0,0,125.0,47.122473296441015,0.0,0
20260809,PPO-QP-no-penalty,37,18944,-6.396895391420357,0,5,0,197,0,32,68.1366227011281,2.9791308309157216e-10,0.0,0
20260809,PPO-QP-no-penalty,38,19456,-6.589444438707649,0,5,0,202,0,64,187.97548731254128,3.0087832225689226e-10,0.0,0
20260809,PPO-QP-no-penalty,39,19968,-6.686207226646589,0,6,0,208,0,0,125.0,49.49176901582504,0.0,0
20260809,PPO-QP-no-penalty,40,20480,-7.714167337921008,0,5,0,213,0,32,105.23033569328805,2.465675996710104e-10,0.0,0
20260809,PPO-QP-no-penalty,41,20992,-6.277696391222255,0,5,0,218,0,64,176.7285954967485,2.993699732556365e-10,0.0,0
20260809,PPO-QP-no-penalty,42,21504,-7.975532934512955,0,6,0,224,0,0,125.0,38.825306198840295,0.0,0
20260809,PPO-QP-no-penalty,43,22016,-7.0452586906810275,0,5,0,229,0,32,32.501262238511586,2.97022739736974e-10,0.0,0
20260809,PPO-QP-no-penalty,44,22528,-6.182369686816375,0,5,0,234,0,64,212.0336086389583,2.9773494780727106e-10,0.0,0
20260809,PPO-QP-no-penalty,45,23040,-6.465263501154105,0,6,0,240,0,0,125.0,43.38518353573398,0.0,0
20260809,PPO-QP-no-penalty,46,23552,-6.668303949257687,0,5,0,245,0,32,57.598437339783445,2.9827446068608765e-10,0.0,0
20260809,PPO-QP-no-penalty,47,24064,-7.488086928047402,0,5,0,250,0,64,224.99999999888269,2.951683342189426e-10,0.0,0
20260809,PPO-QP-no-penalty,48,24576,-6.530489685307558,0,6,0,256,0,0,125.0,38.83658817321462,0.0,0
20260809,PPO-QP-no-penalty,49,25088,-6.1119788421506644,0,5,0,261,0,32,76.56791842830003,2.949814836838982e-10,0.0,0
20260809,PPO-QP-no-penalty,50,25600,-6.995469766299155,0,5,0,266,0,64,205.61090619702972,2.939633536591657e-10,0.0,0
20260809,PPO-QP-no-penalty,51,26112,-5.6063189879515924,0,6,0,272,0,0,125.0,42.3025297199965,0.0,0
20260809,PPO-QP-no-penalty,52,26624,-6.589360867486168,0,5,0,277,0,32,25.0,2.982638580562025e-10,0.0,0
20260809,PPO-QP-no-penalty,53,27136,-6.798523779441544,0,5,0,282,0,64,97.02033111196744,2.9889674069139005e-10,0.0,0
20260809,PPO-QP-no-penalty,54,27648,-6.458337907781608,0,6,0,288,0,0,125.0,42.74419451888621,0.0,0
20260809,PPO-QP-no-penalty,55,28160,-6.041048292584358,0,5,0,293,0,32,34.31707163777469,3.0105196113794364e-10,0.0,0
20260809,PPO-QP-no-penalty,56,28672,-6.409907461157605,0,5,0,298,0,64,151.65318023016462,2.988455038988036e-10,0.0,0
20260809,PPO-QP-no-penalty,57,29184,-6.748517044560279,0,6,0,304,0,0,125.0,38.83658817321462,0.0,0
20260809,PPO-QP-no-penalty,58,29696,-6.2927960554751445,0,5,0,309,0,32,46.66683124501026,3.0038016518574295e-10,0.0,0
20260809,PPO-QP-no-penalty,59,30208,-5.8787301467984765,0,5,0,314,0,64,224.99999999729272,2.9811175750182883e-10,0.0,0
20260809,PPO-QP-no-penalty,60,30720,-6.58674178837402,0,6,0,320,0,0,125.0,51.134969737657485,0.0,0
20260809,PPO-QP-no-penalty,61,31232,-6.155771245105996,0,5,0,325,0,32,25.0,2.970307333427513e-10,0.0,0
20260809,PPO-QP-no-penalty,62,31744,-5.009836432066252,0,5,0,330,0,64,210.31672501760067,3.005024007407542e-10,0.0,0
20260809,PPO-QP-no-penalty,63,32256,-7.971526289744672,0,6,0,336,0,0,125.0,40.757219442168946,0.0,0
20260809,PPO-QP-no-penalty,64,32768,-5.733165629468975,0,5,0,341,0,32,35.68749999895493,2.9639390941582633e-10,0.0,0
20260809,PPO-QP-no-penalty,65,33280,-6.383276266249706,0,5,0,346,0,64,225.0,0.0,0.0,0
20260809,PPO-QP-no-penalty,66,33792,-6.752410682463002,0,6,0,352,0,0,125.0,37.751061800234936,0.0,0
20260809,PPO-QP-no-penalty,67,34304,-5.71535372102303,0,5,0,357,0,32,44.571279147468246,2.9745117480217687e-10,0.0,0
20260809,PPO-QP-no-penalty,68,34816,-7.111842858204643,0,5,0,362,0,64,224.73684248950627,2.972816437463166e-10,0.0,0
20260809,PPO-QP-no-penalty,69,35328,-5.382609285704747,0,6,0,368,0,0,125.0,40.757219442168946,0.0,0
20260809,PPO-QP-no-penalty,70,35840,-6.612645281932645,0,5,0,373,0,32,26.691824602810538,2.94652580112853e-10,0.0,0
20260809,PPO-QP-no-penalty,71,36352,-6.35561783326126,0,5,0,378,0,64,224.99999999585643,2.9483115948636396e-10,0.0,0
20260809,PPO-QP-no-penalty,72,36864,-5.391011498519708,0,6,0,384,0,0,125.0,33.64331852799008,0.0,0
20260809,PPO-QP-no-penalty,73,37376,-5.903102750329948,0,5,0,389,0,32,26.24745040683524,2.9663316247763305e-10,0.0,0
20260809,PPO-QP-no-penalty,74,37888,-6.103974390612903,0,5,0,394,0,64,152.46565441320737,2.965225842643804e-10,0.0,0
20260809,PPO-QP-no-penalty,75,38400,-6.477222606605973,0,6,0,400,0,0,125.0,47.122473296441015,0.0,0
20260809,PPO-QP-no-penalty,76,38912,-5.95545668175543,0,5,0,405,0,32,40.266835009328915,3.0116192872853276e-10,0.0,0
20260809,PPO-QP-no-penalty,77,39424,-6.7902367580594625,0,5,0,410,0,64,220.2282096294881,3.0060143263455075e-10,0.0,0
20260809,PPO-QP-no-penalty,78,39936,-7.449957142932508,0,6,0,416,0,0,125.0,45.48623713386769,0.0,0
20260809,PPO-QP-no-penalty,79,40448,-6.364751983699769,0,5,0,421,0,32,25.096646577597774,2.9342572815949097e-10,0.0,0
20260809,PPO-QP-no-penalty,80,40960,-6.571296352966565,0,5,0,426,0,64,225.0,2.972795343225698e-10,0.0,0
