seed,controller,update,transitions,mean_training_reward,terminal_roundoff_repair,terminal_ramp_relaxation,terminal_target_conflict_step,cumulative_completed_episodes,cumulative_service_failure_episodes,partial_episode_steps,partial_episode_soc_kwh,partial_episode_ev_remaining_kwh,partial_episode_terminal_conflict_steps,partial_episode_roundoff_repair_steps
20260809,PPO-QP-no-penalty,81,41472,-5.36229336626795,0,6,0,432,0,0,125.0,38.60139337427137,0.0,0
20260809,PPO-QP-no-penalty,82,41984,-5.9766248027799636,0,5,0,437,0,32,38.45566469398417,2.5199331510350476e-10,0.0,0
20260809,PPO-QP-no-penalty,83,42496,-9.012183632960825,0,5,0,442,0,64,224.75700443890835,2.961145217916794e-10,0.0,0
20260809,PPO-QP-no-penalty,84,43008,-6.687400305771557,0,6,0,448,0,0,125.0,44.18169708210311,0.0,0
20260809,PPO-QP-no-penalty,85,43520,-5.614393404214604,0,5,0,453,0,32,56.89783602319608,2.989959391186403e-10,0.0,0
20260809,PPO-QP-no-penalty,86,44032,-5.53546694780057,0,5,0,458,0,64,167.58238654202358,2.9623942188194974e-10,0.0,0
20260809,PPO-QP-no-penalty,87,44544,-6.4835057405614975,0,6,0,464,0,0,125.0,45.94808404764069,0.0,0
20260809,PPO-QP-no-penalty,88,45056,-7.6297390656421005,0,5,0,469,0,32,70.36095027091831,2.536281185072653e-10,0.0,0
20260809,PPO-QP-no-penalty,89,45568,-5.498195584673713,0,5,0,474,0,64,210.87308627150398,0.0,0.0,0
20260809,PPO-QP-no-penalty,90,46080,-6.306166289945728,0,6,0,480,0,0,125.0,30.893482333172567,0.0,0
