controller,comparator,metric,method,mean_difference,ci_lower,ci_upper,seed_difference_min,seed_difference_max,day_clusters,fixed_trained_seeds,bootstrap_replicates,confidence_level,inference_scope
PPO-QP,Rule+QP,cost,day_cluster,-1.8603424116246448,-2.9481512645594092,-0.8460406535032294,-3.722534709887708,-0.775723055943444,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP,Rule+QP,carbon,day_cluster,-1.2464047806652618,-3.0541342061413106,0.4622490885060777,-4.416242618731509,-0.105978489197184,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP,Rule+QP,task_score,day_cluster,-63.074887866584675,-82.70466261377483,-44.710173088907375,-70.07503579586702,-57.08580857825318,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP,Rule+QP,peak,day_cluster,23.847469702718495,19.944826803105904,27.824342969620055,23.84746970252631,23.847469702767793,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP,Rule+QP,grid_excess_energy_kwh,day_cluster,-60.97072414642953,-77.92305969723218,-45.01745233957728,-62.89206064085882,-57.09201944804555,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP,Rule+QP,export_excess_energy_kwh,day_cluster,-60.97072414642953,-77.92305969723218,-45.01745233957728,-62.892060640858816,-57.092019448045555,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP,Rule+QP,import_excess_energy_kwh,day_cluster,0.0,0.0,0.0,0.0,0.0,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP,Rule+QP,ramp_slack_kw_mean,day_cluster,0.19551256417223722,0.15246056676421352,0.23910998010238438,0.08914647029699674,0.3832119973073634,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP,Rule+QP,cost,circular_block_7,-1.8603424116246448,-2.8087997620764225,-0.7568886164594871,-3.722534709887708,-0.775723055943444,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP,Rule+QP,carbon,circular_block_7,-1.2464047806652618,-4.006748186112006,1.602098621448207,-4.416242618731509,-0.105978489197184,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP,Rule+QP,task_score,circular_block_7,-63.074887866584675,-76.34017317313257,-47.51275801629213,-70.07503579586702,-57.08580857825318,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP,Rule+QP,peak,circular_block_7,23.847469702718495,19.35165890322836,28.485539784095813,23.84746970252631,23.847469702767793,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP,Rule+QP,grid_excess_energy_kwh,circular_block_7,-60.97072414642953,-71.37616806069626,-49.06830834221517,-62.89206064085882,-57.09201944804555,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
