version,controller,seed,budget,day,step,soc_before_kwh,power_lower_kw,power_upper_kw,raw_power_kw,executed_power_kw,soc_after_kwh,qp_path,terminal_lower_kw,terminal_upper_kw,terminal_physical_gap_kw,soc_kwh,target_kwh,remaining_steps,physical_lower_kw,physical_upper_kw,tolerance_kw,terminal_roundoff_repair,terminal_ramp_relaxation,terminal_ramp_gap_kw
old,PPO-QP-no-penalty,20260806,15,259,57,224.76250038769933,-0.9999983675817548,44.999537904368374,28.967132922177353,1.5598625084745117e-06,224.7624999772092,phase2_solution,-0.9999983675817548,759.0975014732575,-100.99999836758175,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,58,224.7624999772092,-1.0000000959613127,45.00000155986251,41.57477256628474,-1.7623253423689157e-07,224.76250001906442,phase2_solution,-1.0000000959613127,759.0974999133949,-101.00000009596131,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,59,224.76250001906442,-0.9999999197287636,44.99999982376747,29.48846439412367,-1.2943992941004124e-06,224.76250032648426,phase2_solution,-0.9999999197287636,759.0975000724447,-100.99999991972877,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,60,224.76250032648426,-0.9999986253294418,44.9999987056007,29.17015110431369,18.80632092076986,219.81346850522903,hard_qp_solution,-0.9999986253294418,759.0975012406401,-100.99999862532944,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,61,219.81346850522903,-21.838027346404104,63.80632092076986,23.361975221096802,6.939560677606019,217.98726832691165,hard_qp_solution,-21.838027346404104,740.2911803198703,-121.8380273464041,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,62,217.98726832691165,-29.527291255108857,51.93956067760602,39.16672401713341,18.466684798493755,213.1276144325712,hard_qp_solution,-29.527291255108857,733.3516196422643,-129.52729125510885,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,63,213.1276144325712,-26.533315201506245,63.46668479849376,28.695579308666154,21.936994352410245,207.35472118193692,hard_qp_solution,-49.988991862858136,714.8849348437705,-149.98899186285814,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,64,207.35472118193692,-23.063005647589755,66.93699435241024,14.32310466024832,14.32310466864819,203.58548311124002,hard_qp_solution,-74.29591081289716,692.9479404913603,-174.29591081289715,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,65,203.58548311124002,-30.67689533135181,59.32310466864819,20.36789540314542,20.367895411496388,198.22551063453045,hard_qp_solution,-90.16638690004201,678.624835822712,-190.16638690004203,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,66,198.22551063453045,-24.632104588503612,65.36789541149639,23.909817910018955,23.909817918341272,191.93345328759852,hard_qp_solution,-112.73469206513495,658.2569404112157,-200.0,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,67,191.93345328759852,-21.090182081658728,68.90981791834128,10.988890717100787,10.988890725527579,189.0416399387755,hard_qp_solution,-139.2275651048483,634.3471224928744,-200.0,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,68,189.0416399387755,-34.01110927447242,55.98889072552758,1.0096656033248455,1.0096656118323701,188.7759384619775,hard_qp_solution,-151.403621310419,623.3582317673469,-200.0,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,69,188.7759384619775,-43.99033438816763,46.00966561183237,1.957828516162903,1.9578285246628147,188.2607204291715,hard_qp_solution,-152.52236437062112,622.3485661555144,-200.0,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,70,188.2607204291715,-43.042171475337184,46.957828524662816,-4.634182841635657,-4.634182833082437,189.36133885202858,hard_qp_solution,-154.69170345612002,620.3907376308516,-200.0,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,71,189.36133885202858,-49.634182833082434,40.365817166917566,2.290999728208239,2.2909997366875863,188.7584441844792,hard_qp_solution,-150.05752062303756,624.5730876377086,-200.0,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,72,188.7584441844792,-42.70900026331241,47.29099973668759,13.900573572819658,13.90057358528959,185.10039850413983,hard_qp_solution,-152.59602448640337,622.282087901021,-200.0,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,73,185.10039850413983,-31.099426414710408,58.90057358528959,7.925694234565646,7.9256942465438796,183.01468949189143,hard_qp_solution,-167.9983220878323,608.3815143157314,-200.0,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,74,183.01468949189143,-37.07430575345612,52.92569424654388,20.93847453731775,20.93847454965005,177.50456461040457,hard_qp_solution,-176.78025477098345,600.4558200691874,-200.0,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,75,177.50456461040457,-24.06152545034995,65.93847454965005,14.0018957454125,14.0018957576801,173.81985520048875,hard_qp_solution,-199.98078058777023,579.5173455195373,-200.0,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,76,173.81985520048875,-30.9981042423199,59.0018957576801,14.721701949395861,14.721701961187133,169.9457231054395,hard_qp_solution,-215.4953465242579,565.5154497618572,-200.0,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,77,169.9457231054395,-30.278298038812867,59.72170196118714,15.976229948859311,15.976229960640392,165.74145206316572,hard_qp_solution,-231.80748166130738,550.7937478006701,-200.0,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,78,165.74145206316572,-29.023770039359608,60.976229960640396,13.925043039580636,13.925043051378372,162.0769670496451,hard_qp_solution,-249.50967552351275,534.8175178400297,-200.0,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,79,162.0769670496451,-31.074956948621626,58.925043051378374,6.630344090425284,6.63034410256929,160.33213965423212,hard_qp_solution,-264.9390861067575,520.8924747886514,-200.0,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,80,160.33213965423212,-38.36965589743071,51.63034410256929,11.461240303336385,11.461240315407863,157.31602378175637,hard_qp_solution,-272.28572777165425,514.2621306860821,-200.0,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,81,157.31602378175637,-33.53875968459214,56.46124031540786,-0.9030491885889489,-0.9030491758703553,157.5304979610256,hard_qp_solution,-284.9851630241837,502.8008903706742,-200.0,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,82,157.5304979610256,-45.90304917587036,44.09695082412964,2.3483860713739326,2.348386083640474,156.91250162322547,hard_qp_solution,-284.0821138483133,503.6158922518972,-200.0,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,83,156.91250162322547,-42.65161391635952,47.34838608364048,3.591806355763956,3.5918063678462673,155.96728942116067,hard_qp_solution,-286.6842036916823,501.2675061682568,-200.0,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,84,155.96728942116067,-41.40819363215373,48.59180636784627,-0.6951129902354456,-0.6951129783187464,156.13237875351138,hard_qp_solution,-290.6640445424814,497.67569980041054,-200.0,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,85,156.13237875351138,-45.69511297831875,44.30488702168125,-1.742789720859815,-1.742789708760243,156.54629130934194,hard_qp_solution,-289.96893156416263,498.3030392633432,-200.0,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,86,156.54629130934194,-46.74278970876024,43.25721029123976,4.856851784270979,4.856851796690581,155.268172415476,hard_qp_solution,-288.2261418554024,499.87590697549933,-200.0,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,87,155.268172415476,-40.14314820330942,49.85685179669058,-8.710589175550464,-8.710589162839815,157.33693734165044,hard_qp_solution,-293.6076950927327,495.01905517880874,-200.0,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,88,157.33693734165044,-53.71058916283982,36.28941083716018,1.7526590798014177,1.7526590925995171,156.87571126465056,hard_qp_solution,-284.8971059298929,502.88036189827164,-200.0,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,89,156.87571126465056,-43.247340907400485,46.752659092599515,-5.949678660686912,-5.949678648727246,158.28875994372328,hard_qp_solution,-286.83911046462924,501.12770280567213,-200.0,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,90,158.28875994372328,-50.94967864872724,39.05032135127276,-12.084412969929547,-12.084412957842202,161.1588080212108,hard_qp_solution,-280.889431815902,506.49728778614843,-200.0,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,91,161.1588080212108,-57.084412957842204,32.915587042157796,-23.49531101513957,-23.495311003037138,166.73894438443213,hard_qp_solution,-268.8050188580598,498.403470480601,-200.0,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,92,166.73894438443213,-68.49531100303713,21.504688996962862,-19.079985458586286,-19.079985445515003,171.27044092774193,hard_qp_solution,-156.66704857524422,429.35798866084207,-200.0,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,93,171.27044092774193,-26.783739030006355,25.920014554484997,-25.05072299223274,-25.050722971823113,177.21998763354992,hard_qp_solution,-26.783739030006355,356.3276755254193,-126.78373903000636,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,94,177.21998763354992,98.43595300748966,100.0,-28.71243692254876,98.43595300748966,151.31578947368422,hard_qp_solution,98.43595300748966,288.6859530074897,-1.5640469925103417,,,,,,,,,
old,PPO-QP-no-penalty,20260806,15,259,95,151.31578947368422,53.43595300748966,100.0,-28.535041646244313,53.43595300748966,137.2536965769764,hard_qp_solution,100.00000000000003,100.00000000000003,2.842170943040401e-14,,,,,,,,,
fixed,PPO-QP-no-penalty,20260806,15,259,0,125.0,-45.0,45.0,4.942737547445065,4.942737662840128,123.6992795624105,hard_qp_solution,-421.0526315789474,380.0,-200.0,125.0,125.0,96.0,-100.0,100.0,3.7999999999999996e-08,0.0,0.0,0.0
fixed,PPO-QP-no-penalty,20260806,15,259,1,123.6992795624105,-40.05726233715987,49.94273766284013,7.067352478360924,7.067352595329448,121.83944993206065,hard_qp_solution,-426.5293492109032,375.05726233715984,-200.0,123.6992795624105,125.0,95.0,-100.0,100.0,3.7999999999999996e-08,0.0,0.0,0.0
fixed,PPO-QP-no-penalty,20260806,15,259,2,121.83944993206065,-37.932647404670554,52.067352595329446,4.632426072549635,4.6324261811384195,120.62039041070842,hard_qp_solution,-434.36021081237624,367.98990974183045,-200.0,121.83944993206065,125.0,94.0,-100.0,100.0,3.7999999999999996e-08,0.0,0.0,0.0
fixed,PPO-QP-no-penalty,20260806,15,259,3,120.62039041070842,-40.36757381886158,49.63242618113842,2.2649657961240703,2.2649657971383963,120.02434677988253,hard_qp_solution,-439.4930930075435,363.357483560692,-200.0,120.62039041070842,125.0,93.0,-100.0,100.0,3.7999999999999996e-08,0.0,0.0,0.0
fixed,PPO-QP-no-penalty,20260806,15,259,4,120.02434677988253,-42.735034202861605,47.264965797138395,5.272445727762771,5.272445739793652,118.63686105888421,hard_qp_solution,-442.0027504004946,361.09251776355364,-200.0,120.02434677988253,125.0,92.0,-100.0,100.0,3.7999999999999996e-08,0.0,0.0,0.0
fixed,PPO-QP-no-penalty,20260806,15,259,5,118.63686105888421,-39.72755426020635,50.27244573979365,17.46334799169852,17.463348004090236,114.04124316307099,hard_qp_solution,-447.8447955415402,355.82007202375996,-200.0,118.63686105888421,125.0,91.0,-100.0,100.0,3.7999999999999996e-08,0.0,0.0,0.0
fixed,PPO-QP-no-penalty,20260806,15,259,6,114.04124316307099,-27.536651995909764,62.463348004090236,25.21770336744168,25.217703379257284,107.40500543168748,hard_qp_solution,-467.1947656291748,338.35672401966974,-200.0,114.04124316307099,125.0,90.0,-100.0,100.0,3.7999999999999996e-08,0.0,0.0,0.0
fixed,PPO-QP-no-penalty,20260806,15,259,7,107.40500543168748,-19.782296620742716,70.21770337925729,19.852224071263958,19.852224083429732,102.18073593604808,hard_qp_solution,-495.1368192350001,313.1390206404124,-200.0,107.40500543168748,125.0,89.0,-100.0,100.0,3.7999999999999996e-08,0.0,0.0,0.0
fixed,PPO-QP-no-penalty,20260806,15,259,8,102.18073593604808,-25.147775916570268,64.85222408342973,27.851004752085785,27.851004763829927,94.85152415609284,hard_qp_solution,-517.133743427166,293.28679655698267,-200.0,102.18073593604808,125.0,88.0,-100.0,100.0,3.7999999999999996e-08,0.0,0.0,0.0
fixed,PPO-QP-no-penalty,20260806,15,259,9,94.85152415609284,-17.148995236170073,72.85100476382993,35.09820349340623,35.09820350503206,85.61515481266335,hard_qp_solution,-547.9935825006618,265.43579179315276,-200.0,94.85152415609284,125.0,87.0,-100.0,100.0,3.7999999999999996e-08,0.0,0.0,0.0
fixed,PPO-QP-no-penalty,20260806,15,259,10,85.61515481266335,-9.90179649496794,80.09820350503206,46.26939753813924,46.26939754971423,73.43899756273855,hard_qp_solution,-586.8835586835228,230.3375882881207,-200.0,85.61515481266335,125.0,86.0,-100.0,100.0,3.7999999999999996e-08,0.0,0.0,0.0
fixed,PPO-QP-no-penalty,20260806,15,259,11,73.43899756273855,1.2693975497142276,91.26939754971423,46.41460186593554,46.41460187792547,61.224628647495,hard_qp_solution,-638.1515892095218,184.06819073840649,-200.0,73.43899756273855,125.0,85.0,-100.0,100.0,3.7999999999999996e-08,0.0,0.0,0.0
fixed,PPO-QP-no-penalty,20260806,15,259,12,61.224628647495,1.4146018779254703,91.41460187792546,60.280752503192794,60.280752514818744,45.3612727225427,hard_qp_solution,-689.5805109579159,137.653588860481,-200.0,61.224628647495,125.0,84.0,-100.0,100.0,3.7999999999999996e-08,0.0,0.0,0.0
fixed,PPO-QP-no-penalty,20260806,15,259,13,45.3612727225427,15.280752514818744,77.37283634566226,61.34931186277761,61.34931187644338,29.216716965583917,hard_qp_solution,-756.3735885366623,77.37283634566226,-177.37283634566228,45.3612727225427,125.0,83.0,-100.0,77.37283634566226,3.7999999999999996e-08,0.0,0.0,0.0
fixed,PPO-QP-no-penalty,20260806,15,259,14,29.216716965583917,-100.0,16.023524469218884,61.21127864669739,16.023524469218884,25.0,hard_qp_solution,-824.3506654080678,16.023524469218884,-116.02352446921888,29.216716965583917,125.0,82.0,-100.0,16.023524469218884,3.7999999999999996e-08,0.0,0.0,0.0
fixed,PPO-QP-no-penalty,20260806,15,259,15,25.0,-28.976475530781116,0.0,57.27422860166247,0.0,25.0,hard_qp_solution,-842.1052631578948,0.0,-100.0,25.0,125.0,81.0,-100.0,0.0,3.7999999999999996e-08,0.0,0.0,0.0
fixed,PPO-QP-no-penalty,20260806,15,259,16,25.0,-45.0,0.0,55.29933159846826,0.0,25.0,hard_qp_solution,-842.1052631578948,0.0,-100.0,25.0,125.0,80.0,-100.0,0.0,3.7999999999999996e-08,0.0,0.0,0.0
fixed,PPO-QP-no-penalty,20260806,15,259,17,25.0,-45.0,0.0,57.791681991630384,0.0,25.0,hard_qp_solution,-842.1052631578948,0.0,-100.0,25.0,125.0,79.0,-100.0,0.0,3.7999999999999996e-08,0.0,0.0,0.0
fixed,PPO-QP-no-penalty,20260806,15,259,18,25.0,-45.0,0.0,42.340794562368266,0.0,25.0,hard_qp_solution,-842.1052631578948,0.0,-100.0,25.0,125.0,78.0,-100.0,0.0,3.7999999999999996e-08,0.0,0.0,0.0
fixed,PPO-QP-no-penalty,20260806,15,259,19,25.0,-45.0,0.0,34.81210794778935,0.0,25.0,hard_qp_solution,-842.1052631578948,0.0,-100.0,25.0,125.0,77.0,-100.0,0.0,3.7999999999999996e-08,0.0,0.0,0.0
fixed,PPO-QP-no-penalty,20260806,15,259,20,25.0,-45.0,0.0,15.255282782493811,0.0,25.0,hard_qp_solution,-842.1052631578948,0.0,-100.0,25.0,125.0,76.0,-100.0,0.0,3.7999999999999996e-08,0.0,0.0,0.0
fixed,PPO-QP-no-penalty,20260806,15,259,21,25.0,-45.0,0.0,13.002503109401697,0.0,25.0,hard_qp_solution,-842.1052631578948,0.0,-100.0,25.0,125.0,75.0,-100.0,0.0,3.7999999999999996e-08,0.0,0.0,0.0
