controller,seed,day,step,p,soc,grid_import,grid_export,grid_violation,qp_execution_path,endpoint_minimum_violation_kw,endpoint_infeasible,feasible_state_violation,extra_excess_energy_kwh_step,power_lower_kw,power_upper_kw,ev_lower_fraction,ev_upper_fraction,base_load_minus_pv_kw,lighting_kw,soc_kwh,target_kwh,remaining_steps,physical_lower_kw,physical_upper_kw,terminal_lower_kw,terminal_upper_kw,terminal_physical_gap_kw,tolerance_kw,terminal_roundoff_repair,terminal_ramp_relaxation,terminal_ramp_gap_kw,terminal_target_conflict_step,mpc_status,mpc_fallback,runtime_ms,raw_battery_kw,raw_ev_fraction,executed_ev_fraction,action_correction,mpc_mip_gap,mpc_seconds,mpc_constraint_violation_max,mpc_message,soc_before,ev_before,price,carbon_signal,reward,ev_power_kw,correction,battery_proposal,battery_correction_squared,ev_proposal,ev_correction_squared,lighting_proposal,lighting_correction_squared,ramp_kw,ramp_slack_kw,forced_full_charge,charge_kwh
MPC-H24+QP,0,346,68,26.20431442369953,25.0,156.6256870695505,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,26.20431442369953,0.0,0.0,175.33000149325005,7.5,31.895872216763035,125.0,28,-100.0,26.20431442369953,-813.0700117188926,26.20431442369953,-126.20431442369951,3.8e-08,0,0,0.0,0,0.0,0.0,11.474300001282243,26.20431442369953,0.0,0.0,0.0,0.0001336298178708,0.0087667000043438,1.6183673068326243e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24+QP,0,347,32,6.702599788537919,25.0,62.111393363081,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,6.70259978853792,0.0,0.0,61.31399315161892,7.5,26.76384204961524,125.0,64,-100.0,6.70259978853792,-834.6785597910937,6.70259978853792,-106.70259978853792,3.8e-08,0,0,0.0,0,0.0,0.0,19.935800002713226,6.7025997885379205,0.0,0.0,1.3877787807814457e-17,1.3924768432539607e-16,0.0170939999952679,1.606040811452658e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24+QP,0,347,69,9.999999979311312,25.0,176.7850783977711,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,9.999999979311312,0.0,0.0,179.2850783770824,7.5,27.63157894192403,125.0,27,-100.0,9.999999979311312,-831.0249307708463,9.999999979311312,-109.99999997931133,3.8e-08,0,0,0.0,0,0.0,0.0,23.542000002635177,9.999999979311314,0.0,0.0,1.3877787807814457e-17,0.0,0.0199933999974746,3.35081349334132e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24+QP,0,348,68,10.75332228710276,25.0,168.50638612481174,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,10.75332228710276,0.0,0.0,171.7597084119145,7.5,27.829821654500726,125.0,28,-100.0,10.75332228710276,-830.1902246126285,10.75332228710276,-110.75332228710276,3.8e-08,0,0,0.0,0,0.0,0.0,11.01570000173524,10.753322287102762,0.0,0.0,2.775557561562892e-17,0.0005988502459342,0.0084803999998257,1.7483401393292297e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24+QP,0,349,32,39.77916682159482,25.0,32.024261161199455,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,39.77916682159482,0.0,0.0,64.30342798279428,7.5,35.46820179515653,125.0,64,-100.0,39.77916682159482,-798.0286240203936,39.77916682159482,-139.77916682159483,3.8e-08,0,0,0.0,0,0.0,0.0,30.95639999810373,39.77916682159482,0.0,0.0,0.0,0.0,0.0281367999996291,1.5555094989849753e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24+QP,0,352,32,33.741666795920324,25.0,117.6894634025978,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,33.741666795920324,0.0,0.0,143.93113019851813,7.5,33.8793859989264,125.0,64,-100.0,33.741666795920324,-804.7183747413625,33.741666795920324,-133.7416667959203,3.8e-08,0,0,0.0,0,0.0,0.0,17.707400002109352,33.74166679592033,0.0,0.0,1.1102230246251563e-16,0.0,0.0145635000008041,2.420649281020815e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24+QP,0,352,68,34.81225549573166,25.0,145.9389157421864,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,34.81225549573166,0.0,0.0,173.25117123791804,7.5,34.161119867297806,125.0,28,-100.0,34.81225549573166,-803.5321268745356,34.81225549573166,-134.81225549573168,3.8e-08,0,0,0.0,0,0.0,0.0,16.124100002343766,34.81225549573166,0.0,0.0,0.0,0.0,0.0136547999936738,1.611996935935167e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24+QP,0,353,31,13.1125001056662,25.0,173.8780009242982,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,13.1125001056662,0.0,0.0,179.4905010299644,7.5,28.450657922543737,125.0,65,-100.0,13.1125001056662,-827.5761771682369,13.1125001056662,-113.1125001056662,3.8e-08,0,0,0.0,0,0.0,0.0,20.430500000657048,13.112500105666204,0.0,0.0,2.775557561562892e-17,0.0,0.0172047999949427,1.609432409566125e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24+QP,0,354,68,44.99999998377895,25.0,128.4470279901592,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,44.99999998377895,0.0,0.0,165.94702797393816,7.5,36.8421052588892,125.0,28,-100.0,44.99999998377895,-792.2437673309929,44.99999998377895,-144.9999999837789,3.8e-08,0,0,0.0,0,0.0,0.0,15.95180000003893,44.99999998377896,0.0,0.0,5.551115123125783e-17,0.0,0.0129797999979928,1.6209291686664073e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24+QP,0,358,30,44.778677922558565,25.0,97.32681960752586,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,44.778677922558565,0.0,0.0,134.60549753008442,7.5,36.78386261119962,125.0,66,-100.0,44.778677922558565,-792.4889995317911,44.778677922558565,-144.77867792255856,3.8e-08,0,0,0.0,0,0.0,0.0,546.219600000768,44.77867792255857,0.0,0.0,1.1102230246251563e-16,0.0009776605980395,0.5436038999978337,1.5530261521234934e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24+QP,0,360,32,28.90312501049084,25.0,43.42208036172612,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,28.90312501049084,0.0,0.0,64.82520537221696,7.5,32.60608552907654,125.0,64,-100.0,28.90312501049084,-810.0796398775725,28.90312501049084,-128.90312501049084,3.8e-08,0,0,0.0,0,0.0,0.0,13.224499998614192,28.903125010490843,0.0,0.0,5.551115123125783e-17,8.492478972149119e-05,0.0109401000008801,1.9187364586059633e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24+QP,0,360,68,11.550788263080578,25.0,170.92401404676403,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,11.550788263080578,0.0,0.0,174.97480230984462,7.5,28.03968112186331,125.0,28,-100.0,11.550788263080578,-829.3066058026808,11.550788263080578,-111.55078826308058,3.8e-08,0,0,0.0,0,0.0,0.0,16.67779999843333,11.55078826308058,0.0,0.0,1.3877787807814457e-17,0.0,0.0140080000055604,1.7416386555169083e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24+QP,0,361,35,28.653822417601816,25.0,104.04263184900208,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,28.653822417601816,0.0,0.0,125.19645426660392,7.5,32.540479583579426,125.0,61,-100.0,28.653822417601816,-810.3558754375603,28.653822417601816,-128.65382241760182,3.8e-08,0,0,0.0,0,0.0,0.0,26.189299998804927,28.65382241760182,0.0,0.0,5.551115123125783e-17,0.0,0.0236186999973142,1.572169239238974e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24+QP,0,363,15,-8.026315776284566,224.99999999475145,120.14762153825404,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-8.02631579838386,100.0,0.0,1.0,82.12130576196948,30.0,223.09374999788383,125.0,81,-8.02631579838386,100.0,-8.02631579838386,752.7562499919585,-108.02631579838386,3.8e-08,0,0,0.0,0,0.0,0.0,22.73499999864725,-8.02631581505116,0.0,0.0,3.876659271373484e-10,0.0,0.0204015999988769,1.5427937682943593e-07,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24-XP+QP,0,309,64,-1.743387069414403e-09,224.9999999973096,168.05104055135723,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-1.3071353590164922e-08,100.0,0.0,0.0,160.55104054961384,7.5,224.99999999689555,125.0,32,-1.3071353590164922e-08,100.0,-1.3071353590164922e-08,759.9999999882031,-100.00000001307136,3.8e-08,0,0,0.0,0,0.0,0.0,24.92890000576153,-1.6408932879130592e-08,0.0,0.0,1.4665545809716187e-10,0.0,0.0229134999972302,4.73031852776237e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24-XP+QP,0,326,35,11.469166121748584,25.0,90.31501877111958,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,11.469166121748584,0.0,0.0,94.28418489286815,7.5,28.01820161098647,125.0,61,-100.0,11.469166121748584,-829.3970458484781,11.469166121748584,-111.4691661217486,3.8e-08,0,0,0.0,0,0.0,0.0,31.401799999002836,11.469166121748586,0.0,0.0,2.775557561562892e-17,0.0,0.0295187000010628,1.6039862771322078e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24-XP+QP,0,332,6,-3.843490252165664,224.9999999947588,132.13786395177246,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-3.843490274233965,100.0,0.0,1.0,98.2943736996068,30.0,224.08717105986943,125.0,90,-3.843490274233965,100.0,-3.843490274233965,756.5312500275038,-103.84349027423396,3.8e-08,0,0,0.0,0,0.0,0.0,30.34119999938412,-3.843490289225194,0.0,0.0,3.7059529750527176e-10,0.0001787712913566,0.0284184000047389,1.3876497462206316e-07,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24-XP+QP,0,333,34,7.500000080180186,25.0,141.93435296204967,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,7.500000080180186,0.0,0.0,141.93435304222984,7.5,26.973684231626365,125.0,62,-100.0,7.500000080180186,-833.7950137615733,7.500000080180186,-107.5000000801802,3.8e-08,0,0,0.0,0,0.0,0.0,36.04959999938728,7.500000080180186,0.0,0.0,0.0,0.0,0.0341113999966182,1.6056979745826542e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24-XP+QP,0,335,5,-43.02631578622722,224.9999999950339,169.5193396429272,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-43.02631580713715,100.0,0.0,1.0,96.4930238567,30.0,214.78124999580493,125.0,91,-43.02631580713715,100.0,-43.02631580713715,721.1687499840586,-143.02631580713717,3.8e-08,0,0,0.0,0,0.0,0.0,35.712700002477504,-43.02631582591278,0.0,0.0,3.9685560393465375e-10,1.8112900882415438e-16,0.033562399999937,1.737950015012757e-07,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24-XP+QP,0,339,40,19.87433741491969,25.0,77.42768244935614,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,19.87433741491969,0.0,0.0,89.80201986427583,7.5,30.23008879339992,125.0,56,-100.0,19.87433741491969,-820.0838366593688,19.87433741491969,-119.8743374149197,3.8e-08,0,0,0.0,0,0.0,0.0,33.24650000286056,19.87433741491969,0.0,0.0,0.0,0.0,0.031406699999934,2.409447930062925e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24-XP+QP,0,343,76,-4.431925010371676e-09,224.9999999891754,106.37188812551852,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-5.0009164528761946e-08,100.0,0.0,1.1733943002430655e-09,76.37188809284422,30.0,224.9999999881228,125.0,20,-5.0009164528761946e-08,100.0,-5.0009164528761946e-08,759.9999999548667,-100.00000005000916,3.8e-08,0,0,0.0,0,0.0,0.0,17.246800001885276,-7.742053903233397e-08,0.0,4.70706140731636e-10,1.1912140283654243e-09,0.0,0.0153396000023349,3.311514671295009e-07,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24-XP+QP,0,344,67,14.314092810288107,25.0,172.57508579721284,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,14.314092810288107,0.0,0.0,179.38917860750095,7.5,28.766866529023183,125.0,29,-100.0,14.314092810288107,-826.244772509376,14.314092810288107,-114.3140928102881,3.8e-08,0,0,0.0,0,0.0,0.0,32.05139999772655,14.31409282747214,0.0,0.0,1.718403197514817e-10,0.0,0.0302100999979302,4.522114238625363e-09,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24-XP+QP,0,346,32,33.75000005159626,25.0,33.987848584533026,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,33.75000005159626,0.0,0.0,60.237848636129286,7.5,33.881578960946385,125.0,64,-100.0,33.75000005159626,-804.7091412170678,33.75000005159626,-133.75000005159626,3.8e-08,0,0,0.0,0,0.0,0.0,24.13420000084443,33.75000005159627,0.0,0.0,1.1102230246251563e-16,1.0759425138212506e-05,0.0225130999970133,1.559353535185437e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24-XP+QP,0,346,68,26.20431442369953,25.0,156.6256870695505,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,26.20431442369953,0.0,0.0,175.33000149325005,7.5,31.895872216763035,125.0,28,-100.0,26.20431442369953,-813.0700117188926,26.20431442369953,-126.20431442369951,3.8e-08,0,0,0.0,0,0.0,0.0,16.75079999404261,26.20431442369953,0.0,0.0,0.0,0.0001336298178708,0.0151052000001072,1.6183673068326243e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24-XP+QP,0,347,32,6.702599788537919,25.0,62.111393363081,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,6.70259978853792,0.0,0.0,61.31399315161892,7.5,26.76384204961524,125.0,64,-100.0,6.70259978853792,-834.6785597910937,6.70259978853792,-106.70259978853792,3.8e-08,0,0,0.0,0,0.0,0.0,32.70229999907315,6.7025997885379205,0.0,0.0,1.3877787807814457e-17,0.0006320022722921,0.0307612999968114,1.606040811452658e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24-XP+QP,0,347,69,9.999999979311312,25.0,176.7850783977711,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,9.999999979311312,0.0,0.0,179.2850783770824,7.5,27.63157894192403,125.0,27,-100.0,9.999999979311312,-831.0249307708463,9.999999979311312,-109.99999997931133,3.8e-08,0,0,0.0,0,0.0,0.0,36.56560000672471,9.999999979311314,0.0,0.0,1.3877787807814457e-17,0.0,0.0346755999999004,3.35081349334132e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24-XP+QP,0,348,68,10.75332228710276,25.0,168.50638612481174,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,10.75332228710276,0.0,0.0,171.7597084119145,7.5,27.829821654500726,125.0,28,-100.0,10.75332228710276,-830.1902246126285,10.75332228710276,-110.75332228710276,3.8e-08,0,0,0.0,0,0.0,0.0,21.35920000000624,10.753322287102762,0.0,0.0,2.775557561562892e-17,0.0005988502459342,0.0183176999998977,1.7483401393292297e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24-XP+QP,0,349,32,39.7791668215946,25.0,32.024261161199675,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,39.7791668215946,0.0,0.0,64.30342798279428,7.5,35.468201795156475,125.0,64,-100.0,39.7791668215946,-798.0286240203939,39.7791668215946,-139.7791668215946,3.8e-08,0,0,0.0,0,0.0,0.0,38.24160000658594,39.77916682159461,0.0,0.0,5.551115123125783e-17,0.0,0.0362793000022065,1.555518025497804e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24-XP+QP,0,352,32,33.741666795920324,25.0,117.6894634025978,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,33.741666795920324,0.0,0.0,143.93113019851813,7.5,33.8793859989264,125.0,64,-100.0,33.741666795920324,-804.7183747413625,33.741666795920324,-133.7416667959203,3.8e-08,0,0,0.0,0,0.0,0.0,46.24340000009397,33.74166679592033,0.0,0.0,1.1102230246251563e-16,0.0,0.0443374999958905,2.42066349187553e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24-XP+QP,0,352,68,34.812255495731634,25.0,145.9389157421864,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,34.812255495731634,0.0,0.0,173.25117123791804,7.5,34.1611198672978,125.0,28,-100.0,34.812255495731634,-803.5321268745356,34.812255495731634,-134.81225549573162,3.8e-08,0,0,0.0,0,0.0,0.0,26.318500000343192,34.81225549573164,0.0,0.0,5.551115123125783e-17,0.0,0.0244332000002032,1.6119905410505453e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24-XP+QP,0,353,31,13.112500110383412,25.0,173.87800091958098,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,13.112500110383412,0.0,0.0,179.4905010299644,7.5,28.45065792378511,125.0,65,-100.0,13.112500110383412,-827.5761771630101,13.112500110383412,-113.1125001103834,3.8e-08,0,0,0.0,0,0.0,0.0,51.569700000982266,13.112500110383412,0.0,0.0,0.0,0.0,0.0496421999996528,1.6094427124357935e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24-XP+QP,0,354,68,44.99999998377895,25.0,128.4470279901592,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,44.99999998377895,0.0,0.0,165.94702797393816,7.5,36.8421052588892,125.0,28,-100.0,44.99999998377895,-792.2437673309929,44.99999998377895,-144.9999999837789,3.8e-08,0,0,0.0,0,0.0,0.0,24.76390000083484,44.99999998377896,0.0,0.0,5.551115123125783e-17,0.0,0.0228358000022126,1.6209291686664073e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24-XP+QP,0,358,30,44.77867790604682,25.0,97.3268196240376,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,44.77867790604682,0.0,0.0,134.60549753008442,7.5,36.78386260685443,125.0,66,-100.0,44.77867790604682,-792.4889995500866,44.77867790604682,-144.77867790604682,3.8e-08,0,0,0.0,0,0.0,0.0,1253.8521000024048,44.77867790604682,0.0,0.0,0.0,0.0009996804889139,1.2511432000028435,1.5530204677816073e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24-XP+QP,0,360,32,28.90312501049084,25.0,43.42208036172612,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,28.90312501049084,0.0,0.0,64.82520537221696,7.5,32.60608552907654,125.0,64,-100.0,28.90312501049084,-810.0796398775725,28.90312501049084,-128.90312501049084,3.8e-08,0,0,0.0,0,0.0,0.0,28.911900000821333,28.903125010490843,0.0,0.0,5.551115123125783e-17,8.492478972149119e-05,0.0269574999983888,1.9187364586059633e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
MPC-H24-XP+QP,0,360,68,11.550788263080578,25.0,170.92401404676403,0.0,0.0,hard_qp_solution,0.0,0,0,0.0,-100.0,11.550788263080578,0.0,0.0,174.97480230984462,7.5,28.03968112186331,125.0,28,-100.0,11.550788263080578,-829.3066058026808,11.550788263080578,-111.55078826308058,3.8e-08,0,0,0.0,0,0.0,0.0,24.677399997017343,11.55078826308058,0.0,0.0,1.3877787807814457e-17,0.0,0.0227792000005138,1.7416386555169083e-08,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,,,,,,,,,,,
